FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6
pŭʼu	0	0	1	1	1	1
puhu	0	0	1	1	1	1
kowaj̃a	1	1	1	1	1	1
púju	0	0	1	1	1	1
puju	0	0	1	1	1	1
puju	0	0	1	1	1	1
