FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
dɯ́e	1	1	0	0	0	0	1
dɯe	1	1	0	0	0	0	1
dɯrue	1	1	0	1	1	0	1
dɯ́e	1	1	0	0	0	0	1
tɨɨ	1	1	0	0	0	0	1
tɨ́ɨ́-hóʔo	1	1	1	1	1	1	1
tɨɨ-	1	1	0	0	0	0	1
tɨ́ɨ́-hóʔo	1	1	1	1	1	1	1
