FORM	Slot1	Slot2	Slot3	Slot4	Slot5	Slot6	Slot7
núkur	0	1	1	1	1	1	0
anokwá	1	1	1	1	1	0	0
nuku	0	1	1	1	1	0	0
nukuri	0	1	1	1	1	1	1
anu	1	1	0	0	1	0	0
