Doculect	Concept	Form
Shuar	ALL	
Shuar	AND	
Shuar	ANIMAL	
Shuar	ASH	
Shuar	AT	
Shuar	BACK	
Shuar	BAD	
Shuar	BARK	
Shuar	BECAUSE	
Shuar	BELLY	
Shuar	BERRY	
Shuar	BIG	
Shuar	BIRD	
Shuar	BITE	
Shuar	BLACK	
Shuar	BLOOD	
Shuar	BLOW (OF WIND)	
Shuar	BONE	
Shuar	BREATHE	
Shuar	BURNING	
Shuar	CHILD (YOUNG HUMAN)	
Shuar	CLOUD	
Shuar	COLD (OF WEATHER)	
Shuar	COME	
Shuar	COUNT	
Shuar	CUT	
Shuar	DAY (NOT NIGHT)	
Shuar	DIE	
Shuar	DIG	
Shuar	DIRTY	
Shuar	DOG	
Shuar	DRINK	
Shuar	DRY	
Shuar	BLUNT	
Shuar	DUST	
Shuar	EAR	
Shuar	EARTH (SOIL)	
Shuar	EAT	
Shuar	EGG	
Shuar	EYE	
Shuar	FALL	
Shuar	FAR	
Shuar	FAT (ORGANIC SUBSTANCE)	
Shuar	FATHER	
Shuar	FEAR (BE AFRAID)	
Shuar	FEATHER	
Shuar	FEW	
Shuar	FIGHT	
Shuar	FIRE	
Shuar	FISH	
Shuar	FIVE	
Shuar	FLOAT	
Shuar	FLOW	
Shuar	FLOWER	
Shuar	FLY (MOVE THROUGH AIR)	
Shuar	FOG	
Shuar	FOOT	
Shuar	FOUR	
Shuar	FREEZE	
Shuar	GIVE	
Shuar	GOOD	
Shuar	GRASS	
Shuar	GREEN	
Shuar	GUTS	
Shuar	HAIR	
Shuar	HAND	
Shuar	HE	au
Shuar	HE	nii
Shuar	HEAD	
Shuar	HEAR	
Shuar	HEART	
Shuar	HEAVY	
Shuar	HERE	
Shuar	HIT	
Shuar	HOLD	
Shuar	HOW	
Shuar	HUNT	
Shuar	HUSBAND	
Shuar	I	
Shuar	ICE	wi
Shuar	IF	
Shuar	IN	
Shuar	KILL	
Shuar	KNOW (SOMETHING)	
Shuar	LAKE	
Shuar	LAUGH	
Shuar	LEAF	
Shuar	LEFT	
Shuar	LEG	
Shuar	LIE (REST)	
Shuar	BE ALIVE	
Shuar	LIVER	
Shuar	LONG	
Shuar	LOUSE	
Shuar	MALE PERSON	
Shuar	MANY	
Shuar	FLESH OR MEAT	
Shuar	MOTHER	
Shuar	MOUNTAIN	
Shuar	MOUTH	
Shuar	NAME	
Shuar	NARROW	
Shuar	NEAR	
Shuar	NECK	
Shuar	NEW	
Shuar	NIGHT	
Shuar	NOSE	
Shuar	NOT	
Shuar	OLD	
Shuar	ONE	
Shuar	OTHER	
Shuar	PERSON	
Shuar	PLAY	
Shuar	PULL	
Shuar	PUSH	
Shuar	RAIN (RAINING)	
Shuar	RED	
Shuar	CORRECT (RIGHT)	
Shuar	RIGHT	
Shuar	RIVER	
Shuar	ROAD	
Shuar	ROOT	
Shuar	ROPE	
Shuar	ROTTEN	
Shuar	RUB	
Shuar	SALT	
Shuar	SAND	
Shuar	SAY	
Shuar	SCRATCH	
Shuar	SEA	
Shuar	SEE	
Shuar	SEED	
Shuar	SEW	
Shuar	SHARP	
Shuar	SHORT	
Shuar	SING	
Shuar	SIT	
Shuar	SKIN (HUMAN)	
Shuar	SKY	
Shuar	SLEEP	
Shuar	SMALL	
Shuar	SMELL (PERCEIVE)	
Shuar	SMOKE (EXHAUST)	
Shuar	SMOOTH	
Shuar	SNAKE	
Shuar	SNOW	
Shuar	SOME	
Shuar	SPIT	
Shuar	SPLIT	
Shuar	SQUEEZE	
Shuar	STAB	
Shuar	STAND	
Shuar	STAR	
Shuar	STICK	
Shuar	STONE	
Shuar	STRAIGHT	
Shuar	SUCK	
Shuar	SUN	
Shuar	SWELL	
Shuar	SWIM	
Shuar	TAIL	
Shuar	THAT	
Shuar	THERE	
Shuar	THEY	au
Shuar	THEY	nii
Shuar	THICK	
Shuar	THIN	
Shuar	THINK	
Shuar	THIS	
Shuar	THOU	ame
Shuar	THREE	
Shuar	THROW	
Shuar	TIE	
Shuar	TONGUE	
Shuar	TOOTH	
Shuar	TREE	
Shuar	TURN AROUND	
Shuar	TWO	
Shuar	VOMIT	
Shuar	WALK	
Shuar	WARM (OF WEATHER)	
Shuar	WASH	
Shuar	WATER	
Shuar	WE	ii
Shuar	WET	
Shuar	WHAT	
Shuar	WHEN	
Shuar	WHERE	
Shuar	WHITE	
Shuar	WHO	
Shuar	WIDE	
Shuar	WIFE	
Shuar	WIND	
Shuar	WING	
Shuar	WIPE	
Shuar	WITH	
Shuar	WOMAN	
Shuar	FOREST	
Shuar	WORM	
Shuar	YOU	átum
Shuar	YEAR	
Shuar	YELLOW	
