Doculect	Concept	Form
Cahuarano	ALL	
Cahuarano	AND	
Cahuarano	ANIMAL	
Cahuarano	ASH	
Cahuarano	AT	
Cahuarano	BACK	
Cahuarano	BAD	
Cahuarano	BARK	
Cahuarano	BECAUSE	
Cahuarano	BELLY	
Cahuarano	BERRY	
Cahuarano	BIG	
Cahuarano	BIRD	
Cahuarano	BITE	
Cahuarano	BLACK	
Cahuarano	BLOOD	
Cahuarano	BLOW (OF WIND)	
Cahuarano	BONE	
Cahuarano	BREATHE	
Cahuarano	BURNING	
Cahuarano	CHILD (YOUNG HUMAN)	
Cahuarano	CLOUD	
Cahuarano	COLD (OF WEATHER)	
Cahuarano	COME	
Cahuarano	COUNT	
Cahuarano	CUT	
Cahuarano	DAY (NOT NIGHT)	
Cahuarano	DIE	
Cahuarano	DIG	
Cahuarano	DIRTY	
Cahuarano	DOG	
Cahuarano	DRINK	
Cahuarano	DRY	
Cahuarano	BLUNT	
Cahuarano	DUST	
Cahuarano	EAR	
Cahuarano	EARTH (SOIL)	
Cahuarano	EAT	
Cahuarano	EGG	
Cahuarano	EYE	
Cahuarano	FALL	
Cahuarano	FAR	
Cahuarano	FAT (ORGANIC SUBSTANCE)	
Cahuarano	FATHER	
Cahuarano	FEAR (BE AFRAID)	
Cahuarano	FEATHER	
Cahuarano	FEW	
Cahuarano	FIGHT	
Cahuarano	FIRE	
Cahuarano	FISH	
Cahuarano	FIVE	
Cahuarano	FLOAT	
Cahuarano	FLOW	
Cahuarano	FLOWER	
Cahuarano	FLY (MOVE THROUGH AIR)	
Cahuarano	FOG	
Cahuarano	FOOT	
Cahuarano	FOUR	
Cahuarano	FREEZE	
Cahuarano	GIVE	
Cahuarano	GOOD	
Cahuarano	GRASS	
Cahuarano	GREEN	
Cahuarano	GUTS	
Cahuarano	HAIR	
Cahuarano	HAND	
Cahuarano	HE	
Cahuarano	HEAD	
Cahuarano	HEAR	
Cahuarano	HEART	
Cahuarano	HEAVY	
Cahuarano	HERE	
Cahuarano	HIT	
Cahuarano	HOLD	
Cahuarano	HOW	
Cahuarano	HUNT	
Cahuarano	HUSBAND	
Cahuarano	I	
Cahuarano	ICE	
Cahuarano	IF	
Cahuarano	IN	
Cahuarano	KILL	
Cahuarano	KNOW (SOMETHING)	
Cahuarano	LAKE	
Cahuarano	LAUGH	
Cahuarano	LEAF	
Cahuarano	LEFT	
Cahuarano	LEG	
Cahuarano	LIE (REST)	
Cahuarano	BE ALIVE	
Cahuarano	LIVER	
Cahuarano	LONG	
Cahuarano	LOUSE	
Cahuarano	MALE PERSON	
Cahuarano	MANY	
Cahuarano	FLESH OR MEAT	
Cahuarano	MOTHER	
Cahuarano	MOUNTAIN	
Cahuarano	MOUTH	
Cahuarano	NAME	
Cahuarano	NARROW	
Cahuarano	NEAR	
Cahuarano	NECK	
Cahuarano	NEW	
Cahuarano	NIGHT	
Cahuarano	NOSE	
Cahuarano	NOT	
Cahuarano	OLD	
Cahuarano	ONE	
Cahuarano	OTHER	
Cahuarano	PERSON	
Cahuarano	PLAY	
Cahuarano	PULL	
Cahuarano	PUSH	
Cahuarano	RAIN (RAINING)	
Cahuarano	RED	
Cahuarano	CORRECT (RIGHT)	
Cahuarano	RIGHT	
Cahuarano	RIVER	
Cahuarano	ROAD	
Cahuarano	ROOT	
Cahuarano	ROPE	
Cahuarano	ROTTEN	
Cahuarano	RUB	
Cahuarano	SALT	
Cahuarano	SAND	
Cahuarano	SAY	
Cahuarano	SCRATCH	
Cahuarano	SEA	
Cahuarano	SEE	
Cahuarano	SEED	
Cahuarano	SEW	
Cahuarano	SHARP	
Cahuarano	SHORT	
Cahuarano	SING	
Cahuarano	SIT	
Cahuarano	SKIN (HUMAN)	
Cahuarano	SKY	
Cahuarano	SLEEP	
Cahuarano	SMALL	
Cahuarano	SMELL (PERCEIVE)	
Cahuarano	SMOKE (EXHAUST)	
Cahuarano	SMOOTH	
Cahuarano	SNAKE	
Cahuarano	SNOW	
Cahuarano	SOME	
Cahuarano	SPIT	
Cahuarano	SPLIT	
Cahuarano	SQUEEZE	
Cahuarano	STAB	
Cahuarano	STAND	
Cahuarano	STAR	
Cahuarano	STICK	
Cahuarano	STONE	
Cahuarano	STRAIGHT	
Cahuarano	SUCK	
Cahuarano	SUN	
Cahuarano	SWELL	
Cahuarano	SWIM	
Cahuarano	TAIL	
Cahuarano	THAT	
Cahuarano	THERE	
Cahuarano	THEY	
Cahuarano	THICK	
Cahuarano	THIN	
Cahuarano	THINK	
Cahuarano	THIS	
Cahuarano	THOU	
Cahuarano	THREE	
Cahuarano	THROW	
Cahuarano	TIE	
Cahuarano	TONGUE	
Cahuarano	TOOTH	
Cahuarano	TREE	
Cahuarano	TURN AROUND	
Cahuarano	TWO	
Cahuarano	VOMIT	
Cahuarano	WALK	
Cahuarano	WARM (OF WEATHER)	
Cahuarano	WASH	
Cahuarano	WATER	
Cahuarano	WE	
Cahuarano	WET	
Cahuarano	WHAT	
Cahuarano	WHEN	
Cahuarano	WHERE	
Cahuarano	WHITE	
Cahuarano	WHO	
Cahuarano	WIDE	
Cahuarano	WIFE	
Cahuarano	WIND	
Cahuarano	WING	
Cahuarano	WIPE	
Cahuarano	WITH	
Cahuarano	WOMAN	
Cahuarano	FOREST	
Cahuarano	WORM	
Cahuarano	YOU	
Cahuarano	YEAR	
Cahuarano	YELLOW	
