Doculect	Concept	Form
Omurano	ALL	
Omurano	AND	
Omurano	ANIMAL	
Omurano	ASH	
Omurano	AT	
Omurano	BACK	
Omurano	BAD	
Omurano	BARK	
Omurano	BECAUSE	
Omurano	BELLY	
Omurano	BERRY	
Omurano	BIG	
Omurano	BIRD	
Omurano	BITE	
Omurano	BLACK	
Omurano	BLOOD	
Omurano	BLOW (OF WIND)	
Omurano	BONE	
Omurano	BREATHE	
Omurano	BURNING	
Omurano	CHILD (YOUNG HUMAN)	
Omurano	CLOUD	
Omurano	COLD (OF WEATHER)	
Omurano	COME	
Omurano	COUNT	
Omurano	CUT	
Omurano	DAY (NOT NIGHT)	
Omurano	DIE	
Omurano	DIG	
Omurano	DIRTY	
Omurano	DOG	
Omurano	DRINK	
Omurano	DRY	
Omurano	BLUNT	
Omurano	DUST	
Omurano	EAR	
Omurano	EARTH (SOIL)	
Omurano	EAT	
Omurano	EGG	
Omurano	EYE	
Omurano	FALL	
Omurano	FAR	
Omurano	FAT (ORGANIC SUBSTANCE)	
Omurano	FATHER	
Omurano	FEAR (BE AFRAID)	
Omurano	FEATHER	
Omurano	FEW	
Omurano	FIGHT	
Omurano	FIRE	
Omurano	FISH	
Omurano	FIVE	
Omurano	FLOAT	
Omurano	FLOW	
Omurano	FLOWER	
Omurano	FLY (MOVE THROUGH AIR)	
Omurano	FOG	
Omurano	FOOT	
Omurano	FOUR	
Omurano	FREEZE	
Omurano	GIVE	
Omurano	GOOD	
Omurano	GRASS	
Omurano	GREEN	
Omurano	GUTS	
Omurano	HAIR	
Omurano	HAND	
Omurano	HE	
Omurano	HEAD	
Omurano	HEAR	
Omurano	HEART	
Omurano	HEAVY	
Omurano	HERE	
Omurano	HIT	
Omurano	HOLD	
Omurano	HOW	
Omurano	HUNT	
Omurano	HUSBAND	
Omurano	I	
Omurano	ICE	
Omurano	IF	
Omurano	IN	
Omurano	KILL	
Omurano	KNOW (SOMETHING)	
Omurano	LAKE	
Omurano	LAUGH	
Omurano	LEAF	
Omurano	LEFT	
Omurano	LEG	
Omurano	LIE (REST)	
Omurano	BE ALIVE	
Omurano	LIVER	
Omurano	LONG	
Omurano	LOUSE	
Omurano	MALE PERSON	
Omurano	MANY	
Omurano	FLESH OR MEAT	
Omurano	MOTHER	
Omurano	MOUNTAIN	
Omurano	MOUTH	
Omurano	NAME	
Omurano	NARROW	
Omurano	NEAR	
Omurano	NECK	
Omurano	NEW	
Omurano	NIGHT	
Omurano	NOSE	
Omurano	NOT	
Omurano	OLD	
Omurano	ONE	
Omurano	OTHER	
Omurano	PERSON	
Omurano	PLAY	
Omurano	PULL	
Omurano	PUSH	
Omurano	RAIN (RAINING)	
Omurano	RED	
Omurano	CORRECT (RIGHT)	
Omurano	RIGHT	
Omurano	RIVER	
Omurano	ROAD	
Omurano	ROOT	
Omurano	ROPE	
Omurano	ROTTEN	
Omurano	RUB	
Omurano	SALT	
Omurano	SAND	
Omurano	SAY	
Omurano	SCRATCH	
Omurano	SEA	
Omurano	SEE	
Omurano	SEED	
Omurano	SEW	
Omurano	SHARP	
Omurano	SHORT	
Omurano	SING	
Omurano	SIT	
Omurano	SKIN (HUMAN)	
Omurano	SKY	
Omurano	SLEEP	
Omurano	SMALL	
Omurano	SMELL (PERCEIVE)	
Omurano	SMOKE (EXHAUST)	
Omurano	SMOOTH	
Omurano	SNAKE	
Omurano	SNOW	
Omurano	SOME	
Omurano	SPIT	
Omurano	SPLIT	
Omurano	SQUEEZE	
Omurano	STAB	
Omurano	STAND	
Omurano	STAR	
Omurano	STICK	
Omurano	STONE	
Omurano	STRAIGHT	
Omurano	SUCK	
Omurano	SUN	
Omurano	SWELL	
Omurano	SWIM	
Omurano	TAIL	
Omurano	THAT	
Omurano	THERE	
Omurano	THEY	
Omurano	THICK	
Omurano	THIN	
Omurano	THINK	
Omurano	THIS	
Omurano	THOU	
Omurano	THREE	
Omurano	THROW	
Omurano	TIE	
Omurano	TONGUE	
Omurano	TOOTH	
Omurano	TREE	
Omurano	TURN AROUND	
Omurano	TWO	
Omurano	VOMIT	
Omurano	WALK	
Omurano	WARM (OF WEATHER)	
Omurano	WASH	
Omurano	WATER	
Omurano	WE	
Omurano	WET	
Omurano	WHAT	
Omurano	WHEN	
Omurano	WHERE	
Omurano	WHITE	
Omurano	WHO	
Omurano	WIDE	
Omurano	WIFE	
Omurano	WIND	
Omurano	WING	
Omurano	WIPE	
Omurano	WITH	
Omurano	WOMAN	
Omurano	FOREST	
Omurano	WORM	
Omurano	YOU	
Omurano	YEAR	
Omurano	YELLOW	
