Doculect,Concept,Form
Candoshi,98,
Candoshi,1577,
Candoshi,619,
Candoshi,646,
Candoshi,1461,
Candoshi,1291,
Candoshi,1292,
Candoshi,1204,
Candoshi,1157,
Candoshi,1251,
Candoshi,904,
Candoshi,1202,
Candoshi,937,
Candoshi,1403,
Candoshi,163,
Candoshi,946,
Candoshi,175,
Candoshi,1394,
Candoshi,1407,
Candoshi,1428,
Candoshi,1304,
Candoshi,1489,
Candoshi,2483,
Candoshi,1446,
Candoshi,1420,
Candoshi,1432,
Candoshi,1225,
Candoshi,1494,
Candoshi,1418,
Candoshi,1230,
Candoshi,2009,
Candoshi,1401,
Candoshi,1398,
Candoshi,379,
Candoshi,2,
Candoshi,1247,
Candoshi,1228,
Candoshi,1336,
Candoshi,744,
Candoshi,1248,
Candoshi,1280,
Candoshi,1406,
Candoshi,323,
Candoshi,1217,
Candoshi,1419,
Candoshi,1201,
Candoshi,1242,
Candoshi,1423,
Candoshi,221,
Candoshi,227,
Candoshi,493,
Candoshi,1574,
Candoshi,2003,
Candoshi,239,
Candoshi,1441,
Candoshi,249,
Candoshi,1301,
Candoshi,1500,
Candoshi,1431,
Candoshi,1447,
Candoshi,1035,
Candoshi,606,
Candoshi,1425,
Candoshi,1334,
Candoshi,1040,
Candoshi,1277,
Candoshi,1211,
Candoshi,1256,
Candoshi,1408,
Candoshi,1223,
Candoshi,1210,
Candoshi,136,
Candoshi,1433,
Candoshi,1448,
Candoshi,1239,
Candoshi,1435,
Candoshi,1200,
Candoshi,1209,
Candoshi,617,
Candoshi,1459,
Candoshi,1460,
Candoshi,1417,
Candoshi,1410,
Candoshi,624,
Candoshi,1355,
Candoshi,628,
Candoshi,244,
Candoshi,1297,
Candoshi,1411,
Candoshi,1422,
Candoshi,1224,
Candoshi,1203,
Candoshi,1392,
Candoshi,2106,
Candoshi,1198,
Candoshi,2615,
Candoshi,1216,
Candoshi,639,
Candoshi,674,
Candoshi,1405,
Candoshi,1267,
Candoshi,1942,
Candoshi,1333,
Candoshi,1231,
Candoshi,1233,
Candoshi,1221,
Candoshi,1240,
Candoshi,1229,
Candoshi,1493,
Candoshi,197,
Candoshi,683,
Candoshi,1413,
Candoshi,1455,
Candoshi,1452,
Candoshi,1253,
Candoshi,156,
Candoshi,1725,
Candoshi,1019,
Candoshi,666,
Candoshi,667,
Candoshi,670,
Candoshi,1218,
Candoshi,1728,
Candoshi,1449,
Candoshi,1274,
Candoshi,671,
Candoshi,1458,
Candoshi,1436,
Candoshi,1474,
Candoshi,1409,
Candoshi,714,
Candoshi,1457,
Candoshi,1396,
Candoshi,1645,
Candoshi,1261,
Candoshi,1416,
Candoshi,2613,
Candoshi,1732,
Candoshi,1585,
Candoshi,1246,
Candoshi,1586,
Candoshi,778,
Candoshi,1234,
Candoshi,730,
Candoshi,784,
Candoshi,1241,
Candoshi,1440,
Candoshi,1437,
Candoshi,1414,
Candoshi,1434,
Candoshi,1442,
Candoshi,1430,
Candoshi,1295,
Candoshi,857,
Candoshi,1404,
Candoshi,1421,
Candoshi,1343,
Candoshi,1573,
Candoshi,1439,
Candoshi,1220,
Candoshi,78,
Candoshi,1937,
Candoshi,817,
Candoshi,1244,
Candoshi,2308,
Candoshi,2271,
Candoshi,1214,
Candoshi,1215,
Candoshi,492,
Candoshi,1456,
Candoshi,1917,
Candoshi,1205,
Candoshi,1380,
Candoshi,906,
Candoshi,1444,
Candoshi,1498,
Candoshi,1278,
Candoshi,1443,
Candoshi,2110,
Candoshi,1453,
Candoshi,948,
Candoshi,1212,
Candoshi,1726,
Candoshi,1236,
Candoshi,1238,
Candoshi,1237,
Candoshi,1335,
Candoshi,1235,
Candoshi,1243,
Candoshi,1199,
Candoshi,960,
Candoshi,1257,
Candoshi,1454,
Candoshi,1340,
Candoshi,962,
Candoshi,420,
Candoshi,1219,
Candoshi,1213,
Candoshi,1226,
Candoshi,1424,
