Doculect,Concept,Form
Yameo,ALL,
Yameo,AND,
Yameo,ANIMAL,
Yameo,ASH,
Yameo,AT,
Yameo,BACK,
Yameo,BAD,
Yameo,BARK,
Yameo,BECAUSE,
Yameo,BELLY,
Yameo,BERRY,
Yameo,BIG,
Yameo,BIRD,
Yameo,BITE,
Yameo,BLACK,
Yameo,BLOOD,
Yameo,BLOW (OF WIND),
Yameo,BONE,
Yameo,BREATHE,
Yameo,BURNING,
Yameo,CHILD (YOUNG HUMAN),
Yameo,CLOUD,
Yameo,COLD (OF WEATHER),
Yameo,COME,
Yameo,COUNT,
Yameo,CUT,
Yameo,DAY (NOT NIGHT),
Yameo,DIE,
Yameo,DIG,
Yameo,DIRTY,
Yameo,DOG,
Yameo,DRINK,
Yameo,DRY,
Yameo,BLUNT,
Yameo,DUST,
Yameo,EAR,
Yameo,EARTH (SOIL),
Yameo,EAT,
Yameo,EGG,
Yameo,EYE,
Yameo,FALL,
Yameo,FAR,
Yameo,FAT (ORGANIC SUBSTANCE),
Yameo,FATHER,
Yameo,FEAR (BE AFRAID),
Yameo,FEATHER,
Yameo,FEW,
Yameo,FIGHT,
Yameo,FIRE,
Yameo,FISH,
Yameo,FIVE,
Yameo,FLOAT,
Yameo,FLOW,
Yameo,FLOWER,
Yameo,FLY (MOVE THROUGH AIR),
Yameo,FOG,
Yameo,FOOT,
Yameo,FOUR,
Yameo,FREEZE,
Yameo,GIVE,
Yameo,GOOD,
Yameo,GRASS,
Yameo,GREEN,
Yameo,GUTS,
Yameo,HAIR,
Yameo,HAND,
Yameo,HE,
Yameo,HEAD,
Yameo,HEAR,
Yameo,HEART,
Yameo,HEAVY,
Yameo,HERE,
Yameo,HIT,
Yameo,HOLD,
Yameo,HOW,
Yameo,HUNT,
Yameo,HUSBAND,
Yameo,I,
Yameo,ICE,
Yameo,IF,
Yameo,IN,
Yameo,KILL,
Yameo,KNOW (SOMETHING),
Yameo,LAKE,
Yameo,LAUGH,
Yameo,LEAF,
Yameo,LEFT,
Yameo,LEG,
Yameo,LIE (REST),
Yameo,BE ALIVE,
Yameo,LIVER,
Yameo,LONG,
Yameo,LOUSE,
Yameo,MALE PERSON,
Yameo,MANY,
Yameo,FLESH OR MEAT,
Yameo,MOTHER,
Yameo,MOUNTAIN,
Yameo,MOUTH,
Yameo,NAME,
Yameo,NARROW,
Yameo,NEAR,
Yameo,NECK,
Yameo,NEW,
Yameo,NIGHT,
Yameo,NOSE,
Yameo,NOT,
Yameo,OLD,
Yameo,ONE,
Yameo,OTHER,
Yameo,PERSON,
Yameo,PLAY,
Yameo,PULL,
Yameo,PUSH,
Yameo,RAIN (RAINING),
Yameo,RED,
Yameo,CORRECT (RIGHT),
Yameo,RIGHT,
Yameo,RIVER,
Yameo,ROAD,
Yameo,ROOT,
Yameo,ROPE,
Yameo,ROTTEN,
Yameo,RUB,
Yameo,SALT,
Yameo,SAND,
Yameo,SAY,
Yameo,SCRATCH,
Yameo,SEA,
Yameo,SEE,
Yameo,SEED,
Yameo,SEW,
Yameo,SHARP,
Yameo,SHORT,
Yameo,SING,
Yameo,SIT,
Yameo,SKIN (HUMAN),
Yameo,SKY,
Yameo,SLEEP,
Yameo,SMALL,
Yameo,SMELL (PERCEIVE),
Yameo,SMOKE (EXHAUST),
Yameo,SMOOTH,
Yameo,SNAKE,
Yameo,SNOW,
Yameo,SOME,
Yameo,SPIT,
Yameo,SPLIT,
Yameo,SQUEEZE,
Yameo,STAB,
Yameo,STAND,
Yameo,STAR,
Yameo,STICK,
Yameo,STONE,
Yameo,STRAIGHT,
Yameo,SUCK,
Yameo,SUN,
Yameo,SWELL,
Yameo,SWIM,
Yameo,TAIL,
Yameo,THAT,
Yameo,THERE,
Yameo,THEY,
Yameo,THICK,
Yameo,THIN,
Yameo,THINK,
Yameo,THIS,
Yameo,THOU,
Yameo,THREE,
Yameo,THROW,
Yameo,TIE,
Yameo,TONGUE,
Yameo,TOOTH,
Yameo,TREE,
Yameo,TURN AROUND,
Yameo,TWO,
Yameo,VOMIT,
Yameo,WALK,
Yameo,WARM (OF WEATHER),
Yameo,WASH,
Yameo,WATER,
Yameo,WE,
Yameo,WET,
Yameo,WHAT,
Yameo,WHEN,
Yameo,WHERE,
Yameo,WHITE,
Yameo,WHO,
Yameo,WIDE,
Yameo,WIFE,
Yameo,WIND,
Yameo,WING,
Yameo,WIPE,
Yameo,WITH,
Yameo,WOMAN,
Yameo,FOREST,
Yameo,WORM,
Yameo,YOU,
Yameo,YEAR,
Yameo,YELLOW,
