Doculect,Concept,Form
Tequiraca,ALL,
Tequiraca,AND,
Tequiraca,ANIMAL,
Tequiraca,ASH,
Tequiraca,AT,
Tequiraca,BACK,
Tequiraca,BAD,
Tequiraca,BARK,
Tequiraca,BECAUSE,
Tequiraca,BELLY,
Tequiraca,BERRY,
Tequiraca,BIG,
Tequiraca,BIRD,
Tequiraca,BITE,
Tequiraca,BLACK,
Tequiraca,BLOOD,
Tequiraca,BLOW (OF WIND),
Tequiraca,BONE,
Tequiraca,BREATHE,
Tequiraca,BURNING,
Tequiraca,CHILD (YOUNG HUMAN),
Tequiraca,CLOUD,
Tequiraca,COLD (OF WEATHER),
Tequiraca,COME,
Tequiraca,COUNT,
Tequiraca,CUT,
Tequiraca,DAY (NOT NIGHT),
Tequiraca,DIE,
Tequiraca,DIG,
Tequiraca,DIRTY,
Tequiraca,DOG,
Tequiraca,DRINK,
Tequiraca,DRY,
Tequiraca,BLUNT,
Tequiraca,DUST,
Tequiraca,EAR,
Tequiraca,EARTH (SOIL),
Tequiraca,EAT,
Tequiraca,EGG,
Tequiraca,EYE,
Tequiraca,FALL,
Tequiraca,FAR,
Tequiraca,FAT (ORGANIC SUBSTANCE),
Tequiraca,FATHER,
Tequiraca,FEAR (BE AFRAID),
Tequiraca,FEATHER,
Tequiraca,FEW,
Tequiraca,FIGHT,
Tequiraca,FIRE,
Tequiraca,FISH,
Tequiraca,FIVE,
Tequiraca,FLOAT,
Tequiraca,FLOW,
Tequiraca,FLOWER,
Tequiraca,FLY (MOVE THROUGH AIR),
Tequiraca,FOG,
Tequiraca,FOOT,
Tequiraca,FOUR,
Tequiraca,FREEZE,
Tequiraca,GIVE,
Tequiraca,GOOD,
Tequiraca,GRASS,
Tequiraca,GREEN,
Tequiraca,GUTS,
Tequiraca,HAIR,
Tequiraca,HAND,
Tequiraca,HE,
Tequiraca,HEAD,
Tequiraca,HEAR,
Tequiraca,HEART,
Tequiraca,HEAVY,
Tequiraca,HERE,
Tequiraca,HIT,
Tequiraca,HOLD,
Tequiraca,HOW,
Tequiraca,HUNT,
Tequiraca,HUSBAND,
Tequiraca,I,
Tequiraca,ICE,
Tequiraca,IF,
Tequiraca,IN,
Tequiraca,KILL,
Tequiraca,KNOW (SOMETHING),
Tequiraca,LAKE,
Tequiraca,LAUGH,
Tequiraca,LEAF,
Tequiraca,LEFT,
Tequiraca,LEG,
Tequiraca,LIE (REST),
Tequiraca,BE ALIVE,
Tequiraca,LIVER,
Tequiraca,LONG,
Tequiraca,LOUSE,
Tequiraca,MALE PERSON,
Tequiraca,MANY,
Tequiraca,FLESH OR MEAT,
Tequiraca,MOTHER,
Tequiraca,MOUNTAIN,
Tequiraca,MOUTH,
Tequiraca,NAME,
Tequiraca,NARROW,
Tequiraca,NEAR,
Tequiraca,NECK,
Tequiraca,NEW,
Tequiraca,NIGHT,
Tequiraca,NOSE,
Tequiraca,NOT,
Tequiraca,OLD,
Tequiraca,ONE,
Tequiraca,OTHER,
Tequiraca,PERSON,
Tequiraca,PLAY,
Tequiraca,PULL,
Tequiraca,PUSH,
Tequiraca,RAIN (RAINING),
Tequiraca,RED,
Tequiraca,CORRECT (RIGHT),
Tequiraca,RIGHT,
Tequiraca,RIVER,
Tequiraca,ROAD,
Tequiraca,ROOT,
Tequiraca,ROPE,
Tequiraca,ROTTEN,
Tequiraca,RUB,
Tequiraca,SALT,
Tequiraca,SAND,
Tequiraca,SAY,
Tequiraca,SCRATCH,
Tequiraca,SEA,
Tequiraca,SEE,
Tequiraca,SEED,
Tequiraca,SEW,
Tequiraca,SHARP,
Tequiraca,SHORT,
Tequiraca,SING,
Tequiraca,SIT,
Tequiraca,SKIN (HUMAN),
Tequiraca,SKY,
Tequiraca,SLEEP,
Tequiraca,SMALL,
Tequiraca,SMELL (PERCEIVE),
Tequiraca,SMOKE (EXHAUST),
Tequiraca,SMOOTH,
Tequiraca,SNAKE,
Tequiraca,SNOW,
Tequiraca,SOME,
Tequiraca,SPIT,
Tequiraca,SPLIT,
Tequiraca,SQUEEZE,
Tequiraca,STAB,
Tequiraca,STAND,
Tequiraca,STAR,
Tequiraca,STICK,
Tequiraca,STONE,
Tequiraca,STRAIGHT,
Tequiraca,SUCK,
Tequiraca,SUN,
Tequiraca,SWELL,
Tequiraca,SWIM,
Tequiraca,TAIL,
Tequiraca,THAT,
Tequiraca,THERE,
Tequiraca,THEY,
Tequiraca,THICK,
Tequiraca,THIN,
Tequiraca,THINK,
Tequiraca,THIS,
Tequiraca,THOU,
Tequiraca,THREE,
Tequiraca,THROW,
Tequiraca,TIE,
Tequiraca,TONGUE,
Tequiraca,TOOTH,
Tequiraca,TREE,
Tequiraca,TURN AROUND,
Tequiraca,TWO,
Tequiraca,VOMIT,
Tequiraca,WALK,
Tequiraca,WARM (OF WEATHER),
Tequiraca,WASH,
Tequiraca,WATER,
Tequiraca,WE,
Tequiraca,WET,
Tequiraca,WHAT,
Tequiraca,WHEN,
Tequiraca,WHERE,
Tequiraca,WHITE,
Tequiraca,WHO,
Tequiraca,WIDE,
Tequiraca,WIFE,
Tequiraca,WIND,
Tequiraca,WING,
Tequiraca,WIPE,
Tequiraca,WITH,
Tequiraca,WOMAN,
Tequiraca,FOREST,
Tequiraca,WORM,
Tequiraca,YOU,
Tequiraca,YEAR,
Tequiraca,YELLOW,
