Doculect	Concept	Form
Yaroame	FIRE	
Yaroame	NOSE	
Yaroame	GO	
Yaroame	WATER	
Yaroame	MOUTH	
Yaroame	TONGUE	
Yaroame	BLOOD	
Yaroame	BONE	
Yaroame	THOU	
Yaroame	ROOT	
Yaroame	COME	
Yaroame	BREAST	
Yaroame	RAIN (PRECIPITATION)	
Yaroame	I	
Yaroame	NAME	
Yaroame	LOUSE	
Yaroame	WING	
Yaroame	FLESH OR MEAT	
Yaroame	ARM OR HAND	
Yaroame	FLY (INSECT)	
Yaroame	NIGHT	
Yaroame	EAR	
Yaroame	NECK	
Yaroame	FAR	
Yaroame	DO OR MAKE	
Yaroame	HOUSE	
Yaroame	STONE OR ROCK	
Yaroame	BITTER	
Yaroame	SAY	
Yaroame	TOOTH	
Yaroame	HAIR	
Yaroame	BIG	
Yaroame	ONE	
Yaroame	WHO	
Yaroame	HE OR SHE OR IT	
Yaroame	STRIKE OR BEAT	
Yaroame	FOOT OR LEG	
Yaroame	HORN (ANATOMY)	
Yaroame	THIS	
Yaroame	FISH	
Yaroame	YESTERDAY	
Yaroame	DRINK	
Yaroame	BLACK	
Yaroame	NAVEL	
Yaroame	STAND	
Yaroame	BITE	
Yaroame	BACK	
Yaroame	WIND	
Yaroame	SMOKE (EXHAUST)	
Yaroame	WHAT	
Yaroame	CHILD (DESCENDANT)	
Yaroame	EGG	
Yaroame	GIVE	
Yaroame	NEW	
Yaroame	BURNING	
Yaroame	NOT	
Yaroame	GOOD	
Yaroame	KNOW	
Yaroame	KNEE	
Yaroame	SAND	
Yaroame	LAUGH	
Yaroame	HEAR	
Yaroame	EARTH (SOIL)	
Yaroame	LEAF	
Yaroame	RED	
Yaroame	LIVER	
Yaroame	HIDE	
Yaroame	SKIN	
Yaroame	SUCK	
Yaroame	CARRY	
Yaroame	ANT	
Yaroame	HEAVY	
Yaroame	TAKE	
Yaroame	OLD	
Yaroame	EAT	
Yaroame	UPPER LEG (THIGH)	
Yaroame	THICK	
Yaroame	LONG	
Yaroame	BLOW (OF WIND)	
Yaroame	WOOD	
Yaroame	RUN	
Yaroame	FALL	
Yaroame	EYE	
Yaroame	ASH	
Yaroame	TAIL	
Yaroame	DOG	
Yaroame	CRY	
Yaroame	TIE	
Yaroame	SEE	
Yaroame	SWEET	
Yaroame	ROPE	
Yaroame	SHADE	
Yaroame	BIRD	
Yaroame	SALT	
Yaroame	SMALL	
Yaroame	WIDE	
Yaroame	STAR	
Yaroame	IN	
Yaroame	HARD	
Yaroame	GRIND	
