Doculect,Concept,Form
Yagua,ALL,
Yagua,AND,
Yagua,ANIMAL,
Yagua,ASH,
Yagua,AT,
Yagua,BACK,
Yagua,BAD,
Yagua,BARK,
Yagua,BECAUSE,
Yagua,BELLY,
Yagua,BERRY,
Yagua,BIG,
Yagua,BIRD,
Yagua,BITE,
Yagua,BLACK,
Yagua,BLOOD,
Yagua,BLOW (OF WIND),
Yagua,BONE,
Yagua,BREATHE,
Yagua,BURNING,
Yagua,CHILD (YOUNG HUMAN),
Yagua,CLOUD,
Yagua,COLD (OF WEATHER),
Yagua,COME,
Yagua,COUNT,
Yagua,CUT,
Yagua,DAY (NOT NIGHT),
Yagua,DIE,
Yagua,DIG,
Yagua,DIRTY,
Yagua,DOG,
Yagua,DRINK,
Yagua,DRY,
Yagua,BLUNT,
Yagua,DUST,
Yagua,EAR,
Yagua,EARTH (SOIL),
Yagua,EAT,
Yagua,EGG,
Yagua,EYE,
Yagua,FALL,
Yagua,FAR,
Yagua,FAT (ORGANIC SUBSTANCE),
Yagua,FATHER,
Yagua,FEAR (BE AFRAID),
Yagua,FEATHER,
Yagua,FEW,
Yagua,FIGHT,
Yagua,FIRE,
Yagua,FISH,
Yagua,FIVE,
Yagua,FLOAT,
Yagua,FLOW,
Yagua,FLOWER,
Yagua,FLY (MOVE THROUGH AIR),
Yagua,FOG,
Yagua,FOOT,
Yagua,FOUR,
Yagua,FREEZE,
Yagua,GIVE,
Yagua,GOOD,
Yagua,GRASS,
Yagua,GREEN,
Yagua,GUTS,
Yagua,HAIR,
Yagua,HAND,
Yagua,HE,
Yagua,HEAD,
Yagua,HEAR,
Yagua,HEART,
Yagua,HEAVY,
Yagua,HERE,
Yagua,HIT,
Yagua,HOLD,
Yagua,HOW,
Yagua,HUNT,
Yagua,HUSBAND,
Yagua,I,
Yagua,ICE,
Yagua,IF,
Yagua,IN,
Yagua,KILL,
Yagua,KNOW (SOMETHING),
Yagua,LAKE,
Yagua,LAUGH,
Yagua,LEAF,
Yagua,LEFT,
Yagua,LEG,
Yagua,LIE (REST),
Yagua,BE ALIVE,
Yagua,LIVER,
Yagua,LONG,
Yagua,LOUSE,
Yagua,MALE PERSON,
Yagua,MANY,
Yagua,FLESH OR MEAT,
Yagua,MOTHER,
Yagua,MOUNTAIN,
Yagua,MOUTH,
Yagua,NAME,
Yagua,NARROW,
Yagua,NEAR,
Yagua,NECK,
Yagua,NEW,
Yagua,NIGHT,
Yagua,NOSE,
Yagua,NOT,
Yagua,OLD,
Yagua,ONE,
Yagua,OTHER,
Yagua,PERSON,
Yagua,PLAY,
Yagua,PULL,
Yagua,PUSH,
Yagua,RAIN (RAINING),
Yagua,RED,
Yagua,CORRECT (RIGHT),
Yagua,RIGHT,
Yagua,RIVER,
Yagua,ROAD,
Yagua,ROOT,
Yagua,ROPE,
Yagua,ROTTEN,
Yagua,RUB,
Yagua,SALT,
Yagua,SAND,
Yagua,SAY,
Yagua,SCRATCH,
Yagua,SEA,
Yagua,SEE,
Yagua,SEED,
Yagua,SEW,
Yagua,SHARP,
Yagua,SHORT,
Yagua,SING,
Yagua,SIT,
Yagua,SKIN (HUMAN),
Yagua,SKY,
Yagua,SLEEP,
Yagua,SMALL,
Yagua,SMELL (PERCEIVE),
Yagua,SMOKE (EXHAUST),
Yagua,SMOOTH,
Yagua,SNAKE,
Yagua,SNOW,
Yagua,SOME,
Yagua,SPIT,
Yagua,SPLIT,
Yagua,SQUEEZE,
Yagua,STAB,
Yagua,STAND,
Yagua,STAR,
Yagua,STICK,
Yagua,STONE,
Yagua,STRAIGHT,
Yagua,SUCK,
Yagua,SUN,
Yagua,SWELL,
Yagua,SWIM,
Yagua,TAIL,
Yagua,THAT,
Yagua,THERE,
Yagua,THEY,
Yagua,THICK,
Yagua,THIN,
Yagua,THINK,
Yagua,THIS,
Yagua,THOU,
Yagua,THREE,
Yagua,THROW,
Yagua,TIE,
Yagua,TONGUE,
Yagua,TOOTH,
Yagua,TREE,
Yagua,TURN AROUND,
Yagua,TWO,
Yagua,VOMIT,
Yagua,WALK,
Yagua,WARM (OF WEATHER),
Yagua,WASH,
Yagua,WATER,
Yagua,WE,
Yagua,WET,
Yagua,WHAT,
Yagua,WHEN,
Yagua,WHERE,
Yagua,WHITE,
Yagua,WHO,
Yagua,WIDE,
Yagua,WIFE,
Yagua,WIND,
Yagua,WING,
Yagua,WIPE,
Yagua,WITH,
Yagua,WOMAN,
Yagua,FOREST,
Yagua,WORM,
Yagua,YOU,
Yagua,YEAR,
Yagua,YELLOW,
