Doculect	Concept	Form
Urarina	ALL	
Urarina	AND	
Urarina	ANIMAL	
Urarina	ASH	
Urarina	AT	
Urarina	BACK	
Urarina	BAD	
Urarina	BARK	
Urarina	BECAUSE	
Urarina	BELLY	
Urarina	BERRY	
Urarina	BIG	
Urarina	BIRD	
Urarina	BITE	
Urarina	BLACK	
Urarina	BLOOD	
Urarina	BLOW (OF WIND)	
Urarina	BONE	
Urarina	BREATHE	
Urarina	BURNING	
Urarina	CHILD (YOUNG HUMAN)	
Urarina	CLOUD	
Urarina	COLD (OF WEATHER)	
Urarina	COME	
Urarina	COUNT	
Urarina	CUT	
Urarina	DAY (NOT NIGHT)	
Urarina	DIE	
Urarina	DIG	
Urarina	DIRTY	
Urarina	DOG	
Urarina	DRINK	
Urarina	DRY	
Urarina	BLUNT	
Urarina	DUST	
Urarina	EAR	
Urarina	EARTH (SOIL)	
Urarina	EAT	
Urarina	EGG	
Urarina	EYE	
Urarina	FALL	
Urarina	FAR	
Urarina	FAT (ORGANIC SUBSTANCE)	
Urarina	FATHER	
Urarina	FEAR (BE AFRAID)	
Urarina	FEATHER	
Urarina	FEW	
Urarina	FIGHT	
Urarina	FIRE	
Urarina	FISH	
Urarina	FIVE	
Urarina	FLOAT	
Urarina	FLOW	
Urarina	FLOWER	
Urarina	FLY (MOVE THROUGH AIR)	
Urarina	FOG	
Urarina	FOOT	
Urarina	FOUR	
Urarina	FREEZE	
Urarina	GIVE	
Urarina	GOOD	
Urarina	GRASS	
Urarina	GREEN	
Urarina	GUTS	
Urarina	HAIR	
Urarina	HAND	
Urarina	HE	
Urarina	HEAD	
Urarina	HEAR	
Urarina	HEART	
Urarina	HEAVY	
Urarina	HERE	
Urarina	HIT	
Urarina	HOLD	
Urarina	HOW	
Urarina	HUNT	
Urarina	HUSBAND	
Urarina	I	
Urarina	ICE	
Urarina	IF	
Urarina	IN	
Urarina	KILL	
Urarina	KNOW (SOMETHING)	
Urarina	LAKE	
Urarina	LAUGH	
Urarina	LEAF	
Urarina	LEFT	
Urarina	LEG	
Urarina	LIE (REST)	
Urarina	BE ALIVE	
Urarina	LIVER	
Urarina	LONG	
Urarina	LOUSE	
Urarina	MALE PERSON	
Urarina	MANY	
Urarina	FLESH OR MEAT	
Urarina	MOTHER	
Urarina	MOUNTAIN	
Urarina	MOUTH	
Urarina	NAME	
Urarina	NARROW	
Urarina	NEAR	
Urarina	NECK	
Urarina	NEW	
Urarina	NIGHT	
Urarina	NOSE	
Urarina	NOT	
Urarina	OLD	
Urarina	ONE	
Urarina	OTHER	
Urarina	PERSON	
Urarina	PLAY	
Urarina	PULL	
Urarina	PUSH	
Urarina	RAIN (RAINING)	
Urarina	RED	
Urarina	CORRECT (RIGHT)	
Urarina	RIGHT	
Urarina	RIVER	
Urarina	ROAD	
Urarina	ROOT	
Urarina	ROPE	
Urarina	ROTTEN	
Urarina	RUB	
Urarina	SALT	
Urarina	SAND	
Urarina	SAY	
Urarina	SCRATCH	
Urarina	SEA	
Urarina	SEE	
Urarina	SEED	
Urarina	SEW	
Urarina	SHARP	
Urarina	SHORT	
Urarina	SING	
Urarina	SIT	
Urarina	SKIN (HUMAN)	
Urarina	SKY	
Urarina	SLEEP	
Urarina	SMALL	
Urarina	SMELL (PERCEIVE)	
Urarina	SMOKE (EXHAUST)	
Urarina	SMOOTH	
Urarina	SNAKE	
Urarina	SNOW	
Urarina	SOME	
Urarina	SPIT	
Urarina	SPLIT	
Urarina	SQUEEZE	
Urarina	STAB	
Urarina	STAND	
Urarina	STAR	
Urarina	STICK	
Urarina	STONE	
Urarina	STRAIGHT	
Urarina	SUCK	
Urarina	SUN	
Urarina	SWELL	
Urarina	SWIM	
Urarina	TAIL	
Urarina	THAT	
Urarina	THERE	
Urarina	THEY	
Urarina	THICK	
Urarina	THIN	
Urarina	THINK	
Urarina	THIS	
Urarina	THOU	
Urarina	THREE	
Urarina	THROW	
Urarina	TIE	
Urarina	TONGUE	
Urarina	TOOTH	
Urarina	TREE	
Urarina	TURN AROUND	
Urarina	TWO	
Urarina	VOMIT	
Urarina	WALK	
Urarina	WARM (OF WEATHER)	
Urarina	WASH	
Urarina	WATER	
Urarina	WE	
Urarina	WET	
Urarina	WHAT	
Urarina	WHEN	
Urarina	WHERE	
Urarina	WHITE	
Urarina	WHO	
Urarina	WIDE	
Urarina	WIFE	
Urarina	WIND	
Urarina	WING	
Urarina	WIPE	
Urarina	WITH	
Urarina	WOMAN	
Urarina	FOREST	
Urarina	WORM	
Urarina	YOU	
Urarina	YEAR	
Urarina	YELLOW	
