Doculect	Concept	Form
Yanomam	FIRE	
Yanomam	NOSE	
Yanomam	GO	
Yanomam	WATER	
Yanomam	MOUTH	
Yanomam	TONGUE	
Yanomam	BLOOD	
Yanomam	BONE	
Yanomam	THOU	
Yanomam	ROOT	
Yanomam	COME	
Yanomam	BREAST	
Yanomam	RAIN (PRECIPITATION)	
Yanomam	I	
Yanomam	NAME	
Yanomam	LOUSE	
Yanomam	WING	
Yanomam	FLESH OR MEAT	
Yanomam	ARM OR HAND	
Yanomam	FLY (INSECT)	
Yanomam	NIGHT	
Yanomam	EAR	
Yanomam	NECK	
Yanomam	FAR	
Yanomam	DO OR MAKE	
Yanomam	HOUSE	
Yanomam	STONE OR ROCK	
Yanomam	BITTER	
Yanomam	SAY	
Yanomam	TOOTH	
Yanomam	HAIR	
Yanomam	BIG	
Yanomam	ONE	
Yanomam	WHO	
Yanomam	HE OR SHE OR IT	
Yanomam	STRIKE OR BEAT	
Yanomam	FOOT OR LEG	
Yanomam	HORN (ANATOMY)	
Yanomam	THIS	
Yanomam	FISH	
Yanomam	YESTERDAY	
Yanomam	DRINK	
Yanomam	BLACK	
Yanomam	NAVEL	
Yanomam	STAND	
Yanomam	BITE	
Yanomam	BACK	
Yanomam	WIND	
Yanomam	SMOKE (EXHAUST)	
Yanomam	WHAT	
Yanomam	CHILD (DESCENDANT)	
Yanomam	EGG	
Yanomam	GIVE	
Yanomam	NEW	
Yanomam	BURNING	
Yanomam	NOT	
Yanomam	GOOD	
Yanomam	KNOW	
Yanomam	KNEE	
Yanomam	SAND	
Yanomam	LAUGH	
Yanomam	HEAR	
Yanomam	EARTH (SOIL)	
Yanomam	LEAF	
Yanomam	RED	
Yanomam	LIVER	
Yanomam	HIDE	
Yanomam	SKIN	
Yanomam	SUCK	
Yanomam	CARRY	
Yanomam	ANT	
Yanomam	HEAVY	
Yanomam	TAKE	
Yanomam	OLD	
Yanomam	EAT	
Yanomam	UPPER LEG (THIGH)	
Yanomam	THICK	
Yanomam	LONG	
Yanomam	BLOW (OF WIND)	
Yanomam	WOOD	
Yanomam	RUN	
Yanomam	FALL	
Yanomam	EYE	
Yanomam	ASH	
Yanomam	TAIL	
Yanomam	DOG	
Yanomam	CRY	
Yanomam	TIE	
Yanomam	SEE	
Yanomam	SWEET	
Yanomam	ROPE	
Yanomam	SHADE	
Yanomam	BIRD	
Yanomam	SALT	
Yanomam	SMALL	
Yanomam	WIDE	
Yanomam	STAR	
Yanomam	IN	
Yanomam	HARD	
Yanomam	GRIND	
