Doculect,Concept,Segments
waor1240,HAND,"['õ', 'd', 'õ', '+', 'p', 'o']"
waor1240,LEG,"['õ', 'd', 'õ', '+', 't', 'i']"
waor1240,FOOT,"['õ', 'd', 'õ', '+', 'w', 'a']"
waor1240,WING,"['õ', 'd', 'õ', '+', 'b', 'æ̃']"
waor1240,FEATHER,"['õː', '+', 'b', 'ã']"
waor1240,HEART,"['b', 'ĩ', 'b', 'õ']"
waor1240,LIVER,"['b', 'a', 't', 'æ̃']"
waor1240,SPIT,"['t', 'o', 'w', 'æ', '+', 't', 'ã', 'd', 'õ']"
waor1240,VOMIT,"['a', 'w', 'æ̃', '+', 'w', 'ẽ']"
waor1240,BITE,"['p', 'o', 'k', 'æ̃']"
waor1240,SLEEP,"['b', 'õ']"
waor1240,KILL,"['w', 'æ̃', '+', 'd', 'õ']"
waor1240,EAT,"['k', 'æ̃']"
waor1240,ROTTEN,"['y/j', 'õ', 'b', 'æ̃', '+', 'ĩ']"
waor1240,DRINK,"['b', 'e']"
waor1240,SUCK,"['w', 'i', '+', 'õ']"
waor1240,FAT (ORGANIC SUBSTANCE),"['o', 'g', 'ĩ', '+', 'y/j', 'e']"
waor1240,SALT,"['k', 'a', 't', 'i']"
waor1240,EGG,"['ĩ', 'k', 'ĩ', '+', 'b', 'o']"
waor1240,SEW,"['b', 'ẽ', '+', 't', 'a', 'd', 'õ', 'b', 'õ']"
waor1240,DIG,"['æ̃ː', '+', 'w', 'o']"
waor1240,SEED,"['t', 'õ', 'b', 'ẽ', '+', 'b', 'õ']"
waor1240,GRASS,"['g', 'a', 'g', 'ĩ', 'b', 'æ̃']"
waor1240,ROOT,"['g', 'æ', 'y/j', 'æ̃', '+', 'b', 'ẽ']"
waor1240,LEAF,"['õ', 'y/j', 'a', 'b', 'o']"
waor1240,FLOWER,"['õ', 'g', 'a', 'ĩ']"
waor1240,TREE,"['a', '+', 'w', 'æ̃']"
waor1240,BARK,"['õ', 't', 'a', 'p', 'o']"
waor1240,TIE,"['y/j', 'ã', '+', 'k', 'æ']"
waor1240,ROPE,"['g', 'æ', 'g', 'ĩ', 'k', 'a', '+', 'b', 'ẽ']"
waor1240,CUT,"['ẽ', 'õ', '+', 't', 'o']"
waor1240,SPLIT,"['t', 'i', '+', 'y/j', 'æ̃', '+', 'g', 'õ']"
waor1240,RUB,"['w', 'ẽ', 'ã', '+', 'g', 'o', '+', 'd', 'õ', '+', 'w', 'ẽ', 'ã', '+', 'g', 'o', '+', 'd', 'õ', '+', 'k', 'æ']"
waor1240,PULL,"['w', 'ẽ', 'ã', '+', 'p', 'õ', '+', 'd', 'õ']"
waor1240,SQUEEZE,"['b', 'ã', '+', 'p', 'o', '+', 'g', 'a']"
waor1240,SQUEEZE,"['w', 'æ', '+', 'y/j', 'o', '+', 'p', 'æ̃']"
waor1240,WASH,"['y/j', 'a', 'b', 'õ']"
waor1240,TURN AROUND,"['d', 'a', 'd', 'i', '+', 'ẽ', 'b', 'æ̃']"
waor1240,FALL,"['t', 'æ̃', '+', 'w', 'æ̃ː']"
waor1240,THROW,"['w', 'o', '+', 'æ̃', '+', 't', 'o', '+', 'd', 'õ']"
waor1240,FLOW,"['g', 'o', '+', 'p', 'æ̃']"
waor1240,FLOAT,"['w', 'o', '+', 'g', 'a', '+', 'a', '+', 'g', 'o']"
waor1240,SWIM,"['p', 'ã', 't', 'a']"
waor1240,FLY (MOVE THROUGH AIR),"['k', 'æ', '+', 'w', 'o']"
waor1240,BLOW (OF WIND),"['w', 'o', '+', 'õː']"
waor1240,WALK,"['d', 'a', 'o', '+', 'd', 'a', 'o', '+', 'g', 'o']"
waor1240,COME,"['p', 'õ']"
waor1240,PUSH,"['d', 'a', '+', 'g', 'o', 'd', 'õ']"
waor1240,ROAD,"['t', 'aː', '+', 'd', 'õ']"
waor1240,HOLD,"['p', 'æː', '+', 'b', 'ã']"
waor1240,GIVE,"['p', 'õ', '+', 'd', 'õ']"
waor1240,SIT,"['t', 'æ̃ː', '+', 'k', 'õ', 't', 'a']"
waor1240,STAND,"['g', 'õː', '+', 'k', 'æ']"
waor1240,RIGHT,"['t', 'õ', 'b', 'ẽ', '+', 'b', 'æ̃', '+', 'ĩ', '+', 'd', 'õ']"
waor1240,LEFT,"['d', 'i', 'p', 'æ̃', '+', 'b', 'æ̃', '+', 'ĩ', '+', 'd', 'õ']"
waor1240,NEAR,"['e', 'y/j', 'e', '+', 'k', 'e', '+', 'ĩ']"
waor1240,FAR,"['g', 'oː', '+', 'b', 'æ']"
waor1240,BIG,"['y/j', 'æ̃', 'd', 'æ̃']"
waor1240,SMALL,"['g', 'i', 'y/j', 'æ̃']"
waor1240,LONG,"['d', 'o', 'y/j', 'æ̃']"
waor1240,SHORT,"['o', 'k', 'aː']"
waor1240,WIDE,"['y/j', 'æ̃', 'd', 'æ̃']"
waor1240,NARROW,"['g', 'i', 'y/j', 'æ̃']"
waor1240,THICK,"['y/j', 'æ̃', 'd', 'æ̃']"
waor1240,STRAIGHT,"['t', 'õ']"
waor1240,ONE,"['a', 'd', 'o', '+', 'k', 'e']"
waor1240,TWO,"['b', 'ẽ', '+', 'a']"
waor1240,THREE,"['b', 'ẽ', '+', 'a', '+', 'g', 'o', '+', 'a', 'd', 'o', '+', 'k', 'e']"
waor1240,FOUR,"['b', 'ẽ', '+', 'a', '+', 'g', 'o', '+', 'b', 'ẽ', '+', 'a']"
waor1240,FIVE,"['õ', 'd', 'õ', '+', 'p', 'o', '+', 'æ̃', 'b', 'æ̃', '+', 'p', 'o', '+', 'k', 'e']"
waor1240,COUNT,"['æ', '+', 'p', 'o', '+', 'd', 'õ', '+', 'ĩ']"
waor1240,COUNT,"['ã', '+', 't', 'e', '+', 't', 'eː', '+', 'b', 'ã', '+', 'p', 'o']"
waor1240,ALL,"['t', 'õ', 'b', 'ã', '+', 'd', 'ã', '+', 'd', 'i']"
waor1240,MANY,"['d', 'ã', 'g', 'ĩ']"
waor1240,FEW,"['w', 'æ', 'd', 'æ̃', '+', 'k', 'e']"
waor1240,SOME,"['p', 'ã', 'k', 'a', '+', 'a']"
waor1240,NEW,"['b', 'ĩː']"
waor1240,OLD,"['p', 'i', 'k', 'æ̃']"
waor1240,DAY (NOT NIGHT),"['i', 't', 'æ', 'd', 'ẽ']"
waor1240,NIGHT,"['w', 'o', 'y/j', 'o', 'w', 'o', 't', 'æ̃']"
waor1240,YEAR,"['w', 'a', '+', 'd', 'e', 'p', 'o']"
waor1240,SMELL (PERCEIVE),"['w', 'e', '+', 'õ', 'g', 'õ']"
waor1240,HEAR,"['ẽ', 'y/j', 'ẽ']"
waor1240,SEE,['a']
waor1240,WHITE,"['d', 'ã', 'b', 'æ̃', '+', 't', 'a']"
waor1240,BLACK,"['w', 'ẽ', '+', 't', 'a', '+', 'b', 'õ']"
waor1240,RED,"['o', 'p', 'a', 't', 'a', 'w', 'æ̃']"
waor1240,GREEN,"['w', 'ĩ', 'y/j', 'a', 'd', 'æ̃']"
waor1240,YELLOW,"['w', 'ĩ', 'y/j', 'a', 'd', 'æ̃']"
waor1240,SMOOTH,"['a', 'y/j', 'a', 'd', 'e', '+', 'k', 'æ']"
waor1240,SHARP,"['w', 'a', '+', 'ẽ', '+', 'g', 'a']"
waor1240,BLUNT,"['b', 'a', 'b', 'e', '+', 'd', 'o', 'k', 'a']"
waor1240,HEAVY,"['t', 'e', '+', 'ẽ', 'b', 'ẽ']"
waor1240,WET,"['a', '+', 'b', 'e', '+', 'ĩ']"
waor1240,WET,"['k', 'õ', 'y/j', 'e']"
waor1240,DRY,"['a', 'b', 'ĩ', 'b', 'õ']"
waor1240,DIRTY,"['w', 'ẽ', '+', 't', 'a', '+', 'b', 'õ']"
waor1240,LAUGH,"['k', 'a', '+', 'k', 'a', '+', 't', 'o']"
waor1240,PLAY,"['o', 'w', 'ẽ', '+', 'p', 'o']"
waor1240,GOOD,"['w', 'a']"
waor1240,BAD,"['w', 'ẽ', 'd', 'æ', '+', 'w', 'ẽ', 'd', 'æ']"
waor1240,CORRECT (RIGHT),"['d', 'õ', '+', 'ĩ', 't', 'e']"
waor1240,KNOW (SOMETHING),"['ẽ', 'y/j', 'ẽ']"
waor1240,AND,"['a', 'y/j', 'æ̃']"
waor1240,BECAUSE,"['b', 'e', 'y/j', 'æ̃']"
waor1240,IF,"['ĩ', '+', 't', 'e', '+', 'b', 'a', 'ĩ']"
waor1240,HOW,"['æ', '+', 'b', 'ã', '+', 'd', 'õ', '+', 'k', 'æ', '+', 't', 'e']"
waor1240,WHAT,"['k', 'ĩ', '+', 'd', 'õ']"
waor1240,WHEN,"['æ', '+', 'y/j', 'e', 'd', 'ẽ', '+', 'd', 'õ']"
waor1240,WHERE,"['æ', '+', 'y/j', 'õ', 'b', 'õ', '+', 'd', 'õ']"
waor1240,WHO,"['æ', '+', 'k', 'ã', '+', 'd', 'õ']"
waor1240,SING,"['ã', 'b', 'o', 't', 'a', 'b', 'ĩ', 'd', 'i', '+', 'ã']"
waor1240,SAY,['ã']
waor1240,NAME,"['ẽ', '+', 'b', 'õ', '+', 'w', 'o']"
waor1240,FIGHT,"['g', 'ẽ', 'a', 'd', 'õ', '+', 'g', 'ẽ', 'ã', '+', 'k', 'æ']"
waor1240,HUNT,"['õː', '+', 'ĩ', '+', 'g', 'ã', '+', 'æ̃ː', '+', 'g', 'ĩ', '+', 'g', 'o']"
agua1253,EARTH (SOIL),"['n', 'u', 'g', 'k', 'a']"
agua1253,DUST,"['y/j', 'u', 'k', 'uː', 'k', 'u', 'n', 't', 'u']"
agua1253,SAND,"['k', 'a', 'a', 'm', 'a', 't', 'a', 'k']"
agua1253,WATER,"['y/j', 'u', 'm', 'i']"
agua1253,SEA,"['n', 'a', 'y/j', 'a', 'n', 'tʃ']"
agua1253,LAKE,"['k', 'u', 'tʃ', 'a']"
agua1253,FOREST,"['i', 'k', 'a', 'm']"
agua1253,TREE,"['n', 'u', 'm', 'i']"
agua1253,TREE,"['k', 'a', 'm', 'p', 'u', 'h', 'a']"
agua1253,SKY,"['n', 'a', 'y/j', 'a', 'i', 'm']"
agua1253,SUN,"['ɨ', 'tʃ', 'a']"
agua1253,STAR,"['y/j', 'a', 'y/j', 'a']"
agua1253,WIND,"['d', 'a', 's', 'ɨ']"
agua1253,CLOUD,"['y/j', 'u', 'h', 'a', 'g', 'k', 'i', 'm']"
agua1253,FOG,"['y/j', 'u', 'h', 'a', 'g', 'k', 'i', 'm', '+', 'u', 'tʃ', 'a', 'nʰ', 'a', 'u']"
agua1253,SNOW,"['m', 'u', 'h', 'a', '+', 'p', 'i', 'ʃ', 'i']"
agua1253,ICE,"['y/j', 'u', 'm', 'i', '+', 'n', 'a', 'n', 'a', 'h', 'u']"
agua1253,FIRE,"['h', 'iː', '+', 'k', 'ɨː', 'k', 'u']"
agua1253,SMOKE (EXHAUST),"['tʃ', 'aː', 'g', '+', 'b', 'u', 'k', 'u', 'i', 't', 'i', 'm', 'u']"
agua1253,ASH,"['y/j', 'u', 'k', 'u']"
agua1253,BURNING,"['k', 'ɨː', 't']"
agua1253,PERSON,"['a', 'ɨ', 'n', 'tʃ']"
agua1253,WOMAN,"['n', 'u', 'w', 'a']"
agua1253,CHILD (YOUNG HUMAN),"['u', 'tʃ', 'i']"
agua1253,HUSBAND,"['a', 'i', 'ʃ', 'i']"
agua1253,WIFE,"['n', 'u', 'w', 'a', '+', 't', 'k', '+', 'a', 'm', 'u']"
agua1253,FATHER,"['a', 'p', 'a', '+', 'g']"
agua1253,MOTHER,"['d', 'u', 'k', 'u']"
agua1253,I,"['w', 'i']"
agua1253,THOU,"['a', 'm', 'ɨ']"
agua1253,WE,"['n', 'iː']"
agua1253,YOU,"['h', 'u', 't', 'i']"
agua1253,THEY,"['d', 'i', 't', 'a']"
agua1253,ANIMAL,"['k', 'u', 'n', 't', 'i', 'n']"
agua1253,BIRD,"['p', 'i', 'ʃ', 'a', 'k']"
agua1253,DOG,"['y/j', 'a', 'w', 'a']"
agua1253,FISH,"['n', 'a', 'm', 'a', 'k']"
agua1253,LOUSE,"['t', 'ɨ', 'm', 'a']"
agua1253,WORM,"['n', 'a', 'm', 'p', 'i', 'tʃ']"
agua1253,SNAKE,"['p', 'a', 's', 'u', 'g']"
agua1253,SNAKE,"['d', 'a', 'p', 'i']"
agua1253,BLOOD,"['n', 'u', 'm', 'p', 'a']"
agua1253,BONE,"['u', 'k', 'u', 'n', 'tʃ']"
agua1253,TAIL,"['u', 'h', 'u', 'k', 'ɨ']"
agua1253,BACK,"['t', 'u', 'n', 't', 'u', 'p']"
agua1253,BACK,"['m', 'a', 'y/j', 'a', '+', 't', 'a', 'i']"
agua1253,HEAD,"['b', 'uː', 'k']"
agua1253,EYE,"['h', 'iː']"
agua1253,EAR,"['k', 'u', 'w', 'i', 'ʃ']"
agua1253,NOSE,"['n', 'u', 'h', 'i']"
agua1253,MOUTH,"['w', 'ɨ', 'n', 'u']"
agua1253,TONGUE,"['i', '+', 'd', 'a', 'i']"
agua1253,TOOTH,"['d', 'a', 'i']"
agua1253,NECK,"['s', 'u', 'w', 'ɨ']"
agua1253,HAND,"['u', 'w', 'ɨ', '+', 'h']"
agua1253,LEG,"['k', 'u', 'h', 'a', 'p']"
agua1253,FOOT,"['d', 'a', 'w', 'ɨ']"
agua1253,WING,"['n', 'a', 'n', 'a', 'p', 'ɨ']"
agua1253,FEATHER,"['u', 'h', 'ɨ']"
agua1253,HEART,"['a', 'n', 'ɨ', 'n', '+', 't', 'a', 'i']"
agua1253,LIVER,"['a', 'k', 'a', 'p']"
agua1253,SPIT,"['u', 's', 'u', 'k', 'i', 't']"
agua1253,VOMIT,"['i', 'm', 'u', 't']"
agua1253,BITE,"['ɨ', 's', 'a', 't']"
agua1253,SLEEP,"['k', 'a', 'n', 'u', 't']"
agua1253,KILL,"['m', 'a', 'u', 't']"
agua1253,EAT,"['y/j', 'u', 'w', 'a', 'm', 'u']"
agua1253,ROTTEN,"['k', 'a', 'u', 'h', 'u']"
agua1253,DRINK,"['u', 'm', 'u', '+', 't']"
agua1253,SUCK,"['b', 'u', 'k', 'u', 'n', 'a', 't']"
agua1253,FAT (ORGANIC SUBSTANCE),"['w', 'i', 'y/j', 'a']"
agua1253,SALT,"['w', 'ɨː']"
agua1253,EGG,"['n', 'u', 'h', 'i', 'n']"
agua1253,SEW,"['a', 'p', 'i', 'h', 'u', 't']"
agua1253,DIG,"['t', 'a', 'u', '+', 'm', 'a', 't']"
agua1253,SEED,"['a', 'h', 'a', 'k', 'ɨ']"
agua1253,GRASS,"['d', 'u', 'p', 'a']"
agua1253,ROOT,"['k', 'a', 'g', 'k', 'a', 'p', 'ɨ']"
agua1253,LEAF,"['d', 'u', 'k', 'a']"
agua1253,TREE,"['n', 'u', 'm', 'i']"
agua1253,TREE,"['k', 'a', 'm', 'p', 'u', 'h', 'a']"
agua1253,BARK,"['s', 'a', 'ɨ', 'p', 'ɨ']"
agua1253,TIE,"['h', 'i', 'g', 'k', 'a', 't']"
agua1253,ROPE,"['w', 'a', 's', 'a', 'k', 'ɨ', 'a']"
agua1253,CUT,"['p', 'uː', 't']"
agua1253,CUT,"['tʃ', 'u', 'p', 'i', 't']"
agua1253,SPLIT,"['k', 'a', 'g', 'k', 'u', 'i', 'n', 'u']"
agua1253,RUB,"['y/j', 'a', 'k', 'a', 't']"
agua1253,RUB,"['k', 'ɨː', 'm', 'a', 't']"
agua1253,PULL,"['h', 'a', 'p', 'i', 't']"
agua1253,SQUEEZE,"['tʃ', 'a', 'n', 'uː', 't']"
agua1253,WASH,"['n', 'i', 'h', 'a', 't']"
agua1253,TURN AROUND,"['a', 'y/j', 'a', 'nʰ', '+', 'a', 'm', 'u']"
agua1253,FALL,"['i', 'y/j', 'a', 'u', 't']"
agua1253,THROW,"['ɨ', 'g', 'k', 'ɨ', 't']"
agua1253,FLOW,"['y/j', 'u', 'm', 'i', '+', 'p', 'u', 'g', 'k', 'a', 'n', 'u']"
agua1253,FLOAT,"['n', 'a', 'm', 'a', 'k', 'a', '+', 'n', 'a', 'n', 'a', '+', 'm', 'a', 't']"
agua1253,SWIM,"['y/j', 'u', 'k', 'u', '+', 'm', 'a', 't']"
agua1253,FLY (MOVE THROUGH AIR),"['n', 'a', 'n', 'a', '+', 'm', 'a', 't']"
agua1253,BLOW (OF WIND),"['u', 'm', 'p', 'uː', 't']"
agua1253,WALK,"['d', 'a', 'w', 'ɨ', '+', 'w', 'ɨ', '+', 'a', 'm', 'u']"
agua1253,COME,"['m', 'i', 'n', 'i', 't']"
agua1253,PUSH,"['ʃ', 'i', 't', 'a', 't']"
agua1253,ROAD,"['h', 'i', 'n', 't', 'a']"
agua1253,HOLD,"['a', 'tʃ', 'i', 'a', 'm', 'u']"
agua1253,GIVE,"['s', 'u', 'w', 'a', 'm', 'u']"
agua1253,SIT,"['ɨ', 'k', 'ɨ', '+', 'm', 'a', 't']"
agua1253,STAND,"['w', 'a', 'h', '+', 'a', 'm', 'u']"
agua1253,RIGHT,"['u', 'n', 'tʃ', 'u', 'g']"
agua1253,LEFT,"['m', 'ɨ', 'n', 'a']"
agua1253,NEAR,"['t', 'i', 'k', 'i', 'h', 'u']"
agua1253,FAR,"['a', 't', 'u', 'ʃ', 'a', 't']"
agua1253,BIG,"['m', 'uː', 'n']"
agua1253,SMALL,"['p', 'iː', 'p', 'i', 'tʃ']"
agua1253,LONG,"['ɨ', 's', 'a', 'h', 'a', 'm']"
agua1253,SHORT,"['s', 'u', 't', 'a', 'g']"
agua1253,WIDE,"['w', 'a', 'g', 'k', 'a', 'h', 'a', 'm']"
agua1253,NARROW,"['tʃ', 'ɨ', 'h', 'ɨ', 'g']"
agua1253,NARROW,"['m', 'ɨ', 'n', 'a', 'k', 'u']"
agua1253,THICK,"['k', 'a', 'm', 'p', 'u', 'h', 'a', 'm']"
agua1253,STRAIGHT,"['t', 'u', 't', 'u', 'p', 'i', 't']"
agua1253,ONE,"['m', 'a', 'k', 'i', 'tʃ', 'i', 'k']"
agua1253,TWO,"['h', 'i', 'm', 'a', 'g']"
agua1253,THREE,"['k', 'a', 'm', 'p', 'a', 't', 'u', 'm']"
agua1253,FOUR,"['i', 'p', 'a', 'k', '+', 'u', 's', 'u', 'm', 'a', 't']"
agua1253,FIVE,"['u', 'w', 'ɨ', 'h', 'a', '+', 'a', 'm', 'u', 'a']"
agua1253,COUNT,"['d', 'ɨ', 'k', 'a', 'p', 'a', 't']"
agua1253,MANY,"['k', 'u', 'a', 'ʃ', 'a', 't']"
agua1253,FEW,"['u', 'h', 'u', 'm', 'a', 'k']"
agua1253,SOME,"['m', 'a', 'tʃ', 'i', 'k', 'i', 'u', 'tʃ']"
agua1253,NEW,"['y/j', 'a', 'm', 'a', '+', 'h', 'a', 'm']"
agua1253,OLD,"['m', 'uː', 'n', '+', 't', 'u', 'tʃ']"
agua1253,DAY (NOT NIGHT),"['tʃ', 'a', 'w', 'a', 'n']"
agua1253,NIGHT,"['k', 'a', 'ʃ', 'i']"
agua1253,YEAR,"['m', 'i', 'h', 'a', 'n']"
agua1253,SMELL (PERCEIVE),"['d', 'ɨ', 'k', 'a', 'p', 'ɨ', 't']"
agua1253,HEAR,"['a', 'n', 't', 'u', 't']"
agua1253,SEE,"['w', 'a', 'i', 'n', 'a', 't']"
agua1253,WHITE,"['p', 'u', 'h', 'u']"
agua1253,BLACK,"['b', 'u', 'k', 'u', 's', 'ɨ', 'a']"
agua1253,BLACK,"['ʃ', 'u', 'w', 'i', 'n']"
agua1253,RED,"['k', 'a', 'p', 'a', 'n', 't', 'u']"
agua1253,GREEN,"['s', 'a', 'm', 'ɨ', 'k', '+', 'b', 'a', 'u']"
agua1253,YELLOW,"['ʃ', 'u', 'ʃ', 'u', 'i']"
agua1253,SMOOTH,"['tʃ', 'u', 'w', 'i', 'n']"
agua1253,SMOOTH,"['p', 'i', 'n', 'u']"
agua1253,SHARP,"['ɨ', 'tʃ', 'a', 'k', '+', 'a', 'm', 'u']"
agua1253,BLUNT,"['s', 'u', 'y/j', 'u', 'h', 'u']"
agua1253,HEAVY,"['k', 'i', 'h', 'i', 'n']"
agua1253,WET,"['tʃ', 'u', 'p', 'i', 'h', 'u']"
agua1253,DRY,"['b', 'u', 'k', 'u']"
agua1253,DIRTY,"['tʃ', 'u', 'w', 'a', 't']"
agua1253,LAUGH,"['d', 'u', 'ʃ', 'i', '+', 'a', 'm', 'u']"
agua1253,PLAY,"['w', 'a', 's', 'u', 'g', 'k', 'a', '+', 'm', 'a', 't']"
agua1253,GOOD,"['p', 'ɨ', 'g', 'k', 'ɨ', 'g']"
agua1253,BAD,"['k', 'a', 'tʃ', 'ɨ', 'k']"
agua1253,BAD,"['p', 'ɨ', 'g', 'k', 'ɨ', 'g', '+', 'tʃ', 'a', 'u']"
agua1253,CORRECT (RIGHT),"['b', 'ɨ', 't', 'ɨ', 'k']"
agua1253,CORRECT (RIGHT),"['d', 'ɨ', 'w', 'a', 'k', 'tʃ', '+', 'a', 'm', 'u']"
agua1253,KNOW (SOMETHING),"['d', 'ɨ', 'k', 'a', 't']"
agua1253,BECAUSE,"['w', 'a', 'g', 'k', 'a', 'p', 'a']"
agua1253,IF,"['ɨ', 'ʔ', 'ɨ']"
agua1253,HOW,"['w', 'a', 'h', 'u', 'k']"
agua1253,WHAT,"['w', 'a', 'h', 'i']"
agua1253,WHEN,"['w', 'a', 'h', 'u', 't', 'i']"
agua1253,WHERE,"['t', 'u', 'w', 'i']"
agua1253,WHO,"['y/j', 'a']"
agua1253,SING,"['k', 'a', 'n', 't', 'a', 'm', 'a', 't']"
agua1253,SAY,"['ɨ', 'tʃ', 'ɨ', 'h', 'u', 't']"
agua1253,NAME,"['d', 'aː', 'h', 'i']"
agua1253,FIGHT,"['m', 'a', 'a', 'n', 'i', 't']"
agua1253,HUNT,"['k', 'u', 'n', 't', 'i', 'n', '+', 'm', 'a', 'u', 't']"
yagu1244,EARTH (SOIL),"['m', 'u', 'k', 'a', 'd', 'i']"
yagu1244,EARTH (SOIL),"['r', 'u', 'p', 'i', '+', 'h', 'y/j', 'o']"
yagu1244,DUST,"['h', 'u', 'r', 'u']"
yagu1244,SAND,"['t', 'ĩ']"
yagu1244,SAND,"['t', 'ĩ', 'tʃ', 'ã']"
yagu1244,WATER,"['h', 'ã']"
yagu1244,SEA,"['h', 'ã', 'm', 'u', '+', 'n', 'ã', 'w', 'a']"
yagu1244,SEA,"['n', 'ã', 'w', 'a']"
yagu1244,LAKE,"['h', 'm', 'i', 't', 'y/j', 'õ']"
yagu1244,LAKE,"['h', 'm', 'u', 't', 'y/j', 'õ']"
yagu1244,LAKE,"['t', 'õ']"
yagu1244,FOREST,"['t', 'o']"
yagu1244,TREE,"['n', 'ĩ', 'n', 'u']"
yagu1244,SKY,"['h', 'a', 'r', 'i', 'tʃ', 'u']"
yagu1244,SKY,"['n', 'ã', 'w', 'a', 'y/j']"
yagu1244,SKY,"['w', 'i', 'd', 'a', 'w', 'i']"
yagu1244,SUN,"['h', 'i', 'ɲ', 'ĩ']"
yagu1244,SUN,"['h', 'ɲ', 'i']"
yagu1244,STAR,"['d', 'a', 'r', 'tʃ', 'i']"
yagu1244,STAR,"['d', 'a', 'r', 'i', 'tʃ', 'i']"
yagu1244,STAR,"['h', 'ũ', 'd', 'a', 'r', 'i', 'tʃ', 'i']"
yagu1244,WIND,"['r', 'i', 'tʃ', 'o']"
yagu1244,WIND,"['m', 'u', 't', 'y/j', 'a', 'n', 'a', 'y/j']"
yagu1244,CLOUD,"['n', 'u', 'w', 'a', 'tʃ', 'i']"
yagu1244,FOG,"['r', 'a', 'h', 'i', 'r', 'a', 'h', 'ũ', 'r', 'y/j', 'a']"
yagu1244,FOG,"['r', 'a', 'k', 'i', 'r', 'u', 'w', 'ũ', 'r', 'y/j', 'a']"
yagu1244,ICE,"['s', 'u', 'd', 'o', 'd', 'i']"
yagu1244,FIRE,"['h', 'i', 'd', 'a', 'y/j']"
yagu1244,FIRE,"['k', 'i', 'w', 'a', 'r', 'y/j', 'a']"
yagu1244,SMOKE (EXHAUST),"['n', 'u', 'w', 'a', 'tʃ', 'i']"
yagu1244,ASH,"['p', 'u', 'p', 'u', '+', 'h', 'u', 'r', 'u']"
yagu1244,BURNING,"['s', 'a', '+', 'r', 'u', 'p', 'a', 'y/j']"
yagu1244,BURNING,"['r', 'a', '+', 'h', 'ũ', 'k', 'i', 'w', 'a', 'y/j']"
yagu1244,BURNING,"['n', 'ũ', 'y/j', 'ã']"
yagu1244,PERSON,"['n', 'i', 'h', 'y/j', 'ã', 'm', 'ĩ']"
yagu1244,WOMAN,"['w', 'a', 't', 'u', 'r', 'a']"
yagu1244,CHILD (YOUNG HUMAN),"['d', 'e', 'r', 'a']"
yagu1244,HUSBAND,"['w', 'a', 'n', 'u']"
yagu1244,WIFE,"['w', 'a', 't', 'u', 'r', 'a']"
yagu1244,FATHER,"['t', 'a', 't', 'y/j', 'a']"
yagu1244,FATHER,"['h', 'ã', 'y/j']"
yagu1244,MOTHER,"['t', 'o', 'd', 'a']"
yagu1244,MOTHER,"['h', 'n', 'õ', 'd', 'a']"
yagu1244,I,"['r', 'a', 'y/j']"
yagu1244,THOU,"['h', 'i']"
yagu1244,WE,"['n', 'ã', 'y/j']"
yagu1244,YOU,"['h', 'i', 'r', 'y/j', 'e']"
yagu1244,THEY,"['r', 'i']"
yagu1244,THEY,"['r', 'a']"
yagu1244,ANIMAL,"['h', 'a', 'w', 'ã', 'd', 'a']"
yagu1244,BIRD,"['h', 'ĩ', 'w', 'a', 'y/j']"
yagu1244,BIRD,"['w', 'i', 'tʃ', 'e']"
yagu1244,DOG,"['n', 'i', 'b', 'i']"
yagu1244,FISH,"['k', 'i', 'w', 'ã']"
yagu1244,LOUSE,"['r', 'u', 'n', 'i']"
yagu1244,WORM,"['t', 'o', 't', 'o']"
yagu1244,WORM,"['tʃ', 'a', 'p', 'i', 'n', 'u']"
yagu1244,SNAKE,"['k', 'o', 'd', 'i']"
yagu1244,BLOOD,"['n', 'd', 'a']"
yagu1244,BLOOD,"['n', 'd', 'a', '+', 'h', 'ã']"
yagu1244,BONE,"['d', 'u']"
yagu1244,TAIL,"['m', 'ũ', 's', 'i', 'y/j']"
yagu1244,BACK,"['r', 'u', 'n', 'u']"
yagu1244,BACK,"['r', 'u', 'd', 'i']"
yagu1244,HEAD,"['h', 'n', 'õ']"
yagu1244,EYE,"['h', 'n', 'ũ', 't', 'y/j', 'ã']"
yagu1244,EYE,"['n', 'ĩ', 's', 'i', 't', 'y/j', 'a', 'd', 'i']"
yagu1244,EAR,"['h', 'a', 'y/j']"
yagu1244,EAR,"['h', 'ĩ']"
yagu1244,EAR,"['t', 'u', 'w', 'ã', 'y/j']"
yagu1244,NOSE,"['n', 'u', 'r', 'ũ']"
yagu1244,MOUTH,"['h', 'ũ']"
yagu1244,MOUTH,"['h', 'ũ', 't', 'o']"
yagu1244,TONGUE,"['d', 'a', 'tʃ', 'i']"
yagu1244,TOOTH,"['h', 'o']"
yagu1244,TOOTH,"['h', 'ã', 'd', 'a']"
yagu1244,NECK,"['h', 'ũ', 't', 'u', 'n', 'u', 'w', 'ũ']"
yagu1244,HAND,"['s', 'a', '+', 'h', 'o', 'm', 'u', 't', 'u']"
yagu1244,LEG,"['d', 'u', 's', 'e']"
yagu1244,LEG,"['m', 'u', 'd', 'a']"
yagu1244,FOOT,"['n', 'u', 'm', 'u', 't', 'u']"
yagu1244,WING,"['h', 'a', 'y/j', '+', 'n', 'i', 'p', 'y/j', 'ã']"
yagu1244,FEATHER,"['m', 'ũ', '+', 'h', 'a', 's', 'i']"
yagu1244,HEART,"['h', 'n', 'ũ', 't', 'y/j', 'ã']"
