Doculect	Concept	Form
Aguaruna	NARROW	tsɨhɨg
Aguaruna	NEAR	tikihu
Aguaruna	NECK	suwɨ
Aguaruna	NEW	jamaham
Aguaruna	NIGHT	kaʃi
Aguaruna	NOSE	nuhi
Aguaruna	NOT	atsa
Aguaruna	ONE	makitʃik
Aguaruna	OTHER	tikitʃ
Aguaruna	PERSON	aɨnts
Aguaruna	RED	kapantu
Aguaruna	RIGHT	untsug
Aguaruna	RIVER	namak
Aguaruna	ROOT	kagkapɨ
Aguaruna	ROPE	wasakɨa
Aguaruna	ROTTEN	kauhu
Aguaruna	SAND	kaamatak
Aguaruna	SAY	ɨtʃɨhut
Aguaruna	SEA	najants
Aguaruna	SEE	wainat
Aguaruna	SEED	ahakɨ
Aguaruna	SHARP	ɨtsakamu
Aguaruna	SHORT	sutag
Aguaruna	SIT	ɨkɨmat
Aguaruna	SKY	najaim
Aguaruna	SLEEP	kanut
Aguaruna	SMALL	piipitʃ
Aguaruna	SMOKE (EXHAUST)	tsaag_bukuitimu
Aguaruna	SMOOTH	tʃuwin
Aguaruna	SOME	matʃikiutʃ
Aguaruna	SPIT	usukit
Aguaruna	STAND	wahamu
Aguaruna	STAR	jaja
Aguaruna	STONE	kaja
Aguaruna	STRAIGHT	tutupit
Aguaruna	SUCK	bukunat
Aguaruna	SUN	ɨtsa
Aguaruna	SWIM	jukumat
Aguaruna	TAIL	uhukɨ
Aguaruna	THAT	anu
Aguaruna	THERE	anui
Aguaruna	THEY	dita
Aguaruna	THICK	kampuham
Aguaruna	THIN	tsɨhɨg
Aguaruna	THINK	anɨntaimat
Aguaruna	THIS	juu
Aguaruna	THREE	kampatum
Aguaruna	TIE	higkat
Aguaruna	TONGUE	idai
Aguaruna	TOOTH	dai
Aguaruna	TREE	numi
Aguaruna	TWO	himag
Aguaruna	VOMIT	imut
Aguaruna	WATER	jumi
Aguaruna	WET	tʃupihu
Aguaruna	WHAT	wahi
Aguaruna	WHEN	wahuti
Aguaruna	WHERE	tuwi
Aguaruna	WHITE	puhu
Aguaruna	WHO	ja
Aguaruna	WIDE	wagkaham
Aguaruna	WING	nanapɨ
Aguaruna	WIND	dasɨ
Aguaruna	WOMAN	nuwa
Aguaruna	YEAR	mihan
Aguaruna	YELLOW	ʃuʃui
Aguaruna	YOU	huti
Aguaruna	THOU	amɨ
Arabela	ALL	puetunuj̃uanaa
Arabela	ANIMAL	kasaa
Arabela	ASH	j̃uaka
Arabela	BAD	sesaaka
Arabela	BARK	naana_ko
Arabela	BELLY	saɾaka
Arabela	BIG	pueɾeetuuka
Arabela	BIRD	ʃijoj̃ua
Arabela	BITE	saaniu
Arabela	BLACK	mueɾuuka
Arabela	BLOOD	nanaka
Arabela	BLOW (OF WIND)	nooniu
Arabela	BLUNT	kwsekaj̃a
Arabela	BONE	nukw
Arabela	BREATHE	ɾiniu
Arabela	CLOUD	naj̃aka
Arabela	COME	niniu
Arabela	CORRECT (RIGHT)	maninia
Arabela	DAY (NOT NIGHT)	j̃uuka
Arabela	DIE	kwsonu
Arabela	DIRTY	kwɾiituuka
Arabela	DOG	saɾe
Arabela	DRINK	ɾatunu
Arabela	DRY	j̃ooj̃eeka
Arabela	DUST	j̃aakwia
Arabela	EAR	numoko
Arabela	EARTH (SOIL)	j̃ija
Arabela	EAT	miakwenu
Arabela	EGG	ɾiuɾiukwiu
Arabela	EYE	namij̃ia
Arabela	FALL	ti
Arabela	FAR	tukwakaanu
Arabela	FEATHER	kaj̃asu
Arabela	FEW	ʃiitianijoj̃ua
Arabela	FIRE	mani
Arabela	FISH	sapitiaaj̃a
Arabela	FLOWER	ʃuu
Arabela	FLY (MOVE THROUGH AIR)	neɾoj̃ua
Arabela	FOOT	niowaka
Arabela	FOUR	saa_kakweetakaj̃a
Arabela	GIVE	nikwitionu
Arabela	GOOD	maninia
Arabela	GRASS	j̃ijasokwa
Arabela	FAT (ORGANIC SUBSTANCE)	kaɾaaka
Arabela	GREEN	neeɾuuka
Arabela	HAIR	muesu
Arabela	HAND	j̃uaaʃikwia
Arabela	HEAD	naka
Arabela	HEAR	toj̃iniu
Arabela	HEART	j̃iuuj̃iatenu
Arabela	HEAVY	niikwia
Arabela	HERE	nija
Arabela	HIT	pi
Arabela	HOW	j̃ijano
Arabela	I	kwa
Arabela	IF	maaɾaj̃a
Arabela	IN	ko
Arabela	KILL	monu
Arabela	LAUGH	soɾekwenu
Arabela	LEAF	j̃aamasu
Arabela	LEFT	muenekaɾa
Arabela	BE ALIVE	kwiniu
Arabela	LIVER	kowaj̃a
Arabela	LONG	tukwasu
Arabela	LOUSE	sukwanaj̃a
Arabela	MANY	kweɾaatia
Arabela	MOUTH	ɾupaa
Arabela	NAME	sesa
Arabela	NARROW	saatiu
Arabela	NEAR	sejaɾako
Arabela	NECK	ɾikwia
Arabela	NEW	kwiaɾinio
Arabela	NIGHT	niukwa
Arabela	NOSE	naj̃akwa
Arabela	NOT	maj̃a
Arabela	ONE	nikiiɾijatu
Arabela	OTHER	tama
Arabela	PERSON	puejano
Arabela	RED	naatuuka
Arabela	RIGHT	miakwetaj̃a
Arabela	RIVER	moo
Arabela	ROOT	nuj̃ua
Arabela	ROPE	poʃijokwa
Arabela	ROTTEN	mokweeka
Arabela	SAND	j̃aakwia
Arabela	SAY	sekwenu
Arabela	SEA	pueɾeetuuka_ʃoniniakw_kaminia
Arabela	SEE	nikwiniu
Arabela	SEED	j̃aj̃au
Arabela	SHARP	ɾakotasano
Arabela	SHORT	poʃiɾijatu
Arabela	SIT	kaj̃iniu
Arabela	SKY	kija_kaj̃iniokwa
Arabela	SLEEP	makwenu
Arabela	SMALL	sekaa
Arabela	SMOKE (EXHAUST)	naj̃aka
Arabela	SMOOTH	j̃uusukwa
Arabela	SOME	tamonu
Arabela	SPIT	ɾiokonu
Arabela	STAR	ɾij̃ia
Arabela	STONE	saaj̃ia
Arabela	STRAIGHT	j̃akananaj̃a
Arabela	SUCK	monijakonu
Arabela	SUN	pananu
Arabela	SWIM	kwanu
Arabela	TAIL	pitiu
Arabela	THAT	kwno
Arabela	THERE	kwnikwi
Arabela	THEY	na
Arabela	THICK	pueɾeetuuka
Arabela	THIN	masejokwa
Arabela	THINK	niiʃiɾioj̃onu
Arabela	THIS	nio
Arabela	THREE	j̃iuuj̃ianaɾaka
Arabela	TIE	moɾonu
Arabela	TONGUE	niti
Arabela	TOOTH	kwiaj̃a
Arabela	TREE	naana
Arabela	TWO	kaapikwi
Arabela	VOMIT	makaaniu
Arabela	WATER	mowaka
Arabela	WET	pikwiikwia
Arabela	WHAT	kasaa
Arabela	WHEN	kaɾi
Arabela	WHERE	tee
Arabela	WHITE	kowaj̃a
Arabela	WHO	kana
Arabela	WIDE	kweɾonu
Arabela	WING	nesu
Arabela	WIND	paɾatu
Arabela	WOMAN	maaj̃i
Arabela	YEAR	maɾij̃ia
Arabela	YELLOW	pokonakwe
Arabela	YOU	nia
Arabela	THOU	kwia
Candoshi-Shapra	ALL	itʃiŋkoɾo
Candoshi-Shapra	ASH	poʂatʃi
Candoshi-Shapra	BACK	kooʃitʃ
Candoshi-Shapra	BAD	jootaɾiita
Candoshi-Shapra	BARK	koɾotanaʂi
Candoshi-Shapra	BELLY	tintiɾantʃitʃ
Candoshi-Shapra	BIG	kapoŋko
Candoshi-Shapra	BITE	kapoʈʂomaama
Candoshi-Shapra	BLACK	kantsiaɾpi
Candoshi-Shapra	BLOOD	koɾaasi
Candoshi-Shapra	BLOW (OF WIND)	tapoossamaama
Candoshi-Shapra	BONE	napitʃ
Candoshi-Shapra	BREATHE	kanoosamaama
Candoshi-Shapra	COME	nantaɾaŋkitʃ
Candoshi-Shapra	DAY (NOT NIGHT)	ʂaaɾi
Candoshi-Shapra	DIE	tsipaamaama
Candoshi-Shapra	DIRTY	tsaɾona
Candoshi-Shapra	DOG	tomooʂi
Candoshi-Shapra	DRY	pooʂa
Candoshi-Shapra	DUST	pojimpo
Candoshi-Shapra	EAR	kitsitʃ
Candoshi-Shapra	EARTH (SOIL)	tsaapo
Candoshi-Shapra	EAT	katoŋkomaama
Candoshi-Shapra	EGG	wajaŋktʃi
Candoshi-Shapra	EYE	katʃitʃ
Candoshi-Shapra	FALL	pantsamaama
Candoshi-Shapra	FAR	aɾapi
Candoshi-Shapra	FEATHER	poɾo
Candoshi-Shapra	FEW	paktʃi
Candoshi-Shapra	FIRE	somaasi
Candoshi-Shapra	FIVE	kowiʂ_ptʃiaɾo
Candoshi-Shapra	FLOWER	tʃapo
Candoshi-Shapra	FLY (MOVE THROUGH AIR)	jajantʃi
Candoshi-Shapra	FOOT	kotsitʃ
Candoshi-Shapra	FOUR	iponponaɾo
Candoshi-Shapra	GIVE	panamaama
Candoshi-Shapra	GRASS	tʃiɾitʃiɾi
Candoshi-Shapra	GREEN	kawampana
Candoshi-Shapra	HAIR	motʃooʂi
Candoshi-Shapra	HAND	kowitʃ
Candoshi-Shapra	HEAD	mootʃo
Candoshi-Shapra	HEAR	maʂinamaama
Candoshi-Shapra	HEART	maŋko
Candoshi-Shapra	HEAVY	kajaka
Candoshi-Shapra	HIT	pʂkomaama
Candoshi-Shapra	HOW	tamaapaɾi
Candoshi-Shapra	I	nowa
Candoshi-Shapra	KILL	patʃamaama
Candoshi-Shapra	LAUGH	stamaama
Candoshi-Shapra	LEAF	waaɾo
Candoshi-Shapra	LEFT	mpaʂinoŋktʃi
Candoshi-Shapra	BE ALIVE	tamaama
Candoshi-Shapra	LIVER	ʃipitʃ
Candoshi-Shapra	LONG	waʂoɾaani
Candoshi-Shapra	LOUSE	iisi
Candoshi-Shapra	MOUTH	koko
Candoshi-Shapra	NAME	sooɾa
Candoshi-Shapra	NEAR	watsiɾiita
Candoshi-Shapra	NECK	jaaɾponitʃ
Candoshi-Shapra	NEW	kaniastʃi
Candoshi-Shapra	NOSE	ʃiipa
Candoshi-Shapra	NOT	nta
Candoshi-Shapra	ONE	minamta
Candoshi-Shapra	OTHER	mino
Candoshi-Shapra	PERSON	tpootsi
Candoshi-Shapra	RIGHT	mpotsanoŋktʃi
Candoshi-Shapra	RIVER	koŋko
Candoshi-Shapra	ROTTEN	kotʃaaɾi
Candoshi-Shapra	SAND	maʂatʃi
Candoshi-Shapra	SAY	taamaama
Candoshi-Shapra	SEE	pamaama
Candoshi-Shapra	SEED	watʃo
Candoshi-Shapra	SIT	koʈʂinamaama
Candoshi-Shapra	SKY	kaninta
Candoshi-Shapra	SLEEP	mamaama
Candoshi-Shapra	SMOKE (EXHAUST)	msaasi
Candoshi-Shapra	SMOOTH	moʈʂaʈʂa
Candoshi-Shapra	SPIT	kawatʃimaama
Candoshi-Shapra	STAND	itsiɾamaama
Candoshi-Shapra	STAR	tsaŋkatʃi
Candoshi-Shapra	STONE	patomptʃi
Candoshi-Shapra	SUCK	kamopʃfmaama
Candoshi-Shapra	SUN	ʂaaɾi
Candoshi-Shapra	SWIM	koɾiiŋkamaama
Candoshi-Shapra	TAIL	waniiʃi
Candoshi-Shapra	THAT	ini
Candoshi-Shapra	THEY	tʃija
Candoshi-Shapra	THICK	waʃitaani
Candoshi-Shapra	THIN	ʈʂaŋkitama
Candoshi-Shapra	THINK	tʃinamaama
Candoshi-Shapra	THIS	ini
Candoshi-Shapra	THREE	tootʃpa
Candoshi-Shapra	TIE	kamoɾimaama
Candoshi-Shapra	TONGUE	niapoɾitʃ
Candoshi-Shapra	TOOTH	nassitʃ
Candoshi-Shapra	TREE	jasina
Candoshi-Shapra	TWO	tsimpono
Candoshi-Shapra	VOMIT	katamaama
Candoshi-Shapra	WATER	koŋko
Candoshi-Shapra	WHAT	maja
Candoshi-Shapra	WHERE	tamanʃita
Candoshi-Shapra	WHITE	mpooɾʃi
Candoshi-Shapra	WHO	tʃaka
Candoshi-Shapra	WIDE	omani
Candoshi-Shapra	WING	waʂiitpoŋktʃi
Candoshi-Shapra	WIND	kamposoɾo
Candoshi-Shapra	WOMAN	kiiʂa
Candoshi-Shapra	YEAR	masaatʃi
Candoshi-Shapra	YELLOW	ptsijaɾomaaʃi
Candoshi-Shapra	YOU	sija
Candoshi-Shapra	THOU	ʃija
Muniche	BACK	tumɾɨʔɨ
Muniche	BAD	smecu
Muniche	BARK	tʃatpiçɨ
Muniche	BELLY	pdisti
Muniche	BIG	nane
Muniche	BIRD	mitʃiʔi
Muniche	BITE	ʂa
Muniche	BLACK	aʂtu
Muniche	BLOOD	tʃaʔsiɾa
Muniche	BLOW (OF WIND)	ʂunu
Muniche	BONE	stipi
Muniche	BREATHE	ɾɨʔsma
Muniche	CLOUD	ptʃi
Muniche	COME	ma
Muniche	DAY (NOT NIGHT)	ɲuʔu
Muniche	DIE	kɨa
Muniche	DIRTY	apɨpɨ
Muniche	DOG	hinu
Muniche	DRINK	niçta
Muniche	DRY	tɨna
Muniche	DUST	apuhtuʔme
Muniche	EAR	epɾa
Muniche	EARTH (SOIL)	pɨmɨ
Muniche	EAT	ʂa
Muniche	EGG	wɨha
Muniche	EYE	wɨʔnɨ
Muniche	FALL	wɨʔka
Muniche	FAR	tihna
Muniche	FEATHER	tʃitna
Muniche	FIRE	tʃusɨ
Muniche	FISH	ima
Muniche	FIVE	tsaaʃowa
Muniche	FLOWER	tʃatʃapɨʔɨ
Muniche	FLY (MOVE THROUGH AIR)	ɲuʔki
Muniche	FOOT	htatɨnɨ
Muniche	FOUR	tsaʔfa
Muniche	GIVE	pa
Muniche	GOOD	tʃu
Muniche	GRASS	mamça
Muniche	HAIR	tʃaçpɨɾa
Muniche	HAND	htaʔsɨɾa
Muniche	HEAD	ukɨɾa
Muniche	HEAR	masna
Muniche	HEART	dɨseɾa
Muniche	HEAVY	hɨtsɨtsaʔa
Muniche	HERE	naneʔe
Muniche	HIT	ʂatu
Muniche	HOW	peɾna
Muniche	I	aʔpaʔnɨ
Muniche	KILL	pi
Muniche	LAUGH	ʈʂaʂti
Muniche	LEAF	tʃatui
Muniche	BE ALIVE	ɾɨ
Muniche	LIVER	tʃameɾa
Muniche	LONG	mɨwɨʔʂu
Muniche	LOUSE	ɲu
Muniche	MANY	pahtsaʔa
Muniche	MOUNTAIN	ɾuʔmu
Muniche	MOUTH	pi
Muniche	NAME	wɨʔcu
Muniche	NEAR	seɾkaʔna
Muniche	NECK	tʃaʂniʔɲe
Muniche	NEW	çi
Muniche	NIGHT	uʔtsa
Muniche	NOSE	ɨʔʂɨ
Muniche	NOT	apɾa
Muniche	ONE	wɨʔtsaʔa
Muniche	OTHER	pɨtsɨ
Muniche	PERSON	iwɨʔɨ
Muniche	RED	afe
Muniche	RIVER	idɨ
Muniche	ROOT	tʃahpɨ
Muniche	ROPE	wɨhpɨ
Muniche	ROTTEN	tʃtu
Muniche	SAND	smaʔsa
Muniche	SAY	tʃa
Muniche	SEA	kotʃa
Muniche	SEE	ɲa
Muniche	SEED	tʃaʔpɨɾa
Muniche	SHARP	sɨni
Muniche	SHORT	stɨsta
Muniche	SIT	çawɨ
Muniche	SKY	tʃɨʔ
Muniche	SLEEP	stɨnɨ
Muniche	SMALL	miɲaʔʂa
Muniche	SMOKE (EXHAUST)	tʃuhtɨ
Muniche	SMOOTH	açma
Muniche	SPIT	jaʂnɨ
Muniche	STAND	ɨʔtɨ
Muniche	STAR	tʃatʃa
Muniche	STONE	sɨstɨ
Muniche	SUCK	wa
Muniche	SUN	fa
Muniche	SWIM	ʂusi
Muniche	TAIL	ɾuku
Muniche	THAT	ɨnhane
Muniche	THEY	açaɨne
Muniche	THICK	mɨpeʔʂu
Muniche	THINK	nuçta
Muniche	THIS	ɨnhane
Muniche	THREE	utsmɨ
Muniche	TIE	di
Muniche	TONGUE	tɨɾa
Muniche	TOOTH	diɾa
Muniche	TREE	apaʔnɨ
Muniche	TWO	utspa
Muniche	VOMIT	kuki
Muniche	WATER	idɨ
Muniche	WET	çaju
Muniche	WHAT	tiʔku
Muniche	WHERE	manca
Muniche	WHITE	ahnedatsaʔa
Muniche	WHO	putaduça
Muniche	WIDE	akata
Muniche	WING	tʃitɨna
Muniche	WIND	mɨʔça
Muniche	WOMAN	mɨhmɨʈʂɨ
Muniche	THOU	aʔpaʔpɨ
Taushiro	ALL	awun
Taushiro	ANIMAL	nijiʔi
Taushiro	ASH	tuʔka
Taushiro	BACK	aʔxontɨʔna_ʔku
Taushiro	BAD	jaʔkantu
Taushiro	BARK	awaʔitʃi
Taushiro	BELLY	aʔkuɨntɨ
Taushiro	BIG	hoʔhua
Taushiro	BIRD	tʃiju
Taushiro	BITE	aʔxo
Taushiro	BLACK	ajo_ontuʔ
Taushiro	BLOOD	aʔtaʔ
Taushiro	BLOW (OF WIND)	aʔxonɨ
Taushiro	BLUNT	itʃihinhiɾo
Taushiro	BONE	huʔ
Taushiro	COME	intɨ
Taushiro	DAY (NOT NIGHT)	itʃiʔkuɾo
Taushiro	DIE	waʔ
Taushiro	DIRTY	ajo_ontuʔ
Taushiro	DOG	onanta
Taushiro	DRINK	untiʔ
Taushiro	DRY	iʔtaʔantaɾo
Taushiro	DUST	iwa
Taushiro	EAR	aʔoo
Taushiro	EARTH (SOIL)	uʔuntu
Taushiro	EAT	untuʔ
Taushiro	EGG	aʔtuwa_kɨʔtu
Taushiro	EYE	aʔtʃiwihiʔ
Taushiro	FALL	kuanha
Taushiro	FAR	ɨʔiwan
Taushiro	FEATHER	ɲahan
Taushiro	FEW	atʃintuhiɾo
Taushiro	FIRE	hontoʔ
Taushiro	FIVE	uʔkontawa
Taushiro	FLOWER	awanɨʔkɨ
Taushiro	FOUR	nɨʔkɨnɨnɨ
Taushiro	GIVE	ana
Taushiro	GOOD	jaʔtuʔa
Taushiro	GRASS	itʃuntuʔ
Taushiro	FAT (ORGANIC SUBSTANCE)	iʔxah
Taushiro	HAIR	aʔtʃiʔtʃiʔha
Taushiro	HAND	jawa
Taushiro	HEAD	nuʔ
Taushiro	HEAR	aʔkono
Taushiro	HEART	aʔtantu
Taushiro	HERE	aʔɨ
Taushiro	HIT	awɨn
Taushiro	HOW	ɨntɨhan
Taushiro	I	ujo
Taushiro	LEAF	awaʔja
Taushiro	BE ALIVE	inɨ
Taushiro	LIVER	aʔxu
Taushiro	LOUSE	aʔwltʃa
Taushiro	MANY	hoʔwu
Taushiro	MOUNTAIN	awowa
Taushiro	MOUTH	aʔɲantaʔku
Taushiro	NAME	nuʔxu
Taushiro	NARROW	hoʔwuhiɾo
Taushiro	NEAR	ɨiwanhiɾo
Taushiro	NECK	ajiwaʔhuʔ
Taushiro	NEW	hiʔna_naʔkɨ
Taushiro	NIGHT	iʔtʃia
Taushiro	NOSE	tantan
Taushiro	NOT	naʔhiɾo
Taushiro	ONE	watʃiʔkanto
Taushiro	OTHER	jiʔtua
Taushiro	RED	atʃija
Taushiro	RIGHT	xohuɨn
Taushiro	RIVER	wɨi
Taushiro	ROOT	oʔtintih
Taushiro	ROTTEN	iʔtʃantɨhɨ
Taushiro	SAND	hɨiɲuntuʔ
Taushiro	SEA	wɨiʔkɨ_wantɨʔjo
Taushiro	SEED	hiʔ
Taushiro	SHORT	ahantaʔkɨhiɾo
Taushiro	SIT	aʔtɨ
Taushiro	SKY	aʔkɨn
Taushiro	SLEEP	oʔja
Taushiro	SMOOTH	aʔihinhiɾo
Taushiro	SPIT	tuhuanɨ
Taushiro	STAR	aʔtʃiwi
Taushiro	STONE	hanɨʔtʃi
Taushiro	STRAIGHT	xohuɨn
Taushiro	SUN	aʔkuʔ
Taushiro	SWIM	xoʔkɨ_noʔkuanɨʔnɨ
Taushiro	TAIL	uʔ_xuɨ
Taushiro	THAT	ni
Taushiro	THERE	tʃon
Taushiro	THEY	naʔnɨ_in
Taushiro	THIN	hoʔwuhiɾo
Taushiro	THINK	nuʔtʃi
Taushiro	THIS	ni
Taushiro	THREE	washiunweantu
Taushiro	TIE	ɨiʔtaʔ
Taushiro	TONGUE	aʔkɨhɨʔ
Taushiro	TOOTH	aɲunɨ
Taushiro	TREE	awah
Taushiro	TWO	atʃini
Taushiro	VOMIT	aʔxaʔa
Taushiro	WATER	wɨi
Taushiro	WET	itʃuntunoʔ
Taushiro	WHAT	antuʔhan
Taushiro	WHEN	inɨhan
Taushiro	WHERE	hihan
Taushiro	WHITE	haʔanta
Taushiro	WHO	kuʔhan
Taushiro	WIDE	hoʔwu
Taushiro	WING	aʔa
Taushiro	WOMAN	ɲoʔon
Taushiro	YOU	intɨ
Taushiro	THOU	ijo
Waorani	ALL	tõbãdãdi
Waorani	ANIMAL	kæ̃dĩgã
Waorani	ASH	gõdãi
Waorani	BACK	tækæjabæ
Waorani	BAD	wẽdæ_wẽdæ
Waorani	BARK	õtapo
Waorani	BECAUSE	bejæ̃
Waorani	BELLY	jãdeka
Waorani	BIG	jæ̃dæ̃
Waorani	BIRD	ajabõ
Waorani	BITE	pokæ̃
Waorani	BLACK	wẽtabõ
Waorani	BLOOD	wepæ̃
Waorani	BLOW (OF WIND)	wo_õõ
Waorani	BLUNT	babedoka
Waorani	BONE	babẽ
Waorani	BREATHE	gẽbã
Waorani	CLOUD	bogĩbã
Waorani	COME	põ
Waorani	CORRECT (RIGHT)	dõ_ĩte
Waorani	DAY (NOT NIGHT)	itædẽ
Waorani	DIE	æ̃bæ̃wo_wæ̃
Waorani	DIRTY	wẽtabõ
Waorani	DOG	gĩta
Waorani	DRINK	be
Waorani	DRY	abĩbõ
Waorani	DUST	gidĩbõ
Waorani	EAR	õdõbõka
Waorani	EARTH (SOIL)	õgipo
Waorani	EAT	kæ̃
Waorani	EGG	ĩkĩbo
Waorani	EYE	awĩka
Waorani	FALL	tæ̃_wæ̃æ̃
Waorani	FAR	goobæ
Waorani	FEATHER	õõbã
Waorani	FEW	wædæ̃ke
Waorani	FIRE	gõga
Waorani	FISH	gæjæ
Waorani	FIVE	õdõpo_æ̃bæ̃poke
Waorani	FLOWER	õgaĩ
Waorani	FLY (MOVE THROUGH AIR)	gobõbõ
Waorani	FOOT	õdõwa
Waorani	FOUR	bẽa_go_bẽa
Waorani	GIVE	põdõ
Waorani	GOOD	wa
Waorani	GRASS	gagĩbæ̃
Waorani	FAT (ORGANIC SUBSTANCE)	ogĩje
Waorani	GREEN	wĩjadæ̃
Waorani	HAIR	okagĩ
Waorani	HAND	õdõpo
Waorani	HEAD	okabo
Waorani	HEAR	ẽjẽ
Waorani	HEART	bĩbõ
Waorani	HEAVY	te_ẽbẽ
Waorani	HIT	tei_tei_pã
Waorani	HOW	æbãdõ_kæte
Waorani	I	botõ
Waorani	IF	ĩte_baĩ
Waorani	IN	gibõga_kæ̃kadẽ
Waorani	KILL	wæ̃dõ
Waorani	LAUGH	ka_ka_to
Waorani	LEAF	õjabo
Waorani	LEFT	dipæ̃bæ̃ĩdõ
Waorani	BE ALIVE	kẽwẽ
Waorani	LIVER	batæ̃
Waorani	LONG	dojæ̃
Waorani	LOUSE	kæ̃pæ
Waorani	MANY	dãgĩ
Waorani	MOUNTAIN	ãdãkidi
Waorani	MOUTH	õdõde
Waorani	NAME	ẽbõwo
Waorani	NARROW	gijæ̃
Waorani	NEAR	ejekeĩ
Waorani	NECK	õdõbẽka
Waorani	NEW	bĩĩ
Waorani	NIGHT	wojowotæ̃
Waorani	NOSE	õdõkado
Waorani	NOT	wĩĩ
Waorani	ONE	adoke
Waorani	PERSON	waokã
Waorani	RED	opatawæ̃
Waorani	RIGHT	tõbẽbæ̃ĩdõ
Waorani	RIVER	õdõ
Waorani	ROOT	gæjæ̃bẽ
Waorani	ROPE	gægĩkabẽ
Waorani	ROTTEN	jõbæ̃ĩ
Waorani	SAND	ẽbõdai
Waorani	SAY	ã
Waorani	SEA	gãwapæ̃_jæ̃dæ̃
Waorani	SEE	a
Waorani	SEED	tõbẽbõ
Waorani	SHARP	waẽga
Waorani	SHORT	okaa
Waorani	SIT	tæ̃æ̃_kõta
Waorani	SKY	õõdæ
Waorani	SLEEP	bõ
Waorani	SMALL	gijæ̃
Waorani	SMOKE (EXHAUST)	tẽbãa
Waorani	SMOOTH	ajade_kæ
Waorani	SOME	pãkaa
Waorani	SPIT	towæ_tãdõ
Waorani	STAND	gõõ_kæ
Waorani	STAR	dẽbõ
Waorani	STONE	dika
Waorani	STRAIGHT	tõ
Waorani	SUCK	wi_õ
Waorani	SUN	dæ̃ke
Waorani	SWIM	pãta
Waorani	TAIL	õdõkaibĩjæ̃
Waorani	THAT	tõbẽbi
Waorani	THEY	tõbẽdãdi
Waorani	THICK	jæ̃dæ̃
Waorani	THIN	giijæ̃
Waorani	THINK	okaidẽ_põdẽ
Waorani	THIS	tõbẽbo
Waorani	THREE	bẽa_go_adoke
Waorani	TIE	jã_kæ
Waorani	TONGUE	õdõgẽdẽwa
Waorani	TOOTH	baga
Waorani	TREE	awæ̃
Waorani	TWO	bẽa
Waorani	VOMIT	awæ̃_wẽ
Waorani	WATER	æpæ̃
Waorani	WET	a_beĩ
Waorani	WHAT	kĩdõ
Waorani	WHEN	æjedẽdõ
Waorani	WHERE	æjõbõdõ
Waorani	WHITE	dãbæ̃ta
Waorani	WHO	ækãdõ
Waorani	WIDE	jæ̃dæ̃
Waorani	WING	õdõbæ̃
Waorani	WIND	wobojæ̃
Waorani	WOMAN	õkijæ̃gã
