# Wordlist

# DATA
ID	DOCULECT	VALUE	FORM	CONCEPT	TOKENS	COGID	MORPHEMES	ALIGNMENT	NOTE
424	Ocaina	taarɯ	taarɯ	to split	t aː r ɯ	2521		t aː r ɯ	
599	Resigaro	kʰoβáʔ kʰú	kʰoβáʔ kʰú	to split	kʰ o β !á/a ʔ kʰ !ú/u	2523		kʰ o β !á/a ʔ kʰ !ú/u	
814	WitotoMinica	botáde	botáde	to split	b o t !á/a d e	2526		b o t !á/a d e	
1021	WitotoMurui	botade	botade	to split	b o t a d e	2526		b o t a d e	
1227	WitotoNipode	boɗáde	boɗáde	to split	b o ɗ !á/a d e	2526		b o ɗ !á/a d e	
2504	Proto-Bora-Muinane	gaer-	gaer-	to split	g a e r	2522		g a e r	
2505	Bora	kʷáʧʰéreákʰo	kʷáʧʰéreákʰo	to split	kʷ !á/a tʃʰ !é/e r e !á/a kʰ o	2519		kʷ !á/a tʃʰ !é/e r e !á/a kʰ o - -	
2506	Muinane	gáʤéréku-ʔi	gáʤéréku-ʔi	to split	g !á/a dʒ !é/e r !é/e k u ʔ i	2519		g !á/a dʒ !é/e r !é/e - k u ʔ i	
2704	AchuarShiwiar	akántratin	akántratin	to split	a k !á/a n t r a t i n	2518		a k !á/a n t r a t i n	
3499	Shuar	yumpu-ár	yumpu-ár	to split	j u m p u !á/a ɾ	2524		j u m p u !á/a ɾ	
3849	Urarina	n̪el̪ed̺ɨ́ᶭa	n̪el̪ed̺ɨ́ᶭa	to split	n e l e d !̺ɨ́ᶭ/ɨ a	2525		n e l e d !̺ɨ́ᶭ/ɨ a	
4421	Yanesha	t͡ʃɨteɲet͡s	t͡ʃɨteɲet͡s	to split	tʃ ɨ t e ɲ e ts	2527		tʃ ɨ t e ɲ e ts	
#
143	Iquito	minitáànì	minitáànì	to squeeze	m i n i t !áà/aː n !ì/i	2530		m i n i t !áà/aː n !ì/i	
441	Ocaina	tsaaka	tsaaka	to squeeze	ts aː k a	2531		ts aː k a	
442	Ocaina	ããɲ̥i	ããɲ̥i	to squeeze	!ãã/aː ɲ̥ i	2536		!ãã/aː ɲ̥ i	
612	Resigaro	ɲ̥eʔ kʰú	ɲ̥eʔ kʰú	to squeeze	ɲ̥ e ʔ kʰ !ú/u	2532		ɲ̥ e ʔ kʰ !ú/u	
832	WitotoMinica	omɯ́de	omɯ́de	to squeeze	o m !ɯ́/ɯ d e	2529		o - m !ɯ́/ɯ d - - e	
833	WitotoMinica	ɯdúide	ɯdúide	to squeeze	ɯ d !ú/u i d e	2537		ɯ d !ú/u i d e	
1040	WitotoMurui	omɯde	omɯde	to squeeze	o m ɯ d e	2529		o - m ɯ d - - e	
1041	WitotoMurui	ɯduide	ɯduide	to squeeze	ɯ d ui d e	2537		ɯ d ui - d e	
1246	WitotoNipode	omɯ́de	omɯ́de	to squeeze	o m !ɯ́/ɯ d e	2529		o - m !ɯ́/ɯ d - - e	
1247	WitotoNipode	ɯdúide	ɯdúide	to squeeze	ɯ d !ú/u i d e	2537		ɯ d !ú/u i d e	
2531	Proto-Bora-Muinane	aamɨ-ʦu	aamɨ-ʦu	to squeeze	a a m ɨ ts u	2529		a a m ɨ ts - - u	
2532	Bora	aamɯ́-ʦʰó	aamɯ́-ʦʰó	to squeeze	a a m !ɯ́/ɯ tsʰ !ó/o	2529		a a m !ɯ́/ɯ tsʰ - - !ó/o	
2533	Muinane	áámɨ́-su-ʔi	áámɨ́-su-ʔi	to squeeze	!á/a !á/a m !ɨ́/ɨ s u ʔ i	2529		!á/a !á/a m !ɨ́/ɨ s u ʔ i	
2705	AchuarShiwiar	ijúrtin	ijúrtin	to squeeze	i h !ú/u r t i n	2528		i h !ú/u r t i n	
3500	Shuar	ijiur-á	ijiur-á	to squeeze	i h i u ɾ !á/a	2533		i h i u ɾ !á/a	
3835	Urarina	t̪uʷakaá	t̪uʷakaá	to squeeze	t !̪uʷ/u a k a !á/a	2534		t !̪uʷ/u a k a !á/a	
4011	Wampis	chanut	chanut	to squeeze	tʃ a n u t	2535		- - - - tʃ a n u t	
4413	Yanesha	et͡ʃtateɲet͡s	et͡ʃtateɲet͡s	to squeeze	e tʃ t a t e ɲ e ts	2535		e tʃ t a t e ɲ e ts	
#
144	Iquito	ijiráani	ijiráani	to stab (or stick)	i h i r !áa/aː n i	2539		i h i r !áa/aː n i	stab
2706	AchuarShiwiar	kuchí̃ĩjãĩ ijútin	kuchí̃ĩjãĩ ijútin	to stab (or stick)	k u tʃ !í̃ĩ/iː h !ã/a !ĩ/i i h !ú/u t i n	2538		k u tʃ !í̃ĩ/iː h !ã/a !ĩ/i i h !ú/u t i n	
3501	Shuar	akut-a	akut-a	to stab (or stick)	a k u t a	2540		a k u t a	
3857	Urarina	d̺ɨkaait̪un̪ã́	d̺ɨkaait̪un̪ã́	to stab (or stick)	d ɨ k a a i t u n !̪ã́/a	2541		d ɨ k a a i t u n !̪ã́/a	
3997	Wampis	ijut	ijut	to stab (or stick)	i h u t	2542		i h u t	
4424	Yanesha	öɾeteɲet͡s	öɾeteɲet͡s	to stab (or stick)	!ö/o ɾ e t e ɲ e ts	2543		!ö/o ɾ e t e ɲ e ts	
#
145	Iquito	takúuni	takúuni	to stand	t a k !úu/uː n i	2547		t a k !úu/uː n i	stand
1354	Aguaruna	wahamu	wahamu	to stand	w a h a m ʊ	2544		w a h a m ʊ	
1599	Candoshi-Shapra	itsiɾamaama	itsiɾamaama	to stand	i ts i ɾ a m aː m a	2545		i ts i ɾ a m aː m a	
1725	Chayahuita	wɨtɨɾin	wɨtɨɾin	to stand	w ɨ t ɨ ɾ i n	2546		w ɨ t ɨ ɾ i n	
1848	Muniche	ɨʔtɨ	ɨʔtɨ	to stand	ɨ ʔ t ɨ	2548		ɨ ʔ t ɨ	
3322	Shiwilu	wanerapalli	wanerapalli	to stand	w a n ə ɾ a p a ʎ i	2549		w a n ə ɾ a p a ʎ i	
3502	Shuar	wájaku	wájaku	to stand	w !á/a h a k u	2544		w !á/a h a k u	
3782	Urarina	n̪ĩtʃaaɨd̺án̪ã	n̪ĩtʃaaɨd̺án̪ã	to stand	n !̪ĩ/i tʃ a a ɨ d !̺á/a n !̪ã/a	2550		n !̪ĩ/i tʃ a a ɨ d !̺á/a n !̪ã/a	
4006	Wampis	wajat	wajat	to stand	w a h a t	2544		w a h a t -	
4176	Yagua	yarani	yarani	to stand	j a r a n i	2551		j a r a n i	
4380	Yanesha	tʲeɲets	tʲeɲets	to stand	tʲ e ɲ e ts	2552		- - - tʲ e ɲ e ts	
4580	Zaparo	achichanu	achichanu	to stand	a tʃ i tʃ a n u	2552		a tʃ i tʃ a n u -	
#
150	Iquito	jíìnì	jíìnì	to suck	h !íì/iː n !ì/i	2556		h !íì/iː n !ì/i	
436	Ocaina	tsõõʔɲ̥o	tsõõʔɲ̥o	to suck	ts !õõ/oː ʔ ɲ̥ o	2558		ts !õõ/oː ʔ ɲ̥ o	
437	Ocaina	gõõ	gõõ	to suck	g !õõ/oː	2567		g !õõ/oː	
609	Resigaro	sooʔ kʰú	sooʔ kʰú	to suck	s oː ʔ kʰ !ú/u	2559		s oː ʔ kʰ !ú/u	
826	WitotoMinica	hanóde	hanóde	to suck	h a n !ó/o d e	2562		h a - - n !ó/o d e	
827	WitotoMinica	ʧiʧóde	ʧiʧóde	to suck	tʃ i tʃ !ó/o d e	2563		tʃ i tʃ !ó/o d e	
828	WitotoMinica	ʤibáde	ʤibáde	to suck	dʒ i b !á/a d e	2563		dʒ i b !á/a d e	
1031	WitotoMurui	harode	harode	to suck	h a r o d e	2562		h a - - r o d e	
1032	WitotoMurui	hakonote	hakonote	to suck	h a k o n o t e	2562		h a k o n o t e	
1033	WitotoMurui	ʤibade	ʤibade	to suck	dʒ i b a d e	2563		dʒ i b a d e	
1239	WitotoNipode	ʤiʤóde	ʤiʤóde	to suck	dʒ i dʒ !ó/o d e	2563		dʒ i dʒ !ó/o d e	
1240	WitotoNipode	moníde	moníde	to suck	m o n !í/i d e	2562		m o - - n !í/i d e	
1241	WitotoNipode	mugúde	mugúde	to suck	m u g !ú/u d e	2553		m u g !ú/u - - d e -	
1358	Aguaruna	bukunat	bukunat	to suck	b ʊ k ʊ n a t	2553		b ʊ k ʊ n a t - -	
1489	Arabela	monijakonu	monijakonu	to suck	m o n i h a k o n u	2554		m o n i h a k o n u	
1602	Candoshi-Shapra	kamopʃfmaama	kamopʃimaama	to suck	k a m o p ʃ i m aː m a	2555		k a m o p ʃ i m aː m a	
1851	Muniche	wa	wa	to suck	w a	2557		w a	
2711	AchuarShiwiar	mukunátin	mukunátin	to suck	m u k u n !á/a t i n	2553		m u k u n !á/a t i n	
3327	Shiwilu	siserapalli	siserapalli	to suck	s i s ə ɾ a p a ʎ i	2560		s i s ə ɾ a p a ʎ i	
3507	Shuar	muku-n-a	muku-n-a	to suck	m u k u n a	2553		m u k u n a - - -	
3829	Urarina	t̪uʰt̪uʷiká	t̪uʰt̪uʷiká	to suck	t !̪uʰ/ṳ t !̪uʷ/u i k !á/a	2561		t !̪uʰ/ṳ t !̪uʷ/u i k !á/a	
3977	Wampis	mukunat	mukunat	to suck	m u k u n a t	2553		m u k u n a t - -	
4195	Yagua	ya̠rimi	ya̠rimi	to suck	j !a̠/a r i m i	2564		j !a̠/a r i m i	
4401	Yanesha	t͡sot͡soteɲet͡s	t͡sot͡soteɲet͡s	to suck	ts o ts o t e ɲ e ts	2565		ts o ts o t e ɲ e ts	
4584	Zaparo	supɨnu	supɨnu	to suck	s u p ɨ n u	2566		s u p ɨ n u	
#
152	Iquito	purúuni	purúuni	to swell	p u r !úu/uː n i	2569		p u r !úu/uː n i	swell
432	Ocaina	hɯɯʔxa	hɯɯʔxa	to swell	h ɯː ʔ x a	2570		h ɯː ʔ x a	
604	Resigaro	fóo kʰú	fóo kʰú	to swell	f !óo/oː kʰ !ú/u	2571		f !óo/oː kʰ !ú/u	
820	WitotoMinica	ɸáide	ɸáide	to swell	ɸ !á/a i d e	2574		ɸ !á/a i d e	
821	WitotoMinica	ɸíipukude	ɸíipukude	to swell	ɸ !íi/iː p u k u d e	2579		ɸ !íi/iː p u k u d e	
1027	WitotoMurui	θɯɾide	θɯɾide	to swell	θ ɯ ɾ i d e	2575		θ ɯ ɾ i d e	
1232	WitotoNipode	uahátide	uahátide	to swell	u a h !á/a t i d e	2576		u a h !á/a t i d e	
2519	Proto-Bora-Muinane	huuri-	huuri-	to swell	h u u r i	2568		h u u r - - i	
2520	Bora	oóri	oóri	to swell	o !ó/o r i	2568		- o !ó/o r - - i	
2521	Muinane	húúri-ʔi	húúri-ʔi	to swell	h !ú/u !ú/u r i ʔ i	2568		h !ú/u !ú/u r i ʔ i	
3509	Shuar	tanká-r	tanká-r	to swell	t a ŋ k !á/a ɾ	2572		t a ŋ k !á/a ɾ	
3845	Urarina	n̪ĩhĩĩɾ̺íɲã	n̪ĩhĩĩɾ̺íɲã	to swell	n !̪ĩ/i h !ĩ/i !ĩ/i ɾ !̺í/i ɲ !ã/a	2573		n !̪ĩ/i h !ĩ/i !ĩ/i ɾ !̺í/i ɲ !ã/a	
4170	Yagua	sapo	sapo	to swell	s a p o	2577		s a p o	
4373	Yanesha	mʷeseɲets	mʷeseɲets	to swell	mʷ e s e ɲ e ts	2578		mʷ e s e ɲ e ts	
4586	Zaparo	muinyu	muinyu	to swell	m u i ɲ u	2578		m u - i ɲ u -	
#
153	Iquito	musíini	musíini	to swim	m u s !íi/iː n i	2585		m u s !íi/iː n i	swim
355	Ocaina	õõʔõ	õõʔõ	to swim	!õõ/oː ʔ !õ/o	2587		!õõ/oː ʔ !õ/o	
545	Resigaro	oʔβápú	oʔβápú	to swim	o ʔ β !á/a p !ú/u	2588		o ʔ β !á/a p !ú/u	
741	WitotoMinica	ɯ́ɯde	ɯ́ɯde	to swim	!ɯ́ɯ/ɯː d e	2592		!ɯ́ɯ/ɯː d e	
955	WitotoMurui	ɯɯde	ɯɯde	to swim	ɯː d e	2592		ɯː d e	
1160	WitotoNipode	ɯ́ɯde	ɯ́ɯde	to swim	!ɯ́ɯ/ɯː d e	2592		!ɯ́ɯ/ɯː d e	
1360	Aguaruna	jukumat	jukumat	to swim	j ʊ k ʊ m a t	2580		j ʊ k ʊ m a t - -	
1491	Arabela	kwanu	kwanu	to swim	k ua n u	2581		- k ua n u	
1604	Candoshi-Shapra	koɾiiŋkamaama	koɾiiŋkamaama	to swim	k o ɾ iː ŋ k a m aː m a	2583		k o ɾ iː ŋ k a m aː m a	
1730	Chayahuita	yonin	yonin	to swim	j o n i n	2584		j o n i n -	
1853	Muniche	ʂusi	ʂusi	to swim	ʂ u s i	2586		ʂ u s i	
2068	Waorani	pãta	pãta	to swim	p !ã/a t a	2591		p !ã/a t a	
2349	Proto-Bora-Muinane	iʦʦi	iʦʦi	to swim	i ts ts i	2582		i ts ts i	
2350	Bora	ihʧʰi	ihʧʰi	to swim	i h tʃʰ i	2582		i h tʃʰ i	
2351	Muinane	ísi-	ísi-	to swim	!í/i s i	2582		!í/i s - i	
2713	AchuarShiwiar	yukuáktin	yukuáktin	to swim	j u k !uá/ua k t i n	2580		j u k !uá/ua k - t i n	Because of order of the entries and frequency: yukúmkatin
3329	Shiwilu	idunpalli	idunpalli	to swim	i ð u m b a ʎ i	2589		i ð u m b a ʎ i	
3510	Shuar	yukuá-k	yukuá-k	to swim	j u k u !á/a k	2580		j u k u - !á/a k - -	
3785	Urarina	fʷitʃun̪ã́	fʷitʃun̪ã́	to swim	fʷ i tʃ u n !̪ã́/a	2590		fʷ i tʃ u n !̪ã́/a	
4000	Wampis	yukumat	yukumat	to swim	j u k u m a t	2580		j u k u m a t - -	
4181	Yagua	yanuni	yanuni	to swim	j a n u n i	2584		j a n u n i	
4385	Yanesha	patʲeɲets	patʲeɲets	to swim	p a tʲ e ɲ e ts	2593		p a tʲ e ɲ e ts	
4587	Zaparo	ukanu	ukanu	to swim	u k a n u	2581		u k a n u	
#
160	Iquito	saminiijúuni	saminiijúuni	to think	s a m i n iː h !úu/uː n i	2599		s a m i n iː h !úu/uː n i	think
343	Ocaina	xomɯɯxoʔjáʤi	xomɯɯxoʔjáʤi	to think	x o m ɯː x o ʔ j !á/a dʒ i	2601		x o m ɯː x o ʔ - j !á/a dʒ i	
344	Ocaina	ɸaaʔxa	ɸaaʔxa	to think	ɸ aː ʔ x a	2607		ɸ aː ʔ x a	
605	Resigaro	βáfó hénotú	βáfó hénotú	to think	β !á/a f !ó/o h !é/e n o t !ú/u	2602		β !á/a f !ó/o h !é/e n o t !ú/u	
822	WitotoMinica	komekɯ ɸakáde	komekɯ ɸakáde	to think	k o m e k ɯ ɸ a k !á/a d e	2601		k o m e k ɯ ɸ a k !á/a d e	
1028	WitotoMurui	komekɯ ɸakade	komekɯ ɸakade	to think	k o m e k ɯ ɸ a k a d e	2601		k o m e k ɯ ɸ a k a d e	
1233	WitotoNipode	komekɯ pakáde	komekɯ pakáde	to think	k o m e k ɯ p a k !á/a d e	2601		k o m e k ɯ p a k !á/a d e	
1234	WitotoNipode	duénaiɗe	duénaiɗe	to think	d u !é/e n a i ɗ e	2608		d u !é/e n a i ɗ e	
1235	WitotoNipode	merɯ́daiɗɯde	merɯ́daiɗɯde	to think	m e !r/ɾ !ɯ́/ɯ d a i ɗ ɯ d e	2609		m e !r/ɾ !ɯ́/ɯ d a i ɗ ɯ d e	
1367	Aguaruna	anɨntaimat	anɨntaimat	to think	a n ɨ n t ɛi m a t	2594		a n ɨ n t - ɛi m - a t - -	
1498	Arabela	niiʃiɾioj̃onu	niiʃiɾioj̃onu	to think	n iː ʃ i ɾ i o !h̃/h o n u	2595		n iː ʃ i ɾ i o !h̃/h o n u	
1610	Candoshi-Shapra	tʃinamaama	tʃinamaama	to think	tʃ i n a m aː m a	2597		tʃ i n a m aː m a	
1736	Chayahuita	yonkiɾin	yonkiɾin	to think	j o n k i ɾ i n	2598		j o n k i ɾ i n	
1858	Muniche	nuçta	nuçta	to think	n u ç t a	2600		n u ç t a	
1959	Taushiro	nuʔtʃi	nuʔtʃi	to think	n u ʔ tʃ i	2600		n u ʔ tʃ i	
2522	Proto-Bora-Muinane	etʦami-	etʦami-	to think	e t ts a m i	2596		e t ts a m - - - - i	
2523	Bora	ɨ́hʦʰaméi	ɨ́hʦʰaméi	to think	!ɨ́/ɨ h tsʰ a m !é/e i	2596		!ɨ́/ɨ h tsʰ a m - - !é/e - i	
2524	Muinane	ésámáái-ʔi	ésámáái-ʔi	to think	!é/e s !á/a m !á/a !á/a i ʔ i	2596		!é/e - s !á/a m !á/a !á/a i ʔ i	
2721	AchuarShiwiar	nintímratin	nintímratin	to think	n i n t !í/i m r a t i n	2594		- n i n t - !í/i m r a t i n	Phonolotical alternation: inintímratin
3335	Shiwilu	inlli’inupalli	inlli’inupalli	to think	i n ʎ i ʔ i n u p a ʎ i	2603		i n ʎ i ʔ i n u p a ʎ i	
3518	Shuar	enentáim-sa	enentáim-sa	to think	ɨ n ɨ n t !ái/ei m s a	2594		ɨ n ɨ n t - !ái/ei m - - s a -	
3843	Urarina	kauɨn̪ã́	kauɨn̪ã́	to think	k a u ɨ n !̪ã́/a	2604		k a u ɨ n !̪ã́/a	
3986	Wampis	anentaimat	anentaimat	to think	a n e n t a i m a t	2594		a n e n t a i m - a t - -	
4187	Yagua	yachipïya̠	yachipïya̠	to think	j a tʃ i p !ï/i j !a̠/a	2605		j a tʃ i p !ï/i j !a̠/a	
4393	Yanesha	kotʲapeˀtʃeɲets	kotʲapeˀtʃeɲets	to think	k o tʲ a p e ʔ t ʃ e ɲ e ts	2606		k o tʲ a p e ʔ t ʃ e ɲ e ts	
4591	Zaparo	nishinyu	nishinyu	to think	n i ʃ i ɲ u	2595		n i ʃ - - i - - - ɲ u	
#
164	Iquito	simaajuutáani	simaajuutáani	to throw	s i m aː h uː t !áa/aː n i	2612		s i m aː h uː t !áa/aː n i	throw
422	Ocaina	ĩĩtsa	ĩĩtsa	to throw	!ĩ/i !ĩ/i ts a	2613		!ĩ/i !ĩ/i ts a	
423	Ocaina	an̥ããtʲo	an̥ããtʲo	to throw	a n̥ !ãã/aː tʲ o	2620		a n̥ !ãã/aː tʲ o	
598	Resigaro	píʔko	píʔko	to throw	p !í/i ʔ k o	2611		p !í/i ʔ k - - o	
811	WitotoMinica	bɯtáde	bɯtáde	to throw	b ɯ t !á/a d e	2617		b ɯ - t !á/a d e	
812	WitotoMinica	batáde	batáde	to throw	b a t !á/a d e	2617		b a - t !á/a d e	
813	WitotoMinica	ɲáɯte	ɲáɯte	to throw	ɲ !á/a ɯ t e	2617		ɲ !á/a - - ɯ t e	
1018	WitotoMurui	bɯtade	bɯtade	to throw	b ɯ t a d e	2617		b ɯ - t a d e	
1019	WitotoMurui	nitade	nitade	to throw	n i t a d e	2617		n i - t a d e	
1020	WitotoMurui	kuaɯtade	kuaɯtade	to throw	k u aɯ t a d e	2617		k u aɯ t a d e	
1224	WitotoNipode	bɯɗáde	bɯɗáde	to throw	b ɯ ɗ !á/a d e	2617		b ɯ - ɗ !á/a d e	
1225	WitotoNipode	daiɗáde	daiɗáde	to throw	d a i ɗ !á/a d e	2617		d a i ɗ !á/a d e	
1226	WitotoNipode	paɯɗe	paɯɗe	to throw	p a ɯ ɗ e	2617		p a - - ɯ ɗ e	
2498	Proto-Bora-Muinane	piku	piku	to throw	p i k u	2611		p i - k - - u	
2499	Bora	pʰikʰʲo	pʰikʰʲo	to throw	pʰ i kʰʲ o	2611		pʰ i - kʰʲ - - o	
2500	Muinane	ɸíkú-ʔi	ɸíkú-ʔi	to throw	ɸ !í/i k !ú/u ʔ i	2611		ɸ !í/i - k !ú/u ʔ i	
2725	AchuarShiwiar	jíiktin	jíiktin	to throw	h !íi/iː k t i n	2610		h !íi/iː k t i n	
3339	Shiwilu	pidatapalli	pidatapalli	to throw	p i ð a t a p a ʎ i	2614		p i ð a t a p a ʎ i	
3808	Urarina	s̪ijeit̪uʷá	s̪ijeit̪uʷá	to throw	s i j e i t !̪uʷ/u !á/a	2615		s i j e i t !̪uʷ/u !á/a	
4017	Wampis	nanki	nanki	to throw	n a n k i	2616		n a n k i	
4175	Yagua	satiriyo̠	satiriyo̠	to throw	s a t i r i j !o̠/o	2618		s a t i r i j !o̠/o	
4209	Yagua	sajasi	sajasi	to throw	s a h a s i	2621		s a h a s i	
4411	Yanesha	wapoɾeteɲet͡s	wapoɾeteɲet͡s	to throw	w a p o ɾ e t e ɲ e ts	2619		w a p o ɾ e t e ɲ e ts	
4595	Zaparo	ahatanu	ahatanu	to throw	a h a t a n u	2612		- - - a h a t a n u	
#
165	Iquito	tiníini	tiníini	to tie	t i n !íi/iː n i	2627		t i n !íi/iː n i	tie or secure a rope to an entity
426	Ocaina	okááɸɯ	okááɸɯ	to tie	o k !áá/aː ɸ ɯ	2629		o k !áá/aː ɸ ɯ	
427	Ocaina	gãã	gãã	to tie	g !ãã/aː	2629		- g !ãã/aː - -	
601	Resigaro	hipon̥ú	hipon̥ú	to tie	h i p o n̥ !ú/u	2630		h i p o n̥ !ú/u	
816	WitotoMinica	kuináde	kuináde	to tie	k u i n !á/a d e	2634		k u i n !á/a d e	
1023	WitotoMurui	kuinade	kuinade	to tie	k ui n a d e	2634		k ui - n a d e	
1229	WitotoNipode	kuináde	kuináde	to tie	k u i n !á/a d e	2634		k u i n !á/a d e	
1370	Aguaruna	higkat	higkat	to tie	h i ŋ k a t	2622		h i ŋ k a t - -	
1501	Arabela	moɾonu	moɾonu	to tie	m o ɾ o n u	2623		m o ɾ - - o n u	
1613	Candoshi-Shapra	kamoɾimaama	kamoɾimaama	to tie	k a m o ɾ i m aː m a	2625		k a m o ɾ i m aː m a	
1739	Chayahuita	tonpoɾin	tonpoɾin	to tie	t o n p o ɾ i n	2626		t o n p o ɾ i n	
1861	Muniche	di	di	to tie	d i	2628		d i	
1962	Taushiro	ɨiʔtaʔ	ɨiʔtaʔ	to tie	ɨ i ʔ t a ʔ	2632		ɨ i ʔ t a ʔ	
2510	Proto-Bora-Muinane	ʦiʦʦɨ	ʦiʦʦɨ	to tie	ts i ts ts ɨ	2624		ts i ts - ts ɨ	
2511	Proto-Bora-Muinane	duʔhe-nɨ	duʔhe-nɨ	to tie	d u ʔ h e n ɨ	2637		d u - ʔ h e n - - ɨ	
2512	Bora	ʧʰíhʧʰɯ	ʧʰíhʧʰɯ	to tie	tʃʰ !í/i h tʃʰ ɯ	2624		tʃʰ !í/i h - tʃʰ ɯ	
2513	Bora	toʔhɨ́-nɯ	toʔhɨ́-nɯ	to tie	t o ʔ h !ɨ́/ɨ n ɯ	2637		t o - ʔ h !ɨ́/ɨ n - - ɯ	
2514	Muinane	sísɨ-ʔi	sísɨ-ʔi	to tie	s !í/i s ɨ ʔ i	2624		s !í/i s ɨ ʔ i	
2515	Muinane	dúúhé-nɨ-ʔi	dúúhé-nɨ-ʔi	to tie	d !ú/u !ú/u h !é/e n ɨ ʔ i	2637		d !ú/u !ú/u h - !é/e n ɨ ʔ i	
2726	AchuarShiwiar	jingkiátin	jingkiátin	to tie	h i ŋ kʲ a t i n	2622		h i ŋ kʲ a t i n	More restrictive form: jíniuktin
3340	Shiwilu	tenpu’palli	tenpu’palli	to tie	tˀ ə m b u ʔ p a ʎ i	2631		tˀ ə m b u ʔ p a ʎ i	
3522	Shuar	jinkiá-	jinkiá-	to tie	h i ŋ k i !á/a	2622		h i ŋ k i - !á/a -	
3854	Urarina	iʰʧuʷan̪ã́	iʰʧuʷan̪ã́	to tie	!iʰ/i̤ tʃ !uʷ/u a n !̪ã́/a	2633		!iʰ/i̤ tʃ !uʷ/u a n !̪ã́/a	
4018	Wampis	jinkat	jinkat	to tie	h i n k a t	2622		h i n k a t - -	
4203	Yagua	yapichira	yapichira	to tie	j a p i tʃ i r a	2635		j a p i tʃ i r a	
4207	Yagua	sapichi	sapichi	to tie	s a p i tʃ i	2635		s a p i tʃ - - i	
4409	Yanesha	wankeɲet͡s	wankeɲet͡s	to tie	w a n k e ɲ e ts	2636		w a n k e ɲ e ts	
4596	Zaparo	marahunu	marahunu	to tie	m a r a h u n u	2623		m a r a h u n u	
#
169	Iquito	takɨtɨ́ɨni	takɨtɨ́ɨni	to turn (change one's direction)	t a k ɨ t !ɨ́ɨ/ɨː n i	2639		t a k ɨ t !ɨ́ɨ/ɨː n i	turn around
2730	AchuarShiwiar	yántratin	yántratin	to turn (change one's direction)	j !á/a n t r a t i n	2638		- j !á/a n t r a t i n	Phonological alternation: ayántratin,yántumratin
3344	Shiwilu	tamanerapalli	tamanerapalli	to turn (change one's direction)	t a m a n ə ɾ a p a ʎ i	2640		t a m a n ə ɾ a p a ʎ i	
3526	Shuar	íik-ia	íik-ia	to turn (change one's direction)	!íi/iː k i a	2641		!íi/iː k i a	
4007	Wampis	ayantat	ayantat	to turn (change one's direction)	a j a n t a t	2638		a j a n t - a t - -	
4386	Yanesha	e'rramateñets	e'rramateñets	to turn (change one's direction)	eˀ ɾ ɾ a m a t e ɲ e ts	2642		eˀ ɾ ɾ a m a t e ɲ e ts	
#
172	Iquito	ikiníini	ikiníini	to vomit	i k i n !íi/iː n i	2646		i k i n !íi/iː n i	vomit
435	Ocaina	xooʔxɯ	xooʔxɯ	to vomit	x oː ʔ x ɯ	2648		x oː ʔ x ɯ	
608	Resigaro	iʔkan̥ú	iʔkan̥ú	to vomit	i ʔ k a n̥ !ú/u	2649		i ʔ k a n̥ !ú/u	
825	WitotoMinica	kɯkúede	kɯkúede	to vomit	k ɯ k !ú/u e d e	2653		k ɯ k !ú/u e d e	
1030	WitotoMurui	kɯkuede	kɯkuede	to vomit	k ɯ k u e d e	2653		k ɯ k u e d e	
1238	WitotoNipode	kɯkúede	kɯkúede	to vomit	k ɯ k !ú/u e d e	2653		k ɯ k !ú/u e d e	
1375	Aguaruna	imut	imut	to vomit	i m ʊ t	2643		i m ʊ - - t - -	
1506	Arabela	makaaniu	makaaniu	to vomit	m a k aː n i u	2644		m a k aː n i u	
1618	Candoshi-Shapra	katamaama	katamaama	to vomit	k a t a m aː m a	2645		k a t a m aː m a	
1744	Chayahuita	imoɾin	imoɾin	to vomit	i m o ɾ i n	2643		i m - o - ɾ i n	
1866	Muniche	kuki	kuki	to vomit	k u k i	2647		k u k i	
1967	Taushiro	aʔxaʔa	aʔxaʔa	to vomit	a ʔ x a ʔ a	2651		a ʔ x a ʔ a	
2732	AchuarShiwiar	imiúktin	imiúktin	to vomit	i m i !ú/u k t i n	2643		i m i !ú/u k t i n	Phonological alternation: iniúktin
3346	Shiwilu	enmu’palli	enmu’palli	to vomit	ə n m u ʔ p a ʎ i	2650		ə n m u ʔ p a ʎ i	
3528	Shuar	imia-k	imia-k	to vomit	i m i a k	2643		i m i a k - - -	
3797	Urarina	n̪aɾuʷaká	n̪aɾuʷaká	to vomit	n a ɾ !uʷ/u a k !á/a	2652		n a ɾ !uʷ/u a k !á/a	
3979	Wampis	muit	muit	to vomit	m u i t	2643		- m u i - t - -	
4198	Yagua	yayanï	yayanï	to vomit	j a j a n !ï/i	2654		j a j a n !ï/i	
4404	Yanesha	atat͡steɲet͡s	atat͡steɲet͡s	to vomit	a t a ts t e ɲ e ts	2655		a t a ts t e ɲ e ts	
4601	Zaparo	ikɨninyu	ikɨninyu	to vomit	i k ɨ n i ɲ u	2646		i k ɨ n i ɲ u	
#
173	Iquito	iikúuni	iikúuni	to walk	iː k !úu/uː n i	2657		iː k !úu/uː n i	walk
357	Ocaina	maaxa	maaxa	to walk	m aː x a	2659		m aː x - - - - a	
547	Resigaro	híʔβu	híʔβu	to walk	h !í/i ʔ β u	2660		h !í/i ʔ β u	
