ID	CONCEPT_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOCODE	CONCEPT_CONCEPTICON_ID	COMMENT	FAMILY	SUBGROUP	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	COGIDS	ALIGNMENT	MORPHEMES	STRUCTURE
3971	54_flower	flower	Urarina	Urarina	ɨhɨɰan̪ẽ́	ɨhɨɰan̪ẽ́	ɨ h ɨ ɰ a n e		239		Urarina	Isolate	7 3 7 6 7 4 7	XBYBYBZ	IHIJANE	26	26.I.V 26.H.C 26.I.V 26.J.C 26.A.V 26.N.C 26.E.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ɨhɨɰane	0	715	1142	ɨ h ɨ ɰ a n e	ɨ h ɨ ɰ a n e	v c v c v c v
4118	54_flower	flower	Wampis	Huambisa	yankur	yankur	j a n k u r		239		Chicham	Chicham	6 7 4 1 7 5	AXMBYN	JANKYR	27	27.J.C 27.A.V 27.N.c 27.K.C 27.Y.V 27.R.c	2.0 1.5 1.1 1.75 1.3 0.8	jankur	0	702	1128	j a n k u r -	j a n k u r	c v c c v c
4302	54_flower	flower	Yagua	Yagua	rabï	rabï	r a b i		239		Peba-Yagua	Peba-Yagua	5 7 1 7	AXBZ	RAPI	32	32.R.C 32.A.V 32.P.C 32.I.V	2.0 1.5 1.75 0.8	rabi	0	717	1144	r a b i	r a b i	c v c v
4502	54_flower	flower	Yanesha	Yanesha'	ɾoɾ	ɾoɾ	ɾ o ɾ		239		Arawakan	Arawakan	5 7 5	AXN	RUR	34	34.R.C 34.U.V 34.R.c	2.0 1.5 0.8	ɾoɾ	0	719	1146	ɾ o ɾ	ɾ o ɾ	c v c
4695	54_flower	flower	Zaparo	Záparo	nukawiku	nukawiku	n u k a w i k u		239		Zaparoan	Zaparoan	4 7 1 7 6 7 1 7	AXBYBYBZ	NYKAWIKY	35	35.N.C 35.Y.V 35.K.C 35.A.V 35.W.C 35.I.V 35.K.C 35.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	nukawiku	0	720	1147	n u k a w i k u	n u k a w i k u	c v c v c v c v
57	56_fog	fog	Iquito	Iquito	panakaja	panakaja	p a n a k a h a		249	mist or falling damp	Zaparoan	Zaparoan	1 7 4 7 1 7 3 7	AXBYBYBZ	PANAKAHA	11	11.P.C 11.A.V 11.N.C 11.A.V 11.K.C 11.A.V 11.H.C 11.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	panakaha	0	724	1160	p a n a k a h a	p a n a k a h a	c v c v c v c v
692	56_fog	fog	Resigaro	Resígaro	iítsʰú	iítsʰú	iː tsʰ u		249		Arawakan	Arawakan	7 2 7	XBZ	ICY	20	20.I.V 20.C.C 20.Y.V	1.5 1.75 0.8	iːtsʰu	1	725	1161	iː tsʰ u	iː tsʰ u	v c v
896	56_fog	fog	WitotoMinica	Minica Huitoto	róʤi	róʤi	ɾ o dʒ i		249		Huitotoan	Huitotoan	5 7 1 7	AXBZ	RUTI	29	29.R.C 29.U.V 29.T.C 29.I.V	2.0 1.5 1.75 0.8	ɾodʒi	0	727	1163	ɾ o dʒ i	ɾ o dʒ i	c v c v
897	56_fog	fog	WitotoMinica	Minica Huitoto	róθi	róθi	ɾ o θ i		249		Huitotoan	Huitotoan	5 7 3 7	AXBZ	RUDI	29	29.R.C 29.U.V 29.D.C 29.I.V	2.0 1.5 1.75 0.8	ɾoθi	0	727	1163	ɾ o θ i	ɾ o θ i	c v c v
898	56_fog	fog	WitotoMinica	Minica Huitoto	úiʤɯe	úiʤɯe	u i dʒ ɯ e		249		Huitotoan	Huitotoan	7 7 1 7 7	XYBYZ	YITIE	29	29.Y.V 29.I.V 29.T.C 29.I.V 29.E.V	1.5 1.3 1.75 1.3 0.8	uidʒɯe	1	729	1165	u i dʒ ɯ e	u i dʒ ɯ e	v v c v v
1106	56_fog	fog	WitotoMurui	Murui Huitoto	hɯʤerue	hɯʤerue	h ɯ dʒ e r u e		249		Huitotoan	Huitotoan	3 7 1 7 5 7 7	AXBYBYZ	HITERYE	30	30.H.C 30.I.V 30.T.C 30.E.V 30.R.C 30.Y.V 30.E.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	hɯdʒerue	0	728	1164	h ɯ dʒ e r u e	h ɯ dʒ e r u e	c v c v c v v
1107	56_fog	fog	WitotoMurui	Murui Huitoto	uiʤɯe	uiʤɯe	ui dʒ ɯ e		249		Huitotoan	Huitotoan	7 1 7 7	XBYZ	YTIE	30	30.Y.V 30.T.C 30.I.V 30.E.V	1.5 1.75 1.3 0.8	uidʒɯe	1	729	1165	ui - dʒ ɯ e	ui dʒ ɯ e	v c v v
1311	56_fog	fog	WitotoNipode	Nüpode Huitoto	úɯʤɯe	úɯʤɯe	u ɯ dʒ ɯ e		249		Huitotoan	Huitotoan	7 7 1 7 7	XYBYZ	YITIE	31	31.Y.V 31.I.V 31.T.C 31.I.V 31.E.V	1.5 1.3 1.75 1.3 0.8	uɯdʒɯe	0	729	1165	u ɯ dʒ ɯ e	u ɯ dʒ ɯ e	v v c v v
2580	56_fog	fog	Bora	Bora	ohʦʰó	ohʦʰó	o h tsʰ o		249		Boran	Boran	7 3 2 7	XMBZ	UHCU	5	5.U.V 5.H.c 5.C.C 5.U.V	1.5 1.1 1.75 0.8	ohtsʰo	0	723	1159	o h tsʰ o -	o h tsʰ o	v c c v
2581	56_fog	fog	Muinane	Muinane	súɨ	súɨ	s u ɨ		249		Boran	Boran	3 7 7	AXZ	SYI	14	14.S.C 14.Y.V 14.I.V	2.0 1.5 0.8	suɨ	0	723	1159	- - s u ɨ	s u ɨ	c v v
2787	56_fog	fog	AchuarShiwiar	Achuar	yurángkim	yurángkim	j u r a ŋ k i m		249		Chicham	Chicham	6 7 5 7 4 1 7 4	AXBYMBYN	JYRANKIM	1	1.J.C 1.Y.V 1.R.C 1.A.V 1.N.c 1.K.C 1.I.V 1.M.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	juraŋkim	0	722	1158	j u r a ŋ k i m	j u r a ŋ k i m	c v c v c c v c
3590	56_fog	fog	Shuar	Shuar	yuránkim	yuránkim	j u ɾ a ŋ k i m		249		Chicham	Chicham	6 7 5 7 4 1 7 4	AXBYMBYN	JYRANKIM	22	22.J.C 22.Y.V 22.R.C 22.A.V 22.N.c 22.K.C 22.I.V 22.M.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	juɾaŋkim	1	722	1158	j u ɾ a ŋ k i m	j u ɾ a ŋ k i m	c v c v c c v c
3995	56_fog	fog	Urarina	Urarina	n̪ũʰkuʷen̪ã́	n̪ũʰkuʷen̪ã́	n ṳ k u e n a		249		Urarina	Isolate	4 7 1 7 7 4 7	AXBYYBZ	NYKYENA	26	26.N.C 26.Y.V 26.K.C 26.Y.V 26.E.V 26.N.C 26.A.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	nṳkuena	0	726	1162	n ṳ k u e n a	n ṳ k u e n a	c v c v v c v
4210	56_fog	fog	Wampis	Huambisa	yurankim	yurankim	j u r a n k i m		249		Chicham	Chicham	6 7 5 7 4 1 7 4	AXBYMBYN	JYRANKIM	27	27.J.C 27.Y.V 27.R.C 27.A.V 27.N.c 27.K.C 27.I.V 27.M.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	jurankim	1	722	1158	j u r a n k i m	j u r a n k i m	c v c v c c v c
4322	56_fog	fog	Yagua	Yagua	ririjurya	ririjurya	r i r i h u rʲ a		249		Peba-Yagua	Peba-Yagua	5 7 5 7 3 7 5 7	AXBYBYBZ	RIRIHYRA	32	32.R.C 32.I.V 32.R.C 32.I.V 32.H.C 32.Y.V 32.R.C 32.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ririhurʲa	0	730	1166	r i r i h u rʲ a	r i r i h u rʲ a	c v c v c v c v
4532	56_fog	fog	Yanesha	Yanesha'	oʰsaːɾets	oʰsaːɾets	o h s aː ɾ e ts		249		Arawakan	Arawakan	7 3 3 7 5 7 2	XMBYBYN	UHSAREC	34	34.U.V 34.H.c 34.S.C 34.A.V 34.R.C 34.E.V 34.C.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	ohsaːɾets	0	731	1167	o h s aː ɾ e ts	o h s aː ɾ e ts	v c c v c v c
58	57_foot	foot	Iquito	Iquito	tiitiwa	tiitiwa	t iː t i w a		1301	foot (plural)	Zaparoan	Zaparoan	1 7 1 7 6 7	AXBYBZ	TITIWA	11	11.T.C 11.I.V 11.T.C 11.I.V 11.W.C 11.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tiːtiwa	0	739	1185	t iː t i w a	t iː t i w a	c v c v c v
231	57_foot	foot	Ticuna	Ticuna	-ku̽tǖ	-ku̽tǖ	k u t ɯ		1301	foot	Ticuna-Yuri	Ticuna-Yuri	1 7 1 7	AXBZ	KYTI	25	25.K.C 25.Y.V 25.T.C 25.I.V	2.0 1.5 1.75 0.8	kutɯ	0	748	1186	k u t ɯ	k u t ɯ	c v c v
339	57_foot	foot	Ocaina	Ocaina	ɯʔjóó	ɯʔjóó	ɯ ʔ j oː		1301		Huitotoan	Huitotoan	7 1 6 7	XBCZ	IHJU	16	16.I.V 16.H.C 16.J.C 16.U.V	1.5 1.75 1.5 0.8	ɯʔjoː	0	743	1189	ɯ ʔ j - - oː	ɯ ʔ j oː	v c c v
340	57_foot	foot	Ocaina	Ocaina	ɯʔjóóga	ɯʔjóóga	ɯ ʔ j oː g a		1301		Huitotoan	Huitotoan	7 1 6 7 1 7	XBCYBZ	IHJUKA	16	16.I.V 16.H.C 16.J.C 16.U.V 16.K.C 16.A.V	1.5 1.75 1.5 1.3 1.75 0.8	ɯʔjoːga	0	743	1189	ɯ ʔ j oː g a	ɯ ʔ j oː g a	v c c v c v
588	57_foot	foot	Resigaro	Resígaro	hiiʔpú	hiiʔpú	h iː ʔ p u		1301		Arawakan	Arawakan	3 7 1 1 7	AXMBZ	HIHPY	20	20.H.C 20.I.V 20.H.c 20.P.C 20.Y.V	2.0 1.5 1.1 1.75 0.8	hiːʔpu	0	747	1192	h iː ʔ p u	h iː ʔ p u	c v c c v
765	57_foot	foot	WitotoMinica	Minica Huitoto	éɯba	éɯba	e ɯ b a		1301		Huitotoan	Huitotoan	7 7 1 7	XYBZ	EIPA	29	29.E.V 29.I.V 29.P.C 29.A.V	1.5 1.3 1.75 0.8	eɯba	0	750	1194	e ɯ b a	e ɯ b a	v v c v
982	57_foot	foot	WitotoMurui	Murui Huitoto	eɯʤɯ	eɯʤɯ	e ɯ dʒ ɯ		1301		Huitotoan	Huitotoan	7 7 1 7	XYBZ	EITI	30	30.E.V 30.I.V 30.T.C 30.I.V	1.5 1.3 1.75 0.8	eɯdʒɯ	0	751	1195	e ɯ dʒ ɯ	e ɯ dʒ ɯ	v v c v
1191	57_foot	foot	WitotoNipode	Nüpode Huitoto	eɯ́ba	eɯ́ba	e ɯ b a		1301		Huitotoan	Huitotoan	7 7 1 7	XYBZ	EIPA	31	31.E.V 31.I.V 31.P.C 31.A.V	1.5 1.3 1.75 0.8	eɯba	0	750	1194	e ɯ b a	e ɯ b a	v v c v
1425	57_foot	foot	Aguaruna	Aguaruna	dawɨ	dawɨ	d a w ɨ		1301		Chicham	Chicham	1 7 6 7	AXBZ	TAWI	2	2.T.C 2.A.V 2.W.C 2.I.V	2.0 1.5 1.75 0.8	dawɨ	0	732	1176	d a w ɨ	d a w ɨ	c v c v
1562	57_foot	foot	Arabela	Arabela	niowaka	niowaka	n i o w a k a		1301		Zaparoan	Zaparoan	4 7 7 6 7 1 7	AXYBYBZ	NIUWAKA	4	4.N.C 4.I.V 4.U.V 4.W.C 4.A.V 4.K.C 4.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	niowaka	0	733	1177	n i o w a k a	n i o w a k a	c v v c v c v
1692	57_foot	foot	Candoshi-Shapra	Candoshi-Shapra	kotsitʃ	kotsitʃ	k o ts i tʃ		1301		Candoshi-Shapra	Isolate	1 7 2 7 1	AXBYN	KUCIT	6	6.K.C 6.U.V 6.C.C 6.I.V 6.T.c	2.0 1.5 1.75 1.3 0.8	kotsitʃ	0	735	1180	k o ts i tʃ	k o ts i tʃ	c v c v c
1806	57_foot	foot	Chayahuita	Shawi	nantɨʔ	nantɨʔ	n a n t ɨ ʔ		1301		Cahuapanan	Cahuapanan	4 7 4 1 7 1	AXMBYN	NANTIH	8	8.N.C 8.A.V 8.N.c 8.T.C 8.I.V 8.H.c	2.0 1.5 1.1 1.75 1.3 0.8	nantɨʔ	0	737	1183	n a n t ɨ ʔ	n a n t ɨ ʔ	c v c c v c
1934	57_foot	foot	Muniche	Muniche	htatɨnɨ	htatɨnɨ	h t a t ɨ n ɨ		1301		Muniche	Isolate	3 1 7 1 7 4 7	ACYBYBZ	HTATINI	15	15.H.C 15.T.C 15.A.V 15.T.C 15.I.V 15.N.C 15.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	htatɨnɨ	0	742	1188	h t a t ɨ n ɨ	h t a t ɨ n ɨ	c c v c v c v
2170	57_foot	foot	Waorani	Sabela	õdõwa	õdõwa	o d o w a		1301		Waorani	Isolate	7 1 7 6 7	XBYBZ	UTUWA	28	28.U.V 28.T.C 28.U.V 28.W.C 28.A.V	1.5 1.75 1.3 1.75 0.8	odowa	0	739	1185	- o d o w a	o d o w a	v c v c v
2297	57_foot	foot	Bora	Bora	htʰɯ́-ʔaá	htʰɯ́-ʔaá	h tʰ ɯ + ʔ a a		1301		Boran	Boran	3 1 7 9 1 7 7	ACZ_AXZ	HTI_HAA	5	5.H.C 5.T.C 5.I.V 5._._ 5.H.C 5.A.V 5.A.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8	htʰɯ+ʔaa	0	734	1178 1179	h tʰ ɯ + ʔ a a	h tʰ ɯ + ʔ a a	c c v + c v v
2298	57_foot	foot	Muinane	Muinane	tɨ́-ʔai	tɨ́-ʔai	t ɨ + ʔ a i		1301		Boran	Boran	1 7 9 1 7 7	AX_AXZ	TI_HAI	14	14.T.C 14.I.V 14._._ 14.H.C 14.A.V 14.I.V	2.0 1.5 0.0 2.0 1.5 0.8	tɨ+ʔai	0	734	1178 1179	- t ɨ + ʔ a i	t ɨ + ʔ a i	c v + c v v
2788	57_foot	foot	AchuarShiwiar	Achuar	náwẽ	náwẽ	n a w ɨ		1301		Chicham	Chicham	4 7 6 7	AXBZ	NAWI	1	1.N.C 1.A.V 1.W.C 1.I.V	2.0 1.5 1.75 0.8	nawɨ	0	732	1176	n a w ɨ	n a w ɨ	c v c v
3412	57_foot	foot	Shiwilu	Jebero	lantek	lantek	l a n d ə ˀk		1301		Cahuapanan	Cahuapanan	5 7 4 1 7 1	AXMBYN	LANTEK	21	21.L.C 21.A.V 21.N.c 21.T.C 21.E.V 21.K.c	2.0 1.5 1.1 1.75 1.3 0.8	landəˀk	0	737	1183	l a n d ə ˀk	l a n d ə ˀk	c v c c v c
3591	57_foot	foot	Shuar	Shuar	nawe	nawe	n a w ɨ		1301		Chicham	Chicham	4 7 6 7	AXBZ	NAWI	22	22.N.C 22.A.V 22.W.C 22.I.V	2.0 1.5 1.75 0.8	nawɨ	0	732	1176	n a w ɨ	n a w ɨ	c v c v
3916	57_foot	foot	Urarina	Urarina	t̪ihiá	t̪ihiá	t i h i a		1301		Urarina	Isolate	1 7 3 7 7	AXBYZ	TIHIA	26	26.T.C 26.I.V 26.H.C 26.I.V 26.A.V	2.0 1.5 1.75 1.3 0.8	tihia	0	749	1193	t i h i a	t i h i a	c v c v v
4137	57_foot	foot	Wampis	Huambisa	nawe	nawe	n a w e		1301		Chicham	Chicham	4 7 6 7	AXBZ	NAWE	27	27.N.C 27.A.V 27.W.C 27.E.V	2.0 1.5 1.75 0.8	nawe	0	732	1176	n a w e	n a w e	c v c v
4286	57_foot	foot	Yagua	Yagua	sanumutu	sanumutu	s a n u m u t u		1301		Peba-Yagua	Peba-Yagua	3 7 4 7 4 7 1 7	AXBYBYBZ	SANYMYTY	32	32.S.C 32.A.V 32.N.C 32.Y.V 32.M.C 32.Y.V 32.T.C 32.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	sanumutu	0	752	1196	s a n u m u t u	s a n u m u t u	c v c v c v c v
4479	57_foot	foot	Yanesha	Yanesha'	tekat͡s patek	tekat͡s patek	t e k a ts + p a t e k		1301		Arawakan	Arawakan	1 7 1 7 2 9 1 7 1 7 1	AXBYN_AXBYN	TEKAC_PATEK	34	34.T.C 34.E.V 34.K.C 34.A.V 34.C.c 34._._ 34.P.C 34.A.V 34.T.C 34.E.V 34.K.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.3 0.8	tekats+patek	0	754	1198 1199	t e k a ts + p a t e k	t e k a ts + p a t e k	c v c v c + c v c v c
4697	57_foot	foot	Zaparo	Záparo	inyawka	inyawka	i ɲ au k a		1301		Zaparoan	Zaparoan	7 4 7 1 7	XBYBZ	INAKA	35	35.I.V 35.N.C 35.A.V 35.K.C 35.A.V	1.5 1.75 1.3 1.75 0.8	iɲauka	0	755	1200	i ɲ au k a	i ɲ au k a	v c v c v
60	58_four	four	Iquito	Iquito	suwaramaajɨtáami	suwaramaajɨtáami	s u w a r a m aː h ɨ t aː m i		1500	four	Zaparoan	Zaparoan	3 7 6 7 5 7 4 7 3 7 1 7 4 7	AXBYBYBYBYBYBZ	SYWARAMAHITAMI	11	11.S.C 11.Y.V 11.W.C 11.A.V 11.R.C 11.A.V 11.M.C 11.A.V 11.H.C 11.I.V 11.T.C 11.A.V 11.M.C 11.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	suwaramaːhɨtaːmi	0	762	1226	s u w a r a m aː h ɨ t aː m i	s u w a r a m aː h ɨ t aː m i	c v c v c v c v c v c v c v
410	58_four	four	Ocaina	Ocaina	nahɯ̃ʔxanó	nahɯ̃ʔxanó	n a h ɯ ʔ x a n o		1500		Huitotoan	Huitotoan	4 7 3 7 1 3 7 4 7	AXBYBCYBZ	NAHIHGANU	16	16.N.C 16.A.V 16.H.C 16.I.V 16.H.C 16.G.C 16.A.V 16.N.C 16.U.V	2.0 1.5 1.75 1.3 1.75 1.5 1.3 1.75 0.8	nahɯʔxano	0	766	1230	n a h ɯ ʔ x a n o	n a h ɯ ʔ x a n o	c v c v c c v c v
634	58_four	four	Resigaro	Resígaro	poʔtsááβágaahí	poʔtsááβágaahí	p o ʔ td aː β a g aː h i		1500		Arawakan	Arawakan	1 7 1 1 7 3 7 1 7 3 7	AXMBYBYBYBZ	PUHTABAKAHI	20	20.P.C 20.U.V 20.H.c 20.T.C 20.A.V 20.B.C 20.A.V 20.K.C 20.A.V 20.H.C 20.I.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	poʔtdaːβagaːhi	0	769	1233	p o ʔ td aː β a g aː h i	p o ʔ td aː β a g aː h i	c v c c v c v c v c v
817	58_four	four	WitotoMinica	Minica Huitoto	naga ámade	naga ámade	n a g a + a m a d e		1500		Huitotoan	Huitotoan	4 7 1 7 9 7 4 7 1 7	AXBZ_XBYBZ	NAKA_AMATE	29	29.N.C 29.A.V 29.K.C 29.A.V 29._._ 29.A.V 29.M.C 29.A.V 29.T.C 29.E.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 1.3 1.75 0.8	naga+amade	0	773	1239 1240	n a g a + a m a d e	n a g a + a m a d e	c v c v + v c v c v
818	58_four	four	WitotoMinica	Minica Huitoto	ɸɯ́goménariede	ɸɯ́goménariede	ɸ ɯ g o m e n a ɾ i e d e		1500		Huitotoan	Huitotoan	3 7 1 7 4 7 4 7 5 7 7 1 7	AXBYBYBYBYYBZ	BIKUMENARIETE	29	29.B.C 29.I.V 29.K.C 29.U.V 29.M.C 29.E.V 29.N.C 29.A.V 29.R.C 29.I.V 29.E.V 29.T.C 29.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.3 1.75 0.8	ɸɯgomenaɾiede	0	774	1242	ɸ ɯ g o m e n a ɾ i e d e	ɸ ɯ g o m e n a ɾ i e d e	c v c v c v c v c v v c v
1035	58_four	four	WitotoMurui	Murui Huitoto	naga amaga	naga amaga	n a g a + a m a g a		1500		Huitotoan	Huitotoan	4 7 1 7 9 7 4 7 1 7	AXBZ_XBYBZ	NAKA_AMAKA	30	30.N.C 30.A.V 30.K.C 30.A.V 30._._ 30.A.V 30.M.C 30.A.V 30.K.C 30.A.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 1.3 1.75 0.8	naga+amaga	0	773	1239 1241	n a g a + a m a g a	n a g a + a m a g a	c v c v + v c v c v
1241	58_four	four	WitotoNipode	Nüpode Huitoto	pɯgoménarie	pɯgoménarie	p ɯ g o m e n a ɾ i e		1500		Huitotoan	Huitotoan	1 7 1 7 4 7 4 7 5 7 7	AXBYBYBYBYZ	PIKUMENARIE	31	31.P.C 31.I.V 31.K.C 31.U.V 31.M.C 31.E.V 31.N.C 31.A.V 31.R.C 31.I.V 31.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 0.8	pɯgomenaɾie	0	774	1242	p ɯ g o m e n a ɾ i - - e	p ɯ g o m e n a ɾ i e	c v c v c v c v c v v
1426	58_four	four	Aguaruna	Aguaruna	ipak_usumat	ipak_usumat	i p a k + ʊ s ʊ m a t		1500		Chicham	Chicham	7 1 7 1 9 7 3 7 4 7 1	XBYN_XBYBYN	IPAK_YSYMAT	2	2.I.V 2.P.C 2.A.V 2.K.c 2._._ 2.Y.V 2.S.C 2.Y.V 2.M.C 2.A.V 2.T.c	1.5 1.75 1.3 0.8 0.0 1.5 1.75 1.3 1.75 1.3 0.8	ipak+ʊsʊmat	0	758	1220 1221	i p a k + ʊ s ʊ m a t	i p a k + ʊ s ʊ m a t	v c v c + v c v c v c
1563	58_four	four	Arabela	Arabela	saa_kakweetakaj̃a	saa_kakweetakaj̃a	s aː + k a k uɨː t a k a h a		1500		Zaparoan	Zaparoan	3 7 9 1 7 1 7 1 7 1 7 3 7	AX_AXBYBYBYBZ	SA_KAKYTAKAHA	4	4.S.C 4.A.V 4._._ 4.K.C 4.A.V 4.K.C 4.Y.V 4.T.C 4.A.V 4.K.C 4.A.V 4.H.C 4.A.V	2.0 1.5 0.0 2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	saː+kakuɨːtakaha	0	759	1222 1223	s aː + k a k uɨː t a k a h a	s aː + k a k uɨː t a k a h a	c v + c v c v c v c v c v
1693	58_four	four	Candoshi-Shapra	Candoshi-Shapra	iponponaɾo	iponponaɾo	i p o n p o n a ɾ o		1500		Candoshi-Shapra	Isolate	7 1 7 4 1 7 4 7 5 7	XBYMBYBYBZ	IPUNPUNARU	6	6.I.V 6.P.C 6.U.V 6.N.c 6.P.C 6.U.V 6.N.C 6.A.V 6.R.C 6.U.V	1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 1.75 0.8	iponponaɾo	0	760	1224	i p o n p o n a ɾ o	i p o n p o n a ɾ o	v c v c c v c v c v
1807	58_four	four	Chayahuita	Shawi	katapini	katapini	k a t a p i n i		1500		Cahuapanan	Cahuapanan	1 7 1 7 1 7 4 7	AXBYBYBZ	KATAPINI	8	8.K.C 8.A.V 8.T.C 8.A.V 8.P.C 8.I.V 8.N.C 8.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	katapini	0	761	1225	k a t a p i n i	k a t a p i n i	c v c v c v c v
1935	58_four	four	Muniche	Muniche	tsaʔfa	tsaʔfa	ts a ʔ f a		1500		Muniche	Isolate	2 7 1 3 7	AXBCZ	CAHBA	15	15.C.C 15.A.V 15.H.C 15.B.C 15.A.V	2.0 1.5 1.75 1.5 0.8	tsaʔfa	0	765	1229	ts a ʔ f a	ts a ʔ f a	c v c c v
2053	58_four	four	Taushiro	Taushiro	nɨʔkɨnɨnɨ	nɨʔkɨnɨnɨ	n ɨ ʔ k ɨ n ɨ n ɨ		1500		Taushiro	Isolate	4 7 1 1 7 4 7 4 7	AXMBYBYBZ	NIHKININI	23	23.N.C 23.I.V 23.H.c 23.K.C 23.I.V 23.N.C 23.I.V 23.N.C 23.I.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	nɨʔkɨnɨnɨ	0	771	1235	n ɨ ʔ k ɨ n ɨ n ɨ	n ɨ ʔ k ɨ n ɨ n ɨ	c v c c v c v c v
2171	58_four	four	Waorani	Sabela	bẽa_go_bẽa	bẽa_go_bẽa	b e a + g o + b e a		1500		Waorani	Isolate	1 7 7 9 1 7 9 1 7 7	AXZ_AX_AXZ	PEA_KU_PEA	28	28.P.C 28.E.V 28.A.V 28._._ 28.K.C 28.U.V 28._._ 28.P.C 28.E.V 28.A.V	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8	bea+go+bea	0	772	1236 1237 1238	b e a + g o + b e a	b e a + g o + b e a	c v v + c v + c v v
2789	58_four	four	AchuarShiwiar	Achuar	chintúk chintúk	chintúk chintúk	tʃ i n t u k + tʃ i n t u k		1500		Chicham	Chicham	1 7 4 1 7 1 9 1 7 4 1 7 1	AXMBYN_AXMBYN	TINTYK_TINTYK	1	1.T.C 1.I.V 1.N.c 1.T.C 1.Y.V 1.K.c 1._._ 1.T.C 1.I.V 1.N.c 1.T.C 1.Y.V 1.K.c	2.0 1.5 1.1 1.75 1.3 0.8 0.0 2.0 1.5 1.1 1.75 1.3 0.8	tʃintuk+tʃintuk	0	757	1218 1219	tʃ i - n t - u k + tʃ i - n t u k	tʃ i n t u k + tʃ i n t u k	c v c c v c + c v c c v c
3413	58_four	four	Shiwilu	Jebero	ínkatu’	ínkatu’	i n g a t u ʔ		1500		Cahuapanan	Cahuapanan	7 4 1 7 1 7 1	XMBYBYN	INKATYH	21	21.I.V 21.N.c 21.K.C 21.A.V 21.T.C 21.Y.V 21.H.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	ingatuʔ	0	770	1234	i n g a t u ʔ	i n g a t u ʔ	v c c v c v c
3592	58_four	four	Shuar	Shuar	aíntiuk	aíntiuk	a i n t i u k		1500		Chicham	Chicham	7 7 4 1 7 7 1	XYMBYYN	AINTIYK	22	22.A.V 22.I.V 22.N.c 22.T.C 22.I.V 22.Y.V 22.K.c	1.5 1.3 1.1 1.75 1.3 1.3 0.8	aintiuk	0	757	1218	- a i n t i u k	a i n t i u k	v v c c v v c
4084	58_four	four	Wampis	Huambisa	aintuk aintuk	aintuk aintuk	a i n t u k + a i n t u k		1500		Chicham	Chicham	7 7 4 1 7 1 9 7 7 4 1 7 1	XYMBYN_XYMBYN	AINTYK_AINTYK	27	27.A.V 27.I.V 27.N.c 27.T.C 27.Y.V 27.K.c 27._._ 27.A.V 27.I.V 27.N.c 27.T.C 27.Y.V 27.K.c	1.5 1.3 1.1 1.75 1.3 0.8 0.0 1.5 1.3 1.1 1.75 1.3 0.8	aintuk+aintuk	0	757	1218 1219	- a i n t - u k + - a i n t u k	a i n t u k + a i n t u k	v v c c v c + v v c c v c
4429	58_four	four	Yagua	Yagua	darajuyu	darajuyu	d a r a h u j u		1500		Peba-Yagua	Peba-Yagua	1 7 5 7 3 7 6 7	AXBYBYBZ	TARAHYJY	32	32.T.C 32.A.V 32.R.C 32.A.V 32.H.C 32.Y.V 32.J.C 32.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	darahuju	0	775	1243	d a r a h u j u	d a r a h u j u	c v c v c v c v
