ID	STRUCTURE	FREQUENCY	AchuarShiwiar	Aguaruna	Arabela	Bora	Chayahuita	Iquito	Muinane	Ocaina	Resigaro	Shiwilu	Shuar	Urarina	Wampis	Waorani	WitotoMinica	WitotoMurui	WitotoNipode	Yagua	Yanesha	Zaparo	COGNATESETS	CONCEPTS
93	c	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	-	ɾ	Ø	Ø	Ø	1745:0, 2164:6	leaf / neck
94	c	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	h	n	Ø	Ø	Ø	1787:8, 2541:6	left (hand) / right (hand)
106	c	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ʔ	Ø	Ø	Ø	Ø	Ø	Ø	ɸ	-	p	Ø	Ø	Ø	1439:1, 2032:3	he / mountain
111	c	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	-	-	d	Ø	Ø	Ø	3378:2, 3529:2	that / this
113	c	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	d	t	d	Ø	Ø	Ø	4215:3, 4762:6	to know (facts) / to walk
133	c	2	Ø	Ø	n	ɲ	Ø	n	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	h	3075:1, 3524:1	smoke (of fire) / this
152	c	2	Ø	Ø	Ø	Ø	Ø	s	Ø	dʲ	Ø	Ø	Ø	Ø	Ø	Ø	ɸ	ɸ	p	Ø	Ø	tʃ	221:1, 5289:4	bark / wind
154	c	2	Ø	Ø	k	tsʰ	Ø	n	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	1542:3, 3501:4	heavy / thin
158	c	1	Ø	Ø	-	Ø	-	-	Ø	-	Ø	-	Ø	n	Ø	Ø	-	-	-	Ø	Ø	hʲ	2:2	I
167	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	-	Ø	d	Ø	Ø	512:0	child (young person rather than as relationship term)
172	c	1	Ø	Ø	h	Ø	Ø	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	hʲ	834:4	eye
173	c	1	Ø	Ø	s	Ø	Ø	s	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	s	Ø	kʷ	954:4	feather (larger feathers rather than down)
176	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	-	k	Ø	Ø	Ø	1040:4	fire
181	c	1	Ø	Ø	h	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	1284:0	grass
186	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	-	dʒ	-	Ø	Ø	Ø	1396:3	hand
192	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	g	-	Ø	Ø	Ø	1486:3	head
194	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	n	n	n	Ø	Ø	Ø	1572:2	here
195	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	-	m	-	Ø	Ø	Ø	1572:4	here
199	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	d	n	-	Ø	Ø	Ø	1669:3	if
202	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɸ	ɸ	-	Ø	Ø	Ø	1787:4	left (hand)
203	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	b	p	Ø	Ø	Ø	1787:6	left (hand)
206	c	1	Ø	Ø	w	Ø	Ø	w	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	w	1828:2	liver
207	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	-	h	Ø	Ø	Ø	1838:4	liver
209	c	1	Ø	Ø	k	Ø	Ø	kʷ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	1889:2	louse
210	c	1	Ø	Ø	h	Ø	Ø	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	w	1889:6	louse
211	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	dʒ	dʒ	-	Ø	Ø	Ø	1966:0	meat (flesh)
214	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	θ	t	Ø	Ø	Ø	1966:4	meat (flesh)
218	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	-	ɲ	Ø	Ø	Ø	1997:2	mother
219	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	-	k	Ø	Ø	Ø	2032:0	mountain
223	c	1	Ø	Ø	k	Ø	Ø	k	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	tʃ	2161:3	neck
224	c	1	Ø	Ø	-	Ø	Ø	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	kʷ	2161:5	neck
225	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	h	g	k	Ø	Ø	Ø	2164:4	neck
231	c	1	Ø	Ø	Ø	p	Ø	Ø	b	Ø	b	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2195:0	new
232	c	1	Ø	Ø	-	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɲ	2222:2	night
236	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	tʲ	Ø	Ø	Ø	Ø	Ø	Ø	-	-	-	Ø	Ø	Ø	2229:3	night
239	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	-	ɗ	Ø	Ø	Ø	2311:4	not
242	c	1	Ø	Ø	m	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	2408:2	other
247	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɸ	-	-	Ø	Ø	Ø	2541:4	right (hand)
259	c	1	Ø	Ø	Ø	Ø	-	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	h	-	-	Ø	Ø	Ø	2792:7	sea (ocean)
263	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	d	d	Ø	Ø	Ø	2924:6	short
266	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	b	Ø	Ø	Ø	Ø	Ø	Ø	-	-	-	Ø	Ø	Ø	2986:0	sky
269	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	n	-	Ø	Ø	Ø	3059:2	small
275	c	1	Ø	Ø	h	Ø	Ø	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	3075:3	smoke (of fire)
285	c	1	Ø	Ø	Ø	-	Ø	Ø	h	Ø	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3370:0	that
286	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	n	-	Ø	Ø	Ø	3408:4	there
290	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	ɸ	-	p	Ø	Ø	Ø	3441:1	they
305	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	d	-	-	Ø	Ø	Ø	3604:0	three
309	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɲ	r	ɲ	-	Ø	Ø	3663:2	to blow (of wind)
314	c	1	Ø	Ø	-	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɻ	Ø	3681:1	to breathe
319	c	1	Ø	Ø	ɾ	Ø	Ø	r	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɹ	r	3832:1	to drink
320	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	x	Ø	Ø	Ø	Ø	Ø	Ø	g	g	k	Ø	Ø	Ø	3890:1	to eat
322	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	t	t	d	Ø	Ø	Ø	3890:4	to eat
323	c	1	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	kʷ	3917:3	to fall (drop rather than topple)
325	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɾ	n	ɾ	Ø	Ø	Ø	3956:4	to fear
330	c	1	Ø	Ø	h	Ø	Ø	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	hʷ	4068:2	to hear
332	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɲ	-	-	Ø	Ø	Ø	4138:4	to hold (in hand)
334	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	t	d	d	Ø	Ø	Ø	4138:6	to hold (in hand)
335	c	1	Ø	Ø	Ø	β	Ø	Ø	β	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	p	Ø	Ø	4147:5	to hunt (game)
341	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	ɲ	n	Ø	Ø	Ø	4215:1	to know (facts)
342	c	1	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ʔ	-	4233:2	to laugh
344	c	1	Ø	Ø	k	Ø	Ø	w	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	4256:1	to live
346	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	t	t	t	Ø	Ø	Ø	4394:0	to sew
349	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	tʃ	dʒ	dʒ	Ø	Ø	Ø	4556:0	to suck
350	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	tʃ	b	dʒ	Ø	Ø	Ø	4556:2	to suck
368	c	1	Ø	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	-	-	Ø	Ø	n	5020:3	we
369	c	1	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	-	-	Ø	Ø	h	5020:5	we
371	c	1	Ø	Ø	k	Ø	Ø	s	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	5082:0	what?
372	c	1	Ø	Ø	s	Ø	Ø	k	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ts	5082:2	what?
377	c	1	Ø	Ø	-	Ø	Ø	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	t	5110:0	when?
380	c	1	Ø	Ø	-	Ø	Ø	k	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	t	5202:4	who?
383	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɾ	-	ɾ	Ø	Ø	Ø	5248:5	wide
385	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	d	θ	d	Ø	Ø	Ø	5248:7	wide
390	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ŋ	ɲ	ŋ	Ø	Ø	Ø	5370:3	woman
394	c	1	Ø	Ø	h	Ø	Ø	j	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	hʲ	5475:5	year
396	c	1	Ø	Ø	-	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	5475:7	year
397	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	r	Ø	Ø	Ø	Ø	Ø	Ø	ɾ	r	ɾ	Ø	Ø	Ø	5503:2	yellow
398	c	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	ɾ	r	ɾ	Ø	Ø	Ø	5503:4	yellow
18	c	12	w	w	Ø	Ø	w	Ø	Ø	Ø	Ø	Ø	w	Ø	w	Ø	Ø	Ø	Ø	Ø	Ø	Ø	553:2, 616:2, 1176:2, 1390:1, 5081:0, 5231:0, 2048:0, 4526:0, 2700:0, 4755:0, 1091:1, 4100:1	day (opposite of night rather than time measure) / dog / five / foot / hand / mouth / salt / to hit / to stand / to walk / what? / wide
82	c	6	w	w	-	Ø	Ø	t	Ø	Ø	Ø	Ø	-	-	-	Ø	Ø	Ø	Ø	-	Ø	j	727:2, 3864:2, 5109:0, 2959:2, 5134:2, 5110:2	ear / skin (person's) / to eat / when? / where?
389	c	1	w	w	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	w	Ø	Ø	Ø	Ø	Ø	Ø	Ø	5353:2	woman
157	c	1	v	w	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	w	Ø	w	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1:0	I
315	c	1	v	m	Ø	Ø	w	Ø	Ø	Ø	Ø	Ø	w	Ø	w	Ø	Ø	Ø	Ø	Ø	w	Ø	3708:0	to come
78	c	5	tʃ	tʃ	-	Ø	Ø	Ø	Ø	-	Ø	Ø	tʃ	Ø	tʃ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	467:4, 2366:4, 2407:4, 502:1, 3044:6	bone / child (young person rather than as relationship term) / one / other / small
180	c	1	tʃ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1218:0	four
261	c	1	tʃ	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	tʃ	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2906:6	short
33	c	5	ts	ts	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ts	Ø	ts	Ø	Ø	Ø	Ø	Ø	Ø	Ø	553:0, 2787:5, 3301:1, 2296:1, 2554:2	day (opposite of night rather than time measure) / not / river / sea (ocean) / sun
23	c	29	t	m	Ø	pʰ	Ø	h	ɸ	ɲ̥	Ø	Ø	-	Ø	t	Ø	n	n	n	n	ts	h	50:0, 50:2, 687:3, 787:1, 1838:2, 2032:5, 2150:2, 2541:0, 2621:3, 2924:2, 3026:1, 3259:0, 3604:4, 4191:3, 4310:2, 4701:2, 4945:2, 4996:3, 5120:0, 562:5, 2986:6, 4887:3, 1603:0, 1685:0, 3226:3, 5133:0, 3864:4, 4037:4, 4002:6	all (of a number) / day (opposite of night rather than time measure) / dull (knife) / earth (soil) / how / in / liver / mountain / near / right (hand) / root / short / sky / sleep / stick (of wood) / stone / three / to eat / to fly / to give / to kill / to pull / to tie / tree / two / water / when? / where?
44	c	29	t	t	s	-	-	s	-	t	Ø	dʒ	t	Ø	t	Ø	d	d	d	Ø	tʃ	ts	149:0, 149:3, 1508:4, 2906:2, 3680:6, 4067:2, 4621:4, 5109:4, 347:5, 1218:4, 2159:3, 2598:3, 4246:0, 5435:1, 3272:0, 3583:5, 3649:4, 4255:5, 2459:5, 4100:3, 258:0, 258:3, 1355:2, 3429:2, 3923:4, 4233:0, 4323:5, 4785:4, 3622:0	back (person's) / belly / bird / four / hair / heart / neck / red / road (or trail) / short / straight / they / three / to bite / to blow (of wind) / to breathe / to fall (drop rather than topple) / to hear / to hit / to laugh / to lie / to live / to push / to think / to wash / when? / ye
51	c	20	t	t	t	Ø	ɾ	r	Ø	Ø	Ø	Ø	-	t	t	Ø	d	-	d	Ø	t	t	3967:5, 3975:6, 4208:4, 4286:7, 4300:5, 4755:6, 4781:5, 3831:4, 4067:5, 4452:7, 4593:6, 4621:10, 4685:5, 2504:2, 2751:4, 2758:2, 3621:4, 3832:3, 4542:6, 4731:5	right (correct) / say / to bite / to drink / to fight / to float / to hear / to know (facts) / to play / to pull / to spit / to suck / to swim / to think / to tie / to vomit / to walk / to wash
29	c	16	t	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	Ø	t	Ø	t	t	ɗ	Ø	Ø	Ø	405:2, 3322:2, 3408:2, 3723:2, 3761:2, 3823:3, 3884:4, 3956:6, 3994:0, 3994:2, 4191:5, 4416:2, 4484:2, 4668:3, 4323:2, 4526:4	black / sun / there / to come / to cut / to dig / to eat / to fear / to flow / to kill / to push / to sing / to split / to stand / to throw
80	c	11	t	t	t	t	t	t	d	tʲ	td	tʃ	t	dʒ	t	Ø	d	d	d	t	t	t	2408:0, 4068:0, 3917:1, 4233:3, 2266:0, 2373:0, 3477:2, 1441:0, 3401:1, 5134:0, 1888:0	he / louse / nose / one / other / there / thick / to fall (drop rather than topple) / to hear / to laugh / where?
118	c	7	t	t	-	Ø	-	-	Ø	Ø	Ø	Ø	-	Ø	t	Ø	Ø	Ø	Ø	Ø	ts	-	3917:7, 4233:7, 3012:5, 3681:8, 3708:5, 3832:7, 4100:6	sleep / to breathe / to come / to drink / to fall (drop rather than topple) / to hit / to laugh
120	c	2	t	Ø	Ø	Ø	t	Ø	Ø	dz	Ø	-	tʃ	Ø	tʃ	Ø	-	t	-	Ø	Ø	Ø	2751:2, 5085:3	say / what?
272	c	1	t	t	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	t	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3073:7	smoke (of fire)
318	c	1	t	-	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	-	Ø	t	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3775:4	to die
337	c	1	t	t	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	t	Ø	Ø	Ø	Ø	Ø	s	Ø	4166:2	to kill
343	c	1	t	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	m	Ø	t	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4246:5	to lie
17	c	9	s	s	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	s	Ø	s	Ø	Ø	Ø	Ø	Ø	Ø	Ø	216:0, 1316:0, 2906:0, 4037:0, 4452:1, 5279:2, 381:4, 3621:1, 1852:1	bark / black / green / long / short / to bite / to give / to spit / wind
72	c	3	s	w	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4286:6, 4755:4, 4037:2	to give / to play / to walk
143	c	2	s	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	s	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4246:4, 4255:4	to lie / to live
245	c	1	s	ts	Ø	Ø	ʃ	Ø	Ø	Ø	Ø	Ø	ts	Ø	ts	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2526:2	right (hand)
327	c	1	s	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3975:4	to float
1	c	46	r	h	Ø	Ø	Ø	Ø	Ø	β	Ø	Ø	ɾ	Ø	r	Ø	ɾ	r	ɾ	r	Ø	Ø	230:3, 405:4, 603:4, 666:4, 890:1, 1040:1, 1334:4, 1551:2, 1692:1, 1726:2, 1787:2, 1814:2, 1873:1, 2150:4, 2353:2, 2483:3, 2659:0, 2684:0, 2897:3, 2924:4, 3059:4, 3114:0, 3114:4, 3212:0, 3823:0, 3850:2, 3884:0, 4416:0, 5120:2, 5183:3, 5248:3, 5370:0, 5418:4, 512:2, 4363:0, 5289:2, 3469:6, 5081:2, 5109:2, 5231:5, 953:1, 1852:3, 2671:3, 1158:2, 4286:4, 523:2	bark / black / child (young person rather than as relationship term) / cloud / dirty / dry (substance) / far / feather (larger feathers rather than down) / fire / fog / green / heavy / in / lake / left (hand) / leg / long / near / old / red / rope / rotten (especially log) / sharp (as knife) / short / small / smooth / stick (of wood) / thick / to dig / to drink / to eat / to play / to rub / to sing / what? / when? / white / wide / wind / woman / worm
49	c	10	r	-	Ø	Ø	ɾ	Ø	Ø	n̥	Ø	l	-	Ø	-	Ø	n	n	n	Ø	-	Ø	1396:1, 2567:3, 2792:2, 3680:4, 3831:3, 4621:8, 3012:4, 4100:4, 4781:4, 4818:5	hand / river / sea (ocean) / sleep / to breathe / to drink / to hit / to think / to wash / tongue
37	c	4	r	ŋ	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	ɾ	Ø	r	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1255:5, 2906:4, 4925:5, 2526:4	good / right (hand) / short / two
178	c	1	r	ŋ	Ø	Ø	-	Ø	Ø	Ø	Ø	-	h	Ø	r	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1128:5	flower
216	c	1	r	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	r	Ø	Ø	Ø	Ø	Ø	Ø	-	1984:5	mother
229	c	1	r	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɾ	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2193:4	new
19	c	20	p	p	-	Ø	w	Ø	Ø	-	Ø	Ø	p	Ø	p	Ø	Ø	Ø	Ø	Ø	Ø	Ø	149:5, 216:3, 422:3, 1255:0, 1827:3, 2608:5, 5161:0, 5309:4, 1283:2, 3272:4, 3583:3, 3649:2, 4255:0, 1347:2, 2959:4, 3127:2, 4246:2, 4300:2, 2459:2, 3044:4	back (person's) / bark / blood / good / grass / guts / liver / red / root / skin (person's) / small / snake / straight / three / to blow (of wind) / to lie / to live / to pull / white / wing
296	c	1	p	p	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	p	Ø	k	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3469:4	thick
13	c	53	n	n	Ø	Ø	n	t	Ø	Ø	n	n	n	n	n	Ø	d	-	t	tʲ	-	n	149:2, 306:2, 422:0, 467:3, 771:0, 800:0, 800:4, 1508:1, 1508:3, 1774:2, 2254:0, 2787:4, 3396:1, 4067:1, 4621:1, 4621:3, 4886:0, 5309:0, 5309:2, 5353:0, 130:0, 347:0, 347:2, 347:7, 1218:3, 1682:0, 1958:0, 2159:2, 2554:1, 2598:2, 2959:0, 3127:0, 3208:0, 3967:2, 3975:0, 3975:2, 4208:0, 4286:0, 4781:0, 2459:4, 2526:1, 258:2, 258:5, 2048:2, 2020:0, 2020:2, 706:5, 1355:1, 1541:4, 1603:2, 1984:1, 4002:0, 4845:1	at / back (person's) / belly / big / bird / blood / bone / dust / earth (soil) / egg / four / hair / heart / heavy / how / in / left (hand) / meat (flesh) / mother / mountain / mouth / neck / nose / red / right (hand) / river / road (or trail) / sea (ocean) / skin (person's) / snake / stick (of wood) / there / to fight / to float / to fly / to hear / to know (facts) / to play / to think / to wash / tooth (front rather than molar) / tree / wing / woman
16	c	30	n	-	Ø	Ø	n	Ø	-	Ø	Ø	Ø	-	Ø	-	Ø	-	-	-	-	-	Ø	3831:6, 3864:6, 4037:6, 4067:7, 4452:9, 4593:8, 4621:12, 4685:7, 3967:7, 3975:8, 4208:6, 4246:7, 4286:9, 4300:7, 4755:8, 4781:7, 2526:6, 2526:8, 4100:8, 3649:6, 4255:7, 1562:2, 2751:6, 3012:7, 3708:7, 3775:6, 4002:8, 4323:7, 4542:8, 4731:7	here / right (hand) / say / sleep / to blow (of wind) / to come / to die / to drink / to eat / to fight / to float / to fly / to give / to hear / to hit / to know (facts) / to lie / to live / to play / to pull / to push / to spit / to suck / to swim / to think / to tie / to vomit / to walk / to wash
86	c	24	n	n	n	n	n	n	n	ɲ	n	n	n	n	n	Ø	ɲ	ɲ	ɲ	n	ɲ	n	834:0, 1889:4, 2222:0, 2255:0, 2821:0, 3013:4, 3709:1, 4167:3, 4453:6, 4888:0, 4888:4, 3917:5, 4233:5, 1435:0, 1466:1, 2303:1, 2973:0, 3012:2, 3428:0, 3681:5, 3708:3, 3832:5, 4818:2, 5202:2	eye / he / head / louse / night / nose / not / see / sky / sleep / they / to breathe / to come / to drink / to fall (drop rather than topple) / to kill / to laugh / to spit / tongue / tree / who?
39	c	12	n	d	Ø	t	n	Ø	d	n	Ø	ɲ	n	Ø	n	Ø	n	n	n	Ø	n	Ø	1635:2, 2229:0, 3627:1, 1176:0, 1733:0, 4811:1, 5279:0, 1283:0, 3429:0, 4002:2, 4818:0, 5133:2	foot / grass / husband / leaf / night / they / to bite / to fly / tongue / where? / wind
76	c	2	n	n	Ø	Ø	s	Ø	Ø	Ø	Ø	s	-	Ø	n	Ø	Ø	Ø	-	Ø	Ø	Ø	1061:0, 4542:4	fish / to suck
83	c	2	n	n	n	n	Ø	n	n	Ø	Ø	Ø	n	n	-	Ø	Ø	Ø	Ø	Ø	Ø	-	468:0, 3368:1	bone / that
244	c	1	n	-	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	n	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2459:7	red
271	c	1	n	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3073:5	smoke (of fire)
282	c	1	n	t	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3272:6	straight
294	c	1	n	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	m	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3469:2	thick
