CogID	Node Type	Reconstructed State
2006	Internal Node	N/A
2006	Leaf	N/A
2006	Leaf	N/A
2006	Leaf	N/A
2013	Internal Node	N/A
2013	Leaf	N/A
2013	Leaf	N/A
2016	Internal Node	N/A
2016	Internal Node	N/A
2016	Internal Node	N/A
2016	Internal Node	N/A
2016	Internal Node	N/A
2016	Leaf	N/A
2016	Leaf	N/A
2016	Leaf	N/A
2016	Leaf	N/A
2016	Leaf	N/A
2016	Leaf	N/A
2020	Internal Node	N/A
2020	Leaf	N/A
2020	Leaf	N/A
2022	Internal Node	N/A
2022	Leaf	N/A
2022	Leaf	N/A
2024	Internal Node	N/A
2024	Internal Node	N/A
2024	Leaf	N/A
2024	Internal Node	N/A
2024	Leaf	N/A
2024	Leaf	N/A
2024	Internal Node	N/A
2024	Leaf	N/A
2024	Leaf	N/A
2026	Internal Node	N/A
2026	Internal Node	N/A
2026	Leaf	N/A
2026	Leaf	N/A
2026	Leaf	N/A
2031	Internal Node	N/A
2031	Leaf	N/A
2031	Internal Node	N/A
2031	Leaf	N/A
2031	Leaf	N/A
2042	Internal Node	N/A
2042	Internal Node	N/A
2042	Leaf	N/A
2042	Leaf	N/A
2042	Leaf	N/A
2045	Internal Node	N/A
2045	Internal Node	N/A
2045	Leaf	N/A
2045	Leaf	N/A
2045	Internal Node	N/A
2045	Leaf	N/A
2045	Leaf	N/A
2054	Internal Node	N/A
2054	Leaf	N/A
2054	Leaf	N/A
2058	Internal Node	N/A
2058	Internal Node	N/A
2058	Leaf	N/A
2058	Internal Node	N/A
2058	Internal Node	N/A
2058	Internal Node	N/A
2058	Leaf	N/A
2058	Leaf	N/A
2058	Leaf	N/A
2058	Leaf	N/A
2058	Leaf	N/A
2059	Internal Node	N/A
2059	Internal Node	N/A
2059	Leaf	N/A
2059	Leaf	N/A
2059	Leaf	N/A
2060	Internal Node	N/A
2060	Internal Node	N/A
2060	Leaf	N/A
2060	Internal Node	N/A
2060	Leaf	N/A
2060	Leaf	N/A
2060	Leaf	N/A
2062	Internal Node	N/A
2062	Leaf	N/A
2062	Leaf	N/A
2064	Internal Node	N/A
2064	Internal Node	N/A
2064	Internal Node	N/A
2064	Internal Node	N/A
2064	Leaf	N/A
2064	Leaf	N/A
2064	Leaf	N/A
2064	Internal Node	N/A
2064	Internal Node	N/A
2064	Leaf	N/A
2064	Leaf	N/A
2064	Leaf	N/A
2064	Leaf	N/A
2069	Internal Node	N/A
2069	Internal Node	N/A
2069	Leaf	N/A
2069	Leaf	N/A
2069	Leaf	N/A
2070	Internal Node	N/A
2070	Leaf	N/A
2070	Leaf	N/A
2071	Internal Node	N/A
2071	Leaf	N/A
2071	Leaf	N/A
2072	Internal Node	N/A
2072	Leaf	N/A
2072	Leaf	N/A
2074	Internal Node	N/A
2074	Leaf	N/A
2074	Leaf	N/A
2077	Internal Node	N/A
2077	Internal Node	N/A
2077	Leaf	N/A
2077	Leaf	N/A
2077	Leaf	N/A
2078	Internal Node	N/A
2078	Leaf	N/A
2078	Leaf	N/A
2083	Internal Node	N/A
2083	Leaf	N/A
2083	Leaf	N/A
2087	Internal Node	N/A
2087	Internal Node	N/A
2087	Leaf	N/A
2087	Leaf	N/A
2087	Leaf	N/A
2091	Internal Node	N/A
2091	Leaf	N/A
2091	Leaf	N/A
2100	Internal Node	N/A
2100	Internal Node	N/A
2100	Leaf	N/A
2100	Leaf	N/A
2100	Leaf	N/A
2107	Internal Node	N/A
2107	Leaf	N/A
2107	Internal Node	N/A
2107	Leaf	N/A
2107	Leaf	N/A
2108	Internal Node	N/A
2108	Leaf	N/A
2108	Internal Node	N/A
2108	Leaf	N/A
2108	Leaf	N/A
2109	Internal Node	N/A
2109	Internal Node	N/A
2109	Leaf	N/A
2109	Leaf	N/A
2109	Leaf	N/A
2113	Internal Node	N/A
2113	Leaf	N/A
2113	Leaf	N/A
2120	Internal Node	N/A
2120	Leaf	N/A
2120	Leaf	N/A
2124	Internal Node	N/A
2124	Internal Node	N/A
2124	Leaf	N/A
2124	Leaf	N/A
2124	Leaf	N/A
2125	Internal Node	N/A
2125	Leaf	N/A
2125	Leaf	N/A
2135	Internal Node	N/A
2135	Internal Node	N/A
2135	Leaf	N/A
2135	Leaf	N/A
2135	Leaf	N/A
2136	Internal Node	N/A
2136	Internal Node	N/A
2136	Leaf	N/A
2136	Internal Node	N/A
2136	Leaf	N/A
2136	Leaf	N/A
2136	Leaf	N/A
2141	Internal Node	N/A
2141	Internal Node	N/A
2141	Internal Node	N/A
2141	Leaf	N/A
2141	Leaf	N/A
2141	Leaf	N/A
2141	Leaf	N/A
2152	Internal Node	N/A
2152	Leaf	N/A
2152	Leaf	N/A
2159	Internal Node	N/A
2159	Internal Node	N/A
2159	Leaf	N/A
2159	Internal Node	N/A
2159	Leaf	N/A
2159	Leaf	N/A
2159	Internal Node	N/A
2159	Leaf	N/A
2159	Leaf	N/A
2160	Internal Node	N/A
2160	Internal Node	N/A
2160	Leaf	N/A
2160	Leaf	N/A
2160	Internal Node	N/A
2160	Leaf	N/A
2160	Leaf	N/A
2161	Internal Node	N/A
2161	Internal Node	N/A
2161	Leaf	N/A
2161	Leaf	N/A
2161	Leaf	N/A
2171	Internal Node	N/A
2171	Internal Node	N/A
2171	Leaf	N/A
2171	Leaf	N/A
2171	Leaf	N/A
2174	Internal Node	N/A
2174	Leaf	N/A
2174	Leaf	N/A
2182	Internal Node	N/A
2182	Internal Node	N/A
2182	Leaf	N/A
2182	Leaf	N/A
2182	Leaf	N/A
2191	Internal Node	N/A
2191	Internal Node	N/A
2191	Leaf	N/A
2191	Internal Node	N/A
2191	Leaf	N/A
2191	Internal Node	N/A
2191	Leaf	N/A
2191	Leaf	N/A
2191	Leaf	N/A
2197	Internal Node	N/A
2197	Internal Node	N/A
2197	Leaf	N/A
2197	Leaf	N/A
2197	Internal Node	N/A
2197	Leaf	N/A
2197	Leaf	N/A
2199	Internal Node	N/A
2199	Internal Node	N/A
2199	Leaf	N/A
2199	Leaf	N/A
2199	Leaf	N/A
2202	Internal Node	N/A
2202	Leaf	N/A
2202	Leaf	N/A
2205	Internal Node	N/A
2205	Leaf	N/A
2205	Leaf	N/A
2213	Internal Node	N/A
2213	Leaf	N/A
2213	Leaf	N/A
2219	Internal Node	N/A
2219	Internal Node	N/A
2219	Leaf	N/A
2219	Leaf	N/A
2219	Leaf	N/A
2226	Internal Node	N/A
2226	Internal Node	N/A
2226	Leaf	N/A
2226	Leaf	N/A
2226	Leaf	N/A
2229	Internal Node	N/A
2229	Internal Node	N/A
2229	Leaf	N/A
2229	Leaf	N/A
2229	Leaf	N/A
2230	Internal Node	N/A
2230	Internal Node	N/A
2230	Leaf	N/A
2230	Leaf	N/A
2230	Internal Node	N/A
2230	Leaf	N/A
2230	Leaf	N/A
2231	Internal Node	N/A
2231	Internal Node	N/A
2231	Leaf	N/A
2231	Leaf	N/A
2231	Leaf	N/A
2245	Internal Node	N/A
2245	Leaf	N/A
2245	Leaf	N/A
2247	Internal Node	N/A
2247	Internal Node	N/A
2247	Internal Node	N/A
2247	Leaf	N/A
2247	Leaf	N/A
2247	Leaf	N/A
2247	Leaf	N/A
2249	Internal Node	N/A
2249	Internal Node	N/A
2249	Leaf	N/A
2249	Leaf	N/A
2249	Leaf	N/A
2254	Internal Node	N/A
2254	Leaf	N/A
2254	Leaf	N/A
2265	Internal Node	N/A
2265	Leaf	N/A
2265	Leaf	N/A
2266	Internal Node	N/A
2266	Internal Node	N/A
2266	Leaf	N/A
2266	Internal Node	N/A
2266	Leaf	N/A
2266	Internal Node	N/A
2266	Internal Node	N/A
2266	Internal Node	N/A
2266	Leaf	N/A
2266	Internal Node	N/A
2266	Leaf	N/A
2266	Leaf	N/A
2266	Leaf	N/A
2266	Leaf	N/A
2266	Leaf	N/A
2272	Internal Node	N/A
2272	Internal Node	N/A
2272	Leaf	N/A
2272	Leaf	N/A
2272	Internal Node	N/A
2272	Leaf	N/A
2272	Leaf	N/A
2274	Internal Node	N/A
2274	Leaf	N/A
2274	Leaf	N/A
2276	Internal Node	N/A
2276	Internal Node	N/A
2276	Leaf	N/A
2276	Leaf	N/A
2276	Leaf	N/A
2279	Internal Node	N/A
2279	Internal Node	N/A
2279	Leaf	N/A
2279	Leaf	N/A
2279	Leaf	N/A
2288	Internal Node	N/A
2288	Leaf	N/A
2288	Leaf	N/A
2289	Internal Node	N/A
2289	Internal Node	N/A
2289	Leaf	N/A
2289	Leaf	N/A
2289	Leaf	N/A
2293	Internal Node	N/A
2293	Leaf	N/A
2293	Leaf	N/A
2294	Internal Node	N/A
2294	Internal Node	N/A
2294	Leaf	N/A
2294	Leaf	N/A
2294	Leaf	N/A
2295	Internal Node	N/A
2295	Internal Node	N/A
2295	Leaf	N/A
2295	Leaf	N/A
2295	Leaf	N/A
2301	Internal Node	N/A
2301	Internal Node	N/A
2301	Leaf	N/A
2301	Leaf	N/A
2301	Leaf	N/A
2305	Internal Node	N/A
2305	Internal Node	N/A
2305	Leaf	N/A
2305	Leaf	N/A
2305	Leaf	N/A
2309	Internal Node	N/A
2309	Internal Node	N/A
2309	Leaf	N/A
2309	Leaf	N/A
2309	Leaf	N/A
2310	Internal Node	N/A
2310	Leaf	N/A
2310	Leaf	N/A
2315	Internal Node	N/A
2315	Leaf	N/A
2315	Leaf	N/A
2321	Internal Node	N/A
2321	Internal Node	N/A
2321	Leaf	N/A
2321	Leaf	N/A
2321	Leaf	N/A
2324	Internal Node	N/A
2324	Internal Node	N/A
2324	Internal Node	N/A
2324	Leaf	N/A
2324	Leaf	N/A
2324	Leaf	N/A
2324	Leaf	N/A
2327	Internal Node	N/A
2327	Internal Node	N/A
2327	Leaf	N/A
2327	Leaf	N/A
2327	Leaf	N/A
2334	Internal Node	N/A
2334	Internal Node	N/A
2334	Internal Node	N/A
2334	Leaf	N/A
2334	Leaf	N/A
2334	Leaf	N/A
2334	Leaf	N/A
2345	Internal Node	N/A
2345	Internal Node	N/A
2345	Leaf	N/A
2345	Leaf	N/A
2345	Leaf	N/A
2347	Internal Node	N/A
2347	Internal Node	N/A
2347	Leaf	N/A
2347	Leaf	N/A
2347	Leaf	N/A
2360	Internal Node	N/A
2360	Leaf	N/A
2360	Leaf	N/A
2365	Internal Node	N/A
2365	Internal Node	N/A
2365	Leaf	N/A
2365	Leaf	N/A
2365	Leaf	N/A
2366	Internal Node	N/A
2366	Leaf	N/A
2366	Internal Node	N/A
2366	Leaf	N/A
2366	Leaf	N/A
2367	Internal Node	N/A
2367	Internal Node	N/A
2367	Leaf	N/A
2367	Leaf	N/A
2367	Leaf	N/A
2374	Internal Node	N/A
2374	Leaf	N/A
2374	Internal Node	N/A
2374	Leaf	N/A
2374	Leaf	N/A
2384	Internal Node	N/A
2384	Internal Node	N/A
2384	Leaf	N/A
2384	Internal Node	N/A
2384	Leaf	N/A
2384	Internal Node	N/A
2384	Leaf	N/A
2384	Leaf	N/A
2384	Leaf	N/A
2386	Internal Node	N/A
2386	Internal Node	N/A
2386	Leaf	N/A
2386	Leaf	N/A
2386	Leaf	N/A
2397	Internal Node	N/A
2397	Internal Node	N/A
2397	Leaf	N/A
2397	Leaf	N/A
2397	Leaf	N/A
2404	Internal Node	N/A
2404	Leaf	N/A
2404	Internal Node	N/A
2404	Leaf	N/A
2404	Leaf	N/A
2408	Internal Node	N/A
2408	Internal Node	N/A
2408	Leaf	N/A
2408	Leaf	N/A
2408	Leaf	N/A
2420	Internal Node	N/A
2420	Internal Node	N/A
2420	Leaf	N/A
2420	Internal Node	N/A
2420	Leaf	N/A
2420	Leaf	N/A
2420	Internal Node	N/A
2420	Leaf	N/A
2420	Leaf	N/A
2421	Internal Node	N/A
2421	Internal Node	N/A
2421	Leaf	N/A
2421	Leaf	N/A
2421	Leaf	N/A
2422	Internal Node	N/A
2422	Internal Node	N/A
2422	Leaf	N/A
2422	Leaf	N/A
2422	Leaf	N/A
2436	Internal Node	N/A
2436	Internal Node	N/A
2436	Leaf	N/A
2436	Internal Node	N/A
2436	Leaf	N/A
2436	Leaf	N/A
2436	Leaf	N/A
2439	Internal Node	N/A
2439	Leaf	N/A
2439	Internal Node	N/A
2439	Leaf	N/A
2439	Leaf	N/A
2445	Internal Node	N/A
2445	Leaf	N/A
2445	Leaf	N/A
2447	Internal Node	N/A
2447	Leaf	N/A
2447	Leaf	N/A
2449	Internal Node	N/A
2449	Leaf	N/A
2449	Leaf	N/A
2455	Internal Node	N/A
2455	Internal Node	N/A
2455	Leaf	N/A
2455	Leaf	N/A
2455	Leaf	N/A
2461	Internal Node	N/A
2461	Leaf	N/A
2461	Internal Node	N/A
2461	Leaf	N/A
2461	Leaf	N/A
2467	Internal Node	N/A
2467	Internal Node	N/A
2467	Leaf	N/A
2467	Leaf	N/A
2467	Leaf	N/A
2468	Internal Node	N/A
2468	Internal Node	N/A
2468	Leaf	N/A
2468	Leaf	N/A
2468	Internal Node	N/A
2468	Leaf	N/A
2468	Leaf	N/A
2469	Internal Node	N/A
2469	Internal Node	N/A
2469	Leaf	N/A
2469	Leaf	N/A
2469	Leaf	N/A
2481	Internal Node	N/A
2481	Leaf	N/A
2481	Leaf	N/A
2485	Internal Node	N/A
2485	Leaf	N/A
2485	Internal Node	N/A
2485	Leaf	N/A
2485	Leaf	N/A
2494	Internal Node	N/A
2494	Internal Node	N/A
2494	Leaf	N/A
2494	Leaf	N/A
2494	Leaf	N/A
2495	Internal Node	N/A
2495	Internal Node	N/A
2495	Leaf	N/A
2495	Leaf	N/A
2495	Leaf	N/A
2502	Internal Node	N/A
2502	Internal Node	N/A
2502	Leaf	N/A
2502	Leaf	N/A
2502	Leaf	N/A
2507	Internal Node	N/A
2507	Internal Node	N/A
2507	Internal Node	N/A
2507	Internal Node	N/A
2507	Leaf	N/A
2507	Leaf	N/A
2507	Leaf	N/A
2507	Leaf	N/A
2507	Leaf	N/A
2508	Internal Node	N/A
2508	Internal Node	N/A
2508	Leaf	N/A
2508	Leaf	N/A
2508	Leaf	N/A
2520	Internal Node	N/A
2520	Leaf	N/A
2520	Leaf	N/A
2534	Internal Node	N/A
2534	Leaf	N/A
2534	Leaf	N/A
2539	Internal Node	N/A
2539	Leaf	N/A
2539	Leaf	N/A
2549	Internal Node	N/A
2549	Leaf	N/A
2549	Leaf	N/A
2553	Internal Node	N/A
2553	Leaf	N/A
2553	Leaf	N/A
2555	Internal Node	N/A
2555	Internal Node	N/A
2555	Leaf	N/A
2555	Leaf	N/A
2555	Leaf	N/A
2559	Internal Node	N/A
2559	Leaf	N/A
2559	Leaf	N/A
2560	Internal Node	N/A
2560	Internal Node	N/A
2560	Leaf	N/A
2560	Leaf	N/A
2560	Leaf	N/A
2568	Internal Node	N/A
2568	Internal Node	N/A
2568	Leaf	N/A
2568	Leaf	N/A
2568	Leaf	N/A
2573	Internal Node	N/A
2573	Leaf	N/A
2573	Leaf	N/A
2575	Internal Node	N/A
2575	Leaf	N/A
2575	Leaf	N/A
2583	Internal Node	N/A
2583	Leaf	N/A
2583	Leaf	N/A
2588	Internal Node	N/A
2588	Internal Node	N/A
2588	Leaf	N/A
2588	Internal Node	N/A
2588	Leaf	N/A
2588	Leaf	N/A
2588	Leaf	N/A
2589	Internal Node	N/A
2589	Internal Node	N/A
2589	Leaf	N/A
2589	Leaf	N/A
2589	Leaf	N/A
2600	Internal Node	N/A
2600	Leaf	N/A
2600	Leaf	N/A
2608	Internal Node	N/A
2608	Internal Node	N/A
2608	Leaf	N/A
2608	Leaf	N/A
2608	Leaf	N/A
2611	Internal Node	N/A
2611	Internal Node	N/A
2611	Leaf	N/A
2611	Internal Node	N/A
2611	Internal Node	N/A
2611	Leaf	N/A
2611	Leaf	N/A
2611	Leaf	N/A
2611	Leaf	N/A
2617	Internal Node	N/A
2617	Leaf	N/A
2617	Leaf	N/A
2619	Internal Node	N/A
2619	Leaf	N/A
2619	Leaf	N/A
2628	Internal Node	N/A
2628	Internal Node	N/A
2628	Leaf	N/A
2628	Leaf	N/A
2628	Leaf	N/A
2637	Internal Node	N/A
2637	Leaf	N/A
2637	Leaf	N/A
2638	Internal Node	N/A
2638	Internal Node	N/A
2638	Internal Node	N/A
2638	Internal Node	N/A
2638	Leaf	N/A
2638	Leaf	N/A
2638	Leaf	N/A
2638	Leaf	N/A
2638	Leaf	N/A
2647	Internal Node	N/A
2647	Internal Node	N/A
2647	Leaf	N/A
2647	Internal Node	N/A
2647	Leaf	N/A
2647	Leaf	N/A
2647	Leaf	N/A
2648	Internal Node	N/A
2648	Internal Node	N/A
2648	Leaf	N/A
2648	Leaf	N/A
2648	Internal Node	N/A
2648	Leaf	N/A
2648	Leaf	N/A
2653	Internal Node	N/A
2653	Internal Node	N/A
2653	Leaf	N/A
2653	Leaf	N/A
2653	Leaf	N/A
2664	Internal Node	N/A
2664	Leaf	N/A
2664	Leaf	N/A
2666	Internal Node	N/A
2666	Internal Node	N/A
2666	Internal Node	N/A
2666	Leaf	N/A
2666	Leaf	N/A
2666	Leaf	N/A
2666	Leaf	N/A
2667	Internal Node	N/A
2667	Leaf	N/A
2667	Leaf	N/A
2668	Internal Node	N/A
2668	Internal Node	N/A
2668	Leaf	N/A
2668	Leaf	N/A
2668	Leaf	N/A
2670	Internal Node	N/A
2670	Leaf	N/A
2670	Leaf	N/A
2679	Internal Node	N/A
2679	Leaf	N/A
2679	Leaf	N/A
2681	Internal Node	N/A
2681	Internal Node	N/A
2681	Leaf	N/A
2681	Internal Node	N/A
2681	Leaf	N/A
2681	Leaf	N/A
2681	Leaf	N/A
2682	Internal Node	N/A
2682	Leaf	N/A
2682	Leaf	N/A
2683	Internal Node	N/A
2683	Internal Node	N/A
2683	Leaf	N/A
2683	Leaf	N/A
2683	Leaf	N/A
2687	Internal Node	N/A
2687	Leaf	N/A
2687	Leaf	N/A
2688	Internal Node	N/A
2688	Internal Node	N/A
2688	Leaf	N/A
2688	Leaf	N/A
2688	Internal Node	N/A
2688	Leaf	N/A
2688	Leaf	N/A
2699	Internal Node	N/A
2699	Internal Node	N/A
2699	Leaf	N/A
2699	Internal Node	N/A
2699	Leaf	N/A
2699	Leaf	N/A
2699	Leaf	N/A
2700	Internal Node	N/A
2700	Leaf	N/A
2700	Leaf	N/A
2706	Internal Node	N/A
2706	Internal Node	N/A
2706	Leaf	N/A
2706	Internal Node	N/A
2706	Leaf	N/A
2706	Internal Node	N/A
2706	Leaf	N/A
2706	Internal Node	N/A
2706	Internal Node	N/A
2706	Internal Node	N/A
2706	Leaf	N/A
2706	Leaf	N/A
2706	Internal Node	N/A
2706	Leaf	N/A
2706	Leaf	N/A
2706	Leaf	N/A
2706	Leaf	N/A
2711	Internal Node	N/A
2711	Internal Node	N/A
2711	Internal Node	N/A
2711	Leaf	N/A
2711	Leaf	N/A
2711	Leaf	N/A
2711	Leaf	N/A
2712	Internal Node	N/A
2712	Leaf	N/A
2712	Leaf	N/A
2713	Internal Node	N/A
2713	Internal Node	N/A
2713	Leaf	N/A
2713	Leaf	N/A
2713	Leaf	N/A
2724	Internal Node	N/A
2724	Leaf	N/A
2724	Leaf	N/A
2727	Internal Node	N/A
2727	Internal Node	N/A
2727	Leaf	N/A
2727	Leaf	N/A
2727	Leaf	N/A
2728	Internal Node	N/A
2728	Leaf	N/A
2728	Leaf	N/A
2733	Internal Node	N/A
2733	Internal Node	N/A
2733	Leaf	N/A
2733	Internal Node	N/A
2733	Leaf	N/A
2733	Internal Node	N/A
2733	Leaf	N/A
2733	Leaf	N/A
2733	Leaf	N/A
2736	Internal Node	N/A
2736	Leaf	N/A
2736	Leaf	N/A
2743	Internal Node	N/A
2743	Leaf	N/A
2743	Leaf	N/A
2746	Internal Node	N/A
2746	Internal Node	N/A
2746	Leaf	N/A
2746	Leaf	N/A
2746	Leaf	N/A
2747	Internal Node	N/A
2747	Internal Node	N/A
2747	Internal Node	N/A
2747	Internal Node	N/A
2747	Leaf	N/A
2747	Leaf	N/A
2747	Leaf	N/A
2747	Leaf	N/A
2747	Leaf	N/A
2749	Internal Node	N/A
2749	Leaf	N/A
2749	Internal Node	N/A
2749	Leaf	N/A
2749	Leaf	N/A
2754	Internal Node	N/A
2754	Leaf	N/A
2754	Leaf	N/A
2756	Internal Node	N/A
2756	Leaf	N/A
2756	Internal Node	N/A
2756	Leaf	N/A
2756	Leaf	N/A
2757	Internal Node	N/A
2757	Internal Node	N/A
2757	Leaf	N/A
2757	Leaf	N/A
2757	Leaf	N/A
2758	Internal Node	N/A
2758	Leaf	N/A
2758	Leaf	N/A
2759	Internal Node	N/A
2759	Leaf	N/A
2759	Internal Node	N/A
2759	Leaf	N/A
2759	Leaf	N/A
2773	Internal Node	N/A
2773	Internal Node	N/A
2773	Internal Node	N/A
2773	Leaf	N/A
2773	Leaf	N/A
2773	Leaf	N/A
2773	Leaf	N/A
2774	Internal Node	N/A
2774	Leaf	N/A
2774	Internal Node	N/A
2774	Leaf	N/A
2774	Leaf	N/A
2775	Internal Node	N/A
2775	Internal Node	N/A
2775	Leaf	N/A
2775	Leaf	N/A
2775	Leaf	N/A
2778	Internal Node	N/A
2778	Internal Node	N/A
2778	Leaf	N/A
2778	Leaf	N/A
2778	Leaf	N/A
2789	Internal Node	N/A
2789	Internal Node	N/A
2789	Leaf	N/A
2789	Leaf	N/A
2789	Leaf	N/A
2792	Internal Node	N/A
2792	Internal Node	N/A
2792	Internal Node	N/A
2792	Internal Node	N/A
2792	Leaf	N/A
2792	Leaf	N/A
2792	Leaf	N/A
2792	Leaf	N/A
2792	Leaf	N/A
2793	Internal Node	N/A
2793	Internal Node	N/A
2793	Internal Node	N/A
2793	Internal Node	N/A
2793	Internal Node	N/A
2793	Leaf	N/A
2793	Leaf	N/A
2793	Leaf	N/A
2793	Leaf	N/A
2793	Internal Node	N/A
2793	Leaf	N/A
2793	Leaf	N/A
2793	Leaf	N/A
2796	Internal Node	N/A
2796	Leaf	N/A
2796	Leaf	N/A
2797	Internal Node	N/A
2797	Leaf	N/A
2797	Leaf	N/A
2800	Internal Node	N/A
2800	Leaf	N/A
2800	Leaf	N/A
2802	Internal Node	N/A
2802	Leaf	N/A
2802	Leaf	N/A
2806	Internal Node	N/A
2806	Internal Node	N/A
2806	Leaf	N/A
2806	Leaf	N/A
2806	Leaf	N/A
2812	Internal Node	N/A
2812	Leaf	N/A
2812	Leaf	N/A
2813	Internal Node	N/A
2813	Internal Node	N/A
2813	Leaf	N/A
2813	Leaf	N/A
2813	Internal Node	N/A
2813	Leaf	N/A
2813	Leaf	N/A
2814	Internal Node	N/A
2814	Internal Node	N/A
2814	Leaf	N/A
2814	Internal Node	N/A
2814	Internal Node	N/A
2814	Internal Node	N/A
2814	Internal Node	N/A
2814	Leaf	N/A
2814	Leaf	N/A
2814	Internal Node	N/A
2814	Leaf	N/A
2814	Leaf	N/A
2814	Leaf	N/A
2814	Leaf	N/A
2814	Leaf	N/A
2815	Internal Node	N/A
2815	Internal Node	N/A
2815	Leaf	N/A
2815	Internal Node	N/A
2815	Leaf	N/A
2815	Leaf	N/A
2815	Leaf	N/A
2818	Internal Node	N/A
2818	Leaf	N/A
2818	Leaf	N/A
2828	Internal Node	N/A
2828	Leaf	N/A
2828	Internal Node	N/A
2828	Leaf	N/A
2828	Leaf	N/A
2829	Internal Node	N/A
2829	Leaf	N/A
2829	Internal Node	N/A
2829	Leaf	N/A
2829	Leaf	N/A
2830	Internal Node	N/A
2830	Internal Node	N/A
2830	Leaf	N/A
2830	Internal Node	N/A
2830	Leaf	N/A
2830	Internal Node	N/A
2830	Leaf	N/A
2830	Leaf	N/A
2830	Leaf	N/A
2833	Internal Node	N/A
2833	Leaf	N/A
2833	Leaf	N/A
2856	Internal Node	N/A
2856	Leaf	N/A
2856	Leaf	N/A
2857	Internal Node	N/A
2857	Leaf	N/A
2857	Internal Node	N/A
2857	Leaf	N/A
2857	Leaf	N/A
2858	Internal Node	N/A
2858	Internal Node	N/A
2858	Leaf	N/A
2858	Leaf	N/A
2858	Leaf	N/A
2863	Internal Node	N/A
2863	Internal Node	N/A
2863	Leaf	N/A
2863	Leaf	N/A
2863	Internal Node	N/A
2863	Leaf	N/A
2863	Leaf	N/A
2867	Internal Node	N/A
2867	Leaf	N/A
2867	Leaf	N/A
2870	Leaf	N/A
2876	Internal Node	N/A
2876	Leaf	N/A
2876	Leaf	N/A
2880	Leaf	N/A
2881	Internal Node	N/A
2881	Leaf	N/A
2881	Internal Node	N/A
2881	Internal Node	N/A
2881	Leaf	N/A
2881	Leaf	N/A
2881	Leaf	N/A
2883	Internal Node	N/A
2883	Internal Node	N/A
2883	Internal Node	N/A
2883	Leaf	N/A
2883	Internal Node	N/A
2883	Leaf	N/A
2883	Leaf	N/A
2883	Leaf	N/A
2883	Leaf	N/A
2892	Internal Node	N/A
2892	Leaf	N/A
2892	Leaf	N/A
2894	Internal Node	N/A
2894	Internal Node	N/A
2894	Leaf	N/A
2894	Internal Node	N/A
2894	Leaf	N/A
2894	Leaf	N/A
2894	Leaf	N/A
2895	Internal Node	N/A
2895	Leaf	N/A
2895	Leaf	N/A
2896	Internal Node	N/A
2896	Leaf	N/A
2896	Leaf	N/A
2897	Internal Node	N/A
2897	Internal Node	N/A
2897	Leaf	N/A
2897	Leaf	N/A
2897	Leaf	N/A
2901	Internal Node	N/A
2901	Internal Node	N/A
2901	Leaf	N/A
2901	Leaf	N/A
2901	Leaf	N/A
2903	Internal Node	N/A
2903	Leaf	N/A
2903	Leaf	N/A
2907	Internal Node	N/A
2907	Leaf	N/A
2907	Leaf	N/A
2911	Internal Node	N/A
2911	Leaf	N/A
2911	Internal Node	N/A
2911	Leaf	N/A
2911	Leaf	N/A
2912	Internal Node	N/A
2912	Internal Node	N/A
2912	Leaf	N/A
2912	Leaf	N/A
2912	Leaf	N/A
2915	Internal Node	N/A
2915	Leaf	N/A
2915	Internal Node	N/A
2915	Leaf	N/A
2915	Leaf	N/A
2920	Internal Node	N/A
2920	Internal Node	N/A
2920	Internal Node	N/A
2920	Leaf	N/A
2920	Leaf	N/A
2920	Leaf	N/A
2920	Leaf	N/A
2927	Internal Node	N/A
2927	Internal Node	N/A
2927	Leaf	N/A
2927	Leaf	N/A
2927	Internal Node	N/A
2927	Leaf	N/A
2927	Leaf	N/A
2928	Internal Node	N/A
2928	Internal Node	N/A
2928	Leaf	N/A
2928	Leaf	N/A
2928	Leaf	N/A
2938	Internal Node	N/A
2938	Leaf	N/A
2938	Leaf	N/A
2941	Internal Node	N/A
2941	Internal Node	N/A
2941	Internal Node	N/A
2941	Internal Node	N/A
2941	Internal Node	N/A
2941	Leaf	N/A
2941	Leaf	N/A
2941	Internal Node	N/A
2941	Leaf	N/A
2941	Leaf	N/A
2941	Leaf	N/A
2941	Leaf	N/A
2941	Leaf	N/A
2942	Internal Node	N/A
2942	Internal Node	N/A
2942	Internal Node	N/A
2942	Leaf	N/A
2942	Leaf	N/A
2942	Leaf	N/A
2942	Leaf	N/A
2943	Internal Node	N/A
2943	Internal Node	N/A
2943	Internal Node	N/A
2943	Leaf	N/A
2943	Leaf	N/A
2943	Leaf	N/A
2943	Leaf	N/A
2954	Internal Node	N/A
2954	Internal Node	N/A
2954	Leaf	N/A
2954	Internal Node	N/A
2954	Leaf	N/A
2954	Leaf	N/A
2954	Internal Node	N/A
2954	Leaf	N/A
2954	Leaf	N/A
2955	Internal Node	N/A
2955	Internal Node	N/A
2955	Leaf	N/A
2955	Internal Node	N/A
2955	Leaf	N/A
2955	Internal Node	N/A
2955	Leaf	N/A
2955	Internal Node	N/A
2955	Leaf	N/A
2955	Leaf	N/A
2955	Leaf	N/A
2967	Internal Node	N/A
2967	Leaf	N/A
2967	Leaf	N/A
2974	Internal Node	N/A
2974	Internal Node	N/A
2974	Leaf	N/A
