ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SUBGROUP	ALIGNMENT	COGID	COGIDS	SOURCE	STRUCTURE
4087	Wampis	heavy	kijin	kijin	k i h i n	None	Chicham	k i h i n	422	1540	Peña2023	C V C V C
2801	AchuarShiwiar	here	jú̃ni	jú̃ni	h u n i	None	Chicham	h u n i	438	1561	Fast2008	C V C V
1438	Aguaruna	here	jui	jui	h ʊ ∼ i	None	Chicham	h ʊ ∼ i	438	1561	Johansson2021	C V C V
3603	Shuar	here	juí	juí	h u ∼ i	None	Chicham	h u ∼ i	438	1561	Pellizzaro2005	C V C V
4064	Wampis	here	jui	jui	h u ∼ i	ju 'this' + i 'Loc'	Chicham	h u ∼ i	438	1561	Peña2023	C V C V
2568	Bora	here	í-ɲeé-ri	í-ɲeé-ri	i + ɲ ɛ.ɛ + ɾ i	None	Boran	- i + ɲ ɛ.ɛ + ɾ i	1107	2389 1564 1565	Seifart2024	V + C V + C V
2569	Muinane	here	hi-néé-ri	hi-néé-ri	h i + n e.e + r i	None	Boran	h i + n e.e + r i	1107	2389 1564 1565	Seifart2024	C V + C V + C V
2567	Proto-Bora-Muinane	here	hi-noo-ri	hi-noo-ri	h i + n o.o + r i	None	Boran	h i + n o.o + r i	1107	2389 1564 1565	Seifart2024	C V + C V + C V
2565	Bora	how	mɯʔtɯ	mɯʔtɯ	m ɯ.ʔ t ɯ	None	Boran	m ɯ.ʔ t ɯ	464	1598	Seifart2024	C V C V
2566	Muinane	how	mɨ́ʤɨ	mɨ́ʤɨ	m ɨ dʒ ɨ	None	Boran	m ɨ dʒ ɨ	464	1598	Seifart2024	C V C V
2564	Proto-Bora-Muinane	how	mɨʔɨ	mɨʔɨ	m ɨ.ʔ ɨ	None	Boran	m ɨ.ʔ - ɨ	464	1598	Seifart2024	C V V
2804	AchuarShiwiar	how	itúr	itúr	i t u r	Phonological alternation: itiúr	Chicham	i t u - r -	461	1595	Fast2008	V C V C
4821	Aguaruna	how	utujsáya	utujsáya	u t u h s a	None	Chicham	u t u h s a	461	1595	Paati2020	V C V C C V
3605	Shuar	how	itiúr	itiúr	i tʲ u ɾ	None	Chicham	i tʲ u - ɾ -	461	1595	Pellizzaro2005	V C V C
4822	Wampis	how	itura	itura	i t u r a	None	Chicham	i t u - r a	461	1595	Peña2015	V C V C V
345	Ocaina	husband	õõna	õõna	oː n a	None	Huitotoan	oː n a	493	1634	Huber2021	V C V
770	WitotoMinica	husband	ɯìni	ɯìni	ɯ.i n i	None	Huitotoan	ɯ.i n i	493	1634	Huber2021	V C V
988	WitotoMurui	husband	ɯni	ɯni	ɯ n i	Maybe borrowing from Tucanoan (Wojtylak 2017).	Huitotoan	ɯ n i	493	1634	Huber2021	V C V
1196	WitotoNipode	husband	ɯìni	ɯìni	ɯ.i n i	None	Huitotoan	ɯ.i n i	493	1634	Huber2021	V C V
2311	Bora	husband	tʰahɨ	tʰahɨ	tʰ a h ɨ	None	Boran	tʰ a h ɨ	487	1627	Seifart2024	C V C V
2312	Muinane	husband	táhe	táhe	t a h e	None	Boran	t a h e	487	1627	Seifart2024	C V C V
2310	Proto-Bora-Muinane	husband	tahe	tahe	t a h e	None	Boran	t a h e	487	1627	Seifart2024	C V C V
2807	AchuarShiwiar	if	-ka	-ka	k a	Phonological alternation: -kia	Chicham	k a	512	1660	Fast2008	C V
4807	Aguaruna	if	-ka	-ka	k a	None	Chicham	k a	512	1660	Overall2007	C V
3609	Shuar	if	-ka	-ka	k a	None	Chicham	k a	512	1660	Pellizzaro2005	C V
243	Ticuna	if	ēgá∼ gá∼ ngēgá	ēgá	g a	if	Ticuna-Yuri	g a	512	1660	Bertet2020	C V
4828	Wampis	if	-ka	-ka	k a	None	Chicham	k a	512	1660	Peña2015	C V
2607	Bora	if	ʔahʧʰííhʲɯ	ʔahʧʰííhʲɯ	ʔ a h tʃʰ i.i hʲ ɯ	None	Boran	ʔ a h tʃʰ i.i hʲ ɯ	515	1663	Seifart2024	C V C C V C V
2608	Muinane	if	aʧʧihɨ	aʧʧihɨ	a tʃ tʃ i h ɨ	None	Boran	- a tʃ tʃ i h ɨ	515	1663	Seifart2024	V C C V C V
2606	Proto-Bora-Muinane	if	-ʔaʧʧiihɨ	-ʔaʧʧiihɨ	ʔ a tʃ tʃ i.i h ɨ	None	Boran	ʔ a tʃ tʃ i.i h ɨ	515	1663	Seifart2024	C V C C V C V
908	WitotoMinica	in	mo	mo	m o	None	Huitotoan	m o	535	1688	Huber2021	C V
1116	WitotoMurui	in	mo	mo	m o	None	Huitotoan	m o	535	1688	Huber2021	C V
1320	WitotoNipode	in	mo	mo	m o	None	Huitotoan	m o	535	1688	Huber2021	C V
909	WitotoMinica	in	éro	éro	e ɾ o	None	Huitotoan	e ɾ o	539	1691	Huber2021	V C V
1117	WitotoMurui	in	ero	ero	e r o	None	Huitotoan	e r o	539	1691	Huber2021	V C V
1321	WitotoNipode	in	éro	éro	e ɾ o	None	Huitotoan	e ɾ o	539	1691	Huber2021	V C V
910	WitotoMinica	in	hóɸo	hóɸo	h o ɸ o	None	Huitotoan	h o ɸ o	542	1694	Huber2021	C V C V
1118	WitotoMurui	in	hoɸo	hoɸo	h o ɸ o	None	Huitotoan	h o ɸ o	542	1694	Huber2021	C V C V
1322	WitotoNipode	in	hópo	hópo	h o p o	None	Huitotoan	h o p o	542	1694	Huber2021	C V C V
2601	Bora	in	pʰaɲe	pʰaɲe	pʰ a ɲ ɛ	None	Boran	pʰ a ɲ ɛ	530	1684	Seifart2024	C V C V
2602	Muinane	in	ɸaɲo	ɸaɲo	ɸ a ɲ o	None	Boran	ɸ a ɲ o	530	1684	Seifart2024	C V C V
2600	Proto-Bora-Muinane	in	paino	paino	p a.i n o	None	Boran	p a.i n o	530	1684	Seifart2024	C V C V
2808	AchuarShiwiar	in	-num	-num	n u m	Phonological alternation: -nam	Chicham	n u m	528	1681	Fast2008	C V C
4808	Aguaruna	in	-num	-num	n u m	None	Chicham	n u m	528	1681	Overall2007	C V C
3610	Shuar	in	-nam	-nam	n a m	With consonant-ending nouns	Chicham	n a m	528	1681	Pellizzaro2005	C V C
4244	Wampis	in	-num / nam / -i	-num	n u m	locative postposition -num / nam /- i	Chicham	n u m	528	1681	Peña2023	C V C
353	Ocaina	lake	hõʔã́ã́hĩ	hõʔã́ã́hĩ	h o ʔ aː	Maybe lake-CLF:G	Huitotoan	h o ʔ aː	561	1725	Huber2021	C V C V
780	WitotoMinica	lake	hórai	hórai	h o ɾ ai	None	Huitotoan	h o ɾ ai	561	1725	Huber2021	C V C V
997	WitotoMurui	lake	horai	horai	h o r ai	None	Huitotoan	h o r ai	561	1725	Huber2021	C V C V
1203	WitotoNipode	lake	hórai	hórai	h o ɾ ai	None	Huitotoan	h o ɾ ai	561	1725	Huber2021	C V C V
2941	Andoa	leaf	naamé	naamé	n aː m e	None	Zaparoan	n aː m e -	567	1733	Michael2009	C V C V
84	Iquito	leaf	íimɨ	íimɨ	iː m ɨ	leaf	Zaparoan	- iː m ɨ -	567	1733	Michael2022	V C V
4296	Yagua	leaf	nawi̠	nawi̠	n a w i ∼	Looks like the other Peban and Zaparoan forms.	Peba-Yagua	n a w i ∼	567	1733	Gonzales2023	C V C V C
4715	Zaparo	leaf	uɨmɨ	uɨmɨ	w ɨ m ɨ	None	Zaparoan	w ɨ m ɨ -	567	1733	Beier2014	C V C V
2813	AchuarShiwiar	leaf	núka	núka	n u k a	None	Chicham	n u k a	566	1732	Fast2008	C V C V
1446	Aguaruna	leaf	duka	duka	d ʊ k a	None	Chicham	d ʊ k a	566	1732	Johansson2021	C V C V
3614	Shuar	leaf	nuka	nuka	n u k a	None	Chicham	n u k a	566	1732	Pellizzaro2005	C V C V
4111	Wampis	leaf	nupa	nupa	n u p a	None	Chicham	n u p a	566	1732	Peña2023	C V C V
2377	Bora	leaf	ʔáámɨɨ́	ʔáámɨɨ́	ʔ a.a m ɨ.ɨ	None	Boran	ʔ a.a m ɨ.ɨ	569	1735	Seifart2024	C V C V
2378	Muinane	leaf	áame	áame	a.a m e	None	Boran	- a.a m e	569	1735	Seifart2024	V C V
2376	Proto-Bora-Muinane	leaf	aame	aame	a.a m e	None	Boran	- a.a m e	569	1735	Seifart2024	V C V
2814	AchuarShiwiar	left (hand)	ména	ména	m ɨ n a	None	Chicham	m ɨ n a	602	1773	Fast2008	C V C V
1447	Aguaruna	left (hand)	mɨna	mɨna	m ɨ n a	None	Chicham	m ɨ n a	602	1773	Johansson2021	C V C V
3615	Shuar	left (hand)	mena	mena	m ɨ n a	None	Chicham	m ɨ n a	602	1773	Pellizzaro2005	C V C V
4240	Wampis	left (hand)	mena	mena	m ɨ n a	None	Chicham	m ɨ n a	602	1773	Peña2023	C V C V
764	WitotoMinica	leg	ɯdá kairo	ɯdá kairo	ɯ d a + k ai ɾ o	None	Huitotoan	ɯ d a + k ai ɾ o	640	1812 1813	Huber2021	V C V + C V C V
981	WitotoMurui	leg	ɯda kairo	ɯda kairo	ɯ d a + k ai r o	lower.leg long	Huitotoan	ɯ d a + k ai r o	640	1812 1813	Huber2021	V C V + C V C V
1190	WitotoNipode	leg	ɯdá kairo	ɯdá kairo	ɯ d a + k ai ɾ o	None	Huitotoan	ɯ d a + k ai ɾ o	640	1812 1813	Huber2021	V C V + C V C V
2815	AchuarShiwiar	leg	máku	máku	m a k u	None	Chicham	m a k u	625	1798	Fast2008	C V C V
4812	Aguaruna	leg	maku	maku	m a k u	This means 'upper leg/thigh'.	Chicham	m a k u	625	1798	Overall2007	C V C V
3616	Shuar	leg	maku	maku	m a k u	None	Chicham	m a k u	625	1798	Pellizzaro2005	C V C V
4134	Wampis	leg	maku	maku	m a k u	None	Chicham	m a k u	625	1798	Peña2023	C V C V
1585	Arabela	liver	kowaj̃a	kowaj̃a	k o w a h a	None	Zaparoan	k o w a h a	648	1827	Johansson2021	C V C V C V
89	Iquito	liver	kúwaaja	kúwaaja	k u w aː h a	liver	Zaparoan	k u w aː h a	648	1827	Michael2022	C V C V C V
4718	Zaparo	liver	kawaha	kawaha	k a w a h a	None	Zaparoan	k a w a h a	648	1827	Beier2014	C V C V C V
2818	AchuarShiwiar	liver	akáp	akáp	a k a p	None	Chicham	a k a p -	647	1826	Fast2008	V C V C
1449	Aguaruna	liver	akap	akap	a k a p	None	Chicham	a k a p -	647	1826	Johansson2021	V C V C
3619	Shuar	liver	akape	akape	a k a p ɨ	None	Chicham	a k a p ɨ	647	1826	Pellizzaro2005	V C V C V
4142	Wampis	liver	akap	akap	a k a p	None	Chicham	a k a p -	647	1826	Peña2023	V C V C
2493	Bora	liver	íʔkʷáneé	íʔkʷáneé	i.ʔ kʷ a n ɛ.ɛ	None	Boran	i.ʔ kʷ a n ɛ.ɛ	649	1828	Seifart2024	V C V C V
2494	Muinane	liver	ígano	ígano	i g a n o	None	Boran	i g a n o	649	1828	Seifart2024	V C V C V
2492	Proto-Bora-Muinane	liver	iʔganoo	iʔganoo	i.ʔ g a n o.o	None	Boran	i.ʔ g a n o.o	649	1828	Seifart2024	V C V C V
3224	Coeruna	long	aeneimöh	aeneimöh	a.e n e.i m o ʔ	Martius: longus, a, u	Huitotoan	a.e n e.i m o ʔ	672	1858	Martius1867	V C V C V C
3320	MiranhaCarapana-Tapuya	long	aínime	aínime	a.i n i m e	Martius: longus, a, um	Huitotoan	a.i n i m e -	672	1858	Martius1867	V C V C V
456	Ocaina	long	ááɲi	ááɲi	aː ɲ i	None	Huitotoan	aː ɲ i - - -	672	1858	Huber2021	V C V
848	WitotoMinica	long	áre	áre	a ɾ e	None	Huitotoan	a ɾ e	685	1872	Huber2021	V C V
1063	WitotoMurui	long	are	are	a r e	None	Huitotoan	a r e	685	1872	Huber2021	V C V
1269	WitotoNipode	long	áre	áre	a ɾ e	None	Huitotoan	a ɾ e	685	1872	Huber2021	V C V
2819	AchuarShiwiar	long	sáram	esáram	ɨ s a + r a m	The first form here seems to be a bit more restricted and the second form is a phonological aternation: japiáng,sáram	Chicham	ɨ s a + r a m	664	1851 758	Fast2008	V C V + C V C
1450	Aguaruna	long	ɨsaham	ɨsaham	ɨ s a + h a m	esa + -jama 'adjectivizer'	Chicham	ɨ s a + h a m	664	1851 758	Johansson2021	V C V + C V C
4813	Shuar	long	ésaram	ésaram	e s a + ɾ a m	None	Chicham	e s a + ɾ a m	664	1851 758	Pellizzaro2005	V C V + C V C
4083	Wampis	long	esaram	esaram	ɨ s a + r a m	Lexicalized esa + rama 'Adjectivizer'	Chicham	ɨ s a + r a m	664	1851 758	Peña2023	V C V + C V C
2943	Andoa	louse	sokwanája	sokwanája	s o kʷ a n a h a	None	Zaparoan	s o kʷ a n a h a	694	1888	Michael2009	C V C V C V C V
1587	Arabela	louse	sukwanaj̃a	sukwanaj̃a	s u kʷ a n a h a	None	Zaparoan	s u kʷ a n a h a	694	1888	Johansson2021	C V C V C V C V
91	Iquito	louse	sikwanaja	sikwanaja	s i kʷ a n a h a	louse	Zaparoan	s i kʷ a n a h a	694	1888	Michael2022	C V C V C V C V
4720	Zaparo	louse	sukanawa	sukanawa	s u k a n a w a	None	Zaparoan	s u k a n a w a	694	1888	Beier2014	C V C V C V C V
800	WitotoMinica	louse	ɯbóma	ɯbóma	ɯ b o + m a	None	Huitotoan	ɯ b o + m a	704	1898 1578	Huber2021	V C V + C V
1018	WitotoMurui	louse	ɯboma	ɯboma	ɯ b o + m a	?-CLF:AN.M	Huitotoan	ɯ b o + m a	704	1898 1578	Huber2021	V C V + C V
1225	WitotoNipode	louse	ɯbóma	ɯbóma	ɯ b o + m a	None	Huitotoan	ɯ b o + m a	704	1898 1578	Huber2021	V C V + C V
2820	AchuarShiwiar	louse	téma	téma	t ɨ m a	None	Chicham	t ɨ m a	693	1887	Fast2008	C V C V
1451	Aguaruna	louse	tɨma	tɨma	t ɨ m a	None	Chicham	t ɨ m a	693	1887	Johansson2021	C V C V
3621	Shuar	louse	tema	tema	t ɨ m a	This is the term for louse (in humans). Because of more morphological complexity, here is the variant for louse (in animals): temáish	Chicham	t ɨ m a	693	1887	Pellizzaro2005	C V C V
4104	Wampis	louse	tema	tema	t ɨ m a	None	Chicham	t ɨ m a	693	1887	Peña2023	C V C V
2371	Bora	louse	kʷááni-ʔʲo	kʷááni-ʔʲo	kʷ a.a n i + ʔʲ o	None	Boran	kʷ a.a n i + ʔʲ o	695	1889 1890	Seifart2024	C V C V + C V
2372	Muinane	louse	gáaɲi-ʔu	gáaɲi-ʔu	g a.a ɲ i + ʔ u	None	Boran	g a.a ɲ i + ʔ u	695	1889 1890	Seifart2024	C V C V + C V
2370	Proto-Bora-Muinane	louse	gaaini-ʔu	gaaini-ʔu	g a.a.i n i + ʔ u	None	Boran	g a.a.i n i + ʔ u	695	1889 1890	Seifart2024	C V C V + C V
2821	AchuarShiwiar	man (male human)	áishmang	áishmang	a.i ʃ m a ŋ	None	Chicham	a.i ʃ m a ŋ	721	1916	Fast2008	V C C V C
3622	Shuar	man (male human)	áishmank	áishmank	e.i ʃ m a ŋ	None	Chicham	e.i ʃ m a ŋ	721	1916	Pellizzaro2005	V C C V C
4093	Wampis	man (male human)	aishman	aishman	a.i ʃ m a n	None	Chicham	a.i ʃ m a n	721	1916	Peña2023	V C C V C
4814	AchuarShiwiar	many	kuáchat	kuáchat	k u a tʃ a t	None	Chicham	k u a tʃ a t -	732	1929	Fast2008	C V V C V C
1452	Aguaruna	many	kuaʃat	kuaʃat	k ʊ a ʃ a t	None	Chicham	k ʊ a ʃ a t -	732	1929	Johansson2021	C V V C V C
4815	Wampis	many	kuaʃata	kuaʃata	k u a ʃ a t a	None	Chicham	k u a ʃ a t a	732	1929	Peña2015	C V V C V C V
2823	AchuarShiwiar	meat (flesh)	namáng	namáng	n a m a ŋ k ɨ	None	Chicham	n a m a ŋ k ɨ	758	1957	Fast2008	C V C V C C V
4817	Aguaruna	meat (flesh)	namagkámu	namagkámu	n a m a ŋ k	This literally means 'carne preparada con hojas tiernas de yuca'.	Chicham	n a m a ŋ k -	758	1957	Paati2020	C V C V C C
3624	Shuar	meat (flesh)	namanke	namanke	n a m a ŋ k ɨ	None	Chicham	n a m a ŋ k ɨ	758	1957	Pellizzaro2005	C V C V C C V
4118	Wampis	meat (flesh)	naman	naman	n a m a n k ɨ	None	Chicham	n a m a n k ɨ	758	1957	Peña2015	C V C V C C V
2325	Bora	mother	ʦʰɨ́ɨ́hɯ	ʦʰɨ́ɨ́hɯ	tsʰ ɨ.ɨ h ɯ	None	Boran	tsʰ ɨ.ɨ h ɯ	797	2000	Seifart2024	C V C V
2327	Muinane	mother	sééhɨ	sééhɨ	s e.e h ɨ	None	Boran	s e.e h ɨ	797	2000	Seifart2024	C V C V
2323	Proto-Bora-Muinane	mother	ʦeehɨ	ʦeehɨ	ts e.e h ɨ	None	Boran	ts e.e h ɨ	797	2000	Seifart2024	C V C V
2545	Bora	mountain	kʷáhɯɯ́	kʷáhɯɯ́	kʷ a h ɯ	None	Boran	kʷ a h ɯ	811	2020	Seifart2024	C V C V
2547	Muinane	mountain	gáhɨ	gáhɨ	g a h ɨ	None	Boran	g a h ɨ	811	2020	Seifart2024	C V C V
2543	Proto-Bora-Muinane	mountain	gahɨɨ	gahɨɨ	g a h ɨ.ɨ	None	Boran	g a h ɨ.ɨ	811	2020	Seifart2024	C V C V
2546	Bora	mountain	páɯɯ́	páɯɯ́	p a ɯ.ɯ	None	Boran	p a ɯ.ɯ	826	2034	Seifart2024	C V V
2548	Muinane	mountain	báaɨ	báaɨ	b a.a ɨ	None	Boran	b a.a ɨ	826	2034	Seifart2024	C V V
2544	Proto-Bora-Muinane	mountain	baaɨɨ	baaɨɨ	b a.a ɨ.ɨ	None	Boran	b a.a ɨ.ɨ	826	2034	Seifart2024	C V V
4820	AchuarShiwiar	mountain	múra	múra	m u r a	None	Chicham	m u r a	820	2029	Fast2008	C V C V
4819	Aguaruna	mountain	muha	muha	m u h a	This literally means 'mountin range'.	Chicham	m u h a	820	2029	Overall2007	C V C V
4829	Shuar	mountain	murá	murá	m u ɾ a	This literally means 'mountain range'.	Chicham	m u ɾ a	820	2029	Pellizzaro2005	C V C V
4214	Wampis	mountain	mura	mura	m u r a	None	Chicham	m u r a	820	2029	Peña2023	C V C V
1589	Arabela	mouth	ɾupaa	ɾupaa	ɾ u p aː	None	Zaparoan	- ɾ u p aː - -	839	2056	Johansson2021	C V C V
95	Iquito	mouth	itípùmà	itípùmà	i t i p u m a	None	Zaparoan	i t i p u m a	839	2056	Michael2022	V C V C V C V
4724	Zaparo	mouth	atupama	atupama	a t u p a m a	None	Zaparoan	a t u p a m a	839	2056	Beier2014	V C V C V C V
325	Ocaina	mouth	ɸooɯ	ɸooɯ	ɸ oː ɯ	None	Huitotoan	ɸ oː ɯ	844	2062	Huber2021	C V V
747	WitotoMinica	mouth	ɸúe	ɸúe	ɸ u e	None	Huitotoan	ɸ u e	844	2062	Huber2021	C V V
969	WitotoMurui	mouth	ɸue	ɸue	ɸ u e	None	Huitotoan	ɸ u e	844	2062	Huber2021	C V V
1179	WitotoNipode	mouth	púe	púe	p u e	None	Huitotoan	p u e	844	2062	Huber2021	C V V
1454	Aguaruna	mouth	wɨnu	wɨnu	w ɨ n ʊ	None	Chicham	w ɨ n ʊ	834	2047	Johansson2021	C V C V
3627	Shuar	mouth	wene	wene	w ɨ n ɨ	None	Chicham	w ɨ n ɨ	834	2047	Pellizzaro2005	C V C V
4130	Wampis	mouth	wene	wena	w ɨ n a	None	Chicham	w ɨ n a	834	2047	Peña2023	C V C V
2269	Bora	mouth	íʔ-hʲɯɯ́	íʔ-hʲɯɯ́	i.ʔ + hʲ ɯ.ɯ	None	Boran	i.ʔ + hʲ ɯ.ɯ	842	2060 2050	Seifart2024	V + C V
2270	Muinane	mouth	íi-hɨ	íi-hɨ	i.i + h ɨ	None	Boran	i.i + h ɨ	842	2060 2050	Seifart2024	V + C V
2268	Proto-Bora-Muinane	mouth	i-hɨ	i-hɨ	i + h ɨ	None	Boran	i + h ɨ	842	2060 2050	Seifart2024	V + C V
2562	Bora	name	meme	meme	m ɛ m ɛ	None	Boran	m ɛ m ɛ	866	2089	Seifart2024	C V C V
2563	Muinane	name	mómo	mómo	m o m o	None	Boran	m o m o	866	2089	Seifart2024	C V C V
498	Ocaina	name	maam̥ɯ	maam̥ɯ	m aː m̥ ɯ	None	Huitotoan	m aː m̥ ɯ	866	2089	Huber2021	C V C V
2561	Proto-Bora-Muinane	name	momo	momo	m o m o	None	Boran	m o m o	866	2089	Seifart2024	C V C V
883	WitotoMinica	name	mámekɯ	mámekɯ	m a m e + k ɯ	None	Huitotoan	m a m e + k ɯ	867	2089 1622	Huber2021	C V C V + C V
1096	WitotoMurui	name	mamekɯ	mamekɯ	m a m e + k ɯ	name-CLF:INHER	Huitotoan	m a m e + k ɯ	867	2089 1622	Huber2021	C V C V + C V
1302	WitotoNipode	name	mámekɯ	mámekɯ	m a m e + k ɯ	None	Huitotoan	m a m e + k ɯ	867	2089 1622	Huber2021	C V C V + C V
2826	AchuarShiwiar	name	náar	náar	n aː r	None	Chicham	n aː r	863	2086	Fast2008	C V C
4830	Shuar	name	naa	naa	n aː	None	Chicham	n aː -	863	2086	Pellizzaro2005	C V
4251	Wampis	name	naa	naa	n aː	None	Chicham	n aː -	863	2086	Peña2023	C V
923	WitotoMinica	near	íanori	íanori	i a + n o + ɾ i	short-CLF:SP.PLACE-ATT	Huitotoan	i a + n o + ɾ i	922	2149 1625 1639	Huber2021	V V + C V + C V
1130	WitotoMurui	near	ianori	ianori	i a + n o + r i	None	Huitotoan	i a + n o + r i	922	2149 1625 1639	Huber2021	V V + C V + C V
1335	WitotoNipode	near	iánori	iánori	i a + n o + ɾ i	None	Huitotoan	i a + n o + ɾ i	922	2149 1625 1639	Huber2021	V V + C V + C V
2829	AchuarShiwiar	neck	kuntúj	kuntúj	k u n t u h	None	Chicham	k u n t u h	934	2158	Fast2008	C V C C V C
4852	Aguaruna	neck	kúntuj	kúntuj	k u n t u h	None	Chicham	k u n t u h	934	2158	Paati2020	C V C C V C
3629	Shuar	neck	kuntuj	kuntuj	k u n t u h	None	Chicham	k u n t u h	934	2158	Pellizzaro2005	C V C C V C
4139	Wampis	neck	kuntej	kuntej	k u n t ɨ h	None	Chicham	k u n t ɨ h	934	2158	Peña2023	C V C C V C
881	WitotoMinica	new	kómue	kómue	k o m u + e	None	Huitotoan	k o m u + e	981	2206 1659	Huber2021	C V C V + V
1094	WitotoMurui	new	komue	komue	k o m u + e	new-CLF:G	Huitotoan	k o m u + e	981	2206 1659	Huber2021	C V C V + V
1300	WitotoNipode	new	kómue	kómue	k o m u + e	None	Huitotoan	k o m u + e	981	2206 1659	Huber2021	C V C V + V
2830	AchuarShiwiar	new	yamáram	yamáram	j a m a + r a m	None	Chicham	j a m a + r a m	967	2192 874	Fast2008	C V C V + C V C
1459	Aguaruna	new	jamaham	jamaham	j a m a + h a m	yama 'recent' -jama 'adjectivizer'	Chicham	j a m a + h a m	967	2192 874	Johansson2021	C V C V + C V C
3630	Shuar	new	yamáram	yamáram	j a m a + ɾ a m	None	Chicham	j a m a + ɾ a m	967	2192 874	Pellizzaro2005	C V C V + C V C
2559	Bora	new	péʔ-ne	péʔ-ne	p ɛ ʔ + n ɛ	None	Boran	p ɛ ʔ + n ɛ -	970	2194 2195	Seifart2024	C V C + C V
2560	Muinane	new	bóʔo-no	bóʔo-no	b o ʔ o + n o	None	Boran	b o ʔ o + n o	970	2194 2195	Seifart2024	C V C V + C V
2558	Proto-Bora-Muinane	new	boʔ-no	boʔ-no	b o ʔ + n o	None	Boran	b o ʔ + n o -	970	2194 2195	Seifart2024	C V C + C V
1595	Arabela	night	niukwa	niukwa	n i u kʷ a	None	Zaparoan	n i - u kʷ a	987	2221	Johansson2021	C V V C V
100	Iquito	night	niínaki	niínaki	n iː n a k i	night	Zaparoan	n iː n a k i	987	2221	Michael2022	C V C V C V
4727	Zaparo	night	ninya	ninya	n i ɲ a	None	Zaparoan	n i ɲ a - -	987	2221	Beier2014	C V C V
3235	Coeruna	night	cannatozümá	cannatozümá	n a t o	Martius: nox	Huitotoan	n a t o	992	2228	Martius1867	C V C V
374	Ocaina	night	natʲṍ	natʲṍ	n a ɯː o	None	Huitotoan	n a ɯː o	992	2228	Huber2021	C V V V
789	WitotoMinica	night	náɯɯo	náɯɯo	n a ɯː o	None	Huitotoan	n a ɯː o	992	2228	Huber2021	C V V V
1007	WitotoMurui	night	naɯo	naɯo	n a ɯ o	None	Huitotoan	n a ɯ o	992	2228	Huber2021	C V V V
1212	WitotoNipode	night	náɯɯo	náɯɯo	n a ɯː o	None	Huitotoan	n a ɯː o	992	2228	Huber2021	C V V V
2831	AchuarShiwiar	night	káshi	káshi	k a ʃ i	None	Chicham	k a ʃ i	986	2220	Fast2008	C V C V
1460	Aguaruna	night	kaʃi	kaʃi	k a ʃ i	None	Chicham	k a ʃ i	986	2220	Johansson2021	C V C V
1838	Chayahuita	night	taʃiʔ	taʃiʔ	t a ʃ i.ʔ	None	Cahuapanan	t a ʃ i.ʔ	986	2220	Johansson2021	C V C V
3631	Shuar	night	kashi	kashi	k a ʃ i	None	Chicham	k a ʃ i	986	2220	Pellizzaro2005	C V C V
4220	Wampis	night	kashi	kashi	k a ʃ i	None	Chicham	k a ʃ i	986	2220	Peña2023	C V C V
2353	Bora	night	pʰehkʰo	pʰehkʰo	pʰ ɛ h kʰ o	None	Boran	pʰ ɛ h kʰ o	988	2222	Seifart2024	C V C C V
2354	Muinane	night	ɸúkku	ɸúkku	ɸ u k k u	None	Boran	ɸ u k k u	988	2222	Seifart2024	C V C C V
2352	Proto-Bora-Muinane	night	pokku	pokku	p o k k u	None	Boran	p o k k u	988	2222	Seifart2024	C V C C V
2947	Andoa	nose	najúkwa	najúkwa	n a h u kʷ a	None	Zaparoan	n a h u kʷ a	155	120	Michael2009	C V C V C V
1596	Arabela	nose	naj̃akwa	naj̃akwa	n a h a kʷ a	None	Zaparoan	n a h a kʷ a	155	120	Johansson2021	C V C V C V
101	Iquito	nose	najika	najika	n a h i k a	nose	Zaparoan	n a h i k a	155	120	Michael2022	C V C V C V
4728	Zaparo	nose	nahuka	nahuka	n a h u k a	None	Zaparoan	n a h u k a	155	120	Beier2014	C V C V C V
327	Ocaina	nose	tʲooɸo	tʲooɸo	tʲ oː + ɸ o	None	Huitotoan	tʲ oː + ɸ o	1020	2264 1671	Huber2021	C V + C V
749	WitotoMinica	nose	dóɸo	dóɸo	d o + ɸ o	None	Huitotoan	d o + ɸ o	1020	2264 1671	Huber2021	C V + C V
971	WitotoMurui	nose	doɸo	doɸo	d o + ɸ o	(de-fo) nose-CLF:CAVITY	Huitotoan	d o + ɸ o	1020	2264 1671	Huber2021	C V + C V
1181	WitotoNipode	nose	dópo	dópo	d o + p o	None	Huitotoan	d o + p o	1020	2264 1671	Huber2021	C V + C V
2832	AchuarShiwiar	nose	nújĩ	nújĩ	n u h i	None	Chicham	n u h i	1010	2253	Fast2008	C V C V
1461	Aguaruna	nose	nuhi	nuhi	n ʊ h i	None	Chicham	n ʊ h i	1010	2253	Johansson2021	C V C V
3632	Shuar	nose	nuji̠	nuji̠	n u h i	None	Chicham	n u h i	1010	2253	Pellizzaro2005	C V C V
4129	Wampis	nose	nuji	nuji	n u h i	None	Chicham	n u h i	1010	2253	Peña2023	C V C V
2275	Bora	nose	tʰɯ́-hɯ-ʔo	tʰɯ́-hɯ-ʔo	tʰ ɯ + h ɯ + ʔ o	smell-?cl:tube?-cl:oblong	Boran	tʰ ɯ + h ɯ + ʔ o	1011	2254 2255 2256	Seifart2024	C V + C V + C V
