ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SUBGROUP	ALIGNMENT	COGID	COGIDS	SOURCE	STRUCTURE
4204	Wampis	earth (soil)	nunka	nunka	n u n k a	None	Chicham	n u n k a	3466	771	Peña2023	C V C C V
2356	Bora	earth (soil)	ííɲɯhɨ	ííɲɯhɨ	i.i ɲ ɯ + h ɨ	None	Boran	- i.i ɲ ɯ + h ɨ	3468	773 779	Seifart2024	V C V + C V
2357	Muinane	earth (soil)	híínɨ-he	híínɨ-he	h i.i n ɨ + h e	None	Boran	h i.i n ɨ + h e	3468	773 779	Seifart2024	C V C V + C V
2355	Proto-Bora-Muinane	earth (soil)	hiinɨ-he	hiinɨ-he	h i.i n ɨ + h e	None	Boran	h i.i n ɨ + h e	3468	773 779	Seifart2024	C V C V + C V
2932	Andoa	egg	nodíko	nodíko	n o d i k o	None	Zaparoan	n o d i k o	3490	801	Michael2009	C V C V C V
1551	Arabela	egg	ɾiuɾiukwiu	ɾiuɾiukwiu	ɾ iu ɾ iu k iu	None	Zaparoan	ɾ iu ɾ iu k iu	3490	801	Johansson2021	C V C V C V
39	Iquito	egg	naaki	naaki	n aː k i	egg	Zaparoan	n - - aː k i	3490	801	Michael2022	C V C V
4682	Zaparo	egg	iku	iku	i k u	None	Zaparoan	- - - i k u	3490	801	Beier2014	V C V
852	WitotoMinica	egg	hɯ́gɯ	hɯ́gɯ	h ɯ + g ɯ	None	Huitotoan	h ɯ + g ɯ	3503	819 1453	Huber2021	C V + C V
1067	WitotoMurui	egg	hɯgɯ	hɯgɯ	h ɯ + g ɯ	egg-CLF:OVAL	Huitotoan	h ɯ + g ɯ	3503	819 1453	Huber2021	C V + C V
1273	WitotoNipode	egg	hɯ́gɯ	hɯ́gɯ	h ɯ + g ɯ	None	Huitotoan	h ɯ + g ɯ	3503	819 1453	Huber2021	C V + C V
2768	AchuarShiwiar	egg	nujín	nujín	n u h i n	Phonological alternation: nujínt	Chicham	n u h i n	3489	800	Fast2008	C V C V C
1414	Aguaruna	egg	nuhin	nuhin	n ʊ h i n	None	Chicham	n ʊ h i n	3489	800	Johansson2021	C V C V C
3574	Shuar	egg	nujint	nujint	n u h i n.t	None	Chicham	n u h i n.t	3489	800	Pellizzaro2005	C V C V C
4122	Wampis	egg	nujin	nujin	n u h i n	None	Chicham	n u h i n	3489	800	Peña2023	C V C V C
2933	Andoa	eye	namíjya	namíjya	n a m i h.j a	None	Zaparoan	n a m i h.j a	3517	834	Michael2009	C V C V C V
1552	Arabela	eye	namij̃ia	namij̃ia	n a m i h.i a	None	Zaparoan	n a m i h.i a	3517	834	Johansson2021	C V C V C V
40	Iquito	eye	namija	namija	n a m i h a	eye	Zaparoan	n a m i h a	3517	834	Michael2022	C V C V C V
4683	Zaparo	eye	namihya	namihya	n a m i hʲ a	None	Zaparoan	n a m i hʲ a	3517	834	Beier2014	C V C V C V
328	Ocaina	eye	ohɯ́ɯ́	ohɯ́ɯ́	o h ɯː	None	Huitotoan	o h ɯː	3538	855	Huber2021	V C V
750	WitotoMinica	eye	uíhɯ	uíhɯ	u.i h ɯ	None	Huitotoan	u.i h ɯ	3538	855	Huber2021	V C V
972	WitotoMurui	eye	uiθɯ	uiθɯ	u.i θ ɯ	None	Huitotoan	u.i θ ɯ	3538	855	Huber2021	V C V
1182	WitotoNipode	eye	uíhɯ	uíhɯ	u.i h ɯ	None	Huitotoan	u.i h ɯ	3538	855	Huber2021	V C V
2769	AchuarShiwiar	eye	jĩĩ	jĩĩ	h iː	None	Chicham	h iː	3516	833	Fast2008	C V
1415	Aguaruna	eye	hii	hii	h iː	None	Chicham	h iː	3516	833	Johansson2021	C V
3575	Shuar	eye	ji̠	ji̠	h i	None	Chicham	h i	3516	833	Pellizzaro2005	C V
4128	Wampis	eye	jii	jii	h iː	None	Chicham	h iː	3516	833	Peña2023	C V
2278	Bora	eye	ʔáʧɯ-ɯ	ʔáʧɯ-ɯ	ʔ a tʃ ɯ + ɯ	above-CLF:ROUND	Boran	ʔ a tʃ ɯ + ɯ	3519	835 836	Seifart2024	C V C V + V
2279	Muinane	eye	ááʤɨ-ɨ	ááʤɨ-ɨ	a.a dʒ ɨ + ɨ	None	Boran	- a.a dʒ ɨ + ɨ	3519	835 836	Seifart2024	V C V + V
2277	Proto-Bora-Muinane	eye	aʤɨ-ɨ	aʤɨ-ɨ	a dʒ ɨ + ɨ	None	Boran	- a dʒ ɨ + ɨ	3519	835 836	Seifart2024	V C V + V
1926	Muniche	far	tihna	tihna	t i h n a	None	Isolate	t i h n a	3559	882	Johansson2021	C V C C V
3577	Shuar	far	yajá	yajá	j a h a	None	Chicham	j a h - a	3559	882	Pellizzaro2005	C V C V
224	Ticuna	far	yȁʼnà	yȁʼnà	dʑ a ʔ n a	far away	Ticuna-Yuri	dʑ a ʔ n a	3559	882	Bertet2020	C V C C V
4238	Wampis	far	yaja	yaja	j a h a	None	Chicham	j a h - a	3559	882	Peña2023	C V C V
920	WitotoMinica	far	are	are	a ɾ e	None	Huitotoan	a ɾ e	3568	890	Huber2021	V C V
1128	WitotoMurui	far	are	are	a r e	None	Huitotoan	a r e	3568	890	Huber2021	V C V
1332	WitotoNipode	far	are	are	a ɾ e	None	Huitotoan	a ɾ e	3568	890	Huber2021	V C V
2481	Bora	fat (organic substance)	tɯ́ɯ́rɯ-pa	tɯ́ɯ́rɯ-pa	t ɯ.ɯ ɾ ɯ + p a	None	Boran	t ɯ.ɯ ɾ ɯ + p a	3580	905 906	Seifart2024	C V C V + C V
2482	Muinane	fat (organic substance)	dɨ́ɨrɨ-ba	dɨ́ɨrɨ-ba	d ɨ.ɨ r ɨ + b a	None	Boran	d ɨ.ɨ r ɨ + b a	3580	905 906	Seifart2024	C V C V + C V
2480	Proto-Bora-Muinane	fat (organic substance)	dɨɨrɨ-ba	dɨɨrɨ-ba	d ɨ.ɨ r ɨ + b a	None	Boran	d ɨ.ɨ r ɨ + b a	3580	905 906	Seifart2024	C V C V + C V
3578	Shuar	father	apa̠	apa̠	a p a	None	Chicham	- a p a	3605	933	Pellizzaro2005	V C V
226	Ticuna	father	pāpa̋	pāpa̋	p a p a	dad	Ticuna-Yuri	p a p a	3605	933	Bertet2020	C V C V
4099	Wampis	father	apa	apa	a p a	None	Chicham	- a p a	3605	933	Peña2023	V C V
346	Ocaina	father	mõõ	mõõ	m oː	None	Huitotoan	m oː	3601	930	Huber2021	C V
772	WitotoMinica	father	móo	móo	m oː	None	Huitotoan	m oː	3601	930	Huber2021	C V
990	WitotoMurui	father	moo	moo	m oː	None	Huitotoan	m oː	3601	930	Huber2021	C V
1198	WitotoNipode	father	móo	móo	m oː	None	Huitotoan	m oː	3601	930	Huber2021	C V
2319	Bora	father	kʰaani	kʰaani	kʰ a.a n i	None	Boran	kʰ a.a n i	3613	939	Seifart2024	C V C V
2321	Muinane	father	kááni	kááni	k a.a n i	None	Boran	k a.a n i	3613	939	Seifart2024	C V C V
2317	Proto-Bora-Muinane	father	kaani	kaani	k a.a n i	None	Boran	k a.a n i	3613	939	Seifart2024	C V C V
2935	Andoa	feather (larger feathers rather than down)	kajáso	kajáso	k a h a + s o	None	Zaparoan	k a h a + s o	3627	954 57	Michael2009	C V C V + C V
1555	Arabela	feather (larger feathers rather than down)	kaj̃asu	kaj̃asu	k a h a + s u	None	Zaparoan	k a h a + s u	3627	954 57	Johansson2021	C V C V + C V
46	Iquito	feather (larger feathers rather than down)	kajasi	kajasi	k a h a + s i	feather	Zaparoan	k a h a + s i	3627	954 57	Michael2022	C V C V + C V
811	WitotoMinica	feather (larger feathers rather than down)	óogodo	óogodo	oː g o + d o	None	Huitotoan	oː g o + d o	3642	971 2324	Huber2021	V C V + C V
1029	WitotoMurui	feather (larger feathers rather than down)	oogodo	oogodo	oː g o + d o	/-do/ CLF:SMALL.POINTED	Huitotoan	oː g o + d o	3642	971 2324	Huber2021	V C V + C V
1236	WitotoNipode	feather (larger feathers rather than down)	óogodo	óogodo	oː g o + d o	None	Huitotoan	oː g o + d o	3642	971 2324	Huber2021	V C V + C V
2775	AchuarShiwiar	feather (larger feathers rather than down)	úre	úre	u r ɨ	None	Chicham	- u r ɨ	3625	953	Fast2008	V C V
1418	Aguaruna	feather (larger feathers rather than down)	uhɨ	uhɨ	ʊ h ɨ	None	Chicham	- ʊ h ɨ	3625	953	Johansson2021	V C V
1685	Candoshi-Shapra	feather (larger feathers rather than down)	poɾo	poɾo	p o ɾ o	None	Isolate	p o ɾ o	3625	953	Johansson2021	C V C V
4124	Wampis	feather (larger feathers rather than down)	ure	ure	u r ɨ	None	Chicham	- u r ɨ	3625	953	Peña2023	V C V
2487	Bora	feather (larger feathers rather than down)	ɨ́ʔhɨne	ɨ́ʔhɨne	ɨ.ʔ + h ɨ + n ɛ	None	Boran	ɨ.ʔ + h ɨ + n ɛ	3636	964 955 965	Seifart2024	V + C V + C V
2488	Muinane	feather (larger feathers rather than down)	íhéene	íhéene	i + h e.e + n e	None	Boran	i + h e.e + n e	3636	964 955 965	Seifart2024	V + C V + C V
2486	Proto-Bora-Muinane	feather (larger feathers rather than down)	i-hee-no	i-hee-no	i + h e.e + n o	None	Boran	i + h e.e + n o	3636	964 955 965	Seifart2024	V + C V + C V
2335	Bora	fire	kʰɯ́ɯ́hɯ-kʷa	kʰɯ́ɯ́hɯ-kʷa	kʰ ɯ.ɯ h ɯ + kʷ a	None	Boran	kʰ ɯ.ɯ h ɯ + kʷ a	23	1022 1023	Seifart2024	C V C V + C V
2336	Muinane	fire	kɨ́ɨhɨ-gai	kɨ́ɨhɨ-gai	k ɨ.ɨ h ɨ + g a.i	None	Boran	k ɨ.ɨ h ɨ + g a.i	23	1022 1023	Seifart2024	C V C V + C V
2334	Proto-Bora-Muinane	fire	kɨɨhɨ-gai	kɨɨhɨ-gai	k ɨ.ɨ h ɨ + g a.i	None	Boran	k ɨ.ɨ h ɨ + g a.i	23	1022 1023	Seifart2024	C V C V + C V
2778	AchuarShiwiar	fire	ji	ji	h i	None	Chicham	h i	18	1019	Fast2008	C V
3101	Juri	fire	ji	ji	h i	Martius: ignis	Ticuna-Yuri	h i	18	1019	Martius1867	C V
3581	Shuar	fire	ji	ji	h i	None	Chicham	h i	18	1019	Pellizzaro2005	C V
4210	Wampis	fire	jii	jii	h iː	None	Chicham	h iː	18	1019	Peña2023	C V
2779	AchuarShiwiar	fish	namák	namák	n a m a k	None	Chicham	n a m a k	49	1060	Fast2008	C V C V C
1421	Aguaruna	fish	namak	namak	n a m a k	None	Chicham	n a m a k	49	1060	Johansson2021	C V C V C
4803	Shuar	fish	namal	namal	n a m a k	None	Chicham	n a m a k	49	1060	Pellizzaro2005	C V C V C
4101	Wampis	fish	namak	namak	n a m a k	None	Chicham	n a m a k	49	1060	Peña2023	C V C V C
2404	Bora	five	ʦʰá-ʔohʦʰɨ́	ʦʰá-ʔohʦʰɨ́	tsʰ a + ʔ o h.tsʰ ɨ	None	Boran	tsʰ a + ʔ o h.tsʰ ɨ	73	1093 1094	Seifart2024	C V + C V C V
2405	Muinane	five	sa-ʔúse	sa-ʔúse	s a + ʔ u s e	None	Boran	s a + ʔ u s e	73	1093 1094	Seifart2024	C V + C V C V
2403	Proto-Bora-Muinane	five	sa-ʔuʦʦe	sa-ʔuʦʦe	s a + ʔ u ts.ts e	None	Boran	s a + ʔ u ts.ts e	73	1093 1094	Seifart2024	C V + C V C V
803	WitotoMinica	flower	θáɸia	θáɸia	θ a ɸ i + a	None	Huitotoan	θ a ɸ i + a	100	1129 1460	Huber2021	C V C V + V
1021	WitotoMurui	flower	θaɸia	θaɸia	θ a ɸ i + a	floursh-E.NMLZ	Huitotoan	θ a ɸ i + a	100	1129 1460	Huber2021	C V C V + V
1228	WitotoNipode	flower	tápia	tápia	t a p i + a	None	Huitotoan	t a p i + a	100	1129 1460	Huber2021	C V C V + V
2782	AchuarShiwiar	flower	yangkúr	yangkúr	j a ŋ k u r	None	Chicham	j a ŋ k u r	97	1127	Fast2008	C V C C V C
1423	Aguaruna	flower	jagkug	jagkug	j a ŋ k ʊ ŋ	None	Chicham	j a ŋ k ʊ ŋ	97	1127	Johansson2021	C V C C V C
1803	Chayahuita	flower	yanko	yanko	j a n k o	None	Cahuapanan	j a n k o -	97	1127	Johansson2021	C V C C V
3407	Shiwilu	flower	danku	danku	ð a n g u	None	Cahuapanan	ð a n g u -	97	1127	Valenzuela2012	C V C C V
3585	Shuar	flower	yankuj’	yankuj’	j a ŋ k u hˀ	None	Chicham	j a ŋ k u hˀ	97	1127	Pellizzaro2005	C V C C V C
4114	Wampis	flower	yankur	yankur	j a n k u r	None	Chicham	j a n k u r	97	1127	Peña2023	C V C C V C
898	WitotoMinica	fog	úiʤɯe	úiʤɯe	ui dʒ ɯ e	None	Huitotoan	ui dʒ ɯ e	126	1164	Huber2021	V C V V
1107	WitotoMurui	fog	uiʤɯe	uiʤɯe	ui dʒ ɯ e	None	Huitotoan	ui dʒ ɯ e	126	1164	Huber2021	V C V V
1311	WitotoNipode	fog	úɯʤɯe	úɯʤɯe	uɯ dʒ ɯ e	None	Huitotoan	uɯ dʒ ɯ e	126	1164	Huber2021	V C V V
2577	Bora	fog	ohʦʰó	ohʦʰó	h.tsʰ o	None	Boran	h.tsʰ o	121	1158	Seifart2024	C V
2578	Muinane	fog	súɨ	súɨ	s u	None	Boran	s u	121	1158	Seifart2024	C V
2576	Proto-Bora-Muinane	fog	tʦu-	tʦu-	t.ts u	None	Boran	t.ts u	121	1158	Seifart2024	C V
2784	AchuarShiwiar	fog	yurángkim	yurángkim	j u r a ŋ k i m	None	Chicham	j u r a ŋ k i m	120	1157	Fast2008	C V C V C C V C
3587	Shuar	fog	yuránkim	yuránkim	j u ɾ a ŋ k i m	None	Chicham	j u ɾ a ŋ k i m	120	1157	Pellizzaro2005	C V C V C C V C
4206	Wampis	fog	yurankim	yurankim	j u r a n k i m	None	Chicham	j u r a n k i m	120	1157	Peña2023	C V C V C C V C
58	Iquito	foot	tiitiwa	tiitiwa	t i h ia	foot (plural)	Zaparoan	- t i h ia	141	1184	Michael2022	C V C V
3912	Urarina	foot	t̪ihiá	t̪ihiá	t i h ia	None	Isolate	- t i h ia	141	1184	Peña2023	C V C V
2169	Waorani	foot	õdõwa	õdõwa	o d o w a	None	Isolate	o d o w a	141	1184	Johansson2021	V C V C V
2785	AchuarShiwiar	foot	náwẽ	náwẽ	n a w ɨ	None	Chicham	n a w ɨ	131	1175	Fast2008	C V C V
1425	Aguaruna	foot	dawɨ	dawɨ	d a w ɨ	None	Chicham	d a w ɨ	131	1175	Johansson2021	C V C V
3588	Shuar	foot	nawe	nawe	n a w ɨ	None	Chicham	n a w ɨ	131	1175	Pellizzaro2005	C V C V
4133	Wampis	foot	nawe	nawe	n a w ɨ	None	Chicham	n a w ɨ	131	1175	Peña2023	C V C V
2296	Bora	foot	htʰɯ́-ʔaá	htʰɯ́-ʔaá	h.tʰ ɯ + ʔ aː	None	Boran	h.tʰ ɯ + ʔ aː	133	1177 1178	Seifart2024	C V + C V
2297	Muinane	foot	tɨ́-ʔai	tɨ́-ʔai	t ɨ + ʔ a.i	None	Boran	t ɨ + ʔ a.i	133	1177 1178	Seifart2024	C V + C V
2295	Proto-Bora-Muinane	foot	ttɨʔaai	ttɨʔaai	t.t ɨ + ʔ aː.i	None	Boran	t.t ɨ + ʔ aː.i	133	1177 1178	Seifart2024	C V + C V
2788	AchuarShiwiar	good	péngker	péngker	p ɨ ŋ k ɨ r	None	Chicham	p ɨ ŋ k ɨ r	192	1254	Fast2008	C V C C V C
1428	Aguaruna	good	pɨgkɨg	pɨgkɨg	p ɨ ŋ k ɨ ŋ	None	Chicham	p ɨ ŋ k ɨ ŋ	192	1254	Johansson2021	C V C C V C
3592	Shuar	good	pénker	pénker	p ɨ ŋ k ɨ ɾ	None	Chicham	p ɨ ŋ k ɨ ɾ	192	1254	Pellizzaro2005	C V C C V C
4226	Wampis	good	penker	penker	p ɨ n k ɨ r	None	Chicham	p ɨ n k ɨ r	192	1254	Peña2023	C V C C V C
1565	Arabela	grass	j̃ijasokwa	j̃ijasokwa	h a s o kʷ a	None	Zaparoan	h a s o kʷ a	217	1283	Johansson2021	C V C V C V
63	Iquito	grass	iyásììka	iyásììka	j a s iː k a	None	Zaparoan	j a s iː k a	217	1283	Michael2022	C V C V C V
4695	Zaparo	grass	yawsuka	yawsuka	j au s u k a	None	Zaparoan	j au s u k a	217	1283	Beier2014	C V C V C V
2789	AchuarShiwiar	grass	nupá̃ã	nupá̃ã	n u p aː	None	Chicham	n u p aː	216	1282	Fast2008	C V C V
1429	Aguaruna	grass	dupa	dupa	d ʊ p a	None	Chicham	d ʊ p a	216	1282	Johansson2021	C V C V
4115	Wampis	grass	nupa	nupa	n u p a	None	Chicham	n u p a	216	1282	Peña2023	C V C V
2392	Bora	grass	ʦʰóhkʰómɯ-hɨ	ʦʰóhkʰómɯ-hɨ	tsʰ o h.kʰ o m ɯ + h ɨ	None	Boran	tsʰ o h.kʰ o m ɯ + h ɨ	218	1284 1285	Seifart2024	C V C V C V + C V
2393	Muinane	grass	súkkume-he	súkkume-he	s u k.k u m e + h e	None	Boran	s u k.k u m e + h e	218	1284 1285	Seifart2024	C V C V C V + C V
2391	Proto-Bora-Muinane	grass	ʦukkume-he	ʦukkume-he	ts u k.k u m e + h e	None	Boran	ts u k.k u m e + h e	218	1284 1285	Seifart2024	C V C V C V + C V
879	WitotoMinica	green	mókorede	mókorede	m o k o + ɾ e + d e	None	Huitotoan	m o k o + ɾ e + d e	259	1333 1322 1327	Huber2021	C V C V + C V + C V
1092	WitotoMurui	green	mokorede	mokorede	m o k o + r e + d e	None	Huitotoan	m o k o + r e + d e	259	1333 1322 1327	Huber2021	C V C V + C V + C V
1298	WitotoNipode	green	mókorede	mókorede	m o k o + ɾ e + d e	None	Huitotoan	m o k o + ɾ e + d e	259	1333 1322 1327	Huber2021	C V C V + C V + C V
2791	AchuarShiwiar	green	samék	samék	s a m ɨ k	light green	Chicham	s a m ɨ k	241	1315	Fast2008	C V C V C
1431	Aguaruna	green	samɨkbau	samɨkmau	s a m ɨ k	None	Chicham	s a m ɨ k	241	1315	Johansson2021	C V C V C
3594	Shuar	green	sámek	sámek	s a m ɨ k	None	Chicham	s a m ɨ k	241	1315	Pellizzaro2005	C V C V C
4216	Wampis	green	samek	samek	s a m ɨ k	None	Chicham	s a m ɨ k	241	1315	Peña2023	C V C V C
2792	AchuarShiwiar	guts	ampúj	ampúj	a m p u h	None	Chicham	a m p u h -	264	1346	Fast2008	V C C V C
4824	Aguaruna	guts	ampu	ampu	a m p u	None	Chicham	a m p u - -	264	1346	Overall2007	V C C V
3595	Shuar	guts	ámpuje	ámpuje	a m p u h ɨ	None	Chicham	a m p u h ɨ	264	1346	Pellizzaro2005	V C C V C V
4138	Wampis	guts	ampuj	ampuj	a m p u h	None	Chicham	a m p u h -	264	1346	Peña2023	V C C V C
2793	AchuarShiwiar	hair	intásh	intásh	i n t a ʃ	None	Chicham	i n t a ʃ	270	1354	Fast2008	V C C V C
1432	Aguaruna	hair	intaʃ	intaʃ	i n t a ʃ	None	Chicham	i n t a ʃ	270	1354	Johansson2021	V C C V C
3416	Shiwilu	hair	enchek	enchek	ə n dʒ ə ˀk	None	Cahuapanan	ə n dʒ ə ˀk	270	1354	Valenzuela2012	V C C V C
3596	Shuar	hair	intiash’	intiash’	i n tʲ a ʃˀ	None	Chicham	i n tʲ a ʃˀ	270	1354	Pellizzaro2005	V C C V C
4125	Wampis	hair	intash	intash	i n t a ʃ	None	Chicham	i n t a ʃ	270	1354	Peña2023	V C C V C
763	WitotoMinica	hand	ónoɯ	ónoɯ	o n o + ɯ	None	Huitotoan	o n o + ɯ	308	1395 1496	Huber2021	V C V + V
980	WitotoMurui	hand	onoɯ	onoɯ	o n o + ɯ	None	Huitotoan	o n o + ɯ	308	1395 1496	Huber2021	V C V + V
1189	WitotoNipode	hand	ónoɯ	ónoɯ	o n o + ɯ	None	Huitotoan	o n o + ɯ	308	1395 1496	Huber2021	V C V + V
2794	AchuarShiwiar	hand	ũwé̃j	ũwé̃j	u w ɨ h	None	Chicham	u w ɨ h -	300	1389	Fast2008	V C V C
1433	Aguaruna	hand	uwɨh	uwɨh	ʊ w ɨ h	None	Chicham	ʊ w ɨ h -	300	1389	Johansson2021	V C V C
3597	Shuar	hand	eweje	eweje	ɨ w ɨ h ɨ	None	Chicham	ɨ w ɨ h ɨ	300	1389	Pellizzaro2005	V C V C V
4135	Wampis	hand	ewej	ewej	ɨ w ɨ h	Also uwej	Chicham	ɨ w ɨ h -	300	1389	Peña2023	V C V C
2293	Bora	hand	ʔóhʦʰɨɨ́	ʔóhʦʰɨɨ́	ʔ o h.tsʰ ɨː	None	Boran	ʔ o h.tsʰ ɨː	302	1390	Seifart2024	C V C V
2294	Muinane	hand	úse	úse	u s e	None	Boran	- u s e	302	1390	Seifart2024	V C V
2292	Proto-Bora-Muinane	hand	ʔutʦe	ʔutʦe	ʔ u t.ts e	None	Boran	ʔ u t.ts e	302	1390	Seifart2024	C V C V
2414	Bora	he	áánɯɯ́	áánɯɯ́	aː + n ɯ.ɯ	None	Boran	aː + n ɯ.ɯ	350	1439 1434	Seifart2024	V + C V
2416	Muinane	he	áháanɨ	áháanɨ	a.h.aː + n ɨ	None	Boran	a.h.aː + n ɨ	350	1439 1434	Seifart2024	V + C V
2412	Proto-Bora-Muinane	he	aa-nɨɨ	aa-nɨɨ	aː + n ɨ.ɨ	None	Boran	aː + n ɨ.ɨ	350	1439 1434	Seifart2024	V + C V
2415	Bora	he	tií-pʲe	tií-pʲe	t iː + pʲ ɛ	None	Boran	t iː + pʲ ɛ	353	1440 1442	Seifart2024	C V + C V
2417	Muinane	he	díi-bo	díi-bo	d iː + b o	None	Boran	d iː + b o	353	1440 1442	Seifart2024	C V + C V
2413	Proto-Bora-Muinane	he	dii-bo	dii-bo	d iː + b o	None	Boran	d iː + b o	353	1440 1442	Seifart2024	C V + C V
2795	AchuarShiwiar	he	ni,áu	ni	n i	None	Chicham	n i	343	1434	Fast2008	C V
4826	Aguaruna	he	nĩĩ	nĩĩ	n i.i	None	Chicham	n i.i	343	1434	Overall2007	C V
4825	Shuar	he	nĩi	nĩi	n i.i	interchangable with /au/ (Saad 2014).	Chicham	n i.i	343	1434	Saad2014	C V
4058	Wampis	he	ni	ni	n i	None	Chicham	n i	343	1434	Peña2023	C V
4330	Yagua	he	ni	ni	n i	None	Peba-Yagua	n i	343	1434	Gonzales2023	C V
4540	Yanesha	he	ɲa	ɲa	ɲ a	None	Arawakan	ɲ a	343	1434	Peña2024	C V
2939	Andoa	head	anaká	anaká	a n a k a	None	Zaparoan	a n a k a	363	1465	Michael2009	V C V C V
1570	Arabela	head	naka	naka	n a k a	None	Zaparoan	- n a k a	363	1465	Johansson2021	C V C V
68	Iquito	head	ánaka	ánaka	a n a k a	head	Zaparoan	a n a k a	363	1465	Michael2022	V C V C V
4701	Zaparo	head	anaka	anaka	a n a k a	None	Zaparoan	a n a k a	363	1465	Beier2014	V C V C V
2797	AchuarShiwiar	head	múuk	múuk	m uː k	None	Chicham	m uː k -	362	1464	Fast2008	C V C
1434	Aguaruna	head	buuk	buuk	b ʊː k	None	Chicham	b ʊː k -	362	1464	Johansson2021	C V C
3599	Shuar	head	múuka	múuka	m uː k a	None	Chicham	m uː k a	362	1464	Pellizzaro2005	C V C V
4126	Wampis	head	muuke	muuka	m uː k a	'head' is muuka - muuke 'head/3poss'	Chicham	m uː k a	362	1464	Peña2023	C V C V
1698	Candoshi-Shapra	head	mootʃo	mootʃo	m oː tʃ o	None	Isolate	m oː tʃ o -	365	1467	Johansson2021	C V C V
1814	Chayahuita	head	motoʔ	motoʔ	m o t o ʔ	None	Cahuapanan	m o t o ʔ	365	1467	Johansson2021	C V C V C
3418	Shiwilu	head	mutu’	mutu’	m u t u ʔ	None	Cahuapanan	m u t u ʔ	365	1467	Valenzuela2012	C V C V C
2284	Bora	head	nííkʷa-ɯ	nííkʷa-ɯ	n i.i kʷ a + ɯ	None	Boran	n i.i kʷ a + ɯ	364	1465 1466	Seifart2024	C V C V + V
2285	Muinane	head	níga-ɨ	níga-ɨ	n i g a + ɨ	None	Boran	n i g a + ɨ	364	1465 1466	Seifart2024	C V C V + V
2283	Proto-Bora-Muinane	head	niga-ɨ	niga-ɨ	n i g a + ɨ	None	Boran	n i g a + ɨ	364	1465 1466	Seifart2024	C V C V + V
768	WitotoMinica	heart	komékɯ	komékɯ	k o m e + k ɯ	None	Huitotoan	k o m e + k ɯ	409	1525 1530	Huber2021	C V C V + C V
986	WitotoMurui	heart	komekɯ	komekɯ	k o m e + k ɯ	heart-CLF:ROUND	Huitotoan	k o m e + k ɯ	409	1525 1530	Huber2021	C V C V + C V
1194	WitotoNipode	heart	komékɯ	komékɯ	k o m e + k ɯ	None	Huitotoan	k o m e + k ɯ	409	1525 1530	Huber2021	C V C V + C V
2799	AchuarShiwiar	heart	nintí	nintí	n i n + t i	Phonological alternation: inintí	Chicham	- n i n + t i	395	1507 757	Fast2008	C V C + C V
1436	Aguaruna	heart	anɨntai	anɨntai	a n ɨ n + t ɛi	'think about' + 'nominalizer'	Chicham	a n ɨ n + t ɛi	395	1507 757	Johansson2021	V C V C + C V
3601	Shuar	heart	anentái	anentái	a n ɨ n + t e.i	None	Chicham	a n ɨ n + t e.i	395	1507 757	Pellizzaro2005	V C V C + C V
4141	Wampis	heart	anentai	anentai	a n ɨ n + t a.i	Lexicaliezed from anen 'think about' + tai 'nominalizer'	Chicham	a n ɨ n + t a.i	395	1507 757	Peña2023	V C V C + C V
2305	Bora	heart	ɨ́ɨ́pɯ-ɯ	ɨ́ɨ́pɯ-ɯ	ɨ.ɨ p ɯ + ɯ	None	Boran	- ɨ.ɨ p ɯ + ɯ	397	1509 1510	Seifart2024	V C V + V
2306	Muinane	heart	héebɨ-ɨ	héebɨ-ɨ	h e.e b ɨ + ɨ	None	Boran	h e.e b ɨ + ɨ	397	1509 1510	Seifart2024	C V C V + V
2304	Proto-Bora-Muinane	heart	heebɨ-ɨ	heebɨ-ɨ	h e.e b ɨ + ɨ	None	Boran	h e.e b ɨ + ɨ	397	1509 1510	Seifart2024	C V C V + V
1573	Arabela	heavy	niikwia	niikwia	n iː k ia	None	Zaparoan	- n iː k ia	423	1541	Johansson2021	C V C V
71	Iquito	heavy	iinana	iinana	iː n a n a	heavy	Zaparoan	iː n a n a	423	1541	Michael2022	V C V C V
4704	Zaparo	heavy	inyaka	inyaka	i ɲ a k a	None	Zaparoan	i ɲ a k a	423	1541	Beier2014	V C V C V
927	WitotoMinica	heavy	mérede	mérede	m e + ɾ e + d e	None	Huitotoan	m e + ɾ e + d e	431	1550 1519 1532	Huber2021	C V + C V + C V
1134	WitotoMurui	heavy	merede	merede	m e + r e + d e	None	Huitotoan	m e + r e + d e	431	1550 1519 1532	Huber2021	C V + C V + C V
1339	WitotoNipode	heavy	mérede	mérede	m e + ɾ e + d e	None	Huitotoan	m e + ɾ e + d e	431	1550 1519 1532	Huber2021	C V + C V + C V
2800	AchuarShiwiar	heavy	kíjin	kíjin	k i h i n	Because of order of the entries: méram	Chicham	k i h i n	422	1540	Fast2008	C V C V C
1437	Aguaruna	heavy	kihin	kihin	k i h i n	None	Chicham	k i h i n	422	1540	Johansson2021	C V C V C
1817	Chayahuita	heavy	kɨkɨn	kɨkɨn	k ɨ k ɨ n	None	Cahuapanan	k ɨ k ɨ n	422	1540	Johansson2021	C V C V C
4805	Shuar	heavy	kijín	kijín	k i h i n	None	Chicham	k i h i n	422	1540	Pellizzaro2005	C V C V C
