ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SUBGROUP	ALIGNMENT	COGID	COGIDS	SOURCE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES
3039	Canichana	we	ohexxalxina	ohexxalxina	o h e h h a l h i n a	None	Isolate	o h e h h a l h i n a	2956	5017	Crevels2012	7 3 7 3 3 7 5 3 7 4 7	XBYMBYMBYBZ	UHEHHALHINA	7	7.U.V 7.H.C 7.E.V 7.H.c 7.H.C 7.A.V 7.L.c 7.H.C 7.I.V 7.N.C 7.A.V	1.5 1.75 1.3 1.1 1.75 1.3 1.1 1.75 1.3 1.75 0.8	ohehhalhina	0
3130	Juri	we	too	too	t o o	Martius: nos	Ticuna-Yuri	t o o	2958	5019	Martius1867	1 7 7	AXZ	TUU	12	12.T.C 12.U.V 12.U.V	2.0 1.5 0.8	too	0
3520	Shiwilu	we	kenmu’wa’	kenmu’wa’	kˀ ə n m u ʔ w a ʔ	inclusive form	Cahuapanan	kˀ ə n m u ʔ w a ʔ	2961	5022	Valenzuela2012	1 7 4 4 7 1 6 7 1	AXMBYBCYN	KENMYHWAH	21	21.K.C 21.E.V 21.N.c 21.M.C 21.Y.V 21.H.C 21.W.C 21.A.V 21.H.c	2.0 1.5 1.1 1.75 1.3 1.75 1.5 1.3 0.8	kˀənmuʔwaʔ	0
3521	Shiwilu	we	kuda	kuda	k u ð a	exclusive form	Cahuapanan	k u ð a	2967	5029	Valenzuela2012	1 7 3 7	AXBZ	KYDA	21	21.K.C 21.Y.V 21.D.C 21.A.V	2.0 1.5 1.75 0.8	kuða	0
3702	Shuar	we	li	li	iː	None	Chicham	iː	2954	5015	Pellizzaro2005	7	X	I	22	22.I.V	1.5	iː	0
4005	Urarina	we	kan̪ãkaán̪ã	kan̪ãkaán̪ã	k a n a k a a n a	None	Isolate	k a n a k a a n a	2962	5024	Peña2023	1 7 4 7 1 7 7 4 7	AXBYBYYBZ	KANAKAANA	26	26.K.C 26.A.V 26.N.C 26.A.V 26.K.C 26.A.V 26.A.V 26.N.C 26.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.3 1.75 0.8	kanakaana	0
4059	Wampis	we	ii	ii	iː	None	Chicham	iː	2954	5015	Peña2023	7	X	I	27	27.I.V	1.5	iː	0
4332	Yagua	we	ju̠	ju̠	h !ũ/u	None	Peba-Yagua	h !ũ/u	2963	5025	Gonzales2023	3 7	AX	HY	32	32.H.C 32.Y.V	2.0 1.5	h!ũ/u	0
4542	Yanesha	we	ja	ja	j a	None	Arawakan	j a	2964	5026	Peña2024	6 7	AX	JA	34	34.J.C 34.A.V	2.0 1.5	ja	0
4783	Zaparo	we	kanaha	kanaha	k a n a h a	exclusive. Short form: kana=	Zaparoan	k a n a h a	2957	5018	Beier2014	1 7 4 7 3 7	AXBYBZ	KANAHA	35	35.K.C 35.A.V 35.N.C 35.A.V 35.H.C 35.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kanaha	0
4784	Zaparo	we	pɨaka	pɨaka	p ɨ a k a	inclusive. Short form: pa=	Zaparoan	p ɨ ( a k a )	2965	5027	Beier2014	1 7 7 1 7	AXYBZ	PIAKA	35	35.P.C 35.I.V 35.A.V 35.K.C 35.A.V	2.0 1.5 1.3 1.75 0.8	pɨaka	0
4965	Aguaruna	we	ii	ii	iː	definite	Chicham	iː	2954	5015	Overall2007	7	X	I	2	2.I.V	1.5	iː	0
4966	Aguaruna	we	hutii	hutii	h u t iː	indefinite	Chicham	h u t iː	297	1384	Overall2007	3 7 1 7	AXBZ	HYTI	2	2.H.C 2.Y.V 2.T.C 2.I.V	2.0 1.5 1.75 0.8	hutiː	0
4967	Wampis	we	hutí	hutí	h u t !í/i	None	Chicham	h u t !í/i	297	1384	Peña2015	3 7 1 7	AXBZ	HYTI	27	27.H.C 27.Y.V 27.T.C 27.I.V	2.0 1.5 1.75 0.8	hut!í/i	0
179	Iquito	wet	pikana	pikana	p i k a n a	wet	Zaparoan	p i k a n a	886	211	Michael2022	1 7 1 7 4 7	AXBYBZ	PIKANA	11	11.P.C 11.I.V 11.K.C 11.A.V 11.N.C 11.A.V	2.0 1.5 1.75 1.3 1.75 0.8	pikana	0
518	Ocaina	wet	hááhi	hááhi	h aː h i	None	Huitotoan	h aː h i	2977	5055	Huber2021	3 7 3 7	AXBZ	HAHI	16	16.H.C 16.A.V 16.H.C 16.I.V	2.0 1.5 1.75 0.8	haːhi	1
695	Resigaro	wet	patsʰánuʔ	patsʰánuʔ	p a tsʰ a n u ʔ	None	Arawakan	p a tsʰ a n u ʔ	2979	5057	Huber2021	1 7 2 7 4 7 1	AXBYBYN	PACANYH	20	20.P.C 20.A.V 20.C.C 20.A.V 20.N.C 20.Y.V 20.H.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	patsʰanuʔ	0
901	WitotoMinica	wet	rɯáide	rɯáide	ɾ ɯ a i + d e	None	Huitotoan	ɾ ɯ a i + d e	2985	5063 1910	Huber2021	5 7 7 7 9 1 7	AXYZ_AX	RIAI_TE	29	29.R.C 29.I.V 29.A.V 29.I.V 29._._ 29.T.C 29.E.V	2.0 1.5 1.3 0.8 0.0 2.0 1.5	ɾɯai+de	0
1110	WitotoMurui	wet	ɯnorede	ɯnorede	ɯ n o + r e + d e	None	Huitotoan	ɯ n o + r e + d e	2986	5064 1911 1910	Huber2021	7 4 7 9 5 7 9 1 7	XBZ_AX_AX	INU_RE_TE	30	30.I.V 30.N.C 30.U.V 30._._ 30.R.C 30.E.V 30._._ 30.T.C 30.E.V	1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5	ɯno+re+de	0
1314	WitotoNipode	wet	ɯnórede	ɯnórede	ɯ n o + ɾ e + d e	None	Huitotoan	ɯ n o + ɾ e + d e	2986	5064 1911 1910	Huber2021	7 4 7 9 5 7 9 1 7	XBZ_AX_AX	INU_RE_TE	31	31.I.V 31.N.C 31.U.V 31._._ 31.R.C 31.E.V 31._._ 31.T.C 31.E.V	1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5	ɯno+ɾe+de	0
1510	Aguaruna	wet	tʃupihu	tʃupihu	tʃ ʊ p i + h ʊ	None	Chicham	tʃ ʊ p i	2969	5049	Johansson2021	1 7 1 7 9 3 7	AXBZ_AX	TYPI_HY	2	2.T.C 2.Y.V 2.P.C 2.I.V 2._._ 2.H.C 2.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	tʃʊpi+hʊ	0
1644	Arabela	wet	pikwiikwia	pikwiikwia	p i k iː k i a	None	Zaparoan	p i k iː k i a	2971	5050	Johansson2021	1 7 1 7 1 7 7	AXBYBYZ	PIKIKIA	4	4.P.C 4.I.V 4.K.C 4.I.V 4.K.C 4.I.V 4.A.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	pikiːkia	0
1885	Chayahuita	wet	ʃipiɾin	ʃipiɾin	ʃ i p i ɾ i n	None	Cahuapanan	ʃ i p i ɾ i n	2975	5052	Johansson2021	3 7 1 7 5 7 4	AXBYBYN	SIPIRIN	8	8.S.C 8.I.V 8.P.C 8.I.V 8.R.C 8.I.V 8.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ʃipiɾin	0
2007	Muniche	wet	çaju	çaju	ç a j u	None	Isolate	ç a j u	2976	5054	Johansson2021	3 7 6 7	AXBZ	SAJY	15	15.S.C 15.A.V 15.J.C 15.Y.V	2.0 1.5 1.75 0.8	çaju	0
2117	Taushiro	wet	itʃuntunoʔ	itʃuntunoʔ	i tʃ u n t u n o ʔ	None	Isolate	i tʃ u n t u n o ʔ	2981	5059	Johansson2021	7 1 7 4 1 7 4 7 1	XBYMBYBYN	ITYNTYNUH	23	23.I.V 23.T.C 23.Y.V 23.N.c 23.T.C 23.Y.V 23.N.C 23.U.V 23.H.c	1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 0.8	itʃuntunoʔ	0
2251	Waorani	wet	a_beĩ	a_beĩ	a + b e i	None	Isolate	a + b e i	2984	5061 5062	Johansson2021	7 9 1 7 7	X_AXZ	A_PEI	28	28.A.V 28._._ 28.P.C 28.E.V 28.I.V	1.5 0.0 2.0 1.5 0.8	a+bei	0
2585	Proto-Bora-Muinane	wet	peepai-no	peepai-no	p e e p a i + n o	None	Boran	p e.e p a.i + n o	2978	5056 5053	Seifart2024	1 7 7 1 7 7 9 4 7	AXYBYZ_AX	PEEPAI_NU	19	19.P.C 19.E.V 19.E.V 19.P.C 19.A.V 19.I.V 19._._ 19.N.C 19.U.V	2.0 1.5 1.3 1.75 1.3 0.8 0.0 2.0 1.5	peepai+no	0
2586	Proto-Bora-Muinane	wet	maa-	maa-	m a a	None	Boran	m a - a	2972	5051	Seifart2024	4 7 7	AXZ	MAA	19	19.M.C 19.A.V 19.A.V	2.0 1.5 0.8	maa	0
2587	Bora	wet	mahááβe	mahááβe	m a h a + a β ɛ	/:ve/ 'become'	Boran	m a h a + a β ɛ	2973	5051 1909	Seifart2024	4 7 3 7 9 7 3 7	AXBZ_XBZ	MAHA_ABE	5	5.M.C 5.A.V 5.H.C 5.A.V 5._._ 5.A.V 5.B.C 5.E.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 0.8	maha+aβɛ	0
2588	Bora	wet	pʰɨ́ɨ́pʰá-ɲe	pʰɨ́ɨ́pʰá-ɲe	pʰ ɨ ɨ pʰ a + ɲ ɛ	None	Boran	pʰ ɨ.ɨ pʰ a + ɲ ɛ	2978	5056 5053	Seifart2024	1 7 7 1 7 9 4 7	AXYBZ_AX	PIIPA_NE	5	5.P.C 5.I.V 5.I.V 5.P.C 5.A.V 5._._ 5.N.C 5.E.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5	pʰɨɨpʰa+ɲɛ	0
2589	Muinane	wet	mááɲo	mááɲo	m a a + ɲ o	None	Boran	m a - a + ɲ o	2974	5051 5053	Seifart2024	4 7 7 9 4 7	AXZ_AX	MAA_NU	14	14.M.C 14.A.V 14.A.V 14._._ 14.N.C 14.U.V	2.0 1.5 0.8 0.0 2.0 1.5	maa+ɲo	0
2590	Muinane	wet	ɸééɸa-ɲo	ɸééɸa-ɲo	ɸ e e ɸ a + ɲ o	None	Boran	ɸ e.e ɸ a + ɲ o	2978	5056 5053	Seifart2024	3 7 7 3 7 9 4 7	AXYBZ_AX	BEEBA_NU	14	14.B.C 14.E.V 14.E.V 14.B.C 14.A.V 14._._ 14.N.C 14.U.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5	ɸeeɸa+ɲo	0
2908	AchuarShiwiar	wet	chúpit	chúpit	tʃ u p i + t	None	Chicham	tʃ u p i	2969	5049	Fast2008	1 7 1 7 9 1	AXBZ_A	TYPI_T	1	1.T.C 1.Y.V 1.P.C 1.I.V 1._._ 1.T.C	2.0 1.5 1.75 0.8 0.0 2.0	tʃupi+t	0
3703	Shuar	wet	jiniárma	jiniárma	h i nʲ a + ɾ + m a	None	Chicham	h i nʲ a + ɾ + m a	298	1386 1387 1385	Pellizzaro2005	3 7 4 7 9 5 9 4 7	AXBZ_A_AX	HINA_R_MA	22	22.H.C 22.I.V 22.N.C 22.A.V 22._._ 22.R.C 22._._ 22.M.C 22.A.V	2.0 1.5 1.75 0.8 0.0 2.0 0.0 2.0 1.5	hinʲa+ɾ+ma	0
3936	Urarina	wet	s̪eʰt̪eẽ́t̪i	s̪eʰt̪eẽ́t̪i	s e̤ t e e t i	None	Isolate	s e̤ t e e t i	2983	5060	Peña2023	3 7 1 7 7 1 7	AXBYYBZ	SETEETI	26	26.S.C 26.E.V 26.T.C 26.E.V 26.E.V 26.T.C 26.I.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	se̤teeti	0
4234	Wampis	wet	jinaru	chupiru	tʃ u p i + r + u	chupi 'get wet', -r 'distributive action, -u nominalizer	Chicham	tʃ u p i + r + u	2980	5058 1387 1388	Peña2023	1 7 1 7 9 5 9 7	AXBZ_A_X	TYPI_R_Y	27	27.T.C 27.Y.V 27.P.C 27.I.V 27._._ 27.R.C 27._._ 27.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 0.0 1.5	tʃupi+r+u	0
4397	Yagua	wet	apadi	apadi	a p a d i	None	Peba-Yagua	a p a d i	2987	5065	Gonzales2023	7 1 7 1 7	XBYBZ	APATI	32	32.A.V 32.P.C 32.A.V 32.T.C 32.I.V	1.5 1.75 1.3 1.75 0.8	apadi	0
4613	Yanesha	wet	poreˀ	poreˀ	p o ɾ eˀ	None	Arawakan	p o ɾ eˀ	2988	5066	Peña2024	1 7 5 7	AXBZ	PURE	34	34.P.C 34.U.V 34.R.C 34.E.V	2.0 1.5 1.75 0.8	poɾeˀ	0
4785	Zaparo	wet	tsutuka	tsutuka	ts u t u k a	None	Zaparoan	ts u t u k a	2989	5067	Beier2014	2 7 1 7 1 7	AXBYBZ	CYTYKA	35	35.C.C 35.Y.V 35.T.C 35.Y.V 35.K.C 35.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tsutuka	0
4968	Wampis	wet	jinaru	jinaru	h i n a + r + u	None	Chicham	h i n a + r + u	299	1386 1387 1388	Peña2023	3 7 4 7 9 5 9 7	AXBZ_A_X	HINA_R_Y	27	27.H.C 27.I.V 27.N.C 27.A.V 27._._ 27.R.C 27._._ 27.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 0.0 1.5	hina+r+u	0
180	Iquito	what?	saakaa	saakaa	!s/k aː !k/s aː	what	Zaparoan	!s/k aː !k/s aː	2993	5080	Michael2022	1 7 3 7	AXBZ	KASA	11	11.K.C 11.A.V 11.S.C 11.A.V	2.0 1.5 1.75 0.8	!s/kaː!k/saː	0
309	Ticuna	what?	åkǘ	åkǘ	a k ɯ	what/who? (ns)	Ticuna-Yuri	- - a k ɯ	3000	5087	Bertet2020	7 1 7	XBZ	AKI	25	25.A.V 25.K.C 25.I.V	1.5 1.75 0.8	akɯ	0
310	Ticuna	what?	tèʼe̋	tèʼe̋	t e ʔ e	what/who? (s)	Ticuna-Yuri	t e ʔ e	3008	5095	Bertet2020	1 7 1 7	AXBZ	TEHE	25	25.T.C 25.E.V 25.H.C 25.E.V	2.0 1.5 1.75 0.8	teʔe	0
311	Ticuna	what?	tèʼè	tèʼè	t e ʔ e	what/who? (f/m)	Ticuna-Yuri	t e ʔ e	3008	5095	Bertet2020	1 7 1 7	AXBZ	TEHE	25	25.T.C 25.E.V 25.H.C 25.E.V	2.0 1.5 1.75 0.8	teʔe	1
312	Ticuna	what?	tṵ̈ákǘ	tṵ̈ákǘ	t ɯ a k ɯ	what? (ns)	Ticuna-Yuri	t ɯ a k ɯ	3000	5087	Bertet2020	1 7 7 1 7	AXYBZ	TIAKI	25	25.T.C 25.I.V 25.A.V 25.K.C 25.I.V	2.0 1.5 1.3 1.75 0.8	tɯakɯ	0
447	Ocaina	what?	dzoʔ	dzoʔ	dz o ʔ	None	Huitotoan	dz o ʔ	2996	5083	Huber2021	2 7 1	AXN	CUH	16	16.C.C 16.U.V 16.H.c	2.0 1.5 0.8	dzoʔ	0
655	Resigaro	what?	kóoní	kóoní	k oː n i	None	Arawakan	k oː n i	2998	5085	Huber2021	1 7 4 7	AXBZ	KUNI	20	20.K.C 20.U.V 20.N.C 20.I.V	2.0 1.5 1.75 0.8	koːni	0
842	WitotoMinica	what?	mɯnɯ́ka	mɯnɯ́ka	m ɯ n ɯ k a	?	Huitotoan	m ɯ n ɯ k a	3004	5090	Huber2021	4 7 4 7 1 7	AXBYBZ	MINIKA	29	29.M.C 29.I.V 29.N.C 29.I.V 29.K.C 29.A.V	2.0 1.5 1.75 1.3 1.75 0.8	mɯnɯka	0
1058	WitotoMurui	what?	bue	bue	b u + e	Q1-CLF:G	Huitotoan	b u + e	3023	5118 1914	Huber2021	1 7 9 7	AX_X	PY_E	30	30.P.C 30.Y.V 30._._ 30.E.V	2.0 1.5 0.0 1.5	bu+e	0
1264	WitotoNipode	what?	nɯpóde	nɯpóde	n ɯ p o d e	?	Huitotoan	n ɯ p o d e	3005	5092	Huber2021	4 7 1 7 1 7	AXBYBZ	NIPUTE	31	31.N.C 31.I.V 31.P.C 31.U.V 31.T.C 31.E.V	2.0 1.5 1.75 1.3 1.75 0.8	nɯpode	0
1511	Aguaruna	what?	wahi	wahi	w a h i	None	Chicham	w a h i	2991	5079	Johansson2021	6 7 3 7	AXBZ	WAHI	2	2.W.C 2.A.V 2.H.C 2.I.V	2.0 1.5 1.75 0.8	wahi	0
1645	Arabela	what?	kasaa	kasaa	k a s aː	None	Zaparoan	k a s aː	2993	5080	Johansson2021	1 7 3 7	AXBZ	KASA	4	4.K.C 4.A.V 4.S.C 4.A.V	2.0 1.5 1.75 0.8	kasaː	1
1757	Candoshi-Shapra	what?	maja	maja	m a j a	None	Isolate	m a j a	2994	5081	Johansson2021	4 7 6 7	AXBZ	MAJA	6	6.M.C 6.A.V 6.J.C 6.A.V	2.0 1.5 1.75 0.8	maja	0
1886	Chayahuita	what?	maʔtaʔ	maʔtaʔ	m a ʔ t a ʔ	None	Cahuapanan	m a ʔ t a ʔ	894	212	Johansson2021	4 7 1 1 7 1	AXMBYN	MAHTAH	8	8.M.C 8.A.V 8.H.c 8.T.C 8.A.V 8.H.c	2.0 1.5 1.1 1.75 1.3 0.8	maʔtaʔ	0
2008	Muniche	what?	tiʔku	tiʔku	t i ʔ k u	None	Isolate	t i ʔ k u	2997	5084	Johansson2021	1 7 1 1 7	AXMBZ	TIHKY	15	15.T.C 15.I.V 15.H.c 15.K.C 15.Y.V	2.0 1.5 1.1 1.75 0.8	tiʔku	0
2118	Taushiro	what?	antuʔhan	antuʔhan	a n t u ʔ h a n	None	Isolate	a n t u ʔ h a n	2999	5086	Johansson2021	7 4 1 7 1 3 7 4	XMBYBCYN	ANTYHHAN	23	23.A.V 23.N.c 23.T.C 23.Y.V 23.H.C 23.H.C 23.A.V 23.N.c	1.5 1.1 1.75 1.3 1.75 1.5 1.3 0.8	antuʔhan	0
2252	Waorani	what?	kĩdõ	kĩdõ	k i d o	None	Isolate	k i d o	3002	5089	Johansson2021	1 7 1 7	AXBZ	KITU	28	28.K.C 28.I.V 28.T.C 28.U.V	2.0 1.5 1.75 0.8	kido	0
2909	AchuarShiwiar	what?	warí	warí	w a r i	None	Chicham	w a r i	2991	5079	Fast2008	6 7 5 7	AXBZ	WARI	1	1.W.C 1.A.V 1.R.C 1.I.V	2.0 1.5 1.75 0.8	wari	0
3040	Canichana	what?	emta	emta	e m t a	None	Isolate	e m t a	2995	5082	Crevels2012	7 4 1 7	XMBZ	EMTA	7	7.E.V 7.M.c 7.T.C 7.A.V	1.5 1.1 1.75 0.8	emta	0
3522	Shiwilu	what?	ma’	ma’	m a ʔ	None	Cahuapanan	m a ʔ - - -	894	212	Valenzuela2012	4 7 1	AXN	MAH	21	21.M.C 21.A.V 21.H.c	2.0 1.5 0.8	maʔ	1
3704	Shuar	what?	warí	warí	w a ɾ i	None	Chicham	w a ɾ i	2991	5079	Pellizzaro2005	6 7 5 7	AXBZ	WARI	22	22.W.C 22.A.V 22.R.C 22.I.V	2.0 1.5 1.75 0.8	waɾi	0
3924	Urarina	what?	dʒa; dʒahé	dʒa	dʒ a	None	Isolate	dʒ a	3001	5088	Peña2023	1 7	AX	TA	26	26.T.C 26.A.V	2.0 1.5	dʒa	0
3925	Urarina	what?	dʒa; dʒahé	dʒahé	dʒ a h e	None	Isolate	dʒ a h e	905	213	Peña2023	1 7 3 7	AXBZ	TAHE	26	26.T.C 26.A.V 26.H.C 26.E.V	2.0 1.5 1.75 0.8	dʒahe	0
4067	Wampis	what?	wari	wari	w a r i	None	Chicham	w a r i	2991	5079	Peña2023	6 7 5 7	AXBZ	WARI	27	27.W.C 27.A.V 27.R.C 27.I.V	2.0 1.5 1.75 0.8	wari	0
4336	Yagua	what?	ta̠ra	ta̠ra	t !ã/a r a	None	Peba-Yagua	t !ã/a r a	3006	5093	Gonzales2023	1 7 5 7	AXBZ	TARA	32	32.T.C 32.A.V 32.R.C 32.A.V	2.0 1.5 1.75 0.8	t!ã/ara	0
4545	Yanesha	what?	esoˀt	esoˀt	e s oˀ t	None	Arawakan	e s oˀ t	3007	5094	Peña2024	7 3 7 1	XBYN	ESUT	34	34.E.V 34.S.C 34.U.V 34.T.c	1.5 1.75 1.3 0.8	esoˀt	0
4786	Zaparo	what?	katsaka	katsaka	k a ts a k a	None	Zaparoan	k a ts a.k.a	2993	5080	Beier2014	1 7 2 7 1 7	AXBYBZ	KACAKA	35	35.K.C 35.A.V 35.C.C 35.A.V 35.K.C 35.A.V	2.0 1.5 1.75 1.3 1.75 0.8	katsaka	0
181	Iquito	when?	jɨɨ́tikari	jɨɨ́tikari	h ɨː t i k a r i	when	Zaparoan	( h ɨː t i ) k a r i	3012	5108	Michael2022	3 7 1 7 1 7 5 7	AXBYBYBZ	HITIKARI	11	11.H.C 11.I.V 11.T.C 11.I.V 11.K.C 11.A.V 11.R.C 11.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	hɨːtikari	0
313	Ticuna	when?	ñùʼgù	ñùʼgù	ɲ u ʔ g u	when?	Ticuna-Yuri	ɲ u ʔ g u	3016	5111	Bertet2020	4 7 1 1 7	AXMBZ	NYHKY	25	25.N.C 25.Y.V 25.H.c 25.K.C 25.Y.V	2.0 1.5 1.1 1.75 0.8	ɲuʔgu	0
504	Ocaina	when?	dzoʔkã	dzoʔkã	dz o ʔ k a	None	Huitotoan	dz o ʔ k a	3016	5111	Huber2021	2 7 1 1 7	AXMBZ	CUHKA	16	16.C.C 16.U.V 16.H.c 16.K.C 16.A.V	2.0 1.5 1.1 1.75 0.8	dzoʔka	0
505	Ocaina	when?	dzoʔaa	dzoʔaa	dz o ʔ aː	None	Huitotoan	dz o ʔ - aː	3016	5111	Huber2021	2 7 1 7	AXBZ	CUHA	16	16.C.C 16.U.V 16.H.C 16.A.V	2.0 1.5 1.75 0.8	dzoʔaː	0
686	Resigaro	when?	hideeʔtsí	hideeʔtsí	h i d eː ʔ td i	None	Arawakan	h i d eː ʔ td i	3017	5112	Huber2021	3 7 1 7 1 1 7	AXBYMBZ	HITEHTI	20	20.H.C 20.I.V 20.T.C 20.E.V 20.H.c 20.T.C 20.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	hideːʔtdi	0
886	WitotoMinica	when?	nɯrúido	nɯrúido	n ɯ + ɾ u i + d o	None	Huitotoan	n ɯ + ɾ u.i + d o	3022	5118 1912 1913	Huber2021	4 7 9 5 7 7 9 1 7	AX_AXZ_AX	NI_RYI_TU	29	29.N.C 29.I.V 29._._ 29.R.C 29.Y.V 29.I.V 29._._ 29.T.C 29.U.V	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5	nɯ+ɾui+do	0
1098	WitotoMurui	when?	nɯruido	nɯruido	n ɯ + r u i + d o	Q1-CLF:DAY-INS	Huitotoan	n ɯ + r u.i + d o	3022	5118 1912 1913	Huber2021	4 7 9 5 7 7 9 1 7	AX_AXZ_AX	NI_RYI_TU	30	30.N.C 30.I.V 30._._ 30.R.C 30.Y.V 30.I.V 30._._ 30.T.C 30.U.V	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5	nɯ+rui+do	0
1304	WitotoNipode	when?	nɯrúido	nɯrúido	n ɯ + ɾ u i + d o	None	Huitotoan	n ɯ + ɾ u.i + d o	3022	5118 1912 1913	Huber2021	4 7 9 5 7 7 9 1 7	AX_AXZ_AX	NI_RYI_TU	31	31.N.C 31.I.V 31._._ 31.R.C 31.Y.V 31.I.V 31._._ 31.T.C 31.U.V	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5	nɯ+ɾui+do	0
1512	Aguaruna	when?	wahuti	wahuti	w a h ʊ t i	None	Chicham	w a h ʊ t i - ( - - )	3011	5107	Johansson2021	6 7 3 7 1 7	AXBYBZ	WAHYTI	2	2.W.C 2.A.V 2.H.C 2.Y.V 2.T.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	wahʊti	0
1646	Arabela	when?	kaɾi	kaɾi	k a ɾ i	None	Zaparoan	( - - - - ) k a ɾ i	3012	5108	Johansson2021	1 7 5 7	AXBZ	KARI	4	4.K.C 4.A.V 4.R.C 4.I.V	2.0 1.5 1.75 0.8	kaɾi	0
1887	Chayahuita	when?	onpoɾotaʔ	onpoɾotaʔ	o n p o ɾ o t a ʔ	None	Cahuapanan	o n p o ɾ o t a ʔ	3015	5110	Johansson2021	7 4 1 7 5 7 1 7 1	XMBYBYBYN	UNPURUTAH	8	8.U.V 8.N.c 8.P.C 8.U.V 8.R.C 8.U.V 8.T.C 8.A.V 8.H.c	1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.3 0.8	onpoɾotaʔ	0
2119	Taushiro	when?	inɨhan	inɨhan	i n ɨ h a n	None	Isolate	i n ɨ h a n	3019	5114	Johansson2021	7 4 7 3 7 4	XBYBYN	INIHAN	23	23.I.V 23.N.C 23.I.V 23.H.C 23.A.V 23.N.c	1.5 1.75 1.3 1.75 1.3 0.8	inɨhan	0
2253	Waorani	when?	æjedẽdõ	æjedẽdõ	æ j e d e d o	None	Isolate	æ j e d e d o	3021	5117	Johansson2021	7 6 7 1 7 1 7	XBYBYBZ	EJETETU	28	28.E.V 28.J.C 28.E.V 28.T.C 28.E.V 28.T.C 28.U.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	æjededo	0
2910	AchuarShiwiar	when?	warútik	warútik	w a r u t i k	Phonological alternation: warútia	Chicham	w a r u t i k ( - - )	3011	5107	Fast2008	6 7 5 7 1 7 1	AXBYBYN	WARYTIK	1	1.W.C 1.A.V 1.R.C 1.Y.V 1.T.C 1.I.V 1.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	warutik	0
3041	Canichana	when?	yahuaxana	yahuaxana	j a w a h a n a	None	Isolate	j a w a h a n a	3013	5109	Crevels2012	6 7 6 7 3 7 4 7	AXBYBYBZ	JAWAHANA	7	7.J.C 7.A.V 7.W.C 7.A.V 7.H.C 7.A.V 7.N.C 7.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	jawahana	0
3523	Shiwilu	when?	enpi’i’na	enpi’i’na	ə m b i ʔ i ʔ n a	None	Cahuapanan	ə m b i ʔ i ʔ n a	3018	5113	Valenzuela2012	7 4 1 7 1 7 1 4 7	XMBYBYBCZ	EMPIHIHNA	21	21.E.V 21.M.c 21.P.C 21.I.V 21.H.C 21.I.V 21.H.C 21.N.C 21.A.V	1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.5 0.8	əmbiʔiʔna	0
3705	Shuar	when?	urútai	urútai	u ɾ u t ei	None	Chicham	- u ɾ u t ei - ( - - )	3011	5107	Pellizzaro2005	7 5 7 1 7	XBYBZ	YRYTE	22	22.Y.V 22.R.C 22.Y.V 22.T.C 22.E.V	1.5 1.75 1.3 1.75 0.8	uɾutei	0
3996	Urarina	when?	dʒa ban̪ã́	dʒa ban̪ã́	dʒ a + b a n a	None	Isolate	dʒ a + b a n a	3020	5115 5116	Peña2023	1 7 9 1 7 4 7	AX_AXBZ	TA_PANA	26	26.T.C 26.A.V 26._._ 26.P.C 26.A.V 26.N.C 26.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	dʒa+bana	0
4069	Wampis	when?	urutma	urutma	u r u t m a	None	Chicham	- u r u t - - ( m a )	3011	5107	Peña2023	7 5 7 1 4 7	XBYBCZ	YRYTMA	27	27.Y.V 27.R.C 27.Y.V 27.T.C 27.M.C 27.A.V	1.5 1.75 1.3 1.75 1.5 0.8	urutma	0
