ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	FAMILY	COGID	COGIDS	MORPHEMES	BORROWING
1478	Arabela	short	poʃiɾijatu	poʃiɾijatu	p o ʃ i ɾ i h a t u		Zaparoan	0			
1716	Chayahuita	short	waʔwiʃin	waʔwiʃin	w a ʔ w i ʃ i n		Cahuapanan	0			
1840	Muniche	short	stɨsta	stɨsta	s t ɨ s t a		Muniche	0			
1946	Taushiro	short	ahantaʔkɨhiɾo	ahantaʔkɨhiɾo	a h a n t a ʔ k ɨ h i ɾ o		Taushiro	0			
2058	Waorani	short	okaa	okaa	o k a a		Waorani	0			
2454	Proto-Bora-Muinane	short	baaʔr-no	baaʔr-no	b a a ʔ r + n o			0			
2455	Bora	short	páʔríɲeɯ́βɯ́	páʔríɲeɯ́βɯ́	p !á/a ʔ r !í/i ɲ e !ɯ́/ɯ β !ɯ́/ɯ		Boran	0			
2456	Muinane	short	báárene	báárene	b !á/a !á/a r e n e		Boran	0			
2691	AchuarShiwiar	short	sútarach	sútarach	s !ú/u t a r a tʃ		Chicham	0			
2895	Juri	short	nogmó	nogmó	n o g m !ó/o	Martius: brevis	Ticuna-Yuri	0			
2896	Juri	short	súohne	súohne	s !ú/u o ʔ n e	Martius: brevis	Ticuna-Yuri	0			
2897	Juri	short	erímo	erímo	e ɾ !í/i m o	Martius: brevis	Ticuna-Yuri	0			
3037	Coeruna	short	aonamö	aonamö	a o n a m !ö/o	Martius: brevis, e	Huitotoan	0			
3134	MiranhaCarapana-Tapuya	short	retóbbi	retóbbi	r e t !ó/o b b i	Martius: brevis, e	Huitotoan	0			
3308	Shiwilu	short	tunka’sha	tunka’sha	t u n g a ʔ ʃ a		Cahuapanan	0			
3487	Shuar	short	sútarach’	sútarach’	s !ú/u t a ɾ a tʃ i	Because it is not the most general meaning, here is the variant: sumpit	Chicham	0			
3615	Omurano	short	atatṓi	atatṓi	a t a t !ṓ/o i	Tessmann: kurz	Omurano	0			
3692	Yameo	short	nīnlḗ̠ra	nīnlḗ̠ra	n !ī/i n l !ḗ̠/e r a	Tessmann: kurz	Peba-Yagua	0			
3779	Urarina	short	s̪aɾ̺uʷeki	s̪aɾ̺uʷeki	s a ɾ !̺uʷ/u e k i		Urarina	0			
3920	Wampis	short	sutar	sutar	s u t a r		Chicham	0			
4245	Yagua	short	pasidyera	pasidyera	p a s i dʲ e r a		Peba-Yagua	0			
4461	Yanesha	short	koɲeˀtʲ	koɲeˀtʲ	k o ɲ e ʔ tʲ		Arawakan	0			
130	Iquito	sit	ajirɨ́ɨ̀nì	ajirɨ́ɨ̀nì	a h i r !ɨ́ɨ̀/ɨː n !ì/i		Zaparoan	0			
1347	Aguaruna	sit	ɨkɨmat	ɨkɨmat	ɨ k ɨ m a t		Chicham	0			
1479	Arabela	sit	kaj̃iniu	kaj̃iniu	k a !h̃/h i n i u		Zaparoan	0			
1593	Candoshi-Shapra	sit	koʈʂinamaama	koʈʂinamaama	k o ʈʂ i n a m aː m a		Candoshi-Shapra	0			
1717	Chayahuita	sit	wɨnsɨɾin	wɨnsɨɾin	w ɨ n s ɨ ɾ i n		Cahuapanan	0			
1841	Muniche	sit	çawɨ	çawɨ	ç a w ɨ		Muniche	0			
1947	Taushiro	sit	aʔtɨ	aʔtɨ	a ʔ t ɨ		Taushiro	0			
2693	AchuarShiwiar	sit	kéemsatin	kéemsatin	k !ée/ɨː m s a t i n	Phonological alternation: ekéemsatin	Chicham	0			
3310	Shiwilu	sit	du’apalli	du’apalli	ð u ʔ a p a ʎ i		Cahuapanan	0			
3489	Shuar	sit	pujú-s	pujú-s	p u h !ú/u + s		Chicham	0			
3772	Urarina	sit	n̪ẽl̪aɨd̺iaá	n̪ẽl̪aɨd̺iaá	n !̪ẽ/e l a ɨ d i a !á/a		Urarina	0			
4005	Wampis	sit	ekemat	ekemat	e k e m a t		Chicham	0			
4379	Yanesha	sit	aneɲets	aneɲets	a n e ɲ e ts		Arawakan	0			
4572	Zaparo	sit	ikunu	ikunu	i k u n u		Zaparoan	0			
131	Iquito	skin (person's)	ísɨ̀kɨ̀	ísɨ̀kɨ̀	!í/i s !ɨ̀/ɨ k !ɨ̀/ɨ		Zaparoan	0			
2694	AchuarShiwiar	skin (person's)	nuwáp	nuwáp	n u w !á/a p		Chicham	0			
2850	Canichana	skin (person's)	eu-shalesik	eu-shalesik	e u + ʃ a l e s i k	eu = 1SG	Canichana	0			
2912	Juri	skin (person's)	näimé	näimé	n !ä/a i m !é/e	Martius: cutis	Ticuna-Yuri	0			
3043	Coeruna	skin (person's)	cunnühpehú	cunnühpehú	k u n n ɨ ʔ p e ʔ !ú/u	Martius: cutis	Huitotoan	0			
3140	MiranhaCarapana-Tapuya	skin (person's)	ganütú	ganütú	g a n ɨ t !ú/u	Martius: cutis	Huitotoan	0			
3311	Shiwilu	skin (person's)	tek	tek	tˀ ə k		Cahuapanan	0			
3490	Shuar	skin (person's)	nuápe	nuápe	n u !á/a p ɨ		Chicham	0			
3948	Wampis	skin (person's)	nuap	nuap	n u a p		Chicham	0			
4120	Yagua	skin (person's)	sajay	sajay	s a h a j		Peba-Yagua	0			
4309	Yanesha	skin (person's)	paɽam	paɽam	p a ɽ a m		Arawakan	0			
4573	Zaparo	skin (person's)	ichawkɨ	ichawkɨ	i tʃ au k ɨ	General term for SKIN	Zaparoan	0			
132	Iquito	sky	níiya=karikuku	níiya=karikuku	n !íi/iː j a + k a r i k u k u	sky	Zaparoan	0			
236	Ocaina	sky	bɯm̥õɲ̥á	bɯm̥õɲ̥á	b ɯ m̥ !õ/o ɲ̥ !á/a		Huitotoan	0			
237	Ocaina	sky	xɯtʲamóóɲ̥a	xɯtʲamóóɲ̥a	x ɯ tʲ a m !óó/oː ɲ̥ a		Huitotoan	0			
238	Ocaina	sky	aam̥i	aam̥i	aː m̥ i		Huitotoan	0			
476	Resigaro	sky	háʔihí	háʔihí	h !á/a ʔ i h !í/i		Arawakan	0			
655	WitotoMinica	sky	móna	móna	m !ó/o n a		Huitotoan	0			
872	WitotoMurui	sky	mona	mona	m o n a		Huitotoan	0			
1078	WitotoNipode	sky	móna	móna	m !ó/o n a		Huitotoan	0			
1348	Aguaruna	sky	najaim	najaim	n a j ɛi m		Chicham	0			
1594	Candoshi-Shapra	sky	kaninta	kaninta	k a n i n t a		Candoshi-Shapra	0			
1718	Chayahuita	sky	piʔiɾoʔtɨʔ	piʔiɾoʔtɨʔ	p i ʔ i ɾ o ʔ t ɨ ʔ		Cahuapanan	0			
1842	Muniche	sky	tʃɨʔ	tʃɨʔ	tʃ ɨ ʔ		Muniche	0			
1948	Taushiro	sky	aʔkɨn	aʔkɨn	a ʔ k ɨ n		Taushiro	0			
2059	Waorani	sky	õõdæ	õõdæ	!õ/o !õ/o d æ		Waorani	0			
2170	Proto-Bora-Muinane	sky	nikko-he	nikko-he	n i k k o + h e			0			
2171	Bora	sky	níhkʰʲe-hɨ	níhkʰʲe-hɨ	n !í/i h kʰʲ e + h ɨ		Boran	0			
2172	Muinane	sky	níkke-he	níkke-he	n !í/i k k e + h e		Boran	0			
2695	AchuarShiwiar	sky	nayáim	nayáim	n a j !ái/ɨi m	Phonological alternation: yayáim	Chicham	0			
2782	Andoa	sky	anapachá	anapachá	a n a p a tʃ !á/a		Zaparoan	0			
2851	Canichana	sky	eu-kuneo-taoli	eu-kuneo-taoli	e u + k u n e o + t a o l i	eu = 1SG	Canichana	0			
3312	Shiwilu	sky	Kekki-lu’tek	Kekki-lu’tek	k ə ˀk k i + l u ʔ tˀ ə k		Cahuapanan	0			
3491	Shuar	sky	nayáimp’	nayáimp’	n a j !ái/ei m p i		Chicham	0			
3601	Omurano	sky	bā́al	bā́al	b !ā́/a a l	Tessmann: Himmel	Omurano	0			
3676	Yameo	sky	ṛešiṍ'	ṛešiṍ'	!ṛ/r e ʃ i !ṍ/o	Tessmann: Himmel	Peba-Yagua	0			
3766	Urarina	sky	d̪ed̪é	d̪ed̪é	d e d !̪é/e		Urarina	0			
4038	Wampis	sky	nayaim	nayaim	n a j a i m		Chicham	0			
4147	Yagua	sky	jarichi	jarichi	h a r i tʃ i		Peba-Yagua	0			
4350	Yanesha	sky	enet	enet	e n e t		Arawakan	0			
4574	Zaparo	sky	niya	niya	n i j a		Zaparoan	0			
133	Iquito	sleep	makɨ́ɨni	makɨ́ɨni	m a k !ɨ́ɨ/ɨː n i	sleep	Zaparoan	0			
351	Ocaina	sleep	ɯɯnõ	ɯɯnõ	ɯː n !õ/o		Huitotoan	0			
542	Resigaro	sleep	ímú	ímú	!í/i m !ú/u		Arawakan	0			
738	WitotoMinica	sleep	ɯnɯ́de	ɯnɯ́de	ɯ n !ɯ́/ɯ d e		Huitotoan	0			
952	WitotoMurui	sleep	ɯnɯde	ɯnɯde	ɯ n ɯ d e		Huitotoan	0			
1157	WitotoNipode	sleep	ɯnɯ́de	ɯnɯ́de	ɯ n !ɯ́/ɯ d e		Huitotoan	0			
1349	Aguaruna	sleep	kanut	kanut	k a n ʊ t		Chicham	0			
1480	Arabela	sleep	makwenu	makwenu	m a k e n u		Zaparoan	0			
1595	Candoshi-Shapra	sleep	mamaama	mamaama	m a m aː m a		Candoshi-Shapra	0			
1719	Chayahuita	sleep	wɨʔɨɾin	wɨʔɨɾin	w ɨ ʔ ɨ ɾ i n		Cahuapanan	0			
1843	Muniche	sleep	stɨnɨ	stɨnɨ	s t ɨ n ɨ		Muniche	0			
1949	Taushiro	sleep	oʔja	oʔja	o ʔ j a		Taushiro	0			
2060	Waorani	sleep	bõ	bõ	b !õ/o		Waorani	0			
2340	Proto-Bora-Muinane	sleep	kɨga	kɨga	k ɨ g a			0			
2341	Bora	sleep	kʰɯkʷa	kʰɯkʷa	kʰ ɯ kʷ a		Boran	0			
2342	Muinane	sleep	kɨ́ga-	kɨ́ga-	k !ɨ́/ɨ g a		Boran	0			
2696	AchuarShiwiar	sleep	kanúrtin	kanúrtin	k a n !ú/u r t i n	Because of order of the entries and past examples (maybe a phonological alternation): kajíngtin	Chicham	0			
2852	Canichana	sleep	agaxa	agaxa	a g a h a		Canichana	0			
3045	Coeruna	sleep	coiná	coiná	k o i n !á/a	Martius: dormio, ire	Huitotoan	0			
3313	Shiwilu	sleep	wichia’palli	wichia’palli	w i tʃ i a ʔ p a ʎ i		Cahuapanan	0			
3492	Shuar	sleep	kaná-r	kaná-r	k a n !á/a + ɾ		Chicham	0			
3627	Omurano	sleep	látšani	látšani	l !á/a tʃ a n i	Tessmann: schlafen (Form?)	Omurano	0			
3718	Urarina	sleep	s̪in̪ĩã́	s̪in̪ĩã́	s i n !̪ĩ/i !ã́/a		Urarina	0			
3989	Wampis	sleep	kanut	kanut	k a n u t		Chicham	0			
4174	Yagua	sleep	sama	sama	s a m a		Peba-Yagua	0			
4377	Yanesha	sleep	mʷeɲets	mʷeɲets	mʷ e ɲ e ts		Arawakan	0			
4575	Zaparo	sleep	makɨnu	makɨnu	m a k ɨ n u		Zaparoan	0			
134	Iquito	small	sɨɨ́sanurika	sɨɨ́sanurika	s !ɨɨ́/ɨː s a n u r i k a	small or little	Zaparoan	0			
226	Ocaina	small	síítiʔ	síítiʔ	s !íí/iː t i ʔ		Huitotoan	0			
227	Ocaina	small	sóógo	sóógo	s !óó/oː g o		Huitotoan	0			
228	Ocaina	small	tóógo	tóógo	t !óó/oː g o		Huitotoan	0			
229	Ocaina	small	xaβi	xaβi	x a β i		Huitotoan	0			
516	Resigaro	small	ooʤaʤáʔ	ooʤaʤáʔ	oː dʒ a dʒ !á/a ʔ		Arawakan	0			
703	WitotoMinica	small	dúerede	dúerede	d !ú/u e !r/ɾ e d e		Huitotoan	0			
704	WitotoMinica	small	híɯrede	híɯrede	h !í/i ɯ !r/ɾ e d e		Huitotoan	0			
920	WitotoMurui	small	hanorede	hanorede	h a n o r e d e		Huitotoan	0			
1126	WitotoNipode	small	híɯrede	híɯrede	h !í/i ɯ !r/ɾ e d e		Huitotoan	0			
1350	Aguaruna	small	piipitʃ	piipitʃ	p iː p i tʃ		Chicham	0			
1481	Arabela	small	sekaa	sekaa	s e k aː		Zaparoan	0			
1720	Chayahuita	small	waʔwiʃin	waʔwiʃin	w a ʔ w i ʃ i n		Cahuapanan	0			
1844	Muniche	small	miɲaʔʂa	miɲaʔʂa	m i ɲ a ʔ ʂ a		Muniche	0			
2061	Waorani	small	gijæ̃	gijæ̃	g i j !æ̃/æ		Waorani	0			
2261	Proto-Bora-Muinane	small	nume-	nume-	n u m e			0			
2262	Bora	small	ɲomɨ	ɲomɨ	ɲ o m ɨ		Boran	0			
2263	Muinane	small	núménéne	núménéne	n !ú/u m !é/e n !é/e n e		Boran	0			
2697	AchuarShiwiar	small	trúpich	trúpich	t r !ú/u p i tʃ	Because of phonological alternation and order of the entries: túupich,tiúpich,túumpich,yáirach	Chicham	0			
2853	Canichana	small	chumache	chumache	tʃ u m a tʃ e		Canichana	0			
3070	Coeruna	small	anoëtzü	anoëtzü	a n o !ë/e dz ɨ	Martius: parvus, a, um	Huitotoan	0			
3167	MiranhaCarapana-Tapuya	small	nánzügä	nánzügä	n !á/a n z ɨ g !ä/a	Martius: parvus, a, um	Huitotoan	0			
3314	Shiwilu	small	damer	damer	ð a m ə ɾ		Cahuapanan	0			
3712	Urarina	small	l̪auhud̺í	l̪auhud̺í	l a u h u d !̺í/i		Urarina	0			
3919	Wampis	small	shikapich	shikapich	ʃ i k a p i tʃ		Chicham	0			
4241	Yagua	small	pasidyera	pasidyera	p a s i dʲ e r a		Peba-Yagua	0			
4457	Yanesha	small	aɲetʲoʎ	aɲetʲoʎ	a ɲ e tʲ o ʎ		Arawakan	0			
4576	Zaparo	small	niichakakihya	niichakakihya	n iː tʃ a k a k i hʲ a		Zaparoan	0			
136	Iquito	smoke (of fire)	anajaka	anajaka	a n a h a k a	smoke	Zaparoan	0			
235	Ocaina	smoke (of fire)	haʔɸííʔo	haʔɸííʔo	h a ʔ ɸ !íí/iː ʔ o		Huitotoan	0			
475	Resigaro	smoke (of fire)	iítsʰú	iítsʰú	!ií/iː tsʰ !ú/u		Arawakan	0			
654	WitotoMinica	smoke (of fire)	úiʤɯe	úiʤɯe	!ú/u i dʒ ɯ e		Huitotoan	0			
871	WitotoMurui	smoke (of fire)	uiʤɯe	uiʤɯe	ui dʒ ɯ e		Huitotoan	0			
1077	WitotoNipode	smoke (of fire)	úiʤɯe	úiʤɯe	!ú/u i dʒ ɯ e		Huitotoan	0			
1482	Arabela	smoke (of fire)	naj̃aka	naj̃aka	n a !h̃/h a k a		Zaparoan	0			
1596	Candoshi-Shapra	smoke (of fire)	msaasi	msaasi	m s aː s i		Candoshi-Shapra	0			
1721	Chayahuita	smoke (of fire)	konaiʔ	konaiʔ	k o n a i ʔ		Cahuapanan	0			
1845	Muniche	smoke (of fire)	tʃuhtɨ	tʃuhtɨ	tʃ u h t ɨ		Muniche	0			
2062	Waorani	smoke (of fire)	tẽbãa	tẽbãa	t !ẽ/e b !ã/a a		Waorani	0			
2699	AchuarShiwiar	smoke (of fire)	mukúnit	mukúnit	m u k !ú/u n i t		Chicham	0			
3316	Shiwilu	smoke (of fire)	kellu	kellu	kˀ ə ʎ u		Cahuapanan	0			
3494	Shuar	smoke (of fire)	mukuíntiu	mukuíntiu	m u k u !í/i n t i u		Chicham	0			
3613	Omurano	smoke (of fire)	niáuwitsŏ	niáuwitsŏ	n i !á/a u w i ts !ŏ/o	Tessmann: Rauch	Omurano	0			
3690	Yameo	smoke (of fire)	wanḗ̠asi̯	wanḗ̠asi̯	w a n !ḗ̠/e a s !i̯/i	Tessmann: Rauch	Peba-Yagua	0			
3733	Urarina	smoke (of fire)	s̪ɨɹ̺aá	s̪ɨɹ̺aá	s ɨ ɹ a !á/a		Urarina	0			
4040	Wampis	smoke (of fire)	mukuin	mukuin	m u k u i n		Chicham	0			
4138	Yagua	smoke (of fire)	anuwachi	anuwachi	a n u w a tʃ i		Peba-Yagua	0			
4341	Yanesha	smoke (of fire)	amos	amos	a m o s		Arawakan	0			
4578	Zaparo	smoke (of fire)	ahanaka	ahanaka	a h a n a k a		Zaparoan	0			
137	Iquito	smooth	aákanana	aákanana	!aá/aː k a n a n a	smooth	Zaparoan	0			
415	Ocaina	smooth	ɸííji	ɸííji	ɸ !íí/iː j i		Huitotoan	0			
591	Resigaro	smooth	heʔníʔ	heʔníʔ	h e ʔ n !í/i ʔ		Arawakan	0			
804	WitotoMinica	smooth	rɯ́ɯrede	rɯ́ɯrede	!r/ɾ !ɯ́ɯ/ɯː !r/ɾ e d e		Huitotoan	0			
1011	WitotoMurui	smooth	rɯhɯrede	rɯhɯrede	r ɯ h ɯ r e d e		Huitotoan	0			
1216	WitotoNipode	smooth	rɯ́ɯrede	rɯ́ɯrede	!r/ɾ !ɯ́ɯ/ɯː !r/ɾ e d e		Huitotoan	0			
1351	Aguaruna	smooth	tʃuwin	tʃuwin	tʃ ʊ w i n		Chicham	0			
1483	Arabela	smooth	j̃uusukwa	j̃uusukwa	!h̃/h uː s u k ua		Zaparoan	0			
1597	Candoshi-Shapra	smooth	moʈʂaʈʂa	moʈʂaʈʂa	m o ʈʂ a ʈʂ a		Candoshi-Shapra	0			
1722	Chayahuita	smooth	kanioʃin	kanioʃin	k a n i o ʃ i n		Cahuapanan	0			
1846	Muniche	smooth	açma	açma	a ç m a		Muniche	0			
1950	Taushiro	smooth	aʔihinhiɾo	aʔihinhiɾo	a ʔ i h i n h i ɾ o		Taushiro	0			
2471	Proto-Bora-Muinane	smooth	prɨɨkɨ-	prɨɨkɨ-	p r ɨ ɨ k ɨ			0			
2472	Proto-Bora-Muinane	smooth	mooβa-	mooβa-	m o o β a			0			
2473	Bora	smooth	pʰɨ́rɯɯkʰɯ́-ne	pʰɨ́rɯɯkʰɯ́-ne	pʰ !ɨ́/ɨ r ɯ ɯ kʰ !ɯ́/ɯ + n e		Boran	0			
2474	Bora	smooth	mééβa-ne	mééβa-ne	m !é/e !é/e β a + n e		Boran	0			
2475	Muinane	smooth	párʲɨ́ɨ́kɨno	párʲɨ́ɨ́kɨno	p !á/a rʲ !ɨ́/ɨ !ɨ́/ɨ k ɨ n o		Boran	0			
2476	Muinane	smooth	móóβano	móóβano	m !ó/o !ó/o β a n o		Boran	0			
2700	AchuarShiwiar	smooth	pínu	pínu	p !í/i n u		Chicham	0			
3317	Shiwilu	smooth	kudi	kudi	k u ð i		Cahuapanan	0			
3495	Shuar	smooth	piniúkma	piniúkma	p i n i !ú/u k m a		Chicham	0			
3872	Urarina	smooth	hiʧad̪akúhʷai	hiʧad̪akúhʷai	h i tʃ a d a k !ú/u hʷ a i		Urarina	0			
4064	Wampis	smooth	tamer	tamer	t a m e r		Chicham	0			
4218	Yagua	smooth	wasadya	wasadya	w a s a dʲ a		Peba-Yagua	0			
4426	Yanesha	smooth	aʎiɲ	aʎiɲ	a ʎ i ɲ		Arawakan	0			
138	Iquito	snake	sirɨ́ɨni	sirɨ́ɨni	s i r !ɨ́ɨ/ɨː n i	a worm or snake	Zaparoan	0			
251	Ocaina	snake	anɯ̃ʔtʲṍko	anɯ̃ʔtʲṍko	a n !ɯ̃/ɯ ʔ tʲ !ṍ/o k o		Huitotoan	0			
252	Ocaina	snake	gõhṍṍʔĩʔtsi	gõhṍṍʔĩʔtsi	g !õ/o h !ṍṍ/oː ʔ !ĩ/i ʔ ts i		Huitotoan	0			
253	Ocaina	snake	tʲorooʔo	tʲorooʔo	tʲ o r oː ʔ o		Huitotoan	0			
487	Resigaro	snake	onáʔkó	onáʔkó	o n !á/a ʔ k !ó/o		Arawakan	0			
667	WitotoMinica	snake	háio	háio	h !á/a i o		Huitotoan	0			
885	WitotoMurui	snake	haio	haio	h ai o		Huitotoan	0			
1089	WitotoNipode	snake	iβána	iβána	i β !á/a n a		Huitotoan	0			
1090	WitotoNipode	snake	háio	háio	h !á/a i o		Huitotoan	0			
2197	Proto-Bora-Muinane	snake	hiinimo	hiinimo	h i i n i m o			0			
2198	Bora	snake	ííɲimʲe	ííɲimʲe	!í/i !í/i ɲ i mʲ e		Boran	0			
2199	Muinane	snake	híinimo	híinimo	h !í/i i n i m o		Boran	0			
2701	AchuarShiwiar	snake	nápi	nápi	n !á/a p i		Chicham	0			
3028	Juri	snake	göohti	göohti	g !ö/o o ʔ t i	Martius: serpens	Ticuna-Yuri	0			
3079	Coeruna	snake	átziú	átziú	!á/a dz i !ú/u	Martius: serpens	Huitotoan	0			
3176	MiranhaCarapana-Tapuya	snake	mahtzó	mahtzó	m a ʔ dz !ó/o	Martius: serpens	Huitotoan	0			
3318	Shiwilu	snake	da’wan	da’wan	ð a ʔ w a n		Cahuapanan	0			
3496	Shuar	snake	napi	napi	n a p i		Chicham	0			
3611	Omurano	snake	r̥óma	r̥óma	!r̥/r !ó/o m a	Tessmann: Schlange	Omurano	0			
3688	Yameo	snake	šatŭ́n̊	šatŭ́n̊	ʃ a t !ŭ́/u !n̊/n	Tessmann: Schlange	Peba-Yagua	0			
3735	Urarina	snake	aʰkan̪ṹ	aʰkan̪ṹ	!aʰ/a̤ k a n !̪ṹ/u		Urarina	0			
3936	Wampis	snake	napi	napi	n a p i		Chicham	0			
4087	Yagua	snake	kodi	kodi	k o d i		Peba-Yagua	0			
4264	Yanesha	snake	ʃet͡ʃepʲ	ʃet͡ʃepʲ	ʃ e tʃ e pʲ		Arawakan	0			
3319	Shiwilu	snow	saneklu’	saneklu’	s a n ə ˀk l u ʔ		Cahuapanan	0			
3497	Shuar	snow	etsétsentai	etsétsentai	ɨ ts !é/ɨ ts ɨ n t ei		Chicham	0			
3873	Urarina	snow	d̪ed̪e s̪akád̺i	d̪ed̪e s̪akád̺i	d e d e + s a k !á/a d i		Urarina	0			
4145	Yagua	snow	piryeradi	piryeradi	p i rʲ e r a d i		Peba-Yagua	0			
139	Iquito	some	jɨɨ́timi	jɨɨ́timi	h !ɨɨ́/ɨː t i m i	some	Zaparoan	0			
140	Iquito	some	jɨɨ́tipɨ	jɨɨ́tipɨ	h !ɨɨ́/ɨː t i p ɨ	some	Zaparoan	0			
1352	Aguaruna	some	matʃikiutʃ	matʃikiutʃ	m a tʃ i k i ʊ tʃ		Chicham	0			
1484	Arabela	some	tamonu	tamonu	t a m o n u		Zaparoan	0			
1723	Chayahuita	some	aʔnakɨn	aʔnakɨn	a ʔ n a k ɨ n		Cahuapanan	0			
2063	Waorani	some	pãkaa	pãkaa	p !ã/a k a a		Waorani	0			
2702	AchuarShiwiar	some	júmchik	júmchik	h !ú/u m tʃ i k		Chicham	0			
3320	Shiwilu	some	nu’unta’	nu’unta’	n u ʔ u n d a ʔ		Cahuapanan	0			
3886	Urarina	some	ʤɨn̪ĩkúʷa	ʤɨn̪ĩkúʷa	dʒ ɨ n !̪ĩ/i k !úʷ/u a		Urarina	0			
3905	Wampis	some	nukap	nukap	n u k a p		Chicham	0			
4469	Yanesha	some	patantaɻ	patantaɻ	p a t a n t a ɻ		Arawakan	0			
146	Iquito	star	sawija	sawija	s a w i h a	star	Zaparoan	0			
242	Ocaina	star	oʔxóóʔtʲo	oʔxóóʔtʲo	o ʔ x !óó/oː ʔ tʲ o		Huitotoan	0			
479	Resigaro	star	hiβíigí	hiβíigí	h i β !íi/iː g !í/i		Arawakan	0			
658	WitotoMinica	star	ukúdu	ukúdu	u k !ú/u d u		Huitotoan	0			
876	WitotoMurui	star	ukudu	ukudu	u k u d u		Huitotoan	0			
1081	WitotoNipode	star	ukúdo	ukúdo	u k !ú/u d o		Huitotoan	0			
1355	Aguaruna	star	jaja	jaja	j a j a		Chicham	0			
1486	Arabela	star	ɾij̃ia	ɾij̃ia	ɾ i !h̃/h i a		Zaparoan	0			
1600	Candoshi-Shapra	star	tsaŋkatʃi	tsaŋkatʃi	ts a ŋ k a tʃ i		Candoshi-Shapra	0			
1726	Chayahuita	star	tayoɾa	tayoɾa	t a j o ɾ a		Cahuapanan	0			
1849	Muniche	star	tʃatʃa	tʃatʃa	tʃ a tʃ a		Muniche	0			
1952	Taushiro	star	aʔtʃiwi	aʔtʃiwi	a ʔ tʃ i w i		Taushiro	0			
2064	Waorani	star	dẽbõ	dẽbõ	d !ẽ/e b !õ/o		Waorani	0			
2176	Proto-Bora-Muinane	star	meekɨrɨ-gai	meekɨrɨ-gai	m e e k ɨ r ɨ + g a i			0			
2177	Bora	star	mɨ́ɨ́kʰɯ́rɯ-kʷa	mɨ́ɨ́kʰɯ́rɯ-kʷa	m !ɨ́/ɨ !ɨ́/ɨ kʰ !ɯ́/ɯ r ɯ + kʷ a		Boran	0			
2178	Muinane	star	méékɨrɨ-gai	méékɨrɨ-gai	m !é/e !é/e k ɨ r ɨ + g a i		Boran	0			
2707	AchuarShiwiar	star	yaa	yaa	j aː		Chicham	0			
2854	Canichana	star	ni-coma	ni-coma	n i + k o m a	ni = ABS	Canichana	0			
2997	Juri	star	ohngo	ohngo	o ʔ n g o	Martius: stella	Ticuna-Yuri	0			
2998	Juri	star	ukoo	ukoo	u k o o	Martius: stella	Ticuna-Yuri	0			
2999	Juri	star	oúco	oúco	o !ú/u c o	Martius: stella	Ticuna-Yuri	0			
3081	Coeruna	star	ighkeahaí	ighkeahaí	i g k e a ʔ a !í/i	Martius: stella	Huitotoan	0			
3178	MiranhaCarapana-Tapuya	star	ickótzŏ	ickótzŏ	i k !ó/o dz !ŏ/o	Martius: stella	Huitotoan	0			
3323	Shiwilu	star	tandula	tandula	t a n ð u l a		Cahuapanan	0			
3503	Shuar	star	yáa	yáa	j !áa/aː		Chicham	0			
3602	Omurano	star	θnn̄́	θnn̄́	θ n n	Tessmann: Stern	Omurano	0			
3677	Yameo	star	kláṛeši	kláṛeši	k l !á/a !ṛ/r e ʃ i	Tessmann: Stern	Peba-Yagua	0			
3736	Urarina	star	ad̺as̪ihié	ad̺as̪ihié	a d a s i h i !é/e		Urarina	0			
4025	Wampis	star	yaa	yaa	j a a		Chicham	0			
4151	Yagua	star	darichi	darichi	d a r i tʃ i		Peba-Yagua	0			
4354	Yanesha	star	ɾanto	ɾanto	ɾ a n t o		Arawakan	0			
4581	Zaparo	star	naricha	naricha	n a r i tʃ a		Zaparoan	0			
147	Iquito	stick (of wood)	náànà	náànà	n !áà/aː n !à/a		Zaparoan	0			
269	Ocaina	stick (of wood)	diáátʲa	diáátʲa	d i !áá/aː tʲ a		Huitotoan	0			
270	Ocaina	stick (of wood)	dʲatʲooɸo	dʲatʲooɸo	dʲ a tʲ oː ɸ o		Huitotoan	0			
271	Ocaina	stick (of wood)	am̥ɯ̃ɯ̃ɲ̥a	am̥ɯ̃ɯ̃ɲ̥a	a m̥ !ɯ̃ɯ̃/ɯɯ ɲ̥ a		Huitotoan	0			
497	Resigaro	stick (of wood)	aβáanaí	aβáanaí	a β !áa/aː n a !í/i		Arawakan	0			
678	WitotoMinica	stick (of wood)	ráda	ráda	!r/ɾ !á/a d a		Huitotoan	0			
679	WitotoMinica	stick (of wood)	radóθi	radóθi	!r/ɾ a d !ó/o θ i		Huitotoan	0			
680	WitotoMinica	stick (of wood)	aména	aména	a m !é/e n a		Huitotoan	0			
896	WitotoMurui	stick (of wood)	rada	rada	r a d a		Huitotoan	0			
897	WitotoMurui	stick (of wood)	radoθi	radoθi	r a d o θ i		Huitotoan	0			
898	WitotoMurui	stick (of wood)	amena	amena	a m e n a		Huitotoan	0			
1104	WitotoNipode	stick (of wood)	ráda	ráda	!r/ɾ !á/a d a		Huitotoan	0			
1105	WitotoNipode	stick (of wood)	radóti	radóti	!r/ɾ a d !ó/o t i		Huitotoan	0			
2218	Proto-Bora-Muinane	stick (of wood)	ɨmoo-ʔi	ɨmoo-ʔi	ɨ m o o + ʔ i			0			
