Doculect A	Doculect B	Concept	Form A	Form B	Cogid	Distance from Identity Score	Levenshtein Distance	Bigram Distance	Trigram Distance	Combined Distance	Same Family?
WitotoMinica	WitotoMinica	many	a i dʒ o	a i dʒ o ɾ aː	1186	0.48	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.36999999999999994	yes
WitotoMinica	WitotoNipode	many	a i dʒ o	a i dʒ o	1186	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoMinica	many	a i dʒ o ɾ aː	a i dʒ o	1186	0.48	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.36999999999999994	yes
WitotoMinica	WitotoNipode	many	a i dʒ o ɾ aː	a i dʒ o	1186	0.6	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.39999999999999997	yes
WitotoMinica	WitotoMurui	long	a ɾ e	a r e	1143	0.4	0.3333333333333333	0.3333333333333333	0.25	0.32916666666666666	yes
WitotoMinica	WitotoNipode	long	a ɾ e	a ɾ e	1143	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoMurui	bark	i g o ɾ aɯ	i g o r aɯ	136	0.4	0.2	0.2	0.16666666666666666	0.24166666666666667	yes
WitotoMinica	WitotoNipode	bark	i g o ɾ aɯ	i g o ɾ aɯ	136	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoMinica	meat (flesh)	dʒ ɯ k ɯ ai	ɯ e θ ɯ	1199	0.48	0.8	0.7	0.5	0.62	yes
WitotoMinica	WitotoMurui	meat (flesh)	dʒ ɯ k ɯ ai	dʒ ɯ k ɯ θ i	1199	0.6	0.3333333333333333	0.25	0.2857142857142857	0.3672619047619048	yes
WitotoMinica	WitotoMurui	meat (flesh)	dʒ ɯ k ɯ ai	ɯ e θ ɯ	1199	0.6	0.8	0.7	0.5	0.6499999999999999	yes
WitotoMinica	WitotoNipode	meat (flesh)	dʒ ɯ k ɯ ai	u a t ɯ	1199	0.6	0.8	0.8	0.6111111111111112	0.7027777777777778	yes
WitotoMinica	WitotoNipode	meat (flesh)	dʒ ɯ k ɯ ai	ɾ ɯ dʒ e	1199	0.6	0.8	0.7	0.49999999999999994	0.6499999999999999	yes
WitotoMinica	Omurano	meat (flesh)	dʒ ɯ k ɯ ai	a i tʃ a	1199	0.72	1.0	0.9	0.7777777777777778	0.8494444444444444	no
WitotoMinica	WitotoMinica	meat (flesh)	ɯ e θ ɯ	dʒ ɯ k ɯ ai	1199	0.48	0.8	0.7	0.5555555555555555	0.6338888888888888	yes
WitotoMinica	WitotoMurui	meat (flesh)	ɯ e θ ɯ	dʒ ɯ k ɯ θ i	1199	0.6	0.6666666666666666	0.6666666666666666	0.5238095238095238	0.6142857142857142	yes
WitotoMinica	WitotoMurui	meat (flesh)	ɯ e θ ɯ	ɯ e θ ɯ	1199	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoNipode	meat (flesh)	ɯ e θ ɯ	u a t ɯ	1199	0.48	0.75	0.75	0.6	0.645	yes
WitotoMinica	WitotoNipode	meat (flesh)	ɯ e θ ɯ	ɾ ɯ dʒ e	1199	0.6	1.0	0.75	0.4666666666666666	0.7041666666666667	yes
WitotoMinica	Omurano	meat (flesh)	ɯ e θ ɯ	a i tʃ a	1199	0.6	1.0	0.875	0.7333333333333333	0.8020833333333334	no
WitotoMinica	WitotoMurui	egg	h ɯ g ɯ	h ɯ g ɯ	513	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoNipode	egg	h ɯ g ɯ	h ɯ g ɯ	513	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoMinica	belly	h e b e	h e b e k ɯ	165	0.52	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.37999999999999995	yes
WitotoMinica	WitotoMinica	belly	h e b e	h e b e k ɯ	165	0.48	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.36999999999999994	yes
WitotoMinica	WitotoMurui	belly	h e b e	h e b e	165	0.19999999999999996	0.0	0.0	0.0	0.04999999999999999	yes
WitotoMinica	WitotoMurui	belly	h e b e	h e b e	165	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoNipode	belly	h e b e	h e b e	165	0.19999999999999996	0.0	0.0	0.0	0.04999999999999999	yes
WitotoMinica	WitotoNipode	belly	h e b e	h e b e	165	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoMinica	belly	h e b e k ɯ	h e b e	165	0.52	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.37999999999999995	yes
WitotoMinica	WitotoMinica	belly	h e b e k ɯ	h e b e	165	0.48	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.36999999999999994	yes
WitotoMinica	WitotoMurui	belly	h e b e k ɯ	h e b e	165	0.64	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.41	yes
WitotoMinica	WitotoMurui	belly	h e b e k ɯ	h e b e	165	0.6	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.39999999999999997	yes
WitotoMinica	WitotoNipode	belly	h e b e k ɯ	h e b e	165	0.64	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.41	yes
WitotoMinica	WitotoNipode	belly	h e b e k ɯ	h e b e	165	0.6	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.39999999999999997	yes
WitotoMinica	WitotoMurui	liver	b a n o i	b a n o i	1121	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoNipode	liver	b a n o i	b a n o h ɯ	1121	0.6	0.3333333333333333	0.25	0.2857142857142857	0.3672619047619048	yes
WitotoMinica	WitotoMurui	to drink	h i ɾ o d e	h i r o d e	2326	0.4	0.16666666666666666	0.16666666666666666	0.14285714285714285	0.21904761904761905	yes
WitotoMinica	WitotoNipode	to drink	h i ɾ o d e	h i ɾ o d e	2326	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoMinica	to eat	ɾ ɯ t e	ɾ ɯ e d e	2347	0.48	0.4	0.4	0.3333333333333333	0.4033333333333333	yes
WitotoMinica	WitotoMinica	to eat	ɾ ɯ t e	tʃ i tʃ o d e	2347	0.48	0.8333333333333334	0.8333333333333334	0.7142857142857143	0.7152380952380953	yes
WitotoMinica	WitotoMinica	to eat	ɾ ɯ t e	dʒ i b a d e	2347	0.48	0.8333333333333334	0.8333333333333334	0.7142857142857143	0.7152380952380953	yes
WitotoMinica	WitotoMurui	to eat	ɾ ɯ t e	r ɯ t e	2347	0.4	0.25	0.25	0.2	0.275	yes
WitotoMinica	WitotoMurui	to eat	ɾ ɯ t e	dʒ i t e	2347	0.48	0.5	0.5	0.39999999999999997	0.47	yes
WitotoMinica	WitotoNipode	to eat	ɾ ɯ t e	ɾ ɯ ɗ e	2347	0.4	0.25	0.25	0.2	0.275	yes
WitotoMinica	WitotoNipode	to eat	ɾ ɯ t e	ɾ ɯ e d e	2347	0.6	0.4	0.4	0.3333333333333333	0.4333333333333333	yes
WitotoMinica	WitotoNipode	to eat	ɾ ɯ t e	dʒ i dʒ o d e	2347	0.6	0.8333333333333334	0.8333333333333334	0.7142857142857143	0.7452380952380953	yes
WitotoMinica	WitotoMinica	to eat	ɾ ɯ e d e	ɾ ɯ t e	2347	0.48	0.4	0.4	0.3333333333333333	0.4033333333333333	yes
WitotoMinica	WitotoMinica	to eat	ɾ ɯ e d e	tʃ i tʃ o d e	2347	0.48	0.6666666666666666	0.6666666666666666	0.5238095238095238	0.5842857142857142	yes
WitotoMinica	WitotoMinica	to eat	ɾ ɯ e d e	dʒ i b a d e	2347	0.48	0.6666666666666666	0.6666666666666666	0.5238095238095238	0.5842857142857142	yes
WitotoMinica	WitotoMurui	to eat	ɾ ɯ e d e	r ɯ t e	2347	0.6	0.6	0.6	0.5	0.575	yes
WitotoMinica	WitotoMurui	to eat	ɾ ɯ e d e	dʒ i t e	2347	0.6	0.8	0.8	0.6111111111111112	0.7027777777777778	yes
WitotoMinica	WitotoNipode	to eat	ɾ ɯ e d e	ɾ ɯ ɗ e	2347	0.6	0.4	0.4	0.3333333333333333	0.4333333333333333	yes
WitotoMinica	WitotoNipode	to eat	ɾ ɯ e d e	ɾ ɯ e d e	2347	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoNipode	to eat	ɾ ɯ e d e	dʒ i dʒ o d e	2347	0.6	0.6666666666666666	0.6666666666666666	0.5238095238095238	0.6142857142857142	yes
WitotoMinica	WitotoMinica	to eat	tʃ i tʃ o d e	ɾ ɯ t e	2347	0.48	0.8333333333333334	0.8333333333333334	0.7142857142857143	0.7152380952380953	yes
WitotoMinica	WitotoMinica	to eat	tʃ i tʃ o d e	ɾ ɯ e d e	2347	0.48	0.6666666666666666	0.6666666666666666	0.5714285714285714	0.5961904761904762	yes
WitotoMinica	WitotoMinica	to eat	tʃ i tʃ o d e	dʒ i b a d e	2347	0.31999999999999995	0.5	0.5	0.42857142857142855	0.4371428571428571	yes
WitotoMinica	WitotoMurui	to eat	tʃ i tʃ o d e	r ɯ t e	2347	0.6	0.8333333333333334	0.8333333333333334	0.7142857142857143	0.7452380952380953	yes
WitotoMinica	WitotoMurui	to eat	tʃ i tʃ o d e	dʒ i t e	2347	0.6	0.6666666666666666	0.6666666666666666	0.619047619047619	0.638095238095238	yes
WitotoMinica	WitotoNipode	to eat	tʃ i tʃ o d e	ɾ ɯ ɗ e	2347	0.6	0.8333333333333334	0.8333333333333334	0.7142857142857143	0.7452380952380953	yes
WitotoMinica	WitotoNipode	to eat	tʃ i tʃ o d e	ɾ ɯ e d e	2347	0.6	0.6666666666666666	0.6666666666666666	0.5714285714285714	0.6261904761904762	yes
WitotoMinica	WitotoNipode	to eat	tʃ i tʃ o d e	dʒ i dʒ o d e	2347	0.4	0.3333333333333333	0.3333333333333333	0.2857142857142857	0.3380952380952381	yes
WitotoMinica	WitotoMinica	to eat	dʒ i b a d e	ɾ ɯ t e	2347	0.48	0.8333333333333334	0.8333333333333334	0.7142857142857143	0.7152380952380953	yes
WitotoMinica	WitotoMinica	to eat	dʒ i b a d e	ɾ ɯ e d e	2347	0.48	0.6666666666666666	0.6666666666666666	0.5714285714285714	0.5961904761904762	yes
WitotoMinica	WitotoMinica	to eat	dʒ i b a d e	tʃ i tʃ o d e	2347	0.31999999999999995	0.5	0.5	0.42857142857142855	0.4371428571428571	yes
WitotoMinica	WitotoMurui	to eat	dʒ i b a d e	r ɯ t e	2347	0.6	0.8333333333333334	0.8333333333333334	0.7142857142857143	0.7452380952380953	yes
WitotoMinica	WitotoMurui	to eat	dʒ i b a d e	dʒ i t e	2347	0.6	0.5	0.5	0.47619047619047616	0.5190476190476191	yes
WitotoMinica	WitotoNipode	to eat	dʒ i b a d e	ɾ ɯ ɗ e	2347	0.6	0.8333333333333334	0.8333333333333334	0.7142857142857143	0.7452380952380953	yes
WitotoMinica	WitotoNipode	to eat	dʒ i b a d e	ɾ ɯ e d e	2347	0.6	0.6666666666666666	0.6666666666666666	0.5714285714285714	0.6261904761904762	yes
WitotoMinica	WitotoNipode	to eat	dʒ i b a d e	dʒ i dʒ o d e	2347	0.43999999999999995	0.3333333333333333	0.3333333333333333	0.2857142857142857	0.348095238095238	yes
WitotoMinica	Ocaina	to eat	g u i t e	oː x o	2353	0.6	1.0	0.9	0.7777777777777778	0.8194444444444444	yes
WitotoMinica	WitotoMurui	to eat	g u i t e	g ui t e	2353	0.56	0.4	0.4	0.3888888888888889	0.43722222222222223	yes
WitotoMinica	WitotoNipode	to eat	g u i t e	o k o d e	2353	0.6	0.8	0.8	0.6666666666666666	0.7166666666666667	yes
WitotoMinica	Ticuna	to bite	aɯ n i d e	ŋ o	2188	0.72	1.0	0.9	0.7777777777777778	0.8494444444444444	no
WitotoMinica	Ocaina	to bite	aɯ n i d e	aː n ɯ	2188	0.6	0.8	0.7	0.6666666666666666	0.6916666666666665	yes
WitotoMinica	WitotoMurui	to bite	aɯ n i d e	aɯ n i d e	2188	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoNipode	to bite	aɯ n i d e	aɯ n i d e	2188	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoNipode	see	e ɾ o i d e	e ɾ o i d e	1720	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoMurui	see	k ɯ o d e	k ɯ o d e	1721	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoNipode	see	k ɯ o d e	k ɯ o d e	1721	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	Ocaina	to hear	k a k a d e	x aː x a	2455	0.6	0.8333333333333334	0.8333333333333334	0.7142857142857143	0.7452380952380953	yes
WitotoMinica	WitotoMurui	to hear	k a k a d e	k a k a d e	2455	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoNipode	to hear	k a k a d e	k a k a d e	2455	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoMurui	to know (facts)	o n o d e	ui ɲ o t e	2528	0.43999999999999995	0.6	0.6	0.4444444444444445	0.5211111111111112	yes
WitotoMinica	WitotoNipode	to know (facts)	o n o d e	o n o d e	2528	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoMurui	sleep	ɯ n ɯ d e	ɯ n ɯ d e	1839	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoNipode	sleep	ɯ n ɯ d e	ɯ n ɯ d e	1839	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoNipode	to die	t ɯ i d e	ɗ ɯ i d e	2291	0.4	0.2	0.2	0.16666666666666666	0.24166666666666667	yes
WitotoMinica	WitotoMurui	to kill	m e i n e t e	m ei n e t e	2519	0.56	0.2857142857142857	0.2857142857142857	0.29166666666666663	0.35577380952380955	yes
WitotoMinica	WitotoNipode	to kill	m e i n e t e	m e i n e ɗ e	2519	0.4	0.14285714285714285	0.14285714285714285	0.125	0.20267857142857143	yes
WitotoMinica	Yanesha	to kill	m e i n e t e	m ɨ s e ɲ e ts	2519	0.6799999999999999	0.7142857142857143	0.5714285714285714	0.4583333333333333	0.6060119047619047	no
WitotoMinica	WitotoMurui	to swim	ɯː d e	ɯː d e	2772	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoNipode	to swim	ɯː d e	ɯː d e	2772	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	Resigaro	to fly	ɸ eː d e	a d u	2415	0.6799999999999999	0.75	0.625	0.6	0.66375	no
WitotoMinica	WitotoMurui	to fly	ɸ eː d e	ɸ eː d e	2415	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoNipode	to fly	ɸ eː d e	p eː d e	2415	0.48	0.25	0.25	0.2	0.295	yes
WitotoMinica	Ocaina	to walk	m a k a d e	m aː x a	2849	0.6	0.6666666666666666	0.6666666666666666	0.5714285714285714	0.6261904761904762	yes
WitotoMinica	WitotoMurui	to walk	m a k a d e	m a k a r i t e	2849	0.6	0.375	0.375	0.37037037037037035	0.4300925925925926	yes
WitotoMinica	WitotoNipode	to walk	m a k a d e	m a k a d e	2849	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoMurui	to come	b i t e	b i t e	2246	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoNipode	to come	b i t e	b i ɗ e	2246	0.4	0.25	0.25	0.2	0.275	yes
WitotoMinica	WitotoMurui	to give	ɸ e k a d e	ɸ e k a d e	2441	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoMurui	say	d a ɯ d e	r ai t e	1667	0.6	0.8	0.8	0.6666666666666666	0.7166666666666667	yes
WitotoMinica	WitotoNipode	say	d a ɯ d e	d a ɯ d e	1667	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	Chayahuita	say	d a ɯ d e	i t ɨ ɾ i n	1667	0.6799999999999999	1.0	0.9166666666666666	0.8095238095238095	0.851547619047619	no
WitotoMinica	AchuarShiwiar	say	d a ɯ d e	t i t i n	1667	0.6799999999999999	1.0	0.9	0.7777777777777778	0.8394444444444444	no
WitotoMinica	WitotoMurui	mountain	k ai ɸ o n e d u	a n e d u	1241	0.6	0.5	0.5	0.48148148148148145	0.5203703703703704	yes
WitotoMinica	WitotoNipode	mountain	k ai ɸ o n e d u	k a i p o n e d u	1241	0.6	0.3333333333333333	0.3333333333333333	0.3	0.39166666666666666	yes
WitotoMinica	WitotoNipode	mountain	i ɸ e ɾ ɯ	i p e ɾ ɯ	1245	0.48	0.2	0.2	0.16666666666666666	0.26166666666666666	yes
WitotoMinica	WitotoMurui	red	h i aɯ ɾ e d e	h i aɯ r e d e	1512	0.4	0.14285714285714285	0.14285714285714285	0.125	0.20267857142857143	yes
WitotoMinica	WitotoNipode	red	h i aɯ ɾ e d e	h i aɯ ɾ e d e	1512	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoMurui	green	m o k o ɾ e d e	m o k o r e d e	835	0.4	0.125	0.125	0.1111111111111111	0.19027777777777777	yes
WitotoMinica	WitotoNipode	green	m o k o ɾ e d e	m o k o ɾ e d e	835	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	Ocaina	yellow	b o ɾ a ɾ e d e	b oː r a	3271	0.6	0.75	0.75	0.7037037037037037	0.700925925925926	yes
WitotoMinica	WitotoMurui	yellow	b o ɾ a ɾ e d e	b o r a r e d e	3271	0.4	0.25	0.25	0.2222222222222222	0.28055555555555556	yes
WitotoMinica	WitotoNipode	yellow	b o ɾ a ɾ e d e	b o ɾ a ɾ e d e	3271	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoMurui	new	k o m u e	k o m u e	1358	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoNipode	new	k o m u e	k o m u e	1358	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoMurui	dry (substance)	θ a ɸ e ɾ e d e	θ a ɸ e r e d e	417	0.4	0.125	0.125	0.1111111111111111	0.19027777777777777	yes
WitotoMinica	WitotoNipode	dry (substance)	θ a ɸ e ɾ e d e	t a p e ɾ e d e	417	0.48	0.25	0.25	0.2222222222222222	0.3005555555555556	yes
WitotoMinica	Ocaina	name	m a m e k ɯ	m aː m̥ ɯ	1275	0.6	0.6666666666666666	0.6666666666666666	0.5238095238095238	0.6142857142857142	yes
WitotoMinica	WitotoMurui	name	m a m e k ɯ	m a m e k ɯ	1275	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoNipode	name	m a m e k ɯ	m a m e k ɯ	1275	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	Proto-Bora-Muinane	name	m a m e k ɯ	m o m o	1275	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5714285714285714	0.625357142857143	no
WitotoMinica	Bora	name	m a m e k ɯ	m ɛ m ɛ	1275	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5714285714285714	0.625357142857143	no
WitotoMinica	Muinane	name	m a m e k ɯ	m o m o	1275	0.6799999999999999	0.6666666666666666	0.5833333333333334	0.5714285714285714	0.625357142857143	no
WitotoMinica	WitotoMurui	how	n ɯ e θ e	n ɯ e θ e	985	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoMurui	when?	n ɯ ɾ u i d o	n ɯ r ui d o	3043	0.6	0.42857142857142855	0.42857142857142855	0.375	0.45803571428571427	yes
WitotoMinica	WitotoNipode	when?	n ɯ ɾ u i d o	n ɯ ɾ u i d o	3043	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoMinica	where?	n ɯ n o	n ɯ n e	3046	0.31999999999999995	0.25	0.125	0.13333333333333333	0.2070833333333333	yes
WitotoMinica	WitotoMurui	where?	n ɯ n o	n ɯ n o	3046	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoMurui	where?	n ɯ n o	n ɯ n e	3046	0.43999999999999995	0.25	0.125	0.13333333333333333	0.2370833333333333	yes
WitotoMinica	WitotoNipode	where?	n ɯ n o	n ɯ n o	3046	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoNipode	where?	n ɯ n o	n ɯ n e	3046	0.43999999999999995	0.25	0.125	0.13333333333333333	0.2370833333333333	yes
WitotoMinica	AchuarShiwiar	where?	n ɯ n o	t u n i	3046	0.56	0.75	0.625	0.4666666666666667	0.6004166666666667	no
WitotoMinica	WitotoMinica	where?	n ɯ n e	n ɯ n o	3046	0.31999999999999995	0.25	0.125	0.13333333333333333	0.2070833333333333	yes
WitotoMinica	WitotoMurui	where?	n ɯ n e	n ɯ n o	3046	0.43999999999999995	0.25	0.125	0.13333333333333333	0.2370833333333333	yes
WitotoMinica	WitotoMurui	where?	n ɯ n e	n ɯ n e	3046	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoNipode	where?	n ɯ n e	n ɯ n o	3046	0.43999999999999995	0.25	0.125	0.13333333333333333	0.2370833333333333	yes
WitotoMinica	WitotoNipode	where?	n ɯ n e	n ɯ n e	3046	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	AchuarShiwiar	where?	n ɯ n e	t u n i	3046	0.56	0.75	0.625	0.4666666666666667	0.6004166666666667	no
WitotoMinica	Ocaina	here	b e n e	b a	962	0.6	0.75	0.625	0.5999999999999999	0.64375	yes
WitotoMinica	Ocaina	here	b e n e	b ɯ	962	0.6	0.75	0.625	0.5999999999999999	0.64375	yes
WitotoMinica	WitotoMinica	here	b e n e	b e n o	962	0.31999999999999995	0.25	0.125	0.06666666666666667	0.19041666666666665	yes
WitotoMinica	WitotoMurui	here	b e n e	b e n o m o	962	0.6	0.5	0.4166666666666667	0.38095238095238093	0.47440476190476194	yes
WitotoMinica	WitotoNipode	here	b e n e	b e n o	962	0.43999999999999995	0.25	0.125	0.06666666666666667	0.22041666666666665	yes
WitotoMinica	Ocaina	here	b e n o	b a	962	0.6	0.75	0.625	0.5999999999999999	0.64375	yes
WitotoMinica	Ocaina	here	b e n o	b ɯ	962	0.6	0.75	0.625	0.5999999999999999	0.64375	yes
WitotoMinica	WitotoMinica	here	b e n o	b e n e	962	0.31999999999999995	0.25	0.125	0.13333333333333333	0.2070833333333333	yes
WitotoMinica	WitotoMurui	here	b e n o	b e n o m o	962	0.6	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.39999999999999997	yes
WitotoMinica	WitotoNipode	here	b e n o	b e n o	962	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoMinica	there	b a t ɯ n e	h a d ɯ	2073	0.48	0.6666666666666666	0.6666666666666666	0.619047619047619	0.608095238095238	yes
WitotoMinica	WitotoMurui	there	b a t ɯ n e	b a t ɯ n e	2073	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoMurui	there	b a t ɯ n e	h a d ɯ	2073	0.6	0.6666666666666666	0.6666666666666666	0.619047619047619	0.638095238095238	yes
WitotoMinica	WitotoNipode	there	b a t ɯ n e	b a ɗ ɯ	2073	0.6	0.5	0.5	0.47619047619047616	0.5190476190476191	yes
WitotoMinica	WitotoNipode	there	b a t ɯ n e	h a d ɯ	2073	0.6	0.6666666666666666	0.6666666666666666	0.619047619047619	0.638095238095238	yes
WitotoMinica	WitotoMinica	there	h a d ɯ	b a t ɯ n e	2073	0.48	0.6666666666666666	0.6666666666666666	0.619047619047619	0.608095238095238	yes
WitotoMinica	WitotoMurui	there	h a d ɯ	b a t ɯ n e	2073	0.6	0.6666666666666666	0.6666666666666666	0.619047619047619	0.638095238095238	yes
WitotoMinica	WitotoMurui	there	h a d ɯ	h a d ɯ	2073	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoNipode	there	h a d ɯ	b a ɗ ɯ	2073	0.48	0.5	0.5	0.39999999999999997	0.47	yes
WitotoMinica	WitotoNipode	there	h a d ɯ	h a d ɯ	2073	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoMinica	other	h ɯ a ɯ	h ɯ a ɯ e	1472	0.48	0.2	0.2	0.2222222222222222	0.27555555555555555	yes
WitotoMinica	WitotoMurui	other	h ɯ a ɯ	h ɯ aɯ e	1472	0.43999999999999995	0.5	0.375	0.26666666666666666	0.39541666666666664	yes
WitotoMinica	WitotoNipode	other	h ɯ a ɯ	h ɯ a ɯ	1472	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoNipode	other	h ɯ a ɯ	h ɯ a ɯː e	1472	0.6	0.4	0.3	0.27777777777777773	0.39444444444444443	yes
WitotoMinica	WitotoMinica	other	h ɯ a ɯ e	h ɯ a ɯ	1472	0.48	0.2	0.2	0.2222222222222222	0.27555555555555555	yes
WitotoMinica	WitotoMurui	other	h ɯ a ɯ e	h ɯ aɯ e	1472	0.56	0.4	0.4	0.3333333333333333	0.42333333333333334	yes
WitotoMinica	WitotoNipode	other	h ɯ a ɯ e	h ɯ a ɯ	1472	0.6	0.2	0.2	0.2222222222222222	0.3055555555555556	yes
WitotoMinica	WitotoNipode	other	h ɯ a ɯ e	h ɯ a ɯː e	1472	0.4	0.2	0.2	0.1111111111111111	0.2277777777777778	yes
WitotoMinica	WitotoMinica	fog	ɾ o dʒ i	ɾ o θ i	728	0.36	0.25	0.25	0.2	0.265	yes
WitotoMinica	WitotoMinica	fog	ɾ o θ i	ɾ o dʒ i	728	0.36	0.25	0.25	0.2	0.265	yes
WitotoMinica	WitotoMurui	fog	u i dʒ ɯ e	ui dʒ ɯ e	730	0.56	0.4	0.4	0.3888888888888889	0.43722222222222223	yes
WitotoMinica	WitotoNipode	fog	u i dʒ ɯ e	u ɯ dʒ ɯ e	730	0.43999999999999995	0.2	0.2	0.16666666666666666	0.25166666666666665	yes
WitotoMinica	WitotoMurui	to flow	t o t e	t o t e	2403	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoNipode	to flow	t o t e	ɗ o ɗ e	2403	0.4	0.5	0.5	0.39999999999999997	0.44999999999999996	yes
WitotoMinica	Ocaina	sea (ocean)	m o n a i dʒ a h i	m aː n̥ ɯ	1689	0.64	0.8888888888888888	0.8333333333333334	0.7666666666666667	0.7822222222222223	yes
WitotoMinica	WitotoMurui	sea (ocean)	m o n a i dʒ a h i	m o n ai dʒ ai	1689	0.6	0.5555555555555556	0.5	0.5333333333333333	0.5472222222222222	yes
WitotoMinica	WitotoNipode	sea (ocean)	m o n a i dʒ a h i	m o n a i dʒ ai	1689	0.6	0.3333333333333333	0.2777777777777778	0.29999999999999993	0.37777777777777777	yes
WitotoMinica	Chayahuita	sea (ocean)	m o n a i dʒ a h i	m a ɾ ɨ	1689	0.6799999999999999	0.7777777777777778	0.7777777777777778	0.7333333333333333	0.7422222222222222	no
WitotoMinica	Ocaina	to wash	h o k o d e	h o x oː t ɯ	2859	0.48	0.6666666666666666	0.5833333333333334	0.47619047619047616	0.5515476190476191	yes
WitotoMinica	WitotoMurui	to wash	h o k o d e	h o k o d e	2859	0.24	0.0	0.0	0.0	0.06	yes
WitotoMinica	WitotoNipode	to wash	h o k o d e	h o k o d e	2859	0.16000000000000003	0.0	0.0	0.0	0.04000000000000001	yes
WitotoMinica	WitotoMinica	worm	i g ɯ ɾ oɯ	a i g ɯ ɾ oɯ	3223	0.48	0.16666666666666666	0.25	0.19047619047619047	0.2717857142857143	yes
