Source Doculect	Target Doculect	Concept	Form	Borrowed Form	Cogid	Distance from Identity Score	Levenshtein Distance	Bigram Distance	Trigram Distance	Combined Distance	Same Family?
Shuar	Aguaruna	I	wi	wi	1	0.16666666666666663	0.0	0.0	0.0	0.04166666666666666	yes
Shuar	AchuarShiwiar	I	wi	wi	1	0.41666666666666663	0.0	0.0	0.0	0.10416666666666666	yes
Shuar	Wampis	I	wi	wi	1	0.16666666666666663	0.0	0.0	0.0	0.04166666666666666	yes
Urarina	Iquito	I	kan̪ɨ̃́	kí=	2	0.75	0.8571428571428571	0.7857142857142857	0.7083333333333334	0.7752976190476191	no
Urarina	Ocaina	I	kan̪ɨ̃́	xõ	2	0.7083333333333333	1.0	0.9285714285714286	0.8333333333333334	0.8675595238095238	no
Urarina	Ocaina	I	kan̪ɨ̃́	xõɯ̃	2	0.7083333333333333	0.8571428571428571	0.8571428571428571	0.75	0.7931547619047619	no
Urarina	WitotoMinica	I	kan̪ɨ̃́	kúe	2	0.7083333333333333	0.8571428571428571	0.7857142857142857	0.7083333333333334	0.7648809523809523	no
Urarina	WitotoMurui	I	kan̪ɨ̃́	kue	2	0.7083333333333333	0.8571428571428571	0.7857142857142857	0.7083333333333334	0.7648809523809523	no
Urarina	WitotoNipode	I	kan̪ɨ̃́	kúe	2	0.7083333333333333	0.8571428571428571	0.7857142857142857	0.7083333333333334	0.7648809523809523	no
Urarina	Arabela	I	kan̪ɨ̃́	kwa	2	0.7083333333333333	0.8571428571428571	0.7142857142857143	0.6666666666666666	0.7366071428571428	no
Urarina	Chayahuita	I	kan̪ɨ̃́	ka	2	0.7083333333333333	0.7142857142857143	0.7142857142857143	0.6666666666666666	0.7008928571428571	no
Urarina	Andoa	I	kan̪ɨ̃́	kijá	2	0.5833333333333333	0.8571428571428571	0.7857142857142857	0.7083333333333334	0.7336309523809523	no
Urarina	MiranhaCarapana-Tapuya	I	kan̪ɨ̃́	cui	2	0.75	1.0	0.9285714285714286	0.8333333333333334	0.8779761904761906	no
Urarina	Shiwilu	I	kan̪ɨ̃́	kua	2	0.75	0.8571428571428571	0.7142857142857143	0.6666666666666666	0.7470238095238095	no
Urarina	Zaparo	I	kan̪ɨ̃́	kwihya	2	0.5833333333333333	0.8571428571428571	0.7857142857142857	0.7083333333333334	0.7336309523809523	no
Wampis	Aguaruna	I	wi	wi	1	0.16666666666666663	0.0	0.0	0.0	0.04166666666666666	yes
Wampis	AchuarShiwiar	I	wi	wi	1	0.41666666666666663	0.0	0.0	0.0	0.10416666666666666	yes
Wampis	Shuar	I	wi	wi	1	0.16666666666666663	0.0	0.0	0.0	0.04166666666666666	yes
Yanesha	Resigaro	I	na	n̥ó	9	0.45833333333333337	0.6666666666666666	0.5	0.5	0.53125	yes
Zaparo	Iquito	I	kwihya	kí=	2	0.6666666666666667	0.8333333333333334	0.75	0.6666666666666667	0.7291666666666667	yes
Zaparo	Ocaina	I	kwihya	xõ	2	0.7083333333333333	1.0	0.9166666666666666	0.8095238095238095	0.8586309523809523	no
Zaparo	Ocaina	I	kwihya	xõɯ̃	2	0.7083333333333333	1.0	0.9166666666666666	0.8095238095238095	0.8586309523809523	no
Zaparo	WitotoMinica	I	kwihya	kúe	2	0.7083333333333333	0.8333333333333334	0.75	0.6666666666666667	0.7395833333333333	no
Zaparo	WitotoMurui	I	kwihya	kue	2	0.7083333333333333	0.8333333333333334	0.75	0.6666666666666667	0.7395833333333333	no
Zaparo	WitotoNipode	I	kwihya	kúe	2	0.7083333333333333	0.8333333333333334	0.75	0.6666666666666667	0.7395833333333333	no
Zaparo	Arabela	I	kwihya	kwa	2	0.625	0.5	0.5833333333333334	0.5238095238095238	0.5580357142857143	yes
Zaparo	Chayahuita	I	kwihya	ka	2	0.7083333333333333	0.6666666666666666	0.75	0.6666666666666666	0.6979166666666666	no
Zaparo	Andoa	I	kwihya	kijá	2	0.41666666666666663	0.6666666666666666	0.6666666666666666	0.5714285714285714	0.5803571428571428	yes
Zaparo	MiranhaCarapana-Tapuya	I	kwihya	cui	2	0.75	0.8333333333333334	0.8333333333333334	0.7619047619047619	0.7946428571428572	no
Zaparo	Shiwilu	I	kwihya	kua	2	0.75	0.6666666666666666	0.6666666666666666	0.619047619047619	0.675595238095238	no
Zaparo	Urarina	I	kwihya	kan̪ɨ̃́	2	0.5833333333333333	0.8571428571428571	0.7857142857142857	0.7083333333333334	0.7336309523809523	no
WitotoMinica	WitotoMurui	all (of a number)	nána	nana	27	0.25	0.25	0.25	0.2	0.2375	yes
WitotoMinica	WitotoNipode	all (of a number)	nána	nána	27	0.16666666666666663	0.0	0.0	0.0	0.04166666666666666	yes
WitotoMurui	WitotoMinica	all (of a number)	nana	nána	27	0.25	0.25	0.25	0.13333333333333333	0.22083333333333333	yes
WitotoMurui	WitotoNipode	all (of a number)	nana	nána	27	0.25	0.25	0.25	0.13333333333333333	0.22083333333333333	yes
WitotoNipode	WitotoMinica	all (of a number)	nána	nána	27	0.16666666666666663	0.0	0.0	0.0	0.04166666666666666	yes
WitotoNipode	WitotoMurui	all (of a number)	nána	nana	27	0.25	0.25	0.25	0.2	0.2375	yes
Aguaruna	AchuarShiwiar	all (of a number)	aʃi	ashí	14	0.29166666666666663	0.75	0.625	0.5333333333333333	0.5499999999999999	yes
Aguaruna	Shuar	all (of a number)	aʃi	másh’	14	0.625	1.0	0.9	0.7777777777777778	0.8256944444444444	yes
Aguaruna	Shuar	all (of a number)	aʃi	mashi	14	0.6666666666666667	0.6	0.7	0.611111111111111	0.6444444444444444	yes
Aguaruna	Wampis	all (of a number)	aʃi	ashi	14	0.25	0.5	0.5	0.4666666666666667	0.4291666666666667	yes
Proto-Bora-Muinane	Bora	all (of a number)	pa-no	pʰá-neé-re	16	0.6666666666666667	0.7	0.65	0.6666666666666666	0.6708333333333333	no
Proto-Bora-Muinane	Muinane	all (of a number)	pa-no	ɸáá-no	16	0.6666666666666667	0.5	0.5	0.42857142857142855	0.5238095238095238	no
Bora	Proto-Bora-Muinane	all (of a number)	pʰá-neé-re	pa-no	16	0.6666666666666667	0.7	0.65	0.6666666666666666	0.6708333333333333	no
Bora	Muinane	all (of a number)	pʰá-neé-re	ɸáá-no	16	0.625	0.7	0.65	0.6363636363636364	0.6528409090909091	yes
Muinane	Proto-Bora-Muinane	all (of a number)	ɸáá-no	pa-no	16	0.6666666666666667	0.5	0.5	0.42857142857142855	0.5238095238095238	no
Muinane	Bora	all (of a number)	ɸáá-no	pʰá-neé-re	16	0.625	0.7	0.6	0.5757575757575757	0.6251893939393939	yes
AchuarShiwiar	Aguaruna	all (of a number)	ashí	aʃi	14	0.29166666666666663	0.75	0.625	0.5333333333333333	0.5499999999999999	yes
AchuarShiwiar	Shuar	all (of a number)	ashí	másh’	14	0.6666666666666667	0.6	0.5	0.5000000000000001	0.5666666666666667	yes
AchuarShiwiar	Shuar	all (of a number)	ashí	mashi	14	0.7083333333333333	0.4	0.4	0.3333333333333333	0.46041666666666664	yes
AchuarShiwiar	Wampis	all (of a number)	ashí	ashi	14	0.29166666666666663	0.25	0.125	0.13333333333333333	0.19999999999999998	yes
Shuar	Aguaruna	all (of a number)	másh’	aʃi	14	0.625	1.0	0.9	0.7777777777777778	0.8256944444444444	yes
Shuar	AchuarShiwiar	all (of a number)	másh’	ashí	14	0.6666666666666667	0.6	0.5	0.5000000000000001	0.5666666666666667	yes
Shuar	Wampis	all (of a number)	másh’	ashi	14	0.625	0.6	0.5	0.5000000000000001	0.55625	yes
Shuar	Aguaruna	all (of a number)	mashi	aʃi	14	0.6666666666666667	0.6	0.7	0.611111111111111	0.6444444444444444	yes
Shuar	AchuarShiwiar	all (of a number)	mashi	ashí	14	0.7083333333333333	0.4	0.4	0.38888888888888884	0.47430555555555554	yes
Shuar	Wampis	all (of a number)	mashi	ashi	14	0.6666666666666667	0.2	0.3	0.27777777777777773	0.3611111111111111	yes
Wampis	Aguaruna	all (of a number)	ashi	aʃi	14	0.25	0.5	0.5	0.4666666666666667	0.4291666666666667	yes
Wampis	AchuarShiwiar	all (of a number)	ashi	ashí	14	0.29166666666666663	0.25	0.125	0.13333333333333333	0.19999999999999998	yes
Wampis	Shuar	all (of a number)	ashi	másh’	14	0.625	0.6	0.5	0.5000000000000001	0.55625	yes
Wampis	Shuar	all (of a number)	ashi	mashi	14	0.6666666666666667	0.2	0.3	0.2222222222222222	0.3472222222222222	yes
AchuarShiwiar	Wampis	and	túrua	tura	30	0.5	0.4	0.4	0.3333333333333333	0.4083333333333333	yes
Wampis	AchuarShiwiar	and	tura	túrua	30	0.5	0.4	0.4	0.3333333333333333	0.4083333333333333	yes
Aguaruna	Waorani	animal	kuntin	kæ̃dĩgã	41	0.7083333333333333	0.8571428571428571	0.7857142857142857	0.7083333333333334	0.7648809523809523	no
Aguaruna	Wampis	animal	kuntin	kuntin	41	0.33333333333333337	0.0	0.0	0.0	0.08333333333333334	yes
Waorani	Aguaruna	animal	kæ̃dĩgã	kuntin	41	0.7083333333333333	0.8571428571428571	0.7857142857142857	0.7083333333333334	0.7648809523809523	no
Waorani	Wampis	animal	kæ̃dĩgã	kuntin	41	0.7083333333333333	0.8571428571428571	0.7857142857142857	0.7083333333333334	0.7648809523809523	no
